Card number,Name,Rarity,Print,Region,Modification date,Release,Set type,Cover card,Version
LART-KR005,Left Arm of the Forbidden One,"('Ultra Rare', 'Secret Rare')",,JP,2023-04-05 18:40:38,,Booster pack,,Old
LART-KR005,Left Arm of the Forbidden One,"('Ultra Rare', 'Secret Rare')",,KR,2023-08-11 07:45:21,2023-02-14,Booster pack,,New
LART-KR006,Right Arm of the Forbidden One,"('Ultra Rare', 'Secret Rare')",,JP,2023-04-05 18:40:38,,Booster pack,,Old
LART-KR006,Right Arm of the Forbidden One,"('Ultra Rare', 'Secret Rare')",,KR,2023-08-11 07:45:21,2023-02-14,Booster pack,,New
LART-KR007,Ring of Destruction,"('Ultra Rare', 'Secret Rare')",,JP,2023-04-05 18:40:38,,Booster pack,,Old
LART-KR007,Ring of Destruction,"('Ultra Rare', 'Secret Rare')",,KR,2023-08-11 07:45:21,2023-02-14,Booster pack,,New
LART-KR008,Lesser Fiend,"('Ultra Rare', 'Secret Rare')",,JP,2023-04-05 18:40:38,,Booster pack,,Old
LART-KR008,Lesser Fiend,"('Ultra Rare', 'Secret Rare')",,KR,2023-08-11 07:45:21,2023-02-14,Booster pack,,New
LART-KR009,Call of the Haunted,"('Ultra Rare', 'Secret Rare')",,JP,2023-04-05 18:40:38,,Booster pack,,Old
LART-KR009,Call of the Haunted,"('Ultra Rare', 'Secret Rare')",,KR,2023-08-11 07:45:21,2023-02-14,Booster pack,,New
LART-KR010,Dark Ruler Ha Des,"('Ultra Rare', 'Secret Rare')",,JP,2023-04-05 18:40:38,,Booster pack,,Old
LART-KR010,Dark Ruler Ha Des,"('Ultra Rare', 'Secret Rare')",,KR,2023-08-11 07:45:21,2023-02-14,Booster pack,,New
LART-KR011,Soul Drain,"('Ultra Rare', 'Secret Rare')",,JP,2023-04-05 18:40:38,,Booster pack,,Old
LART-KR011,Soul Drain,"('Ultra Rare', 'Secret Rare')",,KR,2023-08-11 07:45:21,2023-02-14,Booster pack,,New
LART-KR012,Skill Drain,"('Ultra Rare', 'Secret Rare')",,JP,2023-04-05 18:40:38,,Booster pack,,Old
LART-KR012,Skill Drain,"('Ultra Rare', 'Secret Rare')",,KR,2023-08-11 07:45:21,2023-02-14,Booster pack,,New
LART-KR013,Super Rejuvenation,"('Ultra Rare',)",,KR,2023-08-11 07:47:45,2023-08-17,Booster pack,,New
LART-KR014,Solemn Judgment,"('Ultra Rare',)",,KR,2023-08-11 07:47:45,2023-08-17,Booster pack,,New
LART-KR015,Edge Imp Sabres,"('Ultra Rare',)",,KR,2023-08-11 07:47:45,2023-08-17,Booster pack,,New
LART-KR016,Foolish Burial,"('Ultra Rare',)",,KR,2023-08-11 07:47:45,2023-08-17,Booster pack,,New
LART-KR017,Offerings to the Doomed,"('Ultra Rare',)",,KR,2023-08-11 07:47:45,2023-08-17,Booster pack,,New
LART-KR018,Superdreadnought Rail Cannon Gustav Max,"('Ultra Rare',)",,KR,2023-08-11 07:47:45,2023-08-17,Booster pack,,New
LART-KR019,Dark Magician Girl,"('Ultra Rare',)",,KR,2023-08-11 07:47:45,2023-08-17,Booster pack,,New
LART-KR020,The Legendary Fisherman,"('Ultra Rare',)",,KR,2023-08-11 07:47:45,2023-08-17,Booster pack,,New
LART-KR021,Harpie Queen,"('Ultra Rare',)",,KR,2023-08-11 07:47:45,2023-08-17,Booster pack,,New
LART-KR022,Harpie Channeler,"('Ultra Rare',)",,KR,2023-08-11 07:47:45,2023-08-17,Booster pack,,New
LART-KR023,Harpie Dancer,"('Ultra Rare',)",,KR,2023-08-11 07:47:45,2023-08-17,Booster pack,,New
LART-KR024,Ghost Sister & Spooky Dogwood,"('Ultra Rare',)",,KR,2023-08-11 07:47:45,2023-08-17,Booster pack,,New
LD10-EN021,Volcanic Blaze Accelerator,"('Super Rare',)",new,EN,2023-08-01 00:20:52,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",Old
LD10-EN021,Volcanic Blaze Accelerator,"('Super Rare',)",New,EN,2023-08-08 12:08:09,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR000,Salamangreat Sunlight Wolf,"('Ghost Rare',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR001,Salamangreat of Fire,"('Ultra Rare',)",New,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR002,Salamangreat Weasel,"('Super Rare',)",New,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR003,Salamangreat Tiger,"('Ultra Rare',)",New,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR004,Salamangreat Burst Gryphon,"('Ultra Rare',)",New,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR005,Salamangreat Raging Phoenix,"('Ultra Rare',)",New,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR006,Salamangreat Charge,"('Rare',)",New,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR007,Salamangreat Revive,"('Rare',)",New,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR008,Salamangreat Gazelle,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR009,Salamangreat Spinny,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR010,Salamangreat Miragestallio,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR011,Salamangreat Heatleo,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR012,Salamangreat Balelynx,"('Rare',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR013,Salamangreat Sanctuary,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR014,Salamangreat Circle,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR015,Salamangreat Transcendence,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR016,Burning Draw,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR017,Salamangreat Roar,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR018,Volcanic Emperor,"('Ultra Rare',)",New,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR019,Volcanic Trooper,"('Ultra Rare',)",New,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR020,Volcanic Rimfire,"('Rare',)",New,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR021,Volcanic Blaze Accelerator,"('Super Rare',)",New,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR022,Fire Ejection,"('Super Rare',)",New,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR023,Volcanic Emission,"('Super Rare',)",New,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR024,Volcanic Inferno,"('Super Rare',)",New,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR025,Volcanic Shell,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR026,Volcanic Scattershot,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR027,Volcanic Rocket,"('Rare',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR028,Volcanic Queen,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR029,Volcanic Doomfire,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR030,Blaze Accelerator,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR031,Blaze Accelerator Reload,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR032,Battlin' Boxer Uppercutter,"('Ultra Rare',)",New,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR033,Battlin' Boxer Chief Second,"('Rare',)",New,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR034,Battlin' Boxer Promoter,"('Ultra Rare',)",New,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR035,Number C79: Battlin' Boxer General Kaiser,"('Super Rare',)",New,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR036,Battlin' Boxer King Dempsey,"('Ultra Rare',)",New,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR037,Seventh Force,"('Super Rare',)",New,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR038,Battlin' Boxing Cross Counter,"('Super Rare',)",New,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR039,Battlin' Boxer Headgeared,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR040,Battlin' Boxer Glassjaw,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR041,Battlin' Boxer Switchitter,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR042,Number 105: Battlin' Boxer Star Cestus,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR043,Number C105: Battlin' Boxer Comet Cestus,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR044,Number 79: Battlin' Boxer Nova Kaiser,"('Rare',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR045,Battlin' Boxing Spirits,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR046,Salamangreat Foxy,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR047,Salamangreat Jack Jaguar,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR048,Salamangreat Fowl,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR049,Will of the Salamangreat,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR050,Salamangreat Rage,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR051,Salamangreat Almiraj,"('Rare',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR052,Volcanic Hammerer,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR053,Tri-Blaze Accelerator,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR054,Battlin' Boxer Rabbit Puncher,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR055,Battlin' Boxer Big Bandage,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR056,Battlin' Boxer Shadow,"('Rare',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR057,Battlin' Boxer Lead Yoke,"('Rare',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR058,Battlin' Boxer Cheat Commissioner,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR059,Last Counter,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR060,Jolt Counter,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-FR061,Volcanic Eruption,"('Common',)",Reprint,FR,2023-08-13 22:11:16,2023-08-10,Booster pack,"('Salamangreat Raging Phoenix',)",New
LN-14,Dark Necrofear,"('Ultra Rare', 'Ultra Parallel Rare', 'Ultimate Rare')",New,JP,2023-07-03 13:00:07,2001-07-21,Booster pack,"('Dark Necrofear', 'Destiny Board')",Old
LN-14,Dark Necrofear,"('Ultra Rare', 'Ultimate Rare')",New,JP,2023-08-09 08:51:33,2001-07-21,Booster pack,"('Dark Necrofear', 'Destiny Board')",New
LOB-070,Red-Eyes B. Dragon,"('Ultra Rare',)",,NA,2023-04-28 12:36:43,2002-03-08,Booster pack,"('Blue-Eyes White Dragon',)",Old
LOB-070,Red-Eyes Black Dragon,"('Ultra Rare',)",,NA,2023-08-09 21:55:00,2002-03-08,Booster pack,"('Blue-Eyes White Dragon',)",New
LOB-E004,Gaia the Fierce Knight,"('Ultra Rare',)",,EU,2023-04-28 12:38:42,2002-12-01,Booster pack,"('Blue-Eyes White Dragon',)",Old
LOB-E004,Gaia The Fierce Knight,"('Ultra Rare',)",,EU,2023-08-09 21:53:52,2002-12-01,Booster pack,"('Blue-Eyes White Dragon',)",New
LOB-E056,Red-Eyes B. Dragon,"('Ultra Rare',)",,EU,2023-04-28 12:38:42,2002-12-01,Booster pack,"('Blue-Eyes White Dragon',)",Old
LOB-E056,Red-Eyes Black Dragon,"('Ultra Rare',)",,EU,2023-08-09 21:53:52,2002-12-01,Booster pack,"('Blue-Eyes White Dragon',)",New
MVPC-JP001,Gandora-X the Dragon of Demolition,"('Kaiba Corporation Common',)",,JP,2023-03-22 17:27:51,2016-04-23,Promotional card,,Old
MVPC-JP001,Gandora-X the Dragon of Demolition,"('Kaiba Corporation Common',)",,JP,2023-03-22 17:27:51,,,,New
MVPC-JP002,Lord Gaia the Fierce Knight,"('Kaiba Corporation Common',)",,JP,2023-04-28 13:37:40,2016-04-30,Promotional card,,Old
MVPC-JP002,Lord Gaia the Fierce Knight,"('Kaiba Corporation Common',)",,JP,2023-04-28 13:37:40,,,,New
PHNI-JP000,Magicians of Bonds and Unity,"('Quarter Century Secret Rare',)",,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP001,Spirit of Yubel,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP002,Geist Grinder Golem,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP003,Samsara Regenerating Lotus,"('Rare',)",,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP004,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP005,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP006,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP007,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP008,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP009,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP010,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP011,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP012,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP013,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP014,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP015,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP016,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP017,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP018,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP019,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP020,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP021,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP022,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP023,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP024,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP025,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP026,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP027,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP028,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP029,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP030,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP031,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP032,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP033,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP034,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP035,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP036,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP037,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP038,Yubel - Das Ewig Liebe Wächter,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Quarter Century Secret Rare')",,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP039,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP040,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP041,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP042,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP043,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP044,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP045,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP046,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP047,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP048,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP049,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP050,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP051,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP052,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP053,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP054,Nightmare Pain,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP055,Mature Chronicle,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP056,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP057,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP058,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP059,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP060,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP061,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP062,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP063,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP064,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP065,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP066,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP067,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP068,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP069,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP070,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP071,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP072,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP073,Eternal Favorite,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP074,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP075,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP076,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP077,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP078,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP079,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
PHNI-JP080,,,,JP,2023-08-12 22:28:42,2023-10-28,Booster pack,"('Yubel - Das Ewig Liebe Wächter',)",New
RD/????-JP???,Blue-Eyes Ultimate Dragon,"('Over Rush Rare',)",,JP,2023-05-22 08:08:57,2023-09-30,Structure Deck,,Old
