Name,Card type,Property,Archseries,Legend,Maximum mode,Attribute,Primary type,Monster type,Effect type,DEF,ATK,MAXIMUM ATK,Level/Rank,Page name,Page URL,Artwork,Modification date,Errata
Shichirin Samurai - Kushiro the Skewer Master,Monster Card,,"('Yakiniku',)",False,False,FIRE,Effect Monster,Beast,"('Effect',)",900,2200,,7,Shichirin Samurai - Kushiro the Skewer Master,https://yugipedia.com/wiki/Shichirin_Samurai_-_Kushiro_the_Skewer_Master,,2022-12-25 17:41:20,
Shield & Sword,Spell Card,Normal Spell Card,,True,False,,,,"('Effect',)",,,,,Shield & Sword (Rush Duel),https://yugipedia.com/wiki/Shield_%26_Sword_(Rush_Duel),,2021-12-11 20:01:01,"('Type',)"
Shield Boring Kong,Monster Card,,,False,False,EARTH,Effect Monster,Machine,"('Effect',)",1700,2300,,8,Shield Boring Kong,https://yugipedia.com/wiki/Shield_Boring_Kong,,2022-12-21 09:21:41,"('Any',)"
Shining City Nights,Spell Card,Field Spell Card,"('Bubble Era',)",False,False,,,,"('Effect',)",,,,,Shining City Nights,https://yugipedia.com/wiki/Shining_City_Nights,,2022-12-21 09:17:26,
Shining Shaman,Monster Card,,,False,False,LIGHT,Effect Monster,Spellcaster,"('Effect',)",0,500,,2,Shining Shaman,https://yugipedia.com/wiki/Shining_Shaman,,2021-12-03 04:08:05,
Ship of Seven Treasures,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Ship of Seven Treasures,https://yugipedia.com/wiki/Ship_of_Seven_Treasures,,2022-09-21 05:57:28,
Shitotsu the Talismanic Warrior,Monster Card,,"('Talismanic',)",False,False,WATER,Effect Monster,Warrior,"('Effect',)",1000,1000,,4,Shitotsu the Talismanic Warrior,https://yugipedia.com/wiki/Shitotsu_the_Talismanic_Warrior,,2022-10-03 13:36:17,
Shock Dragon,Monster Card,,,False,False,FIRE,Effect Monster,Dragon,"('Effect',)",2500,1600,,7,Shock Dragon,https://yugipedia.com/wiki/Shock_Dragon,,2022-09-21 03:35:00,
Shocking Comeback!!,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Shocking Comeback!!,https://yugipedia.com/wiki/Shocking_Comeback!!,,2023-01-30 10:06:23,
Shoulder Phone Nyan Nyan,Monster Card,,"('Bubble Era',)",False,False,LIGHT,Effect Monster,Aqua,"('Effect',)",0,1200,,4,Shoulder Phone Nyan Nyan,https://yugipedia.com/wiki/Shoulder_Phone_Nyan_Nyan,,2022-10-20 07:02:06,
Shovel Crusher,Monster Card,,,False,False,EARTH,Normal Monster,Machine,,1200,900,,3,Shovel Crusher (Rush Duel),https://yugipedia.com/wiki/Shovel_Crusher_(Rush_Duel),,2022-04-23 23:53:50,
Showering Seaferno,Monster Card,,,False,False,WATER,Fusion Monster,Thunder,"('Effect',)",2400,2800,,8,Showering Seaferno,https://yugipedia.com/wiki/Showering_Seaferno,,2023-01-12 19:30:31,
Shrinker Shrimp,Monster Card,,,False,False,LIGHT,Effect Monster,Cyberse,"('Effect',)",100,1700,,5,Shrinker Shrimp,https://yugipedia.com/wiki/Shrinker_Shrimp,,2023-01-30 11:37:55,
Sickleon,Monster Card,,"('Chameleon',)",False,False,WIND,Effect Monster,Reptile,"('Effect',)",600,1000,,3,Sickleon,https://yugipedia.com/wiki/Sickleon,,2022-09-21 06:22:21,
Siesta Hold,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Siesta Hold,https://yugipedia.com/wiki/Siesta_Hold,,2023-01-10 18:59:10,
Siesta Torero,Monster Card,,,False,False,WATER,Effect Monster,Warrior,"('Effect',)",0,1200,,3,Siesta Torero,https://yugipedia.com/wiki/Siesta_Torero,,2023-01-10 18:57:18,"('Any',)"
"Sieth, the Scabbard of Noble Arms",Monster Card,,"('Holy Swordsman',)",False,False,LIGHT,Effect Monster,Spellcaster,"('Effect',)",200,1700,,5,"Sieth, the Scabbard of Noble Arms","https://yugipedia.com/wiki/Sieth,_the_Scabbard_of_Noble_Arms",,2022-10-20 07:38:16,
Sigilstate Sol,Monster Card,,,False,False,LIGHT,Effect Monster,Cyberse,"('Effect',)",0,2500,,7,Sigilstate Sol,https://yugipedia.com/wiki/Sigilstate_Sol,,2021-12-17 12:20:39,
Silent Assailant,Monster Card,,,False,False,DARK,Normal Monster,Psychic,,0,1500,,4,Silent Assailant,https://yugipedia.com/wiki/Silent_Assailant,,2022-10-20 07:04:17,
Silent Doom,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Silent Doom (Rush Duel),https://yugipedia.com/wiki/Silent_Doom_(Rush_Duel),,2022-12-19 12:39:02,"('Any',)"
Silent Learning,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Silent Learning,https://yugipedia.com/wiki/Silent_Learning,,2022-08-25 01:02:32,
Silver Fang,Monster Card,,,False,False,EARTH,Normal Monster,Beast,,800,1200,,3,Silver Fang (Rush Duel),https://yugipedia.com/wiki/Silver_Fang_(Rush_Duel),,2022-09-21 03:03:29,"('Type',)"
Silver Seyfert,Monster Card,,,False,False,LIGHT,Normal Monster,Galaxy (Type),,800,2000,,6,Silver Seyfert,https://yugipedia.com/wiki/Silver_Seyfert,,2022-12-21 09:14:22,
Silver Wolf,Monster Card,,,False,False,EARTH,Effect Monster,Beast,"('Effect',)",400,1300,,3,Silver Wolf,https://yugipedia.com/wiki/Silver_Wolf,,2022-09-21 04:39:39,
Silver-Eyes Star Cat,Monster Card,,"('Cat (Rush Duel series)',)",False,False,DARK,Normal Monster,Beast,,200,1400,,4,Silver-Eyes Star Cat,https://yugipedia.com/wiki/Silver-Eyes_Star_Cat,,2023-01-21 13:54:08,
Silvermountain of Blisstopia,Spell Card,Field Spell Card,"('Blisstopia',)",False,False,,,,"('Effect',)",,,,,Silvermountain of Blisstopia,https://yugipedia.com/wiki/Silvermountain_of_Blisstopia,,2022-12-13 15:35:00,
Site Preview,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Site Preview,https://yugipedia.com/wiki/Site_Preview,,2023-02-04 14:18:03,
Skull Servant,Monster Card,,,False,False,DARK,Normal Monster,Zombie,,200,300,,1,Skull Servant (Rush Duel),https://yugipedia.com/wiki/Skull_Servant_(Rush_Duel),,2022-09-21 03:21:22,"('Type',)"
Sky Dragon,Monster Card,,,False,False,WIND,Normal Monster,Dragon,,1800,1900,,6,Sky Dragon (Rush Duel),https://yugipedia.com/wiki/Sky_Dragon_(Rush_Duel),,2022-02-09 02:41:56,
Skysavior Prayer,Spell Card,Normal Spell Card,"('Skysavior',)",False,False,,,,"('Effect',)",,,,,Skysavior Prayer,https://yugipedia.com/wiki/Skysavior_Prayer,,2023-01-21 14:43:02,
Skysavior Symbol,Spell Card,Equip Spell Card,"('Skysavior',)",False,False,,,,"('Effect',)",,,,,Skysavior Symbol,https://yugipedia.com/wiki/Skysavior_Symbol,,2023-01-21 14:45:31,
Skysavior Witnesses,Spell Card,Normal Spell Card,"('Skysavior',)",False,False,,,,"('Effect',)",,,,,Skysavior Witnesses,https://yugipedia.com/wiki/Skysavior_Witnesses,,2023-01-21 14:44:39,
Slash Halo,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Slash Halo,https://yugipedia.com/wiki/Slash_Halo,,2023-02-04 14:17:46,
Slot Machine PG-7,Monster Card,,,False,False,DARK,Effect Monster,Machine,"('Effect',)",1000,700,,3,Slot Machine PG-7,https://yugipedia.com/wiki/Slot_Machine_PG-7,,2023-02-06 12:23:19,
Smashing Ground,Spell Card,Normal Spell Card,,True,False,,,,"('Effect',)",,,,,Smashing Ground (Rush Duel),https://yugipedia.com/wiki/Smashing_Ground_(Rush_Duel),,2022-09-25 03:01:09,"('Type',)"
Snake Clown,Monster Card,,"('Metarion',)",False,False,LIGHT,Normal Monster,Reptile,,500,1700,,5,Snake Clown,https://yugipedia.com/wiki/Snake_Clown,,2022-12-30 01:32:44,
Sneezing Greedizauls,Monster Card,,"('Nouveau Riche Dinosaur',)",False,False,LIGHT,Effect Monster,Dinosaur,"('Effect',)",1700,2400,,7,Sneezing Greedizauls,https://yugipedia.com/wiki/Sneezing_Greedizauls,,2022-12-13 07:15:45,
Sogen,Spell Card,Field Spell Card,,False,False,,,,"('Effect',)",,,,,Sogen (Rush Duel),https://yugipedia.com/wiki/Sogen_(Rush_Duel),,2022-10-20 07:19:00,"('Type',)"
Solcier the Skysavior Lightflash,Monster Card,,"('Skysavior',)",False,False,LIGHT,Fusion Monster,Celestial Warrior,"('Multi-Choice Effect',)",2800,2200,,9,Solcier the Skysavior Lightflash,https://yugipedia.com/wiki/Solcier_the_Skysavior_Lightflash,,2023-01-21 14:28:24,
Soleil the Skysavior Angel,Monster Card,,"('Skysavior',)",False,False,LIGHT,Effect Monster,Fairy,"('Effect',)",1000,0,,1,Soleil the Skysavior Angel,https://yugipedia.com/wiki/Soleil_the_Skysavior_Angel,,2023-01-21 14:06:59,
Sonic Attacker,Monster Card,,,False,False,WIND,Effect Monster,Machine,"('Effect',)",1000,1300,,5,Sonic Attacker,https://yugipedia.com/wiki/Sonic_Attacker,,2022-09-21 03:07:51,
Sorapuyo,Monster Card,,,False,False,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",0,1000,,2,Sorapuyo,https://yugipedia.com/wiki/Sorapuyo,,2022-09-20 11:07:13,
Soul of a Reporter,Trap Card,Normal Trap Card,"('Newspaper',)",False,False,,,,"('Effect',)",,,,,Soul of a Reporter,https://yugipedia.com/wiki/Soul_of_a_Reporter,,2022-10-20 07:34:09,
Sparkhearts Girl,Monster Card,,,False,False,FIRE,Effect Monster,Spellcaster,"('Effect',)",1200,800,,3,Sparkhearts Girl,https://yugipedia.com/wiki/Sparkhearts_Girl,,2022-10-20 07:08:44,
Sparks,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Sparks (Rush Duel),https://yugipedia.com/wiki/Sparks_(Rush_Duel),,2022-09-21 03:18:07,"('Type',)"
Spectral Swords of the Everloyal Guard,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Spectral Swords of the Everloyal Guard,https://yugipedia.com/wiki/Spectral_Swords_of_the_Everloyal_Guard,,2022-02-11 17:09:41,
Speedy Performer,Monster Card,,"('Psychic Musician',)",False,False,DARK,Effect Monster,Psychic,"('Effect',)",1000,400,,3,Speedy Performer,https://yugipedia.com/wiki/Speedy_Performer,,2023-01-05 22:41:28,
Spell Archer,Monster Card,,,False,False,WIND,Normal Monster,Spellcaster,,400,1000,,3,Spell Archer,https://yugipedia.com/wiki/Spell_Archer,,2022-08-24 13:10:35,
Spice the Elite Noodle Ninja,Monster Card,,"('Noodle Ninja',)",False,False,FIRE,Effect Monster,Pyro,"('Effect',)",0,2200,,7,Spice the Elite Noodle Ninja,https://yugipedia.com/wiki/Spice_the_Elite_Noodle_Ninja,,2022-12-21 09:44:39,"('Any',)"
Spider Roll the Sushi Fairy,Monster Card,,"('Sushi Fairy',)",False,False,DARK,Normal Monster,Fairy,,800,800,,2,Spider Roll the Sushi Fairy,https://yugipedia.com/wiki/Spider_Roll_the_Sushi_Fairy,,2022-10-30 07:46:36,
Spike Seadra,Monster Card,,,False,False,WATER,Normal Monster,Sea Serpent,,1300,1600,,5,Spike Seadra (Rush Duel),https://yugipedia.com/wiki/Spike_Seadra_(Rush_Duel),,2022-04-23 01:19:18,
Spiral Geyser,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Spiral Geyser,https://yugipedia.com/wiki/Spiral_Geyser,,2022-09-21 06:17:44,
Spirit of Bolt of Inspiration,Monster Card,,,False,False,EARTH,Effect Monster,Thunder,"('Effect',)",1200,800,,2,Spirit of Bolt of Inspiration,https://yugipedia.com/wiki/Spirit_of_Bolt_of_Inspiration,,2022-09-21 06:18:21,
Spirit of the Mini Harp,Monster Card,,"('Bubble Actress',)",False,False,WATER,Normal Monster,Aqua,,1400,0,,1,Spirit of the Mini Harp,https://yugipedia.com/wiki/Spirit_of_the_Mini_Harp,,2022-07-12 15:12:17,
Splendid Floor Master,Monster Card,,,False,False,WATER,Fusion Monster,Spellcaster,"('Effect',)",1200,2400,,6,Splendid Floor Master,https://yugipedia.com/wiki/Splendid_Floor_Master,,2022-11-17 12:08:58,
Splitter Slime,Monster Card,,,False,False,WATER,Effect Monster,Aqua,"('Effect',)",500,1000,,3,Splitter Slime,https://yugipedia.com/wiki/Splitter_Slime,,2022-11-17 12:09:49,
Sportsdragon Closer,Monster Card,,"('Sportsdragon',)",False,False,FIRE,Effect Monster,Dragon,"('Effect',)",1300,2200,,7,Sportsdragon Closer,https://yugipedia.com/wiki/Sportsdragon_Closer,,2022-12-30 03:20:32,
Sportsdragon Connection,Spell Card,Normal Spell Card,"('Sportsdragon',)",False,False,,,,"('Effect',)",,,,,Sportsdragon Connection,https://yugipedia.com/wiki/Sportsdragon_Connection,,2021-12-17 10:54:18,
Sportsdragon Defender,Monster Card,,"('Sportsdragon',)",False,False,EARTH,Effect Monster,Dragon,"('Effect',)",700,300,,2,Sportsdragon Defender,https://yugipedia.com/wiki/Sportsdragon_Defender,,2022-09-21 04:04:32,
Sportsdragon Keeper,Monster Card,,"('Sportsdragon',)",False,False,EARTH,Normal Monster,Dragon,,1900,400,,6,Sportsdragon Keeper,https://yugipedia.com/wiki/Sportsdragon_Keeper,,2022-09-21 03:49:03,
Sportsdragon Kickbase Master,Monster Card,,"('Sportsdragon',)",False,False,DARK,Fusion Monster,Dragon,"('Effect',)",200,2300,,7,Sportsdragon Kickbase Master,https://yugipedia.com/wiki/Sportsdragon_Kickbase_Master,,2022-10-31 18:33:13,
Sportsdragon Pitcher,Monster Card,,"('Sportsdragon',)",False,False,DARK,Effect Monster,Dragon,"('Effect',)",1000,0,,1,Sportsdragon Pitcher,https://yugipedia.com/wiki/Sportsdragon_Pitcher,,2023-01-03 23:15:12,
Sportsdragon Slugger,Monster Card,,"('Sportsdragon',)",False,False,DARK,Effect Monster,Dragon,"('Effect',)",0,1000,,3,Sportsdragon Slugger,https://yugipedia.com/wiki/Sportsdragon_Slugger,,2023-01-03 23:10:14,
Sportsdragon Striker,Monster Card,,"('Sportsdragon',)",False,False,EARTH,Effect Monster,Dragon,"('Effect',)",200,1300,,4,Sportsdragon Striker,https://yugipedia.com/wiki/Sportsdragon_Striker,,2022-09-21 04:03:37,
Spy Observation,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Spy Observation,https://yugipedia.com/wiki/Spy_Observation,,2022-09-21 06:15:10,
Spyturtle,Monster Card,,,False,False,LIGHT,Effect Monster,Reptile,"('Effect',)",1300,800,,4,Spyturtle,https://yugipedia.com/wiki/Spyturtle,,2022-12-21 09:52:51,
Star Cat Destronya,Monster Card,,"('Cat (Rush Duel series)',)",False,False,DARK,Fusion Monster,Beast-Warrior,"('Effect',)",200,2900,,9,Star Cat Destronya,https://yugipedia.com/wiki/Star_Cat_Destronya,,2023-01-21 14:26:46,
Star Cat Straynya,Monster Card,,"('Cat (Rush Duel series)',)",False,False,DARK,Fusion Monster,Beast-Warrior,"('Effect',)",200,2900,,9,Star Cat Straynya,https://yugipedia.com/wiki/Star_Cat_Straynya,,2023-01-21 14:25:51,
The Star Dragon,Monster Card,,"('The',)",False,False,LIGHT,Effect Monster,Dragon,"('Effect',)",1500,2500,,7,The Star Dragon,https://yugipedia.com/wiki/The_Star_Dragon,,2023-01-11 01:08:51,
Star Restart,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Star Restart,https://yugipedia.com/wiki/Star_Restart,,2022-10-20 06:55:24,
Star Trancer,Monster Card,,,False,False,DARK,Effect Monster,Galaxy (Type),"('Effect',)",1200,1700,,6,Star Trancer,https://yugipedia.com/wiki/Star_Trancer,"('Edited',)",2023-01-31 20:43:44,
Star Tri-Leo,Monster Card,,,False,False,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",1300,300,,3,Star Tri-Leo,https://yugipedia.com/wiki/Star_Tri-Leo,,2023-01-10 21:00:50,
Stardom Light,Spell Card,Normal Spell Card,"('Band Group',)",False,False,,,,"('Effect',)",,,,,Stardom Light,https://yugipedia.com/wiki/Stardom_Light,,2022-09-25 03:05:05,
Startup Goblin,Monster Card,,,False,False,EARTH,Effect Monster,Beast-Warrior,"('Effect',)",1000,1000,,4,Startup Goblin,https://yugipedia.com/wiki/Startup_Goblin,,2022-10-30 07:46:07,
Steel Mech Lord Mirror Innovator,Monster Card,,,False,False,LIGHT,Effect Monster,Machine,"('Effect',)",1800,2400,,7,Steel Mech Lord Mirror Innovator,https://yugipedia.com/wiki/Steel_Mech_Lord_Mirror_Innovator,,2022-09-21 06:17:27,
Steel Steed Martin Vinary,Monster Card,,,False,False,EARTH,Effect Monster,Machine,"('Effect',)",1700,2400,,7,Steel Steed Martin Vinary,https://yugipedia.com/wiki/Steel_Steed_Martin_Vinary,,2023-02-15 13:32:23,
Steel Strike Dragon Metagias,Monster Card,,"('Strike Dragon',)",False,False,DARK,Effect Monster,Dragon,"('Effect',)",1500,2500,,7,Steel Strike Dragon Metagias,https://yugipedia.com/wiki/Steel_Strike_Dragon_Metagias,,2022-12-25 09:22:43,
Stemagic,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Stemagic,https://yugipedia.com/wiki/Stemagic,,2023-01-21 14:32:51,
Stock Buster Dragon,Monster Card,,,False,False,DARK,Effect Monster,Dragon,"('Effect',)",1600,2400,,7,Stock Buster Dragon,https://yugipedia.com/wiki/Stock_Buster_Dragon,,2022-12-25 17:39:46,
Stock the Noodle Ninja,Monster Card,,"('Noodle Ninja',)",False,False,FIRE,Normal Monster,Pyro,,1200,1000,,4,Stock the Noodle Ninja,https://yugipedia.com/wiki/Stock_the_Noodle_Ninja,,2022-10-20 07:39:39,
Stone Dragon,Monster Card,,,False,False,EARTH,Normal Monster,Rock,,2300,2000,,7,Stone Dragon (Rush Duel),https://yugipedia.com/wiki/Stone_Dragon_(Rush_Duel),,2022-09-21 06:24:48,
Stop Defense,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Stop Defense (Rush Duel),https://yugipedia.com/wiki/Stop_Defense_(Rush_Duel),,2022-09-20 11:19:33,"('Type',)"
Storm Sonic,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Storm Sonic,https://yugipedia.com/wiki/Storm_Sonic,,2022-09-21 06:12:40,
Stormbolt Destroyer,Monster Card,,,False,False,WATER,Effect Monster,Thunder,"('Effect',)",1600,2400,,7,Stormbolt Destroyer,https://yugipedia.com/wiki/Stormbolt_Destroyer,,2022-09-21 06:26:32,
Straight Pierce,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Straight Pierce,https://yugipedia.com/wiki/Straight_Pierce,,2022-10-30 07:47:26,
Strange Seas,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Strange Seas,https://yugipedia.com/wiki/Strange_Seas,,2022-11-17 12:07:30,
The Strange Specter of Celestial Severance,Monster Card,,,False,False,DARK,Effect Monster,Zombie,"('Effect',)",0,1200,,3,The Strange Specter of Celestial Severance,https://yugipedia.com/wiki/The_Strange_Specter_of_Celestial_Severance,,2022-10-20 06:56:35,
Strange Traveler,Monster Card,,,False,False,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",200,1100,,4,Strange Traveler,https://yugipedia.com/wiki/Strange_Traveler,,2022-09-20 11:09:04,
Strange Wall,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Strange Wall,https://yugipedia.com/wiki/Strange_Wall,,2022-12-21 09:17:37,
Stray Force,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Stray Force,https://yugipedia.com/wiki/Stray_Force,,2023-01-21 14:51:06,
Straynge Cat,Monster Card,,,False,False,EARTH,Normal Monster,Spellcaster,,1400,0,,1,Straynge Cat,https://yugipedia.com/wiki/Straynge_Cat,,2022-04-23 06:51:10,
Straynge Cats,Monster Card,,,False,False,EARTH,Fusion Monster,Spellcaster,"('Effect',)",2600,200,,7,Straynge Cats,https://yugipedia.com/wiki/Straynge_Cats,,2022-10-31 18:32:48,
Stream,Spell Card,Field Spell Card,,False,False,,,,"('Effect',)",,,,,Stream,https://yugipedia.com/wiki/Stream,,2022-12-19 20:07:45,
Strong Boy Sevens Road,Monster Card,,"('Sevens Road',)",False,False,DARK,Effect Monster,Spellcaster,"('Effect',)",1500,2100,,7,Strong Boy Sevens Road,https://yugipedia.com/wiki/Strong_Boy_Sevens_Road,,2023-02-04 14:29:24,
Stud Hedgepeg,Monster Card,,,False,False,EARTH,Effect Monster,Machine,"('Effect',)",900,800,,2,Stud Hedgepeg,https://yugipedia.com/wiki/Stud_Hedgepeg,,2022-12-21 09:23:46,
Sturdy Strike Dragon Metagiastar F,Monster Card,,"('Strike Dragon',)",False,False,DARK,Fusion Monster,High Dragon,"('Multi-Choice Effect',)",2000,3000,,9,Sturdy Strike Dragon Metagiastar F,https://yugipedia.com/wiki/Sturdy_Strike_Dragon_Metagiastar_F,,2023-01-07 05:19:36,
Summoned Skull,Monster Card,,,True,False,DARK,Normal Monster,Fiend,,1200,2500,,6,Summoned Skull (Rush Duel),https://yugipedia.com/wiki/Summoned_Skull_(Rush_Duel),,2023-02-16 14:26:48,"('Type',)"
Sunbathing Kappa,Trap Card,Normal Trap Card,"('Kappa',)",False,False,,,,"('Effect',)",,,,,Sunbathing Kappa,https://yugipedia.com/wiki/Sunbathing_Kappa,,2022-11-17 12:06:29,
Sunny Fairy Spinangel,Monster Card,,,False,False,FIRE,Normal Monster,Fairy,,0,1500,,4,Sunny Fairy Spinangel,https://yugipedia.com/wiki/Sunny_Fairy_Spinangel,,2022-12-20 10:47:40,
Sunny Forest,Spell Card,Field Spell Card,,False,False,,,,"('Effect',)",,,,,Sunny Forest,https://yugipedia.com/wiki/Sunny_Forest,,2023-01-06 14:44:05,
Super Assistant Achi,Monster Card,,"('Chemistry',)",False,False,FIRE,Normal Monster,Pyro,,1500,0,,1,Super Assistant Achi,https://yugipedia.com/wiki/Super_Assistant_Achi,,2023-01-04 11:48:05,
Super King Rex,Monster Card,,,False,False,EARTH,Effect Monster,Dinosaur,"('Effect',)",2000,2500,,8,Super King Rex,https://yugipedia.com/wiki/Super_King_Rex,,2022-09-21 03:39:00,
Supreme Beast Magnum Overlord,Monster Card,,"('Supreme Magnum Overlord',)",False,True,DARK,Effect Monster,Machine,"('Continuous Effect', 'Summoning condition')",0,1900,3500,10,Supreme Beast Magnum Overlord,https://yugipedia.com/wiki/Supreme_Beast_Magnum_Overlord,,2022-10-30 15:44:15,
Supreme Beast Magnum Overlord [L],Monster Card,,"('Supreme Magnum Overlord',)",False,True,DARK,Effect Monster,Machine,"('Continuous Effect',)",0,800,,4,Supreme Beast Magnum Overlord (L),https://yugipedia.com/wiki/Supreme_Beast_Magnum_Overlord_(L),,2022-10-30 06:25:14,
Supreme Beast Magnum Overlord [R],Monster Card,,"('Supreme Magnum Overlord',)",False,True,DARK,Effect Monster,Machine,"('Continuous Effect',)",0,500,,3,Supreme Beast Magnum Overlord (R),https://yugipedia.com/wiki/Supreme_Beast_Magnum_Overlord_(R),,2022-10-30 06:25:32,
Supreme HQ Magnum Overbase,Spell Card,Field Spell Card,,False,False,,,,"('Effect',)",,,,,Supreme HQ Magnum Overbase,https://yugipedia.com/wiki/Supreme_HQ_Magnum_Overbase,,2022-09-21 06:02:25,
Supreme Machine Magnum Overlord,Monster Card,,"('Supreme Magnum Overlord',)",False,True,DARK,Effect Monster,Machine,"('Continuous Effect', 'Summoning condition')",0,1900,3500,10,Supreme Machine Magnum Overlord,https://yugipedia.com/wiki/Supreme_Machine_Magnum_Overlord,,2023-02-23 10:00:26,
Supreme Machine Magnum Overlord [L],Monster Card,,"('Supreme Magnum Overlord',)",False,True,DARK,Effect Monster,Machine,"('Effect',)",0,800,,4,Supreme Machine Magnum Overlord (L),https://yugipedia.com/wiki/Supreme_Machine_Magnum_Overlord_(L),"('Alternate',)",2023-02-23 10:00:42,
Supreme Machine Magnum Overlord [R],Monster Card,,"('Supreme Magnum Overlord',)",False,True,DARK,Effect Monster,Machine,"('Effect',)",0,500,,3,Supreme Machine Magnum Overlord (R),https://yugipedia.com/wiki/Supreme_Machine_Magnum_Overlord_(R),"('Alternate',)",2023-02-23 10:00:12,
Supreme Skystream Magnum Overlord,Monster Card,,"('Supreme Magnum Overlord',)",False,True,DARK,Effect Monster,Machine,"('Effect', 'Summoning condition')",0,1900,3500,10,Supreme Skystream Magnum Overlord,https://yugipedia.com/wiki/Supreme_Skystream_Magnum_Overlord,,2023-01-05 23:18:26,
Supreme Skystream Magnum Overlord [L],Monster Card,,"('Supreme Magnum Overlord',)",False,True,DARK,Effect Monster,Machine,"('Effect',)",0,800,,4,Supreme Skystream Magnum Overlord (L),https://yugipedia.com/wiki/Supreme_Skystream_Magnum_Overlord_(L),,2023-01-05 23:15:13,
Supreme Skystream Magnum Overlord [R],Monster Card,,"('Supreme Magnum Overlord',)",False,True,DARK,Effect Monster,Machine,"('Effect',)",0,500,,3,Supreme Skystream Magnum Overlord (R),https://yugipedia.com/wiki/Supreme_Skystream_Magnum_Overlord_(R),,2023-01-05 23:20:52,
Surge Bolt Lizard,Monster Card,,,False,False,LIGHT,Normal Monster,Thunder,,0,1500,,4,Surge Bolt Lizard,https://yugipedia.com/wiki/Surge_Bolt_Lizard,,2022-09-21 06:14:35,
Surge Vortex Dragoon,Monster Card,,,False,False,LIGHT,Fusion Monster,Thunder,"('Effect',)",0,2500,,8,Surge Vortex Dragoon,https://yugipedia.com/wiki/Surge_Vortex_Dragoon,,2022-10-31 18:32:25,
Surprising Zomvictory,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Surprising Zomvictory,https://yugipedia.com/wiki/Surprising_Zomvictory,,2023-01-16 21:33:58,
Survival Swordfish,Monster Card,,,False,False,WATER,Effect Monster,Fish,"('Effect',)",0,1800,,6,Survival Swordfish,https://yugipedia.com/wiki/Survival_Swordfish,,2022-10-20 07:35:57,
Swapinning Silkworm Fibellon,Monster Card,,,False,False,EARTH,Effect Monster,Insect,"('Effect',)",1000,100,,1,Swapinning Silkworm Fibellon,https://yugipedia.com/wiki/Swapinning_Silkworm_Fibellon,,2022-09-21 06:24:46,
Sword & Shield,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Sword & Shield,https://yugipedia.com/wiki/Sword_%26_Shield,,2022-10-20 07:18:37,
Sword Dancer,Monster Card,,"('Metarion',)",False,False,LIGHT,Normal Monster,Warrior,,500,1400,,4,Sword Dancer,https://yugipedia.com/wiki/Sword_Dancer,,2022-12-30 00:54:38,
Sword Skill - Ruler's Slash,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Sword Skill - Ruler's Slash,https://yugipedia.com/wiki/Sword_Skill_-_Ruler%27s_Slash,,2023-01-19 20:33:50,
Swordfish Vanguard Gaju,Monster Card,,,False,False,WATER,Effect Monster,Sea Serpent,"('Effect',)",300,700,,2,Swordfish Vanguard Gaju,https://yugipedia.com/wiki/Swordfish_Vanguard_Gaju,,2022-12-20 10:46:31,
Swordsman of Roadstar,Monster Card,,,False,False,LIGHT,Normal Monster,Warrior,,500,1200,,3,Swordsman of Roadstar,https://yugipedia.com/wiki/Swordsman_of_Roadstar,,2023-01-05 22:49:00,
Sylphidra,Monster Card,,,False,False,WIND,Normal Monster,Dragon,,0,1500,,4,Sylphidra,https://yugipedia.com/wiki/Sylphidra,,2022-07-06 18:06:47,
