Card number,Name,Rarity,Print,Modification date,Version
SDOK-EN023,Circle of the Fire Kings,"('Super Rare',)",,2022-01-18 13:47:28,Old
SDOK-EN023,Circle of the Fire Kings,"('Super Rare',)",New,2022-01-18 13:47:28,New
SDOK-EN024,Rekindling,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN024,Rekindling,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN025,Blaze Accelerator,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN025,Blaze Accelerator,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN026,Wild Nature's Release,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN026,Wild Nature's Release,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN027,Pot of Duality,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN027,Pot of Duality,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN028,Hand Destruction,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN028,Hand Destruction,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN029,Creature Swap,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN029,Creature Swap,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN030,Burden of the Mighty,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN030,Burden of the Mighty,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN031,Backfire,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN031,Backfire,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN032,Flamvell Counter,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN032,Flamvell Counter,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN033,Phoenix Wing Wind Blast,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN033,Phoenix Wing Wind Blast,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN034,Horn of the Phantom Beast,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN034,Horn of the Phantom Beast,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN035,Blast with Chain,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN035,Blast with Chain,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN036,Spiritual Fire Art - Kurenai,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN036,Spiritual Fire Art - Kurenai,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN037,Regretful Rebirth,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN037,Regretful Rebirth,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN038,Nightmare Wheel,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN038,Nightmare Wheel,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDOK-EN039,Call of the Haunted,"('Common',)",,2022-01-18 13:47:28,Old
SDOK-EN039,Call of the Haunted,"('Common',)",Reprint,2022-01-18 13:47:28,New
SDRE-EN001,"Poseidra, the Atlantean Dragon","('Ultra Rare',)",,2017-07-19 23:26:51,Old
SDRE-EN001,"Poseidra, the Atlantean Dragon","('Ultra Rare',)",New,2017-07-19 23:26:51,New
SDRE-EN002,Atlantean Dragoons,"('Super Rare',)",,2017-07-19 23:26:51,Old
SDRE-EN002,Atlantean Dragoons,"('Super Rare',)",New,2017-07-19 23:26:51,New
SDRE-EN003,Atlantean Marksman,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN003,Atlantean Marksman,"('Common',)",New,2017-07-19 23:26:51,New
SDRE-EN004,Atlantean Heavy Infantry,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN004,Atlantean Heavy Infantry,"('Common',)",New,2017-07-19 23:26:51,New
SDRE-EN005,Atlantean Pikeman,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN005,Atlantean Pikeman,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN006,Atlantean Attack Squad,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN006,Atlantean Attack Squad,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN007,Lost Blue Breaker,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN007,Lost Blue Breaker,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN008,Armed Sea Hunter,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN008,Armed Sea Hunter,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN009,Spined Gillman,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN009,Spined Gillman,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN010,Deep Sea Diva,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN010,Deep Sea Diva,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN011,Mermaid Archer,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN011,Mermaid Archer,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN012,Codarus,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN012,Codarus,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN013,Warrior of Atlantis,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN013,Warrior of Atlantis,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN014,Abyss Soldier,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN014,Abyss Soldier,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN015,Skreech,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN015,Skreech,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN016,Snowman Eater,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN016,Snowman Eater,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN017,Nightmare Penguin,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN017,Nightmare Penguin,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN018,Penguin Soldier,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN018,Penguin Soldier,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN019,Deep Diver,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN019,Deep Diver,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN020,Reese the Ice Mistress,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN020,Reese the Ice Mistress,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN021,Mother Grizzly,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN021,Mother Grizzly,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN022,Friller Rabca,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN022,Friller Rabca,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN023,Call of the Atlanteans,"('Super Rare',)",,2017-07-19 23:26:51,Old
SDRE-EN023,Call of the Atlanteans,"('Super Rare',)",New,2017-07-19 23:26:51,New
SDRE-EN024,A Legendary Ocean,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN024,A Legendary Ocean,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN025,Terraforming,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN025,Terraforming,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN026,Water Hazard,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN026,Water Hazard,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN027,Aqua Jet,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN027,Aqua Jet,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN028,Surface,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN028,Surface,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN029,Moray of Greed,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN029,Moray of Greed,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN030,Salvage,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN030,Salvage,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN031,Dark Hole,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN031,Dark Hole,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN032,Big Wave Small Wave,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN032,Big Wave Small Wave,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN033,Aegis of the Ocean Dragon Lord,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN033,Aegis of the Ocean Dragon Lord,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN034,Forgotten Temple of the Deep,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN034,Forgotten Temple of the Deep,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN035,Tornado Wall,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN035,Tornado Wall,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN036,Torrential Tribute,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN036,Torrential Tribute,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN037,Spiritual Water Art - Aoi,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN037,Spiritual Water Art - Aoi,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN038,Gravity Bind,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN038,Gravity Bind,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDRE-EN039,Poseidon Wave,"('Common',)",,2017-07-19 23:26:51,Old
SDRE-EN039,Poseidon Wave,"('Common',)",Reprint,2017-07-19 23:26:51,New
SDWA-EN001,Chamberlain of the Six Samurai,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN001,Chamberlain of the Six Samurai,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN002,Grandmaster of the Six Samurai,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN002,Grandmaster of the Six Samurai,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN003,The Six Samurai - Yariza,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN003,The Six Samurai - Yariza,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN004,The Six Samurai - Zanji,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN004,The Six Samurai - Zanji,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN005,The Six Samurai - Nisashi,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN005,The Six Samurai - Nisashi,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN006,The Six Samurai - Yaichi,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN006,The Six Samurai - Yaichi,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN007,The Six Samurai - Kamon,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN007,The Six Samurai - Kamon,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN008,The Six Samurai - Irou,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN008,The Six Samurai - Irou,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN009,Great Shogun Shien,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN009,Great Shogun Shien,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN010,Shien's Footsoldier,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN010,Shien's Footsoldier,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN011,"Enishi, Shien's Chancellor","('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN011,"Enishi, Shien's Chancellor","('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN012,Spirit of the Six Samurai,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN012,Spirit of the Six Samurai,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN013,Future Samurai,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN013,Future Samurai,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN014,The Immortal Bushi,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN014,The Immortal Bushi,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN015,Hand of the Six Samurai,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN015,Hand of the Six Samurai,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN016,Legendary Six Samurai - Kizan,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN016,Legendary Six Samurai - Kizan,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN017,Legendary Six Samurai - Enishi,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN017,Legendary Six Samurai - Enishi,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN018,Legendary Six Samurai - Kageki,"('Super Rare',)",,2016-12-31 00:14:50,Old
SDWA-EN018,Legendary Six Samurai - Kageki,"('Super Rare',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN019,Shien's Squire,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN019,Shien's Squire,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN020,Shien's Daredevil,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN020,Shien's Daredevil,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN021,Elder of the Six Samurai,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN021,Elder of the Six Samurai,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN022,Shien's Advisor,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN022,Shien's Advisor,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN023,Dark Hole,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN023,Dark Hole,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN024,The A. Forces,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN024,The A. Forces,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN025,Reinforcement of the Army,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN025,Reinforcement of the Army,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN026,The Warrior Returning Alive,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN026,The Warrior Returning Alive,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN027,Cunning of the Six Samurai,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN027,Cunning of the Six Samurai,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN028,Six Samurai United,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN028,Six Samurai United,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN029,Gateway of the Six,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN029,Gateway of the Six,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN030,Shien's Smoke Signal,"('Super Rare',)",,2016-12-31 00:14:50,Old
SDWA-EN030,Shien's Smoke Signal,"('Super Rare',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN031,Temple of the Six,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN031,Temple of the Six,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN032,Shien's Dojo,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN032,Shien's Dojo,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN033,Rivalry of Warlords,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN033,Rivalry of Warlords,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN034,Return of the Six Samurai,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN034,Return of the Six Samurai,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN035,Double-Edged Sword Technique,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN035,Double-Edged Sword Technique,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN036,Fiendish Chain,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN036,Fiendish Chain,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN037,Musakani Magatama,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN037,Musakani Magatama,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN038,Shien's Scheme,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN038,Shien's Scheme,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN039,Six Strike - Thunder Blast,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN039,Six Strike - Thunder Blast,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN040,Six Style - Dual Wield,"('Common',)",,2016-12-31 00:14:50,Old
SDWA-EN040,Six Style - Dual Wield,"('Common',)",Reprint,2016-12-31 00:14:50,New
SDWA-EN041,Shadow of the Six Samurai - Shien,"('Ultra Rare',)",,2016-12-31 00:14:50,Old
SDWA-EN041,Shadow of the Six Samurai - Shien,"('Ultra Rare',)",New,2016-12-31 00:14:50,New
