Card number,Rarity,Version
SP13-EN005,"('Common', 'Starfoil Rare')",Old
SP13-EN006,"('Common', 'SFR')",New
SP13-EN006,"('Common', 'Starfoil Rare')",Old
SP13-EN007,"('Common', 'SFR')",New
SP13-EN007,"('Common', 'Starfoil Rare')",Old
SP13-EN008,"('Common', 'Starfoil Rare')",Old
SP13-EN008,"('Common', 'SFR')",New
SP13-EN009,"('Common', 'SFR')",New
SP13-EN009,"('Common', 'Starfoil Rare')",Old
SP13-EN010,"('Common', 'Starfoil Rare')",Old
SP13-EN010,"('Common', 'SFR')",New
SP13-EN011,"('Common', 'Starfoil Rare')",Old
SP13-EN011,"('Common', 'SFR')",New
SP13-EN012,"('Common', 'SFR')",New
SP13-EN012,"('Common', 'Starfoil Rare')",Old
SP13-EN013,"('Common', 'SFR')",New
SP13-EN013,"('Common', 'Starfoil Rare')",Old
SP13-EN014,"('Common', 'SFR')",New
SP13-EN014,"('Common', 'Starfoil Rare')",Old
SP13-EN015,"('Common', 'SFR')",New
SP13-EN015,"('Common', 'Starfoil Rare')",Old
SP13-EN016,"('Common', 'SFR')",New
SP13-EN016,"('Common', 'Starfoil Rare')",Old
SP13-EN017,"('Common', 'Starfoil Rare')",Old
SP13-EN017,"('Common', 'SFR')",New
SP13-EN018,"('Common', 'Starfoil Rare')",Old
SP13-EN018,"('Common', 'SFR')",New
SP13-EN019,"('Common', 'Starfoil Rare')",Old
SP13-EN019,"('Common', 'SFR')",New
SP13-EN020,"('Common', 'Starfoil Rare')",Old
SP13-EN020,"('Common', 'SFR')",New
SP13-EN021,"('Common', 'SFR')",New
SP13-EN021,"('Common', 'Starfoil Rare')",Old
SP13-EN022,"('Common', 'SFR')",New
SP13-EN022,"('Common', 'Starfoil Rare')",Old
SP13-EN023,"('Common', 'SFR')",New
SP13-EN023,"('Common', 'Starfoil Rare')",Old
SP13-EN024,"('Common', 'Starfoil Rare')",Old
SP13-EN024,"('Common', 'SFR')",New
SP13-EN025,"('Common', 'Starfoil Rare')",Old
SP13-EN025,"('Common', 'SFR')",New
SP13-EN026,"('Common', 'Starfoil Rare')",Old
SP13-EN026,"('Common', 'SFR')",New
SP13-EN027,"('Common', 'Starfoil Rare')",Old
SP13-EN027,"('Common', 'SFR')",New
SP13-EN028,"('Common', 'Starfoil Rare')",Old
SP13-EN028,"('Common', 'SFR')",New
SP13-EN029,"('Common', 'Starfoil Rare')",Old
SP13-EN029,"('Common', 'SFR')",New
SP13-EN030,"('Common', 'SFR')",New
SP13-EN030,"('Common', 'Starfoil Rare')",Old
SP13-EN031,"('Common', 'SFR')",New
SP13-EN031,"('Common', 'Starfoil Rare')",Old
SP13-EN032,"('Common', 'SFR')",New
SP13-EN032,"('Common', 'Starfoil Rare')",Old
SP13-EN033,"('Common', 'SFR')",New
SP13-EN033,"('Common', 'Starfoil Rare')",Old
SP13-EN034,"('Common', 'SFR')",New
SP13-EN034,"('Common', 'Starfoil Rare')",Old
SP13-EN035,"('Common', 'Starfoil Rare')",Old
SP13-EN035,"('Common', 'SFR')",New
SP13-EN036,"('Common', 'Starfoil Rare')",Old
SP13-EN036,"('Common', 'SFR')",New
SP13-EN037,"('Common', 'Starfoil Rare')",Old
SP13-EN037,"('Common', 'SFR')",New
SP13-EN038,"('Common', 'Starfoil Rare')",Old
SP13-EN038,"('Common', 'SFR')",New
SP13-EN039,"('Common', 'Starfoil Rare')",Old
SP13-EN039,"('Common', 'SFR')",New
SP13-EN040,"('Common', 'Starfoil Rare')",Old
SP13-EN040,"('Common', 'SFR')",New
SP13-EN041,"('Common', 'Starfoil Rare')",Old
SP13-EN041,"('Common', 'SFR')",New
SP13-EN042,"('Common', 'Starfoil Rare')",Old
SP13-EN042,"('Common', 'SFR')",New
SP13-EN043,"('Common', 'SFR')",New
SP13-EN043,"('Common', 'Starfoil Rare')",Old
SP13-EN044,"('Common', 'Starfoil Rare')",Old
SP13-EN044,"('Common', 'SFR')",New
SP13-EN045,"('Common', 'SFR')",New
SP13-EN045,"('Common', 'Starfoil Rare')",Old
SP13-EN046,"('Common', 'SFR')",New
SP13-EN046,"('Common', 'Starfoil Rare')",Old
SP13-EN047,"('Common', 'SFR')",New
SP13-EN047,"('Common', 'Starfoil Rare')",Old
SP13-EN048,"('Common', 'SFR')",New
SP13-EN048,"('Common', 'Starfoil Rare')",Old
SP13-EN049,"('Common', 'SFR')",New
SP13-EN049,"('Common', 'Starfoil Rare')",Old
SP13-EN050,"('Common', 'Starfoil Rare')",Old
SP13-EN050,"('Common', 'SFR')",New
SP13-FR001,"('Common', 'SFR')",New
SP13-FR001,"('Common', 'Starfoil Rare')",Old
SP13-FR002,"('Common', 'SFR')",New
SP13-FR002,"('Common', 'Starfoil Rare')",Old
SP13-FR003,"('Common', 'SFR')",New
SP13-FR003,"('Common', 'Starfoil Rare')",Old
SP13-FR004,"('Common', 'Starfoil Rare')",Old
SP13-FR004,"('Common', 'SFR')",New
SP13-FR005,"('Common', 'Starfoil Rare')",Old
SP13-FR005,"('Common', 'SFR')",New
SP13-FR006,"('Common', 'Starfoil Rare')",Old
SP13-FR006,"('Common', 'SFR')",New
SP13-FR007,"('Common', 'Starfoil Rare')",Old
SP13-FR007,"('Common', 'SFR')",New
SP13-FR008,"('Common', 'SFR')",New
SP13-FR008,"('Common', 'Starfoil Rare')",Old
SP13-FR009,"('Common', 'SFR')",New
SP13-FR009,"('Common', 'Starfoil Rare')",Old
SP13-FR010,"('Common', 'Starfoil Rare')",Old
SP13-FR010,"('Common', 'SFR')",New
SP13-FR011,"('Common', 'Starfoil Rare')",Old
SP13-FR011,"('Common', 'SFR')",New
SP13-FR012,"('Common', 'Starfoil Rare')",Old
SP13-FR012,"('Common', 'SFR')",New
SP13-FR013,"('Common', 'Starfoil Rare')",Old
SP13-FR013,"('Common', 'SFR')",New
SP13-FR014,"('Common', 'Starfoil Rare')",Old
SP13-FR014,"('Common', 'SFR')",New
SP13-FR015,"('Common', 'SFR')",New
SP13-FR015,"('Common', 'Starfoil Rare')",Old
SP13-FR016,"('Common', 'SFR')",New
SP13-FR016,"('Common', 'Starfoil Rare')",Old
SP13-FR017,"('Common', 'Starfoil Rare')",Old
SP13-FR017,"('Common', 'SFR')",New
SP13-FR018,"('Common', 'SFR')",New
SP13-FR018,"('Common', 'Starfoil Rare')",Old
SP13-FR019,"('Common', 'Starfoil Rare')",Old
SP13-FR019,"('Common', 'SFR')",New
SP13-FR020,"('Common', 'Starfoil Rare')",Old
SP13-FR020,"('Common', 'SFR')",New
SP13-FR021,"('Common', 'SFR')",New
SP13-FR021,"('Common', 'Starfoil Rare')",Old
SP13-FR022,"('Common', 'SFR')",New
SP13-FR022,"('Common', 'Starfoil Rare')",Old
SP13-FR023,"('Common', 'Starfoil Rare')",Old
SP13-FR023,"('Common', 'SFR')",New
SP13-FR024,"('Common', 'Starfoil Rare')",Old
SP13-FR024,"('Common', 'SFR')",New
SP13-FR025,"('Common', 'Starfoil Rare')",Old
SP13-FR025,"('Common', 'SFR')",New
SP13-FR026,"('Common', 'Starfoil Rare')",Old
SP13-FR026,"('Common', 'SFR')",New
SP13-FR027,"('Common', 'SFR')",New
SP13-FR027,"('Common', 'Starfoil Rare')",Old
SP13-FR028,"('Common', 'SFR')",New
SP13-FR028,"('Common', 'Starfoil Rare')",Old
SP13-FR029,"('Common', 'SFR')",New
SP13-FR029,"('Common', 'Starfoil Rare')",Old
SP13-FR030,"('Common', 'SFR')",New
SP13-FR030,"('Common', 'Starfoil Rare')",Old
SP13-FR031,"('Common', 'SFR')",New
SP13-FR031,"('Common', 'Starfoil Rare')",Old
SP13-FR032,"('Common', 'Starfoil Rare')",Old
SP13-FR032,"('Common', 'SFR')",New
SP13-FR033,"('Common', 'Starfoil Rare')",Old
SP13-FR033,"('Common', 'SFR')",New
SP13-FR034,"('Common', 'Starfoil Rare')",Old
SP13-FR034,"('Common', 'SFR')",New
SP13-FR035,"('Common', 'SFR')",New
SP13-FR035,"('Common', 'Starfoil Rare')",Old
SP13-FR036,"('Common', 'Starfoil Rare')",Old
SP13-FR036,"('Common', 'SFR')",New
SP13-FR037,"('Common', 'Starfoil Rare')",Old
SP13-FR037,"('Common', 'SFR')",New
SP13-FR038,"('Common', 'Starfoil Rare')",Old
SP13-FR038,"('Common', 'SFR')",New
SP13-FR039,"('Common', 'SFR')",New
SP13-FR039,"('Common', 'Starfoil Rare')",Old
SP13-FR040,"('Common', 'Starfoil Rare')",Old
SP13-FR040,"('Common', 'SFR')",New
SP13-FR041,"('Common', 'SFR')",New
SP13-FR041,"('Common', 'Starfoil Rare')",Old
SP13-FR042,"('Common', 'SFR')",New
SP13-FR042,"('Common', 'Starfoil Rare')",Old
SP13-FR043,"('Common', 'Starfoil Rare')",Old
SP13-FR043,"('Common', 'SFR')",New
SP13-FR044,"('Common', 'Starfoil Rare')",Old
SP13-FR044,"('Common', 'SFR')",New
SP13-FR045,"('Common', 'Starfoil Rare')",Old
SP13-FR045,"('Common', 'SFR')",New
SP13-FR046,"('Common', 'SFR')",New
SP13-FR046,"('Common', 'Starfoil Rare')",Old
SP13-FR047,"('Common', 'SFR')",New
SP13-FR047,"('Common', 'Starfoil Rare')",Old
SP13-FR048,"('Common', 'SFR')",New
SP13-FR048,"('Common', 'Starfoil Rare')",Old
SP13-FR049,"('Common', 'Starfoil Rare')",Old
SP13-FR049,"('Common', 'SFR')",New
SP13-FR050,"('Common', 'SFR')",New
SP13-FR050,"('Common', 'Starfoil Rare')",Old
SP13-IT001,"('Common', 'SFR')",New
SP13-IT001,"('Common', 'Starfoil Rare')",Old
SP13-IT002,"('Common', 'SFR')",New
SP13-IT002,"('Common', 'Starfoil Rare')",Old
SP13-IT003,"('Common', 'SFR')",New
SP13-IT003,"('Common', 'Starfoil Rare')",Old
SP13-IT004,"('Common', 'Starfoil Rare')",Old
SP13-IT004,"('Common', 'SFR')",New
SP13-IT005,"('Common', 'Starfoil Rare')",Old
SP13-IT005,"('Common', 'SFR')",New
SP13-IT006,"('Common', 'Starfoil Rare')",Old
SP13-IT006,"('Common', 'SFR')",New
SP13-IT007,"('Common', 'SFR')",New
SP13-IT007,"('Common', 'Starfoil Rare')",Old
SP13-IT008,"('Common', 'Starfoil Rare')",Old
SP13-IT008,"('Common', 'SFR')",New
SP13-IT009,"('Common', 'Starfoil Rare')",Old
SP13-IT009,"('Common', 'SFR')",New
SP13-IT010,"('Common', 'Starfoil Rare')",Old
SP13-IT010,"('Common', 'SFR')",New
SP13-IT011,"('Common', 'SFR')",New
SP13-IT011,"('Common', 'Starfoil Rare')",Old
SP13-IT012,"('Common', 'SFR')",New
SP13-IT012,"('Common', 'Starfoil Rare')",Old
SP13-IT013,"('Common', 'Starfoil Rare')",Old
SP13-IT013,"('Common', 'SFR')",New
SP13-IT014,"('Common', 'SFR')",New
SP13-IT014,"('Common', 'Starfoil Rare')",Old
SP13-IT015,"('Common', 'SFR')",New
SP13-IT015,"('Common', 'Starfoil Rare')",Old
SP13-IT016,"('Common', 'SFR')",New
SP13-IT016,"('Common', 'Starfoil Rare')",Old
SP13-IT017,"('Common', 'SFR')",New
SP13-IT017,"('Common', 'Starfoil Rare')",Old
SP13-IT018,"('Common', 'SFR')",New
SP13-IT018,"('Common', 'Starfoil Rare')",Old
SP13-IT019,"('Common', 'Starfoil Rare')",Old
SP13-IT019,"('Common', 'SFR')",New
SP13-IT020,"('Common', 'Starfoil Rare')",Old
SP13-IT020,"('Common', 'SFR')",New
SP13-IT021,"('Common', 'Starfoil Rare')",Old
SP13-IT021,"('Common', 'SFR')",New
SP13-IT022,"('Common', 'Starfoil Rare')",Old
SP13-IT022,"('Common', 'SFR')",New
SP13-IT023,"('Common', 'Starfoil Rare')",Old
SP13-IT023,"('Common', 'SFR')",New
SP13-IT024,"('Common', 'Starfoil Rare')",Old
SP13-IT024,"('Common', 'SFR')",New
SP13-IT025,"('Common', 'Starfoil Rare')",Old
SP13-IT025,"('Common', 'SFR')",New
SP13-IT026,"('Common', 'SFR')",New
SP13-IT026,"('Common', 'Starfoil Rare')",Old
SP13-IT027,"('Common', 'Starfoil Rare')",Old
SP13-IT027,"('Common', 'SFR')",New
SP13-IT028,"('Common', 'SFR')",New
SP13-IT028,"('Common', 'Starfoil Rare')",Old
SP13-IT029,"('Common', 'Starfoil Rare')",Old
SP13-IT029,"('Common', 'SFR')",New
SP13-IT030,"('Common', 'Starfoil Rare')",Old
SP13-IT030,"('Common', 'SFR')",New
SP13-IT031,"('Common', 'Starfoil Rare')",Old
SP13-IT031,"('Common', 'SFR')",New
SP13-IT032,"('Common', 'SFR')",New
SP13-IT032,"('Common', 'Starfoil Rare')",Old
SP13-IT033,"('Common', 'SFR')",New
SP13-IT033,"('Common', 'Starfoil Rare')",Old
SP13-IT034,"('Common', 'Starfoil Rare')",Old
SP13-IT034,"('Common', 'SFR')",New
SP13-IT035,"('Common', 'Starfoil Rare')",Old
SP13-IT035,"('Common', 'SFR')",New
SP13-IT036,"('Common', 'SFR')",New
SP13-IT036,"('Common', 'Starfoil Rare')",Old
SP13-IT037,"('Common', 'Starfoil Rare')",Old
SP13-IT037,"('Common', 'SFR')",New
SP13-IT038,"('Common', 'Starfoil Rare')",Old
SP13-IT038,"('Common', 'SFR')",New
SP13-IT039,"('Common', 'Starfoil Rare')",Old
SP13-IT039,"('Common', 'SFR')",New
SP13-IT040,"('Common', 'SFR')",New
SP13-IT040,"('Common', 'Starfoil Rare')",Old
SP13-IT041,"('Common', 'SFR')",New
SP13-IT041,"('Common', 'Starfoil Rare')",Old
SP13-IT042,"('Common', 'SFR')",New
SP13-IT042,"('Common', 'Starfoil Rare')",Old
SP13-IT043,"('Common', 'SFR')",New
SP13-IT043,"('Common', 'Starfoil Rare')",Old
SP13-IT044,"('Common', 'Starfoil Rare')",Old
SP13-IT044,"('Common', 'SFR')",New
SP13-IT045,"('Common', 'Starfoil Rare')",Old
SP13-IT045,"('Common', 'SFR')",New
SP13-IT046,"('Common', 'Starfoil Rare')",Old
SP13-IT046,"('Common', 'SFR')",New
SP13-IT047,"('Common', 'Starfoil Rare')",Old
SP13-IT047,"('Common', 'SFR')",New
SP13-IT048,"('Common', 'SFR')",New
SP13-IT048,"('Common', 'Starfoil Rare')",Old
SP13-IT049,"('Common', 'Starfoil Rare')",Old
SP13-IT049,"('Common', 'SFR')",New
SP13-IT050,"('Common', 'SFR')",New
SP13-IT050,"('Common', 'Starfoil Rare')",Old
SP13-PT001,"('Common', 'Starfoil Rare')",Old
SP13-PT001,"('Common', 'SFR')",New
SP13-PT002,"('Common', 'Starfoil Rare')",Old
SP13-PT002,"('Common', 'SFR')",New
SP13-PT003,"('Common', 'Starfoil Rare')",Old
SP13-PT003,"('Common', 'SFR')",New
SP13-PT004,"('Common', 'Starfoil Rare')",Old
SP13-PT004,"('Common', 'SFR')",New
SP13-PT005,"('Common', 'SFR')",New
SP13-PT005,"('Common', 'Starfoil Rare')",Old
SP13-PT006,"('Common', 'Starfoil Rare')",Old
SP13-PT006,"('Common', 'SFR')",New
SP13-PT007,"('Common', 'Starfoil Rare')",Old
SP13-PT007,"('Common', 'SFR')",New
SP13-PT008,"('Common', 'SFR')",New
SP13-PT008,"('Common', 'Starfoil Rare')",Old
SP13-PT009,"('Common', 'Starfoil Rare')",Old
SP13-PT009,"('Common', 'SFR')",New
SP13-PT010,"('Common', 'Starfoil Rare')",Old
SP13-PT010,"('Common', 'SFR')",New
SP13-PT011,"('Common', 'SFR')",New
SP13-PT011,"('Common', 'Starfoil Rare')",Old
SP13-PT012,"('Common', 'SFR')",New
SP13-PT012,"('Common', 'Starfoil Rare')",Old
SP13-PT013,"('Common', 'SFR')",New
SP13-PT013,"('Common', 'Starfoil Rare')",Old
SP13-PT014,"('Common', 'SFR')",New
SP13-PT014,"('Common', 'Starfoil Rare')",Old
SP13-PT015,"('Common', 'Starfoil Rare')",Old
SP13-PT015,"('Common', 'SFR')",New
SP13-PT016,"('Common', 'Starfoil Rare')",Old
SP13-PT016,"('Common', 'SFR')",New
SP13-PT017,"('Common', 'Starfoil Rare')",Old
SP13-PT017,"('Common', 'SFR')",New
SP13-PT018,"('Common', 'Starfoil Rare')",Old
SP13-PT018,"('Common', 'SFR')",New
SP13-PT019,"('Common', 'Starfoil Rare')",Old
SP13-PT019,"('Common', 'SFR')",New
SP13-PT020,"('Common', 'SFR')",New
SP13-PT020,"('Common', 'Starfoil Rare')",Old
SP13-PT021,"('Common', 'SFR')",New
SP13-PT021,"('Common', 'Starfoil Rare')",Old
SP13-PT022,"('Common', 'Starfoil Rare')",Old
SP13-PT022,"('Common', 'SFR')",New
SP13-PT023,"('Common', 'Starfoil Rare')",Old
SP13-PT023,"('Common', 'SFR')",New
SP13-PT024,"('Common', 'Starfoil Rare')",Old
SP13-PT024,"('Common', 'SFR')",New
SP13-PT025,"('Common', 'SFR')",New
SP13-PT025,"('Common', 'Starfoil Rare')",Old
SP13-PT026,"('Common', 'Starfoil Rare')",Old
SP13-PT026,"('Common', 'SFR')",New
SP13-PT027,"('Common', 'Starfoil Rare')",Old
SP13-PT027,"('Common', 'SFR')",New
SP13-PT028,"('Common', 'Starfoil Rare')",Old
SP13-PT028,"('Common', 'SFR')",New
SP13-PT029,"('Common', 'Starfoil Rare')",Old
SP13-PT029,"('Common', 'SFR')",New
SP13-PT030,"('Common', 'SFR')",New
SP13-PT030,"('Common', 'Starfoil Rare')",Old
SP13-PT031,"('Common', 'SFR')",New
SP13-PT031,"('Common', 'Starfoil Rare')",Old
SP13-PT032,"('Common', 'SFR')",New
SP13-PT032,"('Common', 'Starfoil Rare')",Old
SP13-PT033,"('Common', 'SFR')",New
SP13-PT033,"('Common', 'Starfoil Rare')",Old
SP13-PT034,"('Common', 'Starfoil Rare')",Old
SP13-PT034,"('Common', 'SFR')",New
SP13-PT035,"('Common', 'SFR')",New
SP13-PT035,"('Common', 'Starfoil Rare')",Old
SP13-PT036,"('Common', 'SFR')",New
SP13-PT036,"('Common', 'Starfoil Rare')",Old
SP13-PT037,"('Common', 'SFR')",New
SP13-PT037,"('Common', 'Starfoil Rare')",Old
SP13-PT038,"('Common', 'SFR')",New
SP13-PT038,"('Common', 'Starfoil Rare')",Old
SP13-PT039,"('Common', 'Starfoil Rare')",Old
SP13-PT039,"('Common', 'SFR')",New
SP13-PT040,"('Common', 'SFR')",New
SP13-PT040,"('Common', 'Starfoil Rare')",Old
SP13-PT041,"('Common', 'SFR')",New
SP13-PT041,"('Common', 'Starfoil Rare')",Old
SP13-PT042,"('Common', 'Starfoil Rare')",Old
SP13-PT042,"('Common', 'SFR')",New
SP13-PT043,"('Common', 'Starfoil Rare')",Old
SP13-PT043,"('Common', 'SFR')",New
SP13-PT044,"('Common', 'Starfoil Rare')",Old
SP13-PT044,"('Common', 'SFR')",New
SP13-PT045,"('Common', 'Starfoil Rare')",Old
SP13-PT045,"('Common', 'SFR')",New
SP13-PT046,"('Common', 'Starfoil Rare')",Old
SP13-PT046,"('Common', 'SFR')",New
SP13-PT047,"('Common', 'Starfoil Rare')",Old
SP13-PT047,"('Common', 'SFR')",New
SP13-PT048,"('Common', 'SFR')",New
SP13-PT048,"('Common', 'Starfoil Rare')",Old
SP13-PT049,"('Common', 'Starfoil Rare')",Old
SP13-PT049,"('Common', 'SFR')",New
SP13-PT050,"('Common', 'SFR')",New
SP13-PT050,"('Common', 'Starfoil Rare')",Old
SP13-SP001,"('Common', 'Starfoil Rare')",Old
SP13-SP001,"('Common', 'SFR')",New
SP13-SP002,"('Common', 'SFR')",New
SP13-SP002,"('Common', 'Starfoil Rare')",Old
SP13-SP003,"('Common', 'SFR')",New
SP13-SP003,"('Common', 'Starfoil Rare')",Old
SP13-SP004,"('Common', 'Starfoil Rare')",Old
SP13-SP004,"('Common', 'SFR')",New
SP13-SP005,"('Common', 'Starfoil Rare')",Old
SP13-SP005,"('Common', 'SFR')",New
SP13-SP006,"('Common', 'Starfoil Rare')",Old
SP13-SP006,"('Common', 'SFR')",New
SP13-SP007,"('Common', 'SFR')",New
SP13-SP007,"('Common', 'Starfoil Rare')",Old
SP13-SP008,"('Common', 'SFR')",New
SP13-SP008,"('Common', 'Starfoil Rare')",Old
SP13-SP009,"('Common', 'SFR')",New
SP13-SP009,"('Common', 'Starfoil Rare')",Old
SP13-SP010,"('Common', 'Starfoil Rare')",Old
SP13-SP010,"('Common', 'SFR')",New
SP13-SP011,"('Common', 'SFR')",New
SP13-SP011,"('Common', 'Starfoil Rare')",Old
SP13-SP012,"('Common', 'Starfoil Rare')",Old
SP13-SP012,"('Common', 'SFR')",New
SP13-SP013,"('Common', 'SFR')",New
SP13-SP013,"('Common', 'Starfoil Rare')",Old
SP13-SP014,"('Common', 'SFR')",New
SP13-SP014,"('Common', 'Starfoil Rare')",Old
SP13-SP015,"('Common', 'SFR')",New
SP13-SP015,"('Common', 'Starfoil Rare')",Old
SP13-SP016,"('Common', 'SFR')",New
SP13-SP016,"('Common', 'Starfoil Rare')",Old
SP13-SP017,"('Common', 'Starfoil Rare')",Old
SP13-SP017,"('Common', 'SFR')",New
SP13-SP018,"('Common', 'SFR')",New
SP13-SP018,"('Common', 'Starfoil Rare')",Old
SP13-SP019,"('Common', 'SFR')",New
SP13-SP019,"('Common', 'Starfoil Rare')",Old
SP13-SP020,"('Common', 'SFR')",New
SP13-SP020,"('Common', 'Starfoil Rare')",Old
SP13-SP021,"('Common', 'Starfoil Rare')",Old
SP13-SP021,"('Common', 'SFR')",New
SP13-SP022,"('Common', 'SFR')",New
SP13-SP022,"('Common', 'Starfoil Rare')",Old
SP13-SP023,"('Common', 'Starfoil Rare')",Old
SP13-SP023,"('Common', 'SFR')",New
SP13-SP024,"('Common', 'Starfoil Rare')",Old
SP13-SP024,"('Common', 'SFR')",New
SP13-SP025,"('Common', 'SFR')",New
SP13-SP025,"('Common', 'Starfoil Rare')",Old
SP13-SP026,"('Common', 'Starfoil Rare')",Old
SP13-SP026,"('Common', 'SFR')",New
SP13-SP027,"('Common', 'Starfoil Rare')",Old
SP13-SP027,"('Common', 'SFR')",New
SP13-SP028,"('Common', 'Starfoil Rare')",Old
SP13-SP028,"('Common', 'SFR')",New
SP13-SP029,"('Common', 'Starfoil Rare')",Old
SP13-SP029,"('Common', 'SFR')",New
SP13-SP030,"('Common', 'Starfoil Rare')",Old
SP13-SP030,"('Common', 'SFR')",New
SP13-SP031,"('Common', 'Starfoil Rare')",Old
SP13-SP031,"('Common', 'SFR')",New
SP13-SP032,"('Common', 'Starfoil Rare')",Old
SP13-SP032,"('Common', 'SFR')",New
SP13-SP033,"('Common', 'Starfoil Rare')",Old
SP13-SP033,"('Common', 'SFR')",New
SP13-SP034,"('Common', 'Starfoil Rare')",Old
SP13-SP034,"('Common', 'SFR')",New
SP13-SP035,"('Common', 'Starfoil Rare')",Old
SP13-SP035,"('Common', 'SFR')",New
SP13-SP036,"('Common', 'Starfoil Rare')",Old
SP13-SP036,"('Common', 'SFR')",New
SP13-SP037,"('Common', 'SFR')",New
SP13-SP037,"('Common', 'Starfoil Rare')",Old
SP13-SP038,"('Common', 'Starfoil Rare')",Old
SP13-SP038,"('Common', 'SFR')",New
SP13-SP039,"('Common', 'Starfoil Rare')",Old
SP13-SP039,"('Common', 'SFR')",New
SP13-SP040,"('Common', 'SFR')",New
SP13-SP040,"('Common', 'Starfoil Rare')",Old
SP13-SP041,"('Common', 'Starfoil Rare')",Old
SP13-SP041,"('Common', 'SFR')",New
SP13-SP042,"('Common', 'Starfoil Rare')",Old
SP13-SP042,"('Common', 'SFR')",New
SP13-SP043,"('Common', 'Starfoil Rare')",Old
SP13-SP043,"('Common', 'SFR')",New
SP13-SP044,"('Common', 'Starfoil Rare')",Old
SP13-SP044,"('Common', 'SFR')",New
SP13-SP045,"('Common', 'Starfoil Rare')",Old
SP13-SP045,"('Common', 'SFR')",New
SP13-SP046,"('Common', 'Starfoil Rare')",Old
SP13-SP046,"('Common', 'SFR')",New
SP13-SP047,"('Common', 'Starfoil Rare')",Old
SP13-SP047,"('Common', 'SFR')",New
SP13-SP048,"('Common', 'Starfoil Rare')",Old
SP13-SP048,"('Common', 'SFR')",New
SP13-SP049,"('Common', 'SFR')",New
SP13-SP049,"('Common', 'Starfoil Rare')",Old
SP13-SP050,"('Common', 'SFR')",New
SP13-SP050,"('Common', 'Starfoil Rare')",Old
SP14-DE001,"('Common', 'Starfoil Rare')",Old
SP14-DE001,"('Common', 'SFR')",New
SP14-DE002,"('Common', 'SFR')",New
SP14-DE002,"('Common', 'Starfoil Rare')",Old
SP14-DE003,"('Common', 'SFR')",New
SP14-DE003,"('Common', 'Starfoil Rare')",Old
SP14-DE004,"('Common', 'Starfoil Rare')",Old
SP14-DE004,"('Common', 'SFR')",New
SP14-DE005,"('Common', 'Starfoil Rare')",Old
SP14-DE005,"('Common', 'SFR')",New
SP14-DE006,"('Common', 'Starfoil Rare')",Old
SP14-DE006,"('Common', 'SFR')",New
SP14-DE007,"('Common', 'SFR')",New
SP14-DE007,"('Common', 'Starfoil Rare')",Old
SP14-DE008,"('Common', 'SFR')",New
SP14-DE008,"('Common', 'Starfoil Rare')",Old
SP14-DE009,"('Common', 'Starfoil Rare')",Old
SP14-DE009,"('Common', 'SFR')",New
SP14-DE010,"('Common', 'SFR')",New
SP14-DE010,"('Common', 'Starfoil Rare')",Old
SP14-DE011,"('Common', 'Starfoil Rare')",Old
SP14-DE011,"('Common', 'SFR')",New
SP14-DE012,"('Common', 'Starfoil Rare')",Old
SP14-DE012,"('Common', 'SFR')",New
SP14-DE013,"('Common', 'SFR')",New
SP14-DE013,"('Common', 'Starfoil Rare')",Old
SP14-DE014,"('Common', 'Starfoil Rare')",Old
SP14-DE014,"('Common', 'SFR')",New
SP14-DE015,"('Common', 'SFR')",New
SP14-DE015,"('Common', 'Starfoil Rare')",Old
SP14-DE016,"('Common', 'Starfoil Rare')",Old
SP14-DE016,"('Common', 'SFR')",New
SP14-DE017,"('Common', 'Starfoil Rare')",Old
SP14-DE017,"('Common', 'SFR')",New
SP14-DE018,"('Common', 'SFR')",New
SP14-DE018,"('Common', 'Starfoil Rare')",Old
SP14-DE019,"('Common', 'SFR')",New
SP14-DE019,"('Common', 'Starfoil Rare')",Old
SP14-DE020,"('Common', 'SFR')",New
SP14-DE020,"('Common', 'Starfoil Rare')",Old
SP14-DE021,"('Common', 'Starfoil Rare')",Old
SP14-DE021,"('Common', 'SFR')",New
SP14-DE022,"('Common', 'Starfoil Rare')",Old
SP14-DE022,"('Common', 'SFR')",New
SP14-DE023,"('Common', 'Starfoil Rare')",Old
SP14-DE023,"('Common', 'SFR')",New
SP14-DE024,"('Common', 'Starfoil Rare')",Old
SP14-DE024,"('Common', 'SFR')",New
SP14-DE025,"('Common', 'SFR')",New
SP14-DE025,"('Common', 'Starfoil Rare')",Old
SP14-DE026,"('Common', 'SFR')",New
SP14-DE026,"('Common', 'Starfoil Rare')",Old
SP14-DE027,"('Common', 'SFR')",New
SP14-DE027,"('Common', 'Starfoil Rare')",Old
SP14-DE028,"('Common', 'SFR')",New
SP14-DE028,"('Common', 'Starfoil Rare')",Old
SP14-DE029,"('Common', 'Starfoil Rare')",Old
SP14-DE029,"('Common', 'SFR')",New
SP14-DE030,"('Common', 'SFR')",New
SP14-DE030,"('Common', 'Starfoil Rare')",Old
SP14-DE031,"('Common', 'SFR')",New
SP14-DE031,"('Common', 'Starfoil Rare')",Old
SP14-DE032,"('Common', 'Starfoil Rare')",Old
SP14-DE032,"('Common', 'SFR')",New
SP14-DE033,"('Common', 'Starfoil Rare')",Old
SP14-DE033,"('Common', 'SFR')",New
SP14-DE034,"('Common', 'Starfoil Rare')",Old
SP14-DE034,"('Common', 'SFR')",New
