Card number,Name,Rarity,Print,Region,Modification date,Release,Series,Set type,Version
SR13-KRP02,Dark World Accession,"('Super Rare', 'Secret Rare')",New,KR,2023-07-27 07:37:13,2022-11-09,Structure Deck R,Structure Deck,New
SR13-KRP03,"Grapha, Dragon Lord of Dark World","('Super Rare', 'Secret Rare')",Reprint,KR,2023-07-27 07:37:13,2022-11-09,Structure Deck R,Structure Deck,New
SR13-KRP04,"Snoww, Unlight of Dark World","('Super Rare', 'Secret Rare')",Reprint,KR,2023-07-27 07:37:13,2022-11-09,Structure Deck R,Structure Deck,New
SR13-KRP05,The Gates of Dark World,"('Super Rare', 'Secret Rare')",Reprint,KR,2023-07-27 07:37:13,2022-11-09,Structure Deck R,Structure Deck,New
ST19-JP002,Dribrave,"('Common',)",New,JP,2023-07-09 02:37:15,2019-03-23,,Starter Deck,Old
ST19-JP002,Bravedrive,"('Common',)",New,JP,2023-07-31 09:46:33,2019-03-23,,Starter Deck,New
ST19-KR002,Dribrave,"('Common',)",,KR,2023-04-23 19:57:53,2019-08-14,,Starter Deck,Old
ST19-KR002,Bravedrive,"('Common',)",,KR,2023-07-31 09:46:35,2019-08-14,,Starter Deck,New
STP5-DE001,Elemental HERO Wildheart,"('Ultra Rare',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE002,Cyber Angel Benten,"('Ultra Rare',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE003,Elemental HERO Plasma Vice,"('Ultra Rare',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE004,Destiny End Dragoon,"('Ultra Rare',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE005,Wall of Disruption,"('Ultra Rare',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE006,Goddess with the Third Eye,"('Super Rare',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE007,Ancient Gear Beast,"('Super Rare',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE008,Destiny HERO - Diamond Dude,"('Super Rare',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE009,Crystal Beast Amethyst Cat,"('Super Rare',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE010,Volcanic Shell,"('Super Rare',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE011,Exploder Dragon,"('Super Rare',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE012,Ojama Blue,"('Super Rare',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE013,Hammer Shot,"('Super Rare',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE014,Machine Angel Ritual,"('Super Rare',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE015,Jar of Greed,"('Super Rare',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE016,Sinister Serpent,"('Common',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE017,Jinzo,"('Common',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE018,Twin-Headed Behemoth,"('Common',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE019,Yomi Ship,"('Common',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE020,Drillago,"('Common',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE021,Dark Red Enchanter,"('Common',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE022,Desert Twister,"('Common',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE023,Sphere Kuriboh,"('Common',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE024,Sword of Dragon's Soul,"('Common',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE025,Book of Moon,"('Common',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE026,Dark Factory of Mass Production,"('Common',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE027,Faustian Bargain,"('Common',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE028,Heat Wave,"('Common',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE029,Iron Draw,"('Common',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE030,Lightforce Sword,"('Common',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE031,Seven Tools of the Bandit,"('Common',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE032,A Major Upset,"('Common',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE033,Wild Tornado,"('Common',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE034,Dragon's Rebirth,"('Common',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-DE035,Floodgate Trap Hole,"('Common',)",,DE,2023-07-29 20:22:52,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR001,Elemental HERO Wildheart,"('Ultra Rare',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR002,Cyber Angel Benten,"('Ultra Rare',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR003,Elemental HERO Plasma Vice,"('Ultra Rare',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR004,Destiny End Dragoon,"('Ultra Rare',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR005,Wall of Disruption,"('Ultra Rare',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR006,Goddess with the Third Eye,"('Super Rare',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR007,Ancient Gear Beast,"('Super Rare',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR008,Destiny HERO - Diamond Dude,"('Super Rare',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR009,Crystal Beast Amethyst Cat,"('Super Rare',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR010,Volcanic Shell,"('Super Rare',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR011,Exploder Dragon,"('Super Rare',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR012,Ojama Blue,"('Super Rare',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR013,Hammer Shot,"('Super Rare',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR014,Machine Angel Ritual,"('Super Rare',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR015,Jar of Greed,"('Super Rare',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR016,Sinister Serpent,"('Common',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR017,Jinzo,"('Common',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR018,Twin-Headed Behemoth,"('Common',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR019,Yomi Ship,"('Common',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR020,Drillago,"('Common',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR021,Dark Red Enchanter,"('Common',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR022,Desert Twister,"('Common',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR023,Sphere Kuriboh,"('Common',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR024,Sword of Dragon's Soul,"('Common',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR025,Book of Moon,"('Common',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR026,Dark Factory of Mass Production,"('Common',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR027,Faustian Bargain,"('Common',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR028,Heat Wave,"('Common',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR029,Iron Draw,"('Common',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR030,Lightforce Sword,"('Common',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR031,Seven Tools of the Bandit,"('Common',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR032,A Major Upset,"('Common',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR033,Wild Tornado,"('Common',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR034,Dragon's Rebirth,"('Common',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-FR035,Floodgate Trap Hole,"('Common',)",,FR,2023-07-29 20:21:56,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT001,Elemental HERO Wildheart,"('Ultra Rare',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT002,Cyber Angel Benten,"('Ultra Rare',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT003,Elemental HERO Plasma Vice,"('Ultra Rare',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT004,Destiny End Dragoon,"('Ultra Rare',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT005,Wall of Disruption,"('Ultra Rare',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT006,Goddess with the Third Eye,"('Super Rare',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT007,Ancient Gear Beast,"('Super Rare',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT008,Destiny HERO - Diamond Dude,"('Super Rare',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT009,Crystal Beast Amethyst Cat,"('Super Rare',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT010,Volcanic Shell,"('Super Rare',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT011,Exploder Dragon,"('Super Rare',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT012,Ojama Blue,"('Super Rare',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT013,Hammer Shot,"('Super Rare',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT014,Machine Angel Ritual,"('Super Rare',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT015,Jar of Greed,"('Super Rare',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT016,Sinister Serpent,"('Common',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT017,Jinzo,"('Common',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT018,Twin-Headed Behemoth,"('Common',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT019,Yomi Ship,"('Common',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT020,Drillago,"('Common',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT021,Dark Red Enchanter,"('Common',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT022,Desert Twister,"('Common',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT023,Sphere Kuriboh,"('Common',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT024,Sword of Dragon's Soul,"('Common',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT025,Book of Moon,"('Common',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT026,Dark Factory of Mass Production,"('Common',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT027,Faustian Bargain,"('Common',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT028,Heat Wave,"('Common',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT029,Iron Draw,"('Common',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT030,Lightforce Sword,"('Common',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT031,Seven Tools of the Bandit,"('Common',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT032,A Major Upset,"('Common',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT033,Wild Tornado,"('Common',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT034,Dragon's Rebirth,"('Common',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-IT035,Floodgate Trap Hole,"('Common',)",,IT,2023-07-29 20:24:10,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT001,Elemental HERO Wildheart,"('Ultra Rare',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT002,Cyber Angel Benten,"('Ultra Rare',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT003,Elemental HERO Plasma Vice,"('Ultra Rare',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT004,Destiny End Dragoon,"('Ultra Rare',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT005,Wall of Disruption,"('Ultra Rare',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT006,Goddess with the Third Eye,"('Super Rare',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT007,Ancient Gear Beast,"('Super Rare',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT008,Destiny HERO - Diamond Dude,"('Super Rare',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT009,Crystal Beast Amethyst Cat,"('Super Rare',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT010,Volcanic Shell,"('Super Rare',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT011,Exploder Dragon,"('Super Rare',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT012,Ojama Blue,"('Super Rare',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT013,Hammer Shot,"('Super Rare',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT014,Machine Angel Ritual,"('Super Rare',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT015,Jar of Greed,"('Super Rare',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT016,Sinister Serpent,"('Common',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT017,Jinzo,"('Common',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT018,Twin-Headed Behemoth,"('Common',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT019,Yomi Ship,"('Common',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT020,Drillago,"('Common',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT021,Dark Red Enchanter,"('Common',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT022,Desert Twister,"('Common',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT023,Sphere Kuriboh,"('Common',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT024,Sword of Dragon's Soul,"('Common',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT025,Book of Moon,"('Common',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT026,Dark Factory of Mass Production,"('Common',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT027,Faustian Bargain,"('Common',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT028,Heat Wave,"('Common',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT029,Iron Draw,"('Common',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT030,Lightforce Sword,"('Common',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT031,Seven Tools of the Bandit,"('Common',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT032,A Major Upset,"('Common',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT033,Wild Tornado,"('Common',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT034,Dragon's Rebirth,"('Common',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-PT035,Floodgate Trap Hole,"('Common',)",,PT,2023-07-29 20:25:48,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP001,Elemental HERO Wildheart,"('Ultra Rare',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP002,Cyber Angel Benten,"('Ultra Rare',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP003,Elemental HERO Plasma Vice,"('Ultra Rare',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP004,Destiny End Dragoon,"('Ultra Rare',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP005,Wall of Disruption,"('Ultra Rare',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP006,Goddess with the Third Eye,"('Super Rare',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP007,Ancient Gear Beast,"('Super Rare',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP008,Destiny HERO - Diamond Dude,"('Super Rare',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP009,Crystal Beast Amethyst Cat,"('Super Rare',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP010,Volcanic Shell,"('Super Rare',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP011,Exploder Dragon,"('Super Rare',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP012,Ojama Blue,"('Super Rare',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP013,Hammer Shot,"('Super Rare',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP014,Machine Angel Ritual,"('Super Rare',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP015,Jar of Greed,"('Super Rare',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP016,Sinister Serpent,"('Common',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP017,Jinzo,"('Common',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP018,Twin-Headed Behemoth,"('Common',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP019,Yomi Ship,"('Common',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP020,Drillago,"('Common',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP021,Dark Red Enchanter,"('Common',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP022,Desert Twister,"('Common',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP023,Sphere Kuriboh,"('Common',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP024,Sword of Dragon's Soul,"('Common',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP025,Book of Moon,"('Common',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP026,Dark Factory of Mass Production,"('Common',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP027,Faustian Bargain,"('Common',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP028,Heat Wave,"('Common',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP029,Iron Draw,"('Common',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP030,Lightforce Sword,"('Common',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP031,Seven Tools of the Bandit,"('Common',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP032,A Major Upset,"('Common',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP033,Wild Tornado,"('Common',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP034,Dragon's Rebirth,"('Common',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
STP5-SP035,Floodgate Trap Hole,"('Common',)",,SP,2023-07-29 20:26:20,2023-03-09,Speed Duel Tournament Pack,Booster pack,New
VB19-JP001,Number F0: Utopic Future - Future Slash,"('Ultra Rare',)",,JP,2023-04-23 22:00:06,2017-02-24,The Valuable Book promotional cards,Book promotional cards,Old
VB19-JP001,Number F0: Utopic Future Slash,"('Ultra Rare',)",,JP,2023-07-31 09:38:43,2017-02-24,The Valuable Book promotional cards,Book promotional cards,New
VB19-JP002,Raidraptor - Revolution Falcon - Airraid,"('Ultra Rare',)",,JP,2023-04-23 22:00:06,2017-02-24,The Valuable Book promotional cards,Book promotional cards,Old
VB19-JP002,Raidraptor - Revolution Falcon - Air Raid,"('Ultra Rare',)",,JP,2023-07-31 09:38:43,2017-02-24,The Valuable Book promotional cards,Book promotional cards,New
VJMP-JP125,Gandora Giga Rays the Dragon of Destruction,"('Ultra Rare',)",,JP,2023-04-28 12:58:40,2016-12-17,V Jump promotional cards,Magazine promotional card,Old
VJMP-JP125,Gigarays Gandora the Dragon of Destruction,"('Ultra Rare',)",,JP,2023-07-30 20:38:28,2016-12-17,V Jump promotional cards,Magazine promotional card,New
VJMP-JP147,Hope Magician,"('Ultra Rare',)",,JP,2023-04-28 14:35:40,2018-04-21,V Jump promotional cards,Magazine promotional card,Old
VJMP-JP147,Magician of Hope,"('Ultra Rare',)",,JP,2023-07-30 20:33:57,2018-04-21,V Jump promotional cards,Magazine promotional card,New
