Name,Password,Archseries,Effect type,TCG status,OCG status,Page name,Page URL,Artwork,Modification date,Errata,Attribute,Primary type,DEF,ATK,Level/Rank,Version
Time Thief Hack,81670445,"('Time Thief',)","('Condition', 'Continuous-like Effect', 'Ignition-like Effect')",Unlimited,Unlimited,Time Thief Hack,https://yugipedia.com/wiki/Time_Thief_Hack,,2022-08-14 11:31:04,"('Any',)",,,,,,Old
Time Thief Hack,81670445,"('Time Thief',)","('Condition', 'Continuous-like Effect', 'Ignition-like Effect')",Unlimited,Unlimited,Time Thief Hack,https://yugipedia.com/wiki/Time_Thief_Hack,,2023-03-20 15:23:34,,,,,,,New
Time to Stand Up,68490573,,"('Condition', 'Effect', 'Quick-like Effect')",Not yet released,Unlimited,Time to Stand Up,https://yugipedia.com/wiki/Time_to_Stand_Up,,2023-03-03 16:45:26,,,,,,,Old
Time to Stand Up,68490573,,"('Condition', 'Effect', 'Quick-like Effect')",Unlimited,Unlimited,Time to Stand Up,https://yugipedia.com/wiki/Time_to_Stand_Up,,2023-03-28 10:19:42,,,,,,,New
Time-Rending Morganite,19403423,,"('Effect', 'Ignition-like Effect')",,Unlimited,Time-Rending Morganite,https://yugipedia.com/wiki/Time-Rending_Morganite,,2023-01-14 02:44:24,,,,,,,Old
Time-Tearing Morganite,19403423,,"('Effect', 'Ignition-like Effect')",Not yet released,Unlimited,Time-Tearing Morganite,https://yugipedia.com/wiki/Time-Tearing_Morganite,,2023-04-22 13:20:03,,,,,,,New
Token,,,,,Legal,"Token (Akiza and ""Black Rose Dragon"")",https://yugipedia.com/wiki/Token_(Akiza_and_%22Black_Rose_Dragon%22),,2022-07-11 08:37:14,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Ghost Gal and Altergeist Primebanshee),https://yugipedia.com/wiki/Token_(Ghost_Gal_and_Altergeist_Primebanshee),,2022-09-30 19:17:41,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Declan and D/D/D Doom King Armageddon),https://yugipedia.com/wiki/Token_(Declan_and_D/D/D_Doom_King_Armageddon),"('Alternate',)",2021-03-15 20:35:46,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Crowler and ""Ancient Gear Golem"")",https://yugipedia.com/wiki/Token_(Crowler_and_%22Ancient_Gear_Golem%22),,2022-10-23 12:29:18,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Crow and ""Black-Winged Dragon"")",https://yugipedia.com/wiki/Token_(Crow_and_%22Black-Winged_Dragon%22),,2022-07-11 08:39:38,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Chazz and ""Armed Dragon Thunder LV10"")",https://yugipedia.com/wiki/Token_(Chazz_and_%22Armed_Dragon_Thunder_LV10%22),,2022-07-11 07:57:04,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Odion and ""Embodiment of Apophis"")",https://yugipedia.com/wiki/Token_(Odion_and_%22Embodiment_of_Apophis%22),,2022-10-23 12:15:38,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Aster and ""Destiny HERO - Plasma"")",https://yugipedia.com/wiki/Token_(Aster_and_%22Destiny_HERO_-_Plasma%22),,2022-07-11 08:01:03,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (15th Anniversary),https://yugipedia.com/wiki/Token_(15th_Anniversary),,2022-06-03 16:52:59,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Jaden and ""Elemental HERO Flame Wingman"")",https://yugipedia.com/wiki/Token_(Jaden_and_%22Elemental_HERO_Flame_Wingman%22),,2022-06-28 23:51:34,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Jaden and ""Yubel"")",https://yugipedia.com/wiki/Token_(Jaden_and_%22Yubel%22),,2022-07-02 23:06:00,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Antinomy and ""T.G. Blade Blaster"")",https://yugipedia.com/wiki/Token_(Antinomy_and_%22T.G._Blade_Blaster%22),,2022-10-23 12:50:56,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Alexis and ""Cyber Angel Dakini"")",https://yugipedia.com/wiki/Token_(Alexis_and_%22Cyber_Angel_Dakini%22),,2022-07-03 11:36:47,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Jesse and ""Crystal Beast Ruby Carbuncle"")",https://yugipedia.com/wiki/Token_(Jesse_and_%22Crystal_Beast_Ruby_Carbuncle%22),,2022-10-23 12:19:54,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (20th Anniversary),https://yugipedia.com/wiki/Token_(20th_Anniversary),,2021-06-22 08:53:09,"('Any',)",,Monster Token,,,,Old
Token,,,,Legal,Legal,Token,https://yugipedia.com/wiki/Token,,2022-11-20 13:08:45,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Gong and ""Rise to Full Height"")",https://yugipedia.com/wiki/Token_(Gong_and_%22Rise_to_Full_Height%22),,2022-10-23 13:13:33,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Gong and ""Superheavy Samurai Shogun Susanowo"")",https://yugipedia.com/wiki/Token_(Gong_and_%22Superheavy_Samurai_Shogun_Susanowo%22),,2022-09-19 13:05:52,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Kaiba and ""Obelisk the Tormentor"")",https://yugipedia.com/wiki/Token_(Kaiba_and_%22Obelisk_the_Tormentor%22),,2022-06-28 12:51:10,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Jack and Red Dragon Archfiend),https://yugipedia.com/wiki/Token_(Jack_and_Red_Dragon_Archfiend),,2022-07-11 08:33:06,"('Any',)",,Monster Token,,,,Old
Token,,,,Legal,Legal,Token (Yusaku),https://yugipedia.com/wiki/Token_(Yusaku),,2022-09-30 19:18:15,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (ZEXAL II),https://yugipedia.com/wiki/Token_(ZEXAL_II),,2021-06-22 09:00:09,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Yusei - V Jump),https://yugipedia.com/wiki/Token_(Yusei_-_V_Jump),,2021-06-22 08:59:29,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Téa and ""Dark Magician Girl"")",https://yugipedia.com/wiki/Token_(T%C3%A9a_and_%22Dark_Magician_Girl%22),,2022-07-02 20:57:37,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Varis and Borreload Dragon),https://yugipedia.com/wiki/Token_(Varis_and_Borreload_Dragon),,2022-09-30 19:17:59,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Varis and Borreload eXcharge Dragon),https://yugipedia.com/wiki/Token_(Varis_and_Borreload_eXcharge_Dragon),,2021-06-11 01:33:30,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Varis and Playmaker),https://yugipedia.com/wiki/Token_(Varis_and_Playmaker),,2022-10-23 13:16:41,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Rio and ""Ice Beast Zerofyne"")",https://yugipedia.com/wiki/Token_(Rio_and_%22Ice_Beast_Zerofyne%22),,2022-06-29 19:22:59,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Vector and ""Number C104: Umbral Horror Masquerade"")",https://yugipedia.com/wiki/Token_(Vector_and_%22Number_C104:_Umbral_Horror_Masquerade%22),,2022-07-11 08:53:57,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (World Duel Carnival),https://yugipedia.com/wiki/Token_(World_Duel_Carnival),,2021-06-22 08:57:58,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Yami Bakura and ""Dark Necrofear"")",https://yugipedia.com/wiki/Token_(Yami_Bakura_and_%22Dark_Necrofear%22),,2022-06-28 23:59:00,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Yami Marik and ""The Winged Dragon of Ra"")",https://yugipedia.com/wiki/Token_(Yami_Marik_and_%22The_Winged_Dragon_of_Ra%22),,2022-06-29 00:28:41,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Yami Yugi and ""The Dark Magicians"")",https://yugipedia.com/wiki/Token_(Yami_Yugi_and_%22The_Dark_Magicians%22),,2022-07-01 17:33:32,"('Any',)",,Monster Token,,,,Old
Token,,,,Legal,Legal,Token (Yami Yugi and Dark Magician),https://yugipedia.com/wiki/Token_(Yami_Yugi_and_Dark_Magician),,2022-09-30 19:20:33,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Yami Yugi and Kaiba),https://yugipedia.com/wiki/Token_(Yami_Yugi_and_Kaiba),,2022-10-20 21:59:39,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Yami Yugi and Slifer the Sky Dragon),https://yugipedia.com/wiki/Token_(Yami_Yugi_and_Slifer_the_Sky_Dragon),,2022-06-27 22:05:32,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (World Championship 2019),https://yugipedia.com/wiki/Token_(World_Championship_2019),,2022-11-20 13:04:40,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Reginald),https://yugipedia.com/wiki/Token_(Reginald),,2021-06-22 08:56:17,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Reginald and ""Number 32: Shark Drake"")",https://yugipedia.com/wiki/Token_(Reginald_and_%22Number_32:_Shark_Drake%22),,2022-10-23 12:58:40,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Playmaker and ""Firewall Dragon"")",https://yugipedia.com/wiki/Token_(Playmaker_and_%22Firewall_Dragon%22),,2022-09-19 13:00:08,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Kite and ""Number 62: Galaxy-Eyes Prime Photon Dragon"")",https://yugipedia.com/wiki/Token_(Kite_and_%22Number_62:_Galaxy-Eyes_Prime_Photon_Dragon%22),,2022-06-28 23:04:17,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Leo and ""Life Stream Dragon"")",https://yugipedia.com/wiki/Token_(Leo_and_%22Life_Stream_Dragon%22),,2022-07-11 08:42:43,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Luna and ""Ancient Fairy Dragon"")",https://yugipedia.com/wiki/Token_(Luna_and_%22Ancient_Fairy_Dragon%22),,2022-07-11 08:45:31,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Kalin and ""Infernity Doom Dragon"")",https://yugipedia.com/wiki/Token_(Kalin_and_%22Infernity_Doom_Dragon%22),,2022-10-23 12:40:14,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Bastion and ""Water Dragon"")",https://yugipedia.com/wiki/Token_(Bastion_and_%22Water_Dragon%22),,2022-10-23 12:25:39,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Shay and Raidraptor - Ultimate Falcon),https://yugipedia.com/wiki/Token_(Shay_and_Raidraptor_-_Ultimate_Falcon),,2021-02-21 20:35:16,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Rio),https://yugipedia.com/wiki/Token_(Rio),"('Edited',)",2022-04-20 15:08:36,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Blue Gal and ""Trickstar Band Sweet Guitar"")",https://yugipedia.com/wiki/Token_(Blue_Gal_and_%22Trickstar_Band_Sweet_Guitar%22),,2022-09-19 12:57:00,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Anna and ""Superdreadnought Rail Cannon Gustav Max"")",https://yugipedia.com/wiki/Token_(Anna_and_%22Superdreadnought_Rail_Cannon_Gustav_Max%22),,2022-07-11 08:51:21,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Jesse and Rainbow Dragon),https://yugipedia.com/wiki/Token_(Jesse_and_Rainbow_Dragon),,2022-09-30 19:19:55,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Jaden and Winged Kuriboh),https://yugipedia.com/wiki/Token_(Jaden_and_Winged_Kuriboh),,2022-09-30 19:20:03,"('Any',)",,Monster Token,,,,Old
Token,,,,Legal,Legal,Token (Joey and Red-Eyes Black Dragon),https://yugipedia.com/wiki/Token_(Joey_and_Red-Eyes_Black_Dragon),,2022-09-30 19:20:12,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Playmaker and Accesscode Talker),https://yugipedia.com/wiki/Token_(Playmaker_and_Accesscode_Talker),,2021-03-15 20:03:58,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Shay and Raidraptor - Revolution Falcon),https://yugipedia.com/wiki/Token_(Shay_and_Raidraptor_-_Revolution_Falcon),,2021-02-21 20:37:33,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Joey and ""Gilford the Lightning"")",https://yugipedia.com/wiki/Token_(Joey_and_%22Gilford_the_Lightning%22),,2022-10-20 22:00:19,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Quattro and ""Number 15: Gimmick Puppet Giant Grinder"")",https://yugipedia.com/wiki/Token_(Quattro_and_%22Number_15:_Gimmick_Puppet_Giant_Grinder%22),,2022-06-29 19:25:42,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Quattro and ""Puppet Parade"")",https://yugipedia.com/wiki/Token_(Quattro_and_%22Puppet_Parade%22),,2022-10-23 13:04:17,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Yugi Muto and Yami Yugi),https://yugipedia.com/wiki/Token_(Yugi_Muto_and_Yami_Yugi),,2020-10-01 02:02:49,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Ishizu and ""Exchange of the Spirit"")",https://yugipedia.com/wiki/Token_(Ishizu_and_%22Exchange_of_the_Spirit%22),,2022-10-23 12:17:03,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Yugi and ""Silent Magician"" and ""Silent Swordsman"")",https://yugipedia.com/wiki/Token_(Yugi_and_%22Silent_Magician%22_and_%22Silent_Swordsman%22),,2022-10-20 21:59:55,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Yugi and Kuriboh),https://yugipedia.com/wiki/Token_(Yugi_and_Kuriboh),,2020-10-01 02:01:52,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Kite),https://yugipedia.com/wiki/Token_(Kite),,2022-09-30 19:19:30,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Kite & Mizar),https://yugipedia.com/wiki/Token_(Kite_%26_Mizar),,2021-06-22 08:55:11,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Keith and ""Barrel Dragon"")",https://yugipedia.com/wiki/Token_(Keith_and_%22Barrel_Dragon%22),,2022-07-02 21:01:56,"('Any',)",,Monster Token,,,,Old
Token,,,,Legal,Legal,Token (Kaiba and Blue-Eyes White Dragon),https://yugipedia.com/wiki/Token_(Kaiba_and_Blue-Eyes_White_Dragon),,2022-09-30 19:20:23,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Sora and ""Frightfur Chimera"")",https://yugipedia.com/wiki/Token_(Sora_and_%22Frightfur_Chimera%22),,2022-09-19 13:03:00,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Kaiba and ""Blue-Eyes Ultimate Dragon"")",https://yugipedia.com/wiki/Token_(Kaiba_and_%22Blue-Eyes_Ultimate_Dragon%22),,2022-07-02 07:54:51,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Yugo),https://yugipedia.com/wiki/Token_(Yugo),,2022-09-30 19:18:33,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Kaiba & Yugi - The Dark Side of Dimensions),https://yugipedia.com/wiki/Token_(Kaiba_%26_Yugi_-_The_Dark_Side_of_Dimensions),,2021-06-22 08:54:17,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Playmaker and Cyberse Clock Dragon),https://yugipedia.com/wiki/Token_(Playmaker_and_Cyberse_Clock_Dragon),,2022-09-30 19:18:05,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Pegasus and ""Relinquished"")",https://yugipedia.com/wiki/Token_(Pegasus_and_%22Relinquished%22),,2022-07-03 01:56:11,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Reginald and ""Number C32: Shark Drake Veiss"")",https://yugipedia.com/wiki/Token_(Reginald_and_%22Number_C32:_Shark_Drake_Veiss%22),,2022-06-29 19:17:43,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Blue Angel and Trickstar Holly Angel),https://yugipedia.com/wiki/Token_(Blue_Angel_and_Trickstar_Holly_Angel),,2022-09-30 19:17:52,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Yuya and Odd-Eyes Pendulum Dragon),https://yugipedia.com/wiki/Token_(Yuya_and_Odd-Eyes_Pendulum_Dragon),,2022-09-30 19:18:50,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Astral and Number 39: Utopia),https://yugipedia.com/wiki/Token_(Astral_and_Number_39:_Utopia),,2022-09-30 19:23:55,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Carly and ""Fortune Fairies"")",https://yugipedia.com/wiki/Token_(Carly_and_%22Fortune_Fairies%22),,2022-10-23 12:43:14,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Numbers Club),https://yugipedia.com/wiki/Token_(Numbers_Club),,2022-04-20 16:13:18,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Yuma - V Jump),https://yugipedia.com/wiki/Token_(Yuma_-_V_Jump),,2021-06-22 08:58:28,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Zuzu and Bloom Diva the Melodious Choir),https://yugipedia.com/wiki/Token_(Zuzu_and_Bloom_Diva_the_Melodious_Choir),,2021-03-15 20:30:14,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Zane and ""Cyberdark Dragon"")",https://yugipedia.com/wiki/Token_(Zane_and_%22Cyberdark_Dragon%22),,2022-10-23 12:30:36,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Zuzu),https://yugipedia.com/wiki/Token_(Zuzu),,2022-10-23 13:11:35,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Tori),https://yugipedia.com/wiki/Token_(Tori),,2022-09-30 19:19:17,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Tori and ""Fairy Cheer Girl"")",https://yugipedia.com/wiki/Token_(Tori_and_%22Fairy_Cheer_Girl%22),,2022-10-23 13:01:11,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Sylvio and ""Abyss Playhouse - Fantastic Theater"")",https://yugipedia.com/wiki/Token_(Sylvio_and_%22Abyss_Playhouse_-_Fantastic_Theater%22),,2022-10-23 13:10:13,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Syrus and ""Super Vehicroid - Jumbo Drill"")",https://yugipedia.com/wiki/Token_(Syrus_and_%22Super_Vehicroid_-_Jumbo_Drill%22),,2022-07-11 08:03:45,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Yusei and ""Junk Warrior"")",https://yugipedia.com/wiki/Token_(Yusei_and_%22Junk_Warrior%22),,2022-10-23 12:33:37,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Yusei and Stardust Dragon),https://yugipedia.com/wiki/Token_(Yusei_and_Stardust_Dragon),,2022-07-11 08:21:44,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Yuto),https://yugipedia.com/wiki/Token_(Yuto),,2022-09-30 19:18:41,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Sylvio and ""Abyss Actors"")",https://yugipedia.com/wiki/Token_(Sylvio_and_%22Abyss_Actors%22),,2022-09-19 13:15:47,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Yuya and ""Performapal Show Down"")",https://yugipedia.com/wiki/Token_(Yuya_and_%22Performapal_Show_Down%22),,2022-10-23 13:07:23,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Yuya and ""Performapals"" and ""Hippos"")",https://yugipedia.com/wiki/Token_(Yuya_and_%22Performapals%22_and_%22Hippos%22),,2022-07-11 08:58:04,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Yuya and ""Stargazer Magician"" and ""Timegazer Magician"")",https://yugipedia.com/wiki/Token_(Yuya_and_%22Stargazer_Magician%22_and_%22Timegazer_Magician%22),,2022-06-29 19:38:11,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Mako and ""The Legendary Fisherman"")",https://yugipedia.com/wiki/Token_(Mako_and_%22The_Legendary_Fisherman%22),,2022-10-20 22:00:42,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Mai and ""Harpie Lady Sisters"")",https://yugipedia.com/wiki/Token_(Mai_and_%22Harpie_Lady_Sisters%22),,2022-06-29 00:18:58,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (ZEXAL and ""Ultimate Dragonic Utopia Ray"")",https://yugipedia.com/wiki/Token_(ZEXAL_and_%22Ultimate_Dragonic_Utopia_Ray%22),,2022-07-11 08:48:28,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (ZEXAL),https://yugipedia.com/wiki/Token_(ZEXAL),,2021-06-22 09:00:37,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Zane and ""Cyber End Dragon"")",https://yugipedia.com/wiki/Token_(Zane_and_%22Cyber_End_Dragon%22),,2022-06-28 23:28:45,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Yugi and Gandora the Dragon of Destruction),https://yugipedia.com/wiki/Token_(Yugi_and_Gandora_the_Dragon_of_Destruction),,2022-09-30 19:21:34,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Ai and The Arrival Cyberse @Ignister),https://yugipedia.com/wiki/Token_(Ai_and_The_Arrival_Cyberse_@Ignister),,2021-02-21 19:45:30,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Kite and ""Galaxy-Eyes Photon Dragon"")",https://yugipedia.com/wiki/Token_(Kite_and_%22Galaxy-Eyes_Photon_Dragon%22),,2022-10-23 12:55:40,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Yuri),https://yugipedia.com/wiki/Token_(Yuri),,2022-09-30 19:18:24,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Yuma),https://yugipedia.com/wiki/Token_(Yuma),,2022-09-30 19:19:38,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Yuma and ""Number 39: Utopia"")",https://yugipedia.com/wiki/Token_(Yuma_and_%22Number_39:_Utopia%22),,2022-10-23 12:53:17,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Yuma and ""Number 39: Utopia Beyond"")",https://yugipedia.com/wiki/Token_(Yuma_and_%22Number_39:_Utopia_Beyond%22),,2022-06-28 23:33:57,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Ai and Dark Templar @Ignister),https://yugipedia.com/wiki/Token_(Ai_and_Dark_Templar_@Ignister),,2020-10-01 01:52:58,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Yusei),https://yugipedia.com/wiki/Token_(Yusei),,2022-09-30 19:19:47,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Nash and ""Number C101: Silent Honor DARK"")",https://yugipedia.com/wiki/Token_(Nash_and_%22Number_C101:_Silent_Honor_DARK%22),,2022-06-29 19:20:00,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Soulburner and Salamangreat Heatleo),https://yugipedia.com/wiki/Token_(Soulburner_and_Salamangreat_Heatleo),,2021-02-21 19:50:00,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Blue Maiden and Marincess Great Bubble Reef),https://yugipedia.com/wiki/Token_(Blue_Maiden_and_Marincess_Great_Bubble_Reef),,2021-02-21 19:28:39,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,"Token (Supreme King Jaden and ""Supreme King's Castle"")",https://yugipedia.com/wiki/Token_(Supreme_King_Jaden_and_%22Supreme_King%27s_Castle%22),,2022-10-23 12:18:25,"('Any',)",,Monster Token,,,,Old
Token,,,,,Legal,Token (Yugo),https://yugipedia.com/wiki/Token_(Yugo),,2019-11-22 18:43:03,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Yuto),https://yugipedia.com/wiki/Token_(Yuto),,2019-11-22 18:44:01,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Kite),https://yugipedia.com/wiki/Token_(Kite),,2019-11-21 19:30:22,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Kite & Mizar),https://yugipedia.com/wiki/Token_(Kite_%26_Mizar),,2019-11-21 19:29:21,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Kaiba & Yugi - The Dark Side of Dimensions),https://yugipedia.com/wiki/Token_(Kaiba_%26_Yugi_-_The_Dark_Side_of_Dimensions),,2019-11-21 19:26:34,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (World Championship 2019),https://yugipedia.com/wiki/Token_(World_Championship_2019),,2019-11-21 19:49:47,"('Any',)",,Monster Token,,,,New
Token,,,"('Lingering effect',)",Legal,Legal,Sheep Token (Yellow),https://yugipedia.com/wiki/Sheep_Token_(Yellow),,2019-12-07 06:34:46,"('Any',)",EARTH,Monster Token,0,0,1,New
Token,,,,Legal,Legal,Token,https://yugipedia.com/wiki/Token,,2023-03-23 12:40:24,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (15th Anniversary),https://yugipedia.com/wiki/Token_(15th_Anniversary),,2019-11-21 19:03:08,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Numbers Club),https://yugipedia.com/wiki/Token_(Numbers_Club),,2019-11-21 19:35:59,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Ai and Dark Templar @Ignister),https://yugipedia.com/wiki/Token_(Ai_and_Dark_Templar_@Ignister),,2019-11-21 19:39:25,"('Any',)",,Monster Token,,,,New
Token,,,,Legal,Legal,Token (Kaiba and Blue-Eyes White Dragon),https://yugipedia.com/wiki/Token_(Kaiba_and_Blue-Eyes_White_Dragon),,2023-03-23 12:40:38,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Declan and D/D/D Doom King Armageddon),https://yugipedia.com/wiki/Token_(Declan_and_D/D/D_Doom_King_Armageddon),,2019-11-21 19:08:13,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Astral and Number 39: Utopia),https://yugipedia.com/wiki/Token_(Astral_and_Number_39:_Utopia),,2019-11-21 19:06:32,"('Any',)",,Monster Token,,,,New
Token,,,,,Legal,Token (Jack and Red Dragon Archfiend),https://yugipedia.com/wiki/Token_(Jack_and_Red_Dragon_Archfiend),,2019-11-21 19:09:20,"('Any',)",,Monster Token,,,,New
Token,,,"('Lingering effect',)",Legal,Legal,Sheep Token (Orange),https://yugipedia.com/wiki/Sheep_Token_(Orange),,2019-12-07 06:35:36,"('Any',)",EARTH,Monster Token,0,0,1,New
Token,,,"('Lingering effect',)",Legal,Legal,Sheep Token (Blue),https://yugipedia.com/wiki/Sheep_Token_(Blue),,2019-12-07 06:33:45,"('Any',)",EARTH,Monster Token,0,0,1,New
