Name,Password,Card type,Property,Archseries,Effect type,TCG status,OCG status,Page URL,Artwork,Modification date,Errata,Attribute,Primary type,Secondary type,Monster type,Level/Rank,DEF,Pendulum Scale,Link,Link Arrows,ATK
Starry Knight Astel,59228631,Monster Card,,"('Starry Knight',)","('Condition', 'Ignition Effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Starry_Knight_Astel,,2021-04-16 14:29:04,,LIGHT,Effect Monster,,Fairy,4,2000,,,,500
Starry Knight Balefire,22007085,Spell Card,Normal Spell Card,"('Starry Knight',)","('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Starry_Knight_Balefire,,2021-04-16 14:35:53,,,,,,,,,,,
Starry Knight Blast,58374502,Trap Card,Normal Trap Card,"('Starry Knight',)","('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Starry_Knight_Blast,,2021-04-16 14:52:36,,,,,,,,,,,
Starry Knight Ceremony,85590798,Spell Card,Continuous Spell Card,"('Starry Knight',)","('Condition', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Starry_Knight_Ceremony,,2021-04-16 14:44:47,,,,,,,,,,,
Starry Knight Ciel,27036706,Monster Card,,"('Starry Knight',)","('Condition', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Starry_Knight_Ciel,,2021-06-04 09:10:45,,LIGHT,Effect Monster,,Fairy,4,800,,,,1700
Starry Knight Flamel,86613346,Monster Card,,"('Starry Knight',)","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Starry_Knight_Flamel,,2021-04-16 14:31:25,,LIGHT,Effect Monster,,Fairy,4,1000,,,,1500
Starry Knight Orbitael,00044818,Monster Card,,"('Starry Knight',)","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Starry_Knight_Orbitael,,2021-11-11 16:10:41,,LIGHT,Effect Monster,,Fairy,4,2100,,,,400
Starry Knight Rayel,23220533,Monster Card,,"('Starry Knight',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Starry_Knight_Rayel,,2022-04-20 14:56:07,,LIGHT,Effect Monster,,Fairy,4,700,,,,1800
Starry Knight Sky,58406094,Spell Card,Field Spell Card,"('Starry Knight',)","('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Starry_Knight_Sky,,2021-04-16 14:40:43,,,,,,,,,,,
"Starry Night, Starry Dragon",90835938,Monster Card,,,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Starry_Night,_Starry_Dragon",,2021-04-16 14:15:16,,LIGHT,Effect Monster,,Dragon,7,2300,,,,2500
Stars Align across the Milky Way,20417688,Trap Card,Normal Trap Card,,"('Condition', 'Effect', 'Quick-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Stars_Align_across_the_Milky_Way,,2022-10-23 19:43:55,,,,,,,,,,,
Starship Spy Plane,15458892,Monster Card,,,"('Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Starship_Spy_Plane,,2020-03-17 00:16:15,,WIND,Effect Monster,,Machine,4,500,,,,1100
Starving Venemy Dragon,93729065,Monster Card,,,"('Condition', 'Continuous-like Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Starving_Venemy_Dragon,,2022-07-31 05:14:20,,DARK,Fusion Monster,,Dragon,7,2000,1,,,2500
Starving Venemy Lethal Dose Dragon,22070401,Monster Card,,,"('Continuous Effect', 'Continuous-like Effect', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Starving_Venemy_Lethal_Dose_Dragon,,2022-07-31 05:14:25,,DARK,Fusion Monster,,Dragon,8,2000,1,,,2800
Starving Venom Fusion Dragon,41209827,Monster Card,,"('Four Dimensional Dragons', 'Fusion (archetype)', 'Fusion Dragon', 'Starving Venom', 'Venom')","('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Starving_Venom_Fusion_Dragon,"('Alternate',)",2022-10-30 23:04:47,,DARK,Fusion Monster,,Dragon,8,2000,,,,2800
Starving Venom Predapower Fusion Dragon,39915560,Monster Card,,"('Fusion (archetype)', 'Fusion Dragon', 'Predap', 'Predaplant', 'Starving Venom', 'Venom')","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Starving_Venom_Predapower_Fusion_Dragon,,2022-07-31 05:05:06,,DARK,Fusion Monster,,Dragon,10,2500,,,,3600
Statue of Anguish Pattern,23626223,Trap Card,Continuous Trap Card,"('Trap Monster',)","('Continuous Effect', 'Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Statue_of_Anguish_Pattern,,2022-12-27 18:32:11,,,,,,,,,,,
Statue of the Wicked,65810489,Trap Card,Normal Trap Card,,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Statue_of_the_Wicked,,2022-03-21 20:07:05,,,,,,,,,,,
Staunch Defender,92854392,Trap Card,Normal Trap Card,,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Staunch_Defender,,2022-08-13 14:02:15,,,,,,,,,,,
Staysailor Romarin,49964567,Monster Card,,,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Staysailor_Romarin,,2022-09-14 13:17:42,,LIGHT,Effect Monster,"('Tuner monster',)",Plant,4,300,,,,1600
Stealth Bird,03510565,Monster Card,,,"('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Stealth_Bird,,2022-04-29 11:40:13,,DARK,Effect Monster,,Winged Beast,3,1700,,,,700
Stealth Kragen Spawn,94942656,Monster Card,,"('Stealth Kragen',)","('Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Stealth_Kragen_Spawn,,2021-12-03 11:48:04,,WATER,Xyz Monster,,Aqua,4,1500,,,,1900
Stealthroid,98049038,Monster Card,,"('roid',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Stealthroid,,2022-10-06 17:51:26,,DARK,Effect Monster,,Machine,4,0,,,,1200
Steam Gyroid,05368615,Monster Card,,"('roid',)",,Unlimited,Unlimited,https://yugipedia.com/wiki/Steam_Gyroid,,2023-01-03 20:29:48,"('Name',)",EARTH,Fusion Monster,,Machine,6,1600,,,,2200
Steam Synchron,83295594,Monster Card,,"('Synchron',)","('Quick Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Steam_Synchron,,2021-07-23 08:39:14,,WATER,Effect Monster,"('Tuner monster',)",Machine,3,800,,,,600
Steamroid,44729197,Monster Card,,"('roid',)","('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Steamroid,,2022-10-06 17:56:04,"('Name',)",EARTH,Effect Monster,,Machine,4,1800,,,,1800
Steel Cavalry of Dinon,02396042,Monster Card,,,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Steel_Cavalry_of_Dinon,,2020-03-17 04:50:28,,EARTH,Effect Monster,,Dinosaur,4,2600,5,,,1600
Steel Ogre Grotto #1,29172562,Monster Card,,,,Unlimited,Unlimited,https://yugipedia.com/wiki/Steel_Ogre_Grotto_1,,2021-11-07 16:49:31,"('Name',)",EARTH,Normal Monster,,Machine,5,1800,,,,1400
Steel Ogre Grotto #2,90908427,Monster Card,,,,Unlimited,Unlimited,https://yugipedia.com/wiki/Steel_Ogre_Grotto_2,,2021-11-07 16:49:51,,EARTH,Normal Monster,,Machine,6,2200,,,,1900
Steel Scorpion,13599884,Monster Card,,,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Steel_Scorpion,,2022-04-22 02:56:48,,EARTH,Effect Monster,,Machine,1,300,,,,250
Steel Shell,02370081,Spell Card,Equip Spell Card,"('Attribute Booster',)","('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Steel_Shell,,2022-08-13 23:39:52,"('Type',)",,,,,,,,,,
Steel Star Regulator,32986898,Monster Card,,,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Steel_Star_Regulator,,2022-09-17 13:23:16,,LIGHT,Link Monster,,Machine,,,,3,"('↙', '↘', '↖')",1000
Steelswarm Caller,53116300,Monster Card,,"('Steelswarm', 'lswarm')","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Steelswarm_Caller,,2020-03-17 00:19:50,,DARK,Effect Monster,,Fiend,4,0,,,,1700
Steelswarm Caucastag,84488827,Monster Card,,"('Steelswarm', 'lswarm')","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Steelswarm_Caucastag,,2020-10-29 08:32:25,,DARK,Effect Monster,,Fiend,8,0,,,,2800
Steelswarm Cell,54338958,Monster Card,,"('Steelswarm', 'lswarm')","('Continuous Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Steelswarm_Cell,,2020-07-06 14:00:30,,DARK,Effect Monster,,Fiend,1,0,,,,0
Steelswarm Gatekeeper,26722601,Monster Card,,"('Steelswarm', 'lswarm')","('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Steelswarm_Gatekeeper,,2020-07-06 14:01:46,,DARK,Effect Monster,,Fiend,4,1900,,,,1500
Steelswarm Genome,62729173,Monster Card,,"('Steelswarm', 'lswarm')","('Unclassified effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Steelswarm_Genome,,2021-05-09 00:38:32,,DARK,Effect Monster,,Fiend,2,0,,,,1000
Steelswarm Girastag,58494728,Monster Card,,"('Steelswarm', 'lswarm')","('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Steelswarm_Girastag,,2020-03-17 00:22:20,,DARK,Effect Monster,,Fiend,7,0,,,,2600
Steelswarm Hercules,94092230,Monster Card,,"('Steelswarm', 'lswarm')","('Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,https://yugipedia.com/wiki/Steelswarm_Hercules,,2022-07-26 13:04:04,,DARK,Effect Monster,,Fiend,10,0,,,,3200
Steelswarm Longhorn,62007535,Monster Card,,"('Steelswarm', 'lswarm')","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Steelswarm_Longhorn,,2022-03-31 10:56:45,,DARK,Effect Monster,,Fiend,9,0,,,,3000
Steelswarm Mantis,85505315,Monster Card,,"('Steelswarm', 'lswarm')","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Steelswarm_Mantis,,2020-03-17 00:24:10,,DARK,Effect Monster,,Fiend,5,0,,,,2200
Steelswarm Moth,22009013,Monster Card,,"('Steelswarm', 'lswarm')","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Steelswarm_Moth,,2020-03-17 00:24:23,,DARK,Effect Monster,,Fiend,6,0,,,,2400
Steelswarm Origin,61888819,Monster Card,,"('Steelswarm', 'lswarm')","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Steelswarm_Origin,,2020-03-17 00:24:46,,LIGHT,Link Monster,,Fiend,,,,2,"('↓', '↑')",2000
Steelswarm Roach,37926346,Monster Card,,"('Steelswarm', 'lswarm')","('Quick Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Steelswarm_Roach,,2021-11-07 17:56:36,,DARK,Xyz Monster,,Fiend,4,0,,,,1900
Steelswarm Scout,90727556,Monster Card,,"('Steelswarm', 'lswarm')","('Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Steelswarm_Scout,,2023-01-31 02:05:57,,DARK,Effect Monster,,Fiend,1,0,,,,200
Steelswarm Sentinel,99214782,Monster Card,,"('Steelswarm', 'lswarm')","('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Steelswarm_Sentinel,,2020-07-06 14:03:19,,DARK,Effect Monster,,Fiend,3,0,,,,1100
Steelswarm Sting,35618486,Monster Card,,"('Steelswarm', 'lswarm')","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Steelswarm_Sting,,2022-03-31 10:56:34,,DARK,Effect Monster,,Fiend,4,0,,,,1850
Stegocyber,99733359,Monster Card,,"('Cyber',)","('Condition', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Stegocyber,,2021-04-09 19:37:52,,DARK,Effect Monster,,Dinosaur,6,2400,,,,1200
Stellar Wind Wolfrayet,03322931,Monster Card,,,"('Continuous Effect', 'Quick Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Stellar_Wind_Wolfrayet,,2022-09-14 13:09:00,,WIND,Synchro Monster,,Beast,9,0,,,,2500
Stellarknight Alpha,81810441,Spell Card,Equip Spell Card,"('Stellarknight', 'tellarknight')","('Condition', 'Continuous-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Stellarknight_Alpha,,2019-11-21 18:34:00,,,,,,,,,,,
Stellarknight Constellar Diamond,09272381,Monster Card,,"('Constellar', 'Stellarknight', 'tellarknight')","('Continuous Effect', 'Quick Effect', 'Summoning condition')",Unlimited,Unlimited,https://yugipedia.com/wiki/Stellarknight_Constellar_Diamond,,2020-03-17 00:27:03,,LIGHT,Xyz Monster,,Wyrm,5,2000,,,,2700
Stellarknight Delteros,56638325,Monster Card,,"('Stellarknight', 'tellarknight')","('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Stellarknight_Delteros,,2022-02-19 04:30:03,,LIGHT,Xyz Monster,,Warrior,4,2100,,,,2500
Stellarknight Triverr,42589641,Monster Card,,"('Stellarknight', 'tellarknight')","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Stellarknight_Triverr,,2020-03-17 00:27:41,,LIGHT,Xyz Monster,,Warrior,4,2500,,,,2100
Stellarknight Zefraxciton,22617205,Monster Card,,"('Stellarknight', 'Zefra', 'tellarknight')","('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Stellarknight_Zefraxciton,,2020-03-17 00:27:56,,LIGHT,Effect Monster,,Fiend,4,0,7,,,1900
Stellarnova Alpha,41510920,Trap Card,Counter Trap Card,,"('Activation condition', 'Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Stellarnova_Alpha,,2019-11-21 18:34:15,,,,,,,,,,,
Stellarnova Wave,05026221,Trap Card,Continuous Trap Card,,"('Quick-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Stellarnova_Wave,,2019-11-21 18:34:20,,,,,,,,,,,
Stim-Pack,83225447,Spell Card,Equip Spell Card,,"('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Stim-Pack,"('Edited',)",2022-04-22 02:57:13,"('Type',)",,,,,,,,,,
Stinging Swordsman,68167124,Monster Card,,,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Stinging_Swordsman,,2020-03-17 00:28:51,,WIND,Effect Monster,,Warrior,1,600,,,,300
Stoic Challenge,37364101,Spell Card,Equip Spell Card,,"('Condition', 'Continuous-like Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Stoic_Challenge,,2022-09-26 16:18:05,,,,,,,,,,,
Stoic of Prophecy,54359696,Monster Card,,"('Prophecy',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Stoic_of_Prophecy,,2021-02-03 19:06:43,,WATER,Effect Monster,,Spellcaster,1,200,,,,300
Stone Armadiller,63432835,Monster Card,,,,Unlimited,Unlimited,https://yugipedia.com/wiki/Stone_Armadiller,,2021-11-07 16:51:46,,EARTH,Normal Monster,,Rock,3,1200,,,,800
Stone Dragon,68171737,Monster Card,,,,Unlimited,Unlimited,https://yugipedia.com/wiki/Stone_Dragon,,2021-11-07 16:52:00,,EARTH,Normal Monster,,Rock,7,2300,,,,2000
Stone Ghost,72269672,Monster Card,,,,,Unlimited,https://yugipedia.com/wiki/Stone_Ghost,,2021-11-07 16:52:17,,EARTH,Normal Monster,,Rock,4,1000,,,,1200
Stone Ogre Grotto,15023985,Monster Card,,,,Unlimited,Unlimited,https://yugipedia.com/wiki/Stone_Ogre_Grotto,,2021-11-07 16:52:32,,EARTH,Normal Monster,,Rock,5,1500,,,,1600
Stone Statue of the Aztecs,31812496,Monster Card,,,"('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Stone_Statue_of_the_Aztecs,,2022-10-06 17:22:30,"('Type',)",EARTH,Effect Monster,,Rock,4,2000,,,,300
Stonehenge,70786111,Spell Card,Equip Spell Card,,"('Condition', 'Continuous-like Effect', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Stonehenge,,2022-11-18 12:13:38,,,,,,,,,,,
Stonehenge Methods,86555018,Trap Card,Normal Trap Card,,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Stonehenge_Methods,,2021-02-03 18:03:50,,,,,,,,,,,
Stop Defense,63102017,Spell Card,Normal Spell Card,,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Stop_Defense,,2022-04-22 02:57:47,"('Type',)",,,,,,,,,,
Storm,13210191,Spell Card,Normal Spell Card,,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Storm,,2021-11-07 16:52:52,,,,,,,,,,,
Storm Caller,15935204,Monster Card,,,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Storm_Caller,,2020-07-19 04:32:04,,WIND,Effect Monster,,Psychic,6,2000,,,,2300
Storm Cipher,89571015,Monster Card,,"('Cipher',)","('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Storm_Cipher,,2022-08-14 05:31:44,,DARK,Effect Monster,,Cyberse,4,0,,,,2400
Storm Dragon's Return,83195035,Trap Card,Normal Trap Card,,"('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Storm_Dragon%27s_Return,,2022-07-24 08:45:11,,,,,,,,,,,
Storm Shooter,39188539,Monster Card,,,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Storm_Shooter,,2020-08-30 04:30:50,,WIND,Effect Monster,,Winged Beast,7,500,,,,2300
Storming Mirror Force,05650082,Trap Card,Normal Trap Card,"('Mirror Trap (series)',)","('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Storming_Mirror_Force,,2023-01-03 19:41:52,,,,,,,,,,,
Storming Wynn,29013526,Monster Card,,"('Cataclysmic Charmer',)","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Storming_Wynn,"('Edited',)",2022-04-23 13:20:49,,WIND,Effect Monster,,Spellcaster,4,1500,,,,800
Straight Flush,25173686,Trap Card,Normal Trap Card,,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Straight_Flush,,2022-04-08 12:15:24,,,,,,,,,,,
Strategist of the Ice Barrier,50032342,Monster Card,,"('Ice Barrier',)","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Strategist_of_the_Ice_Barrier,,2022-03-11 20:50:47,,WATER,Effect Monster,,Spellcaster,4,1600,,,,1600
Stray Asmodian,86209650,Monster Card,,,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Stray_Asmodian,,2020-03-17 00:32:36,,FIRE,Effect Monster,,Fiend,3,1700,,,,1300
Stray Lambs,60764581,Spell Card,Normal Spell Card,,"('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Stray_Lambs,,2022-04-08 18:06:54,,,,,,,,,,,
Stray Purrely Street,20212491,Spell Card,Field Spell Card,"('Purrely',)","('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Stray_Purrely_Street,,2023-01-19 09:11:11,,,,,,,,,,,
"Stream, Dragon Ruler of Droplets",27415516,Monster Card,,"('Dragon Ruler',)","('Condition', 'Ignition Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Stream,_Dragon_Ruler_of_Droplets",,2021-06-11 11:19:16,,WATER,Effect Monster,,Dragon,4,2000,,,,1600
Strength in Unity,96239878,Spell Card,Continuous Spell Card,,"('Condition', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Strength_in_Unity,,2022-10-17 17:52:08,,,,,,,,,,,
Strength of Prophecy,13002461,Monster Card,,"('Prophecy',)","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Strength_of_Prophecy,,2022-04-20 16:08:25,,FIRE,Effect Monster,,Spellcaster,4,1400,,,,1500
Strike Ninja,41006930,Monster Card,,"('Ninja',)","('Condition', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Strike_Ninja,,2021-03-07 07:03:46,"('Type',)",DARK,Effect Monster,,Warrior,4,1200,,,,1700
Strike Slash,30643162,Trap Card,Normal Trap Card,,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Strike_Slash,,2020-03-21 12:22:32,,,,,,,,,,,
Strike of the Monarchs,05795980,Spell Card,Quick-Play Spell Card,"('Monarch (Spell/Trap archetype)',)","('Cost', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Strike_of_the_Monarchs,,2021-04-06 16:16:58,,,,,,,,,,,
Striker Dragon,73539069,Monster Card,,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Limited,Unlimited,https://yugipedia.com/wiki/Striker_Dragon,,2023-02-18 14:46:43,,DARK,Link Monster,,Dragon,,,,1,"('←',)",1000
Striping Partner,74715061,Monster Card,,,"('Condition', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Striping_Partner,,2020-06-05 12:40:52,,LIGHT,Effect Monster,,Cyberse,4,1600,,,,1200
Strong Wind Dragon,23770284,Monster Card,,,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Strong_Wind_Dragon,,2020-03-17 00:34:21,,WIND,Effect Monster,,Dragon,6,1000,,,,2400
Stronghold Guardian,23535429,Monster Card,,"('Guardian',)","('Quick Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Stronghold_Guardian,,2020-03-17 00:34:35,,EARTH,Effect Monster,,Warrior,4,1500,,,,0
Stronghold the Moving Fortress,13955608,Trap Card,Continuous Trap Card,"('Hole', 'Trap Monster')","('Continuous Effect', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Stronghold_the_Moving_Fortress,,2022-07-24 09:52:10,"('Type',)",,,,,,,,,,
Stuffed Animal,71068263,Monster Card,,,,Unlimited,Unlimited,https://yugipedia.com/wiki/Stuffed_Animal,,2020-03-17 00:34:51,,EARTH,Normal Monster,,Warrior,3,900,,,,1200
Stumbling,34646691,Spell Card,Continuous Spell Card,,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Stumbling,"('Edited',)",2022-12-25 01:35:02,,,,,,,,,,,
Stygian Dirge,81489939,Trap Card,Continuous Trap Card,,"('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Stygian_Dirge,"('Edited',)",2022-11-11 19:34:37,,,,,,,,,,,
Stygian Security,50732780,Monster Card,,"('Stygian',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Stygian_Security,,2020-03-17 00:35:08,,DARK,Effect Monster,"('Tuner monster',)",Fiend,1,600,,,,100
Stygian Sergeants,86137485,Monster Card,,"('Stygian',)","('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Stygian_Sergeants,,2020-11-05 07:43:53,"('Type',)",DARK,Synchro Monster,,Fiend,5,1800,,,,2200
Stygian Street Patrol,13521194,Monster Card,,"('Stygian',)","('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Stygian_Street_Patrol,,2021-04-27 00:36:29,"('Type',)",DARK,Effect Monster,,Fiend,4,1200,,,,1600
"Suanni, Fire of the Yang Zing",30106950,Monster Card,,"('Yang Zing',)","('Condition', 'Quick Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Suanni,_Fire_of_the_Yang_Zing",,2023-01-30 10:54:40,,FIRE,Effect Monster,,Wyrm,4,0,,,,1900
Sublimation Knight,54485355,Monster Card,,,"('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Sublimation_Knight,,2022-08-06 04:27:04,,FIRE,Effect Monster,,Warrior,3,200,,,,1300
Submareed Tour Ride,87116749,Monster Card,,,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Submareed_Tour_Ride,,2022-02-11 11:47:38,,WATER,Effect Monster,,Dinosaur,6,0,,,,2200
Submarine Frog,63948258,Monster Card,,"('Frog',)","('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Submarine_Frog,,2022-04-22 02:58:07,"('Name',)",WATER,Effect Monster,,Aqua,2,600,,,,1200
Submarineroid,99861526,Monster Card,,"('roid',)","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Submarineroid,,2022-10-06 17:52:43,"('Name',)",WATER,Effect Monster,,Machine,4,1800,,,,800
Submersible Carrier Aero Shark,05014629,Monster Card,,"('Shark (series)',)","('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Submersible_Carrier_Aero_Shark,,2022-06-02 00:59:33,,WATER,Xyz Monster,,Fish,3,1000,,,,1900
Substitoad,20663556,Monster Card,,"('Toad',)","('Continuous Effect', 'Ignition Effect')",Limited,Forbidden,https://yugipedia.com/wiki/Substitoad,,2023-02-06 07:28:07,"('Name',)",WATER,Effect Monster,,Aqua,1,2000,,,,100
Subsurface Stage Divers,43994202,Trap Card,Normal Trap Card,,"('Activation condition', 'Condition', 'Effect', 'Lingering effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Subsurface_Stage_Divers,,2022-04-20 15:59:49,,,,,,,,,,,
Subterror Behemoth Burrowing,28369508,Trap Card,Normal Trap Card,"('Subterror', 'Subterror Behemoth')","('Cost', 'Effect', 'Quick-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Subterror_Behemoth_Burrowing,,2023-01-10 18:54:39,,,,,,,,,,,
Subterror Behemoth Dragossuary,95218695,Monster Card,,"('Subterror', 'Subterror Behemoth')","('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Subterror_Behemoth_Dragossuary,,2020-03-17 00:37:26,,EARTH,Effect Monster,"('Flip monster',)",Zombie,6,1600,,,,2400
Subterror Behemoth Fiendess,74937659,Monster Card,,"('Subterror', 'Subterror Behemoth')","('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Subterror_Behemoth_Fiendess,,2022-04-20 15:47:45,,EARTH,Link Monster,,Wyrm,,,,2,"('↙', '↘')",2000
