Name,Password,TCG status,Page URL,Artwork,Modification date,Errata,Primary type,Secondary type,Version
Raider's Wing,52159691,Unlimited,https://yugipedia.com/wiki/Raider%27s_Wing,,2022-07-09 08:13:24,,,,Old
Raider's Wing,52159691,Unlimited,https://yugipedia.com/wiki/Raider%27s_Wing,,2022-07-09 08:13:24,,Effect Monster,,New
Raidraptor - Arsenal Falcon,96157835,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Arsenal_Falcon,,2023-01-30 09:13:27,,,,Old
Raidraptor - Arsenal Falcon,96157835,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Arsenal_Falcon,,2023-01-30 09:13:27,,Xyz Monster,,New
Raidraptor - Avenge Vulture,10194329,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Avenge_Vulture,,2020-03-16 12:52:11,,,,Old
Raidraptor - Avenge Vulture,10194329,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Avenge_Vulture,,2020-03-16 12:52:11,,Effect Monster,,New
Raidraptor - Blade Burner Falcon,96592102,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Blade_Burner_Falcon,,2020-09-11 15:10:46,,,,Old
Raidraptor - Blade Burner Falcon,96592102,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Blade_Burner_Falcon,,2020-09-11 15:10:46,,Xyz Monster,,New
Raidraptor - Blaze Falcon,45533023,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Blaze_Falcon,,2022-07-09 04:01:01,,,,Old
Raidraptor - Blaze Falcon,45533023,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Blaze_Falcon,,2022-07-09 04:01:01,,Xyz Monster,,New
Raidraptor - Booster Strix,73977033,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Booster_Strix,,2020-03-16 12:52:47,,,,Old
Raidraptor - Booster Strix,73977033,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Booster_Strix,,2020-03-16 12:52:47,,Effect Monster,,New
Raidraptor - Fiend Eagle,52323874,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Fiend_Eagle,,2021-10-01 14:42:35,,,,Old
Raidraptor - Fiend Eagle,52323874,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Fiend_Eagle,,2021-10-01 14:42:35,,Xyz Monster,,New
Raidraptor - Final Fortress Falcon,43047672,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Final_Fortress_Falcon,,2020-03-16 12:53:10,,,,Old
Raidraptor - Final Fortress Falcon,43047672,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Final_Fortress_Falcon,,2020-03-16 12:53:10,,Xyz Monster,,New
Raidraptor - Force Strix,73347079,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Force_Strix,,2022-12-25 09:07:57,,,,Old
Raidraptor - Force Strix,73347079,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Force_Strix,,2022-12-25 09:07:57,,Xyz Monster,,New
Raidraptor - Fuzzy Lanius,05929801,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Fuzzy_Lanius,,2022-07-09 03:34:36,,,,Old
Raidraptor - Fuzzy Lanius,05929801,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Fuzzy_Lanius,,2022-07-09 03:34:36,,Effect Monster,,New
Raidraptor - Heel Eagle,51933043,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Heel_Eagle,,2020-11-24 15:33:29,,,,Old
Raidraptor - Heel Eagle,51933043,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Heel_Eagle,,2020-11-24 15:33:29,,Effect Monster,,New
Raidraptor - Last Strix,97219708,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Last_Strix,,2022-07-09 03:57:01,,,,Old
Raidraptor - Last Strix,97219708,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Last_Strix,,2022-07-09 03:57:01,,Effect Monster,,New
Raidraptor - Mimicry Lanius,96345188,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Mimicry_Lanius,,2022-07-09 03:32:00,,,,Old
Raidraptor - Mimicry Lanius,96345188,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Mimicry_Lanius,,2022-07-09 03:32:00,,Effect Monster,,New
Raidraptor - Napalm Dragonius,60508057,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Napalm_Dragonius,,2021-05-23 00:20:45,,,,Old
Raidraptor - Napalm Dragonius,60508057,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Napalm_Dragonius,,2021-05-23 00:20:45,,Effect Monster,,New
Raidraptor - Necro Vulture,51814159,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Necro_Vulture,,2022-07-09 03:55:46,,,,Old
Raidraptor - Necro Vulture,51814159,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Necro_Vulture,,2022-07-09 03:55:46,,Effect Monster,,New
Raidraptor - Pain Lanius,46589034,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Pain_Lanius,,2022-07-09 03:58:22,,,,Old
Raidraptor - Pain Lanius,46589034,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Pain_Lanius,,2022-07-09 03:58:22,,Effect Monster,,New
Raidraptor - Revolution Falcon,81927732,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Revolution_Falcon,,2022-07-09 04:02:09,,,,Old
Raidraptor - Revolution Falcon,81927732,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Revolution_Falcon,,2022-07-09 04:02:09,,Xyz Monster,,New
Raidraptor - Revolution Falcon - Air Raid,79985120,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Revolution_Falcon_-_Air_Raid,,2022-08-21 04:30:53,,,,Old
Raidraptor - Revolution Falcon - Air Raid,79985120,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Revolution_Falcon_-_Air_Raid,,2022-08-21 04:30:53,,Xyz Monster,,New
Raidraptor - Rise Falcon,73887236,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Rise_Falcon,,2021-10-01 14:49:32,,,,Old
Raidraptor - Rise Falcon,73887236,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Rise_Falcon,,2021-10-01 14:49:32,,Xyz Monster,,New
Raidraptor - Rudder Strix,06552938,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Rudder_Strix,,2022-08-13 12:42:28,,,,Old
Raidraptor - Rudder Strix,06552938,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Rudder_Strix,,2022-08-13 12:42:28,,Effect Monster,,New
Raidraptor - Satellite Cannon Falcon,23603403,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Satellite_Cannon_Falcon,,2022-07-09 04:03:26,,,,Old
Raidraptor - Satellite Cannon Falcon,23603403,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Satellite_Cannon_Falcon,,2022-07-09 04:03:26,,Xyz Monster,,New
Raidraptor - Sharp Lanius,60950180,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Sharp_Lanius,,2020-12-20 18:13:10,,,,Old
Raidraptor - Sharp Lanius,60950180,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Sharp_Lanius,,2020-12-20 18:13:10,,Effect Monster,,New
Raidraptor - Singing Lanius,31314549,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Singing_Lanius,,2022-07-09 03:40:21,,,,Old
Raidraptor - Singing Lanius,31314549,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Singing_Lanius,,2022-07-09 03:40:21,,Effect Monster,,New
Raidraptor - Skull Eagle,45184165,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Skull_Eagle,,2020-11-22 05:11:16,,,,Old
Raidraptor - Skull Eagle,45184165,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Skull_Eagle,,2020-11-22 05:11:16,,Effect Monster,,New
Raidraptor - Stranger Falcon,15092394,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Stranger_Falcon,,2022-07-01 04:24:12,,,,Old
Raidraptor - Stranger Falcon,15092394,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Stranger_Falcon,,2022-07-01 04:24:12,,Xyz Monster,,New
Raidraptor - Strangle Lanius,87321742,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Strangle_Lanius,,2021-05-23 00:18:59,,,,Old
Raidraptor - Strangle Lanius,87321742,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Strangle_Lanius,,2021-05-23 00:18:59,,Effect Monster,,New
Raidraptor - Tribute Lanius,83236601,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Tribute_Lanius,,2022-04-28 12:46:53,,,,Old
Raidraptor - Tribute Lanius,83236601,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Tribute_Lanius,,2022-04-28 12:46:53,,Effect Monster,,New
Raidraptor - Ultimate Falcon,86221741,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Ultimate_Falcon,,2022-07-09 04:03:51,,,,Old
Raidraptor - Ultimate Falcon,86221741,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Ultimate_Falcon,,2022-07-09 04:03:51,,Xyz Monster,,New
Raidraptor - Vanishing Lanius,53251824,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Vanishing_Lanius,,2022-04-27 12:52:41,,,,Old
Raidraptor - Vanishing Lanius,53251824,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Vanishing_Lanius,,2022-04-27 12:52:41,,Effect Monster,,New
Raidraptor - Wild Vulture,08785161,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Wild_Vulture,,2020-12-20 18:10:14,,,,Old
Raidraptor - Wild Vulture,08785161,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Wild_Vulture,,2020-12-20 18:10:14,,Effect Monster,,New
Raidraptor - Wise Strix,36429703,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Wise_Strix,,2022-05-06 04:14:40,,,,Old
Raidraptor - Wise Strix,36429703,Unlimited,https://yugipedia.com/wiki/Raidraptor_-_Wise_Strix,,2022-05-06 04:14:40,,Link Monster,,New
Raijin the Breakbolt Star,99991455,Unlimited,https://yugipedia.com/wiki/Raijin_the_Breakbolt_Star,,2022-11-18 12:19:42,,,,Old
Raijin the Breakbolt Star,99991455,Unlimited,https://yugipedia.com/wiki/Raijin_the_Breakbolt_Star,,2022-11-18 12:19:42,,Fusion Monster,,New
Rain Bozu,95568112,Unlimited,https://yugipedia.com/wiki/Rain_Bozu,,2021-11-18 15:19:46,,,,Old
Rain Bozu,95568112,Unlimited,https://yugipedia.com/wiki/Rain_Bozu,,2021-11-18 15:19:46,,Effect Monster,,New
Rainbow Dark Dragon,79407975,Unlimited,https://yugipedia.com/wiki/Rainbow_Dark_Dragon,,2022-12-01 14:59:29,,,,Old
Rainbow Dark Dragon,79407975,Unlimited,https://yugipedia.com/wiki/Rainbow_Dark_Dragon,,2022-12-01 14:59:29,,Effect Monster,,New
Rainbow Dragon,79856792,Unlimited,https://yugipedia.com/wiki/Rainbow_Dragon,,2022-12-01 15:20:52,"('Type',)",,,Old
Rainbow Dragon,79856792,Unlimited,https://yugipedia.com/wiki/Rainbow_Dragon,,2022-12-01 15:20:52,"('Type',)",Effect Monster,,New
Rainbow Flower,21347810,Unlimited,https://yugipedia.com/wiki/Rainbow_Flower,,2023-01-03 17:39:26,,,,Old
Rainbow Flower,21347810,Unlimited,https://yugipedia.com/wiki/Rainbow_Flower,,2023-01-03 17:39:26,,Effect Monster,,New
Rainbow Kuriboh,02830693,Unlimited,https://yugipedia.com/wiki/Rainbow_Kuriboh,,2023-02-13 04:23:13,"('Type',)",,,Old
Rainbow Kuriboh,02830693,Unlimited,https://yugipedia.com/wiki/Rainbow_Kuriboh,,2023-02-13 04:23:13,"('Type',)",Effect Monster,,New
Rainbow Marine Mermaid,29402771,,https://yugipedia.com/wiki/Rainbow_Marine_Mermaid,,2023-01-03 19:23:34,,,,Old
Rainbow Marine Mermaid,29402771,,https://yugipedia.com/wiki/Rainbow_Marine_Mermaid,,2023-01-03 19:23:34,,Normal Monster,,New
Rainbow Neos,86346643,Unlimited,https://yugipedia.com/wiki/Rainbow_Neos,,2021-11-20 07:52:18,"('Type',)",,,Old
Rainbow Neos,86346643,Unlimited,https://yugipedia.com/wiki/Rainbow_Neos,,2021-11-20 07:52:18,"('Type',)",Fusion Monster,,New
Rainbow Overdragon,37440988,Unlimited,https://yugipedia.com/wiki/Rainbow_Overdragon,,2022-12-01 15:22:12,,,,Old
Rainbow Overdragon,37440988,Unlimited,https://yugipedia.com/wiki/Rainbow_Overdragon,,2022-12-01 15:22:12,,Fusion Monster,,New
Raiza the Mega Monarch,69327790,Unlimited,https://yugipedia.com/wiki/Raiza_the_Mega_Monarch,,2022-05-05 14:38:36,,,,Old
Raiza the Mega Monarch,69327790,Unlimited,https://yugipedia.com/wiki/Raiza_the_Mega_Monarch,,2022-05-05 14:38:36,,Effect Monster,,New
Raiza the Storm Monarch,73125233,Unlimited,https://yugipedia.com/wiki/Raiza_the_Storm_Monarch,,2022-07-28 01:11:33,"('Type',)",,,Old
Raiza the Storm Monarch,73125233,Unlimited,https://yugipedia.com/wiki/Raiza_the_Storm_Monarch,,2022-07-28 01:11:33,"('Type',)",Effect Monster,,New
Rallis the Star Bird,41382147,Unlimited,https://yugipedia.com/wiki/Rallis_the_Star_Bird,,2020-03-16 12:59:14,,,,Old
Rallis the Star Bird,41382147,Unlimited,https://yugipedia.com/wiki/Rallis_the_Star_Bird,,2020-03-16 12:59:14,,Effect Monster,,New
Rampaging Rhynos,03784434,Unlimited,https://yugipedia.com/wiki/Rampaging_Rhynos,,2020-08-30 04:22:37,,,,Old
Rampaging Rhynos,03784434,Unlimited,https://yugipedia.com/wiki/Rampaging_Rhynos,,2020-08-30 04:22:37,,Effect Monster,,New
Rampaging Smashtank Rhynosaber,82197831,Unlimited,https://yugipedia.com/wiki/Rampaging_Smashtank_Rhynosaber,,2022-10-08 00:13:59,,,,Old
Rampaging Smashtank Rhynosaber,82197831,Unlimited,https://yugipedia.com/wiki/Rampaging_Smashtank_Rhynosaber,,2022-10-08 00:13:59,,Synchro Monster,,New
Ranryu,44680819,Unlimited,https://yugipedia.com/wiki/Ranryu,,2022-01-31 18:39:57,,,,Old
Ranryu,44680819,Unlimited,https://yugipedia.com/wiki/Ranryu,,2022-01-31 18:39:57,,Effect Monster,,New
"Raphion, the Timelord",60222213,Unlimited,"https://yugipedia.com/wiki/Raphion,_the_Timelord",,2020-03-16 13:00:47,,,,Old
"Raphion, the Timelord",60222213,Unlimited,"https://yugipedia.com/wiki/Raphion,_the_Timelord",,2020-03-16 13:00:47,,Effect Monster,,New
Rapid Warrior,00255998,Unlimited,https://yugipedia.com/wiki/Rapid_Warrior,,2020-03-16 13:01:19,,,,Old
Rapid Warrior,00255998,Unlimited,https://yugipedia.com/wiki/Rapid_Warrior,,2020-03-16 13:01:19,,Effect Monster,,New
Rapid-Fire Magician,06337436,Unlimited,https://yugipedia.com/wiki/Rapid-Fire_Magician,,2021-11-07 04:49:30,,,,Old
Rapid-Fire Magician,06337436,Unlimited,https://yugipedia.com/wiki/Rapid-Fire_Magician,,2021-11-07 04:49:30,,Effect Monster,,New
Rare Fish,80516007,Unlimited,https://yugipedia.com/wiki/Rare_Fish,,2022-05-05 14:29:07,,,,Old
Rare Fish,80516007,Unlimited,https://yugipedia.com/wiki/Rare_Fish,,2022-05-05 14:29:07,,Fusion Monster,,New
Rare Metal Dragon,25236056,Unlimited,https://yugipedia.com/wiki/Rare_Metal_Dragon,,2023-01-03 20:31:55,"('Name',)",,,Old
Rare Metal Dragon,25236056,Unlimited,https://yugipedia.com/wiki/Rare_Metal_Dragon,,2023-01-03 20:31:55,"('Name',)",Effect Monster,,New
Raremetalfoes Bismugear,18716735,Unlimited,https://yugipedia.com/wiki/Raremetalfoes_Bismugear,,2021-04-16 17:10:23,,,,Old
Raremetalfoes Bismugear,18716735,Unlimited,https://yugipedia.com/wiki/Raremetalfoes_Bismugear,,2021-04-16 17:10:23,,Effect Monster,,New
Rasetsu,43378076,Unlimited,https://yugipedia.com/wiki/Rasetsu,,2020-12-20 18:40:31,,"('Spirit monster',)","('Spirit monster',)",Old
Rasetsu,43378076,Unlimited,https://yugipedia.com/wiki/Rasetsu,,2020-12-20 18:40:31,,Effect Monster,"('Spirit monster',)",New
Rasterliger,88000953,Unlimited,https://yugipedia.com/wiki/Rasterliger,,2021-10-17 22:21:28,,,,Old
Rasterliger,88000953,Unlimited,https://yugipedia.com/wiki/Rasterliger,,2021-10-17 22:21:28,,Link Monster,,New
Ravenous Crocodragon Archethys,87188910,Unlimited,https://yugipedia.com/wiki/Ravenous_Crocodragon_Archethys,,2022-02-08 13:53:59,,,,Old
Ravenous Crocodragon Archethys,87188910,Unlimited,https://yugipedia.com/wiki/Ravenous_Crocodragon_Archethys,,2022-02-08 13:53:59,,Synchro Monster,,New
"Raviel, Lord of Phantasms",69890967,Unlimited,"https://yugipedia.com/wiki/Raviel,_Lord_of_Phantasms",,2022-09-22 23:23:24,,,,Old
"Raviel, Lord of Phantasms",69890967,Unlimited,"https://yugipedia.com/wiki/Raviel,_Lord_of_Phantasms",,2022-09-22 23:23:24,,Effect Monster,,New
"Raviel, Lord of Phantasms - Shimmering Scraper",28651380,Unlimited,"https://yugipedia.com/wiki/Raviel,_Lord_of_Phantasms_-_Shimmering_Scraper",,2022-04-18 12:22:34,,,,Old
"Raviel, Lord of Phantasms - Shimmering Scraper",28651380,Unlimited,"https://yugipedia.com/wiki/Raviel,_Lord_of_Phantasms_-_Shimmering_Scraper",,2022-04-18 12:22:34,,Effect Monster,,New
Ray & Temperature,85309439,Unlimited,https://yugipedia.com/wiki/Ray_%26_Temperature,,2023-01-03 17:38:07,,,,Old
Ray & Temperature,85309439,Unlimited,https://yugipedia.com/wiki/Ray_%26_Temperature,,2023-01-03 17:38:07,,Normal Monster,,New
Razor Lizard,18372968,Unlimited,https://yugipedia.com/wiki/Razor_Lizard,,2020-07-06 04:21:14,,,,Old
Razor Lizard,18372968,Unlimited,https://yugipedia.com/wiki/Razor_Lizard,,2020-07-06 04:21:14,,Effect Monster,,New
Re-Cover,58695102,Unlimited,https://yugipedia.com/wiki/Re-Cover,,2021-04-16 17:00:59,"('Type',)","('Tuner monster',)","('Tuner monster',)",Old
Re-Cover,58695102,Unlimited,https://yugipedia.com/wiki/Re-Cover,,2021-04-16 17:00:59,"('Type',)",Effect Monster,"('Tuner monster',)",New
Re: EX,18000338,Unlimited,https://yugipedia.com/wiki/Re:_EX,,2020-03-16 13:03:51,,,,Old
Re: EX,18000338,Unlimited,https://yugipedia.com/wiki/Re:_EX,,2020-03-16 13:03:51,,Effect Monster,,New
ReSolfachord Dreamia,92610868,Unlimited,https://yugipedia.com/wiki/ReSolfachord_Dreamia,"('Edited',)",2022-12-19 17:41:37,,,,Old
ReSolfachord Dreamia,92610868,Unlimited,https://yugipedia.com/wiki/ReSolfachord_Dreamia,"('Edited',)",2022-12-19 17:41:37,,Effect Monster,,New
"Reactan, Dragon Ruler of Pebbles",91020571,Unlimited,"https://yugipedia.com/wiki/Reactan,_Dragon_Ruler_of_Pebbles",,2021-06-11 11:18:13,,,,Old
"Reactan, Dragon Ruler of Pebbles",91020571,Unlimited,"https://yugipedia.com/wiki/Reactan,_Dragon_Ruler_of_Pebbles",,2021-06-11 11:18:13,,Effect Monster,,New
Reactor Slime,79387392,Unlimited,https://yugipedia.com/wiki/Reactor_Slime,,2021-11-01 01:14:36,,,,Old
Reactor Slime,79387392,Unlimited,https://yugipedia.com/wiki/Reactor_Slime,,2021-11-01 01:14:36,,Effect Monster,,New
Reaper of Prophecy,09560338,Unlimited,https://yugipedia.com/wiki/Reaper_of_Prophecy,,2021-02-03 21:08:00,,,,Old
Reaper of Prophecy,09560338,Unlimited,https://yugipedia.com/wiki/Reaper_of_Prophecy,,2021-02-03 21:08:00,,Effect Monster,,New
Reaper of the Cards,33066139,Unlimited,https://yugipedia.com/wiki/Reaper_of_the_Cards,,2023-01-03 17:50:30,,"('Flip monster',)","('Flip monster',)",Old
Reaper of the Cards,33066139,Unlimited,https://yugipedia.com/wiki/Reaper_of_the_Cards,,2023-01-03 17:50:30,,Effect Monster,"('Flip monster',)",New
Reaper on the Nightmare,85684223,Unlimited,https://yugipedia.com/wiki/Reaper_on_the_Nightmare,,2023-01-03 18:12:04,,,,Old
Reaper on the Nightmare,85684223,Unlimited,https://yugipedia.com/wiki/Reaper_on_the_Nightmare,,2023-01-03 18:12:04,,Fusion Monster,,New
Reborn Tengu,10028593,Unlimited,https://yugipedia.com/wiki/Reborn_Tengu,,2020-03-16 13:04:55,,,,Old
Reborn Tengu,10028593,Unlimited,https://yugipedia.com/wiki/Reborn_Tengu,,2020-03-16 13:04:55,,Effect Monster,,New
Reborn Zombie,23421244,Unlimited,https://yugipedia.com/wiki/Reborn_Zombie,,2022-04-22 02:34:23,,,,Old
Reborn Zombie,23421244,Unlimited,https://yugipedia.com/wiki/Reborn_Zombie,,2022-04-22 02:34:23,,Effect Monster,,New
Rebuildeer,04550066,Unlimited,https://yugipedia.com/wiki/Rebuildeer,,2022-09-14 11:23:01,,,,Old
Rebuildeer,04550066,Unlimited,https://yugipedia.com/wiki/Rebuildeer,,2022-09-14 11:23:01,,Effect Monster,,New
"Recon, Scout Fur Hire",31467949,Unlimited,"https://yugipedia.com/wiki/Recon,_Scout_Fur_Hire",,2023-01-09 19:01:07,,,,Old
"Recon, Scout Fur Hire",31467949,Unlimited,"https://yugipedia.com/wiki/Recon,_Scout_Fur_Hire",,2023-01-09 19:01:07,,Effect Monster,,New
Recovery Sorcerer,76232522,Unlimited,https://yugipedia.com/wiki/Recovery_Sorcerer,,2021-05-23 01:37:19,,,,Old
Recovery Sorcerer,76232522,Unlimited,https://yugipedia.com/wiki/Recovery_Sorcerer,,2021-05-23 01:37:19,,Link Monster,,New
Red Archery Girl,65570596,Unlimited,https://yugipedia.com/wiki/Red_Archery_Girl,"('Edited',)",2023-01-03 17:18:25,"('Type',)",,,Old
Red Archery Girl,65570596,Unlimited,https://yugipedia.com/wiki/Red_Archery_Girl,"('Edited',)",2023-01-03 17:18:25,"('Type',)",Normal Monster,,New
Red Blossoms from Underroot,71521025,Unlimited,https://yugipedia.com/wiki/Red_Blossoms_from_Underroot,,2022-04-20 14:23:59,,,,Old
Red Blossoms from Underroot,71521025,Unlimited,https://yugipedia.com/wiki/Red_Blossoms_from_Underroot,,2022-04-20 14:23:59,,Effect Monster,,New
Red Dragon Archfiend,70902743,Unlimited,https://yugipedia.com/wiki/Red_Dragon_Archfiend,,2022-05-05 18:15:47,"('Type',)",,,Old
Red Dragon Archfiend,70902743,Unlimited,https://yugipedia.com/wiki/Red_Dragon_Archfiend,,2022-05-05 18:15:47,"('Type',)",Synchro Monster,,New
Red Dragon Archfiend/Assault Mode,77336644,Unlimited,https://yugipedia.com/wiki/Red_Dragon_Archfiend/Assault_Mode,,2022-03-28 14:22:41,,,,Old
Red Dragon Archfiend/Assault Mode,77336644,Unlimited,https://yugipedia.com/wiki/Red_Dragon_Archfiend/Assault_Mode,,2022-03-28 14:22:41,,Effect Monster,,New
Red Dragon Ninja,58165765,Unlimited,https://yugipedia.com/wiki/Red_Dragon_Ninja,,2023-01-03 16:52:36,,,,Old
Red Dragon Ninja,58165765,Unlimited,https://yugipedia.com/wiki/Red_Dragon_Ninja,,2023-01-03 16:52:36,,Effect Monster,,New
Red Duston,61019812,Unlimited,https://yugipedia.com/wiki/Red_Duston,,2022-05-14 17:17:56,"('Name',)",,,Old
Red Duston,61019812,Unlimited,https://yugipedia.com/wiki/Red_Duston,,2022-05-14 17:17:56,"('Name',)",Effect Monster,,New
Red Familiar,08372133,Unlimited,https://yugipedia.com/wiki/Red_Familiar,,2022-05-05 17:32:20,,,,Old
Red Familiar,08372133,Unlimited,https://yugipedia.com/wiki/Red_Familiar,,2022-05-05 17:32:20,,Effect Monster,,New
Red Gadget,86445415,Unlimited,https://yugipedia.com/wiki/Red_Gadget,,2022-12-21 01:55:14,"('Type',)",,,Old
Red Gadget,86445415,Unlimited,https://yugipedia.com/wiki/Red_Gadget,,2022-12-21 01:55:14,"('Type',)",Effect Monster,,New
Red Gardna,72318602,Unlimited,https://yugipedia.com/wiki/Red_Gardna,,2020-03-16 13:07:43,,,,Old
Red Gardna,72318602,Unlimited,https://yugipedia.com/wiki/Red_Gardna,,2020-03-16 13:07:43,,Effect Monster,,New
Red Hared Hasty Horse,19636995,Unlimited,https://yugipedia.com/wiki/Red_Hared_Hasty_Horse,,2021-09-09 00:11:50,,,,Old
Red Hared Hasty Horse,19636995,Unlimited,https://yugipedia.com/wiki/Red_Hared_Hasty_Horse,,2021-09-09 00:11:50,,Effect Monster,,New
Red Mirror,08706701,Unlimited,https://yugipedia.com/wiki/Red_Mirror,,2022-05-23 01:00:08,,,,Old
Red Mirror,08706701,Unlimited,https://yugipedia.com/wiki/Red_Mirror,,2022-05-23 01:00:08,,Effect Monster,,New
Red Nova,21142671,Unlimited,https://yugipedia.com/wiki/Red_Nova_(card),,2022-04-20 14:14:47,,"('Tuner monster',)","('Tuner monster',)",Old
Red Nova,21142671,Unlimited,https://yugipedia.com/wiki/Red_Nova_(card),,2022-04-20 14:14:47,,Effect Monster,"('Tuner monster',)",New
Red Nova Dragon,97489701,Unlimited,https://yugipedia.com/wiki/Red_Nova_Dragon,,2022-05-05 18:16:39,"('Type',)",,,Old
Red Nova Dragon,97489701,Unlimited,https://yugipedia.com/wiki/Red_Nova_Dragon,,2022-05-05 18:16:39,"('Type',)",Synchro Monster,,New
Red Ogre,68722455,Unlimited,https://yugipedia.com/wiki/Red_Ogre,,2020-03-16 19:41:45,,,,Old
Red Ogre,68722455,Unlimited,https://yugipedia.com/wiki/Red_Ogre,,2020-03-16 19:41:45,,Effect Monster,,New
Red Potan,16001119,Unlimited,https://yugipedia.com/wiki/Red_Potan,,2020-09-08 21:03:53,,,,Old
Red Potan,16001119,Unlimited,https://yugipedia.com/wiki/Red_Potan,,2020-09-08 21:03:53,,Effect Monster,,New
Red Resonator,40975574,Unlimited,https://yugipedia.com/wiki/Red_Resonator,,2021-03-22 16:57:37,,"('Tuner monster',)","('Tuner monster',)",Old
Red Resonator,40975574,Unlimited,https://yugipedia.com/wiki/Red_Resonator,,2021-03-22 16:57:37,,Effect Monster,"('Tuner monster',)",New
Red Rising Dragon,66141736,Unlimited,https://yugipedia.com/wiki/Red_Rising_Dragon,,2022-03-08 04:18:51,,,,Old
Red Rising Dragon,66141736,Unlimited,https://yugipedia.com/wiki/Red_Rising_Dragon,,2022-03-08 04:18:51,,Synchro Monster,,New
Red Rose Dragon,26118970,Limited,https://yugipedia.com/wiki/Red_Rose_Dragon,,2022-09-08 00:16:21,,"('Tuner monster',)","('Tuner monster',)",Old
Red Rose Dragon,26118970,Limited,https://yugipedia.com/wiki/Red_Rose_Dragon,,2022-09-08 00:16:21,,Effect Monster,"('Tuner monster',)",New
Red Sparrow Summoner,81354330,Unlimited,https://yugipedia.com/wiki/Red_Sparrow_Summoner,,2022-04-20 16:12:26,,,,Old
Red Sparrow Summoner,81354330,Unlimited,https://yugipedia.com/wiki/Red_Sparrow_Summoner,,2022-04-20 16:12:26,,Effect Monster,,New
Red Sprinter,14886469,Unlimited,https://yugipedia.com/wiki/Red_Sprinter,,2023-01-03 22:58:14,,,,Old
Red Sprinter,14886469,Unlimited,https://yugipedia.com/wiki/Red_Sprinter,,2023-01-03 22:58:14,,Effect Monster,,New
Red Supernova Dragon,99585850,Unlimited,https://yugipedia.com/wiki/Red_Supernova_Dragon,,2022-06-04 11:35:03,,,,Old
