Name,Password,Effect type,Archseries,TCG status,Artwork,Page URL,Modification date,Errata,Primary type,Version
Stardust Divinity,,"('Condition', 'Summoning condition')","('Match winner', 'Stardust (archetype)')",Illegal,,https://yugipedia.com/wiki/Stardust_Divinity,2021-06-27 10:28:12,,"('Effect Monster', 'Synchro Monster')",Old
Stardust Divinity,,"('Condition', 'Summoning condition')","('Match winner', 'Stardust (archetype)')",Illegal,,https://yugipedia.com/wiki/Stardust_Divinity,2021-06-27 10:28:12,,"('Effect Monster', 'Synchro Monster')",New
Stardust Dragon,44508094,"('Quick Effect', 'Trigger Effect')","('Signer Dragon', 'Stardust (archetype)')",Unlimited,"('Alternate',)",https://yugipedia.com/wiki/Stardust_Dragon,2022-10-29 14:34:35,,"('Effect Monster', 'Synchro Monster')",Old
Stardust Dragon,44508094,"('Quick Effect', 'Trigger Effect')","('Signer Dragon', 'Stardust (archetype)')",Unlimited,"('Alternate',)",https://yugipedia.com/wiki/Stardust_Dragon,2022-10-29 14:34:35,,"('Effect Monster', 'Synchro Monster')",New
Stardust Dragon/Assault Mode,61257789,"('Quick Effect', 'Summoning condition', 'Trigger Effect')","('/Assault Mode', 'Stardust (archetype)')",Unlimited,,https://yugipedia.com/wiki/Stardust_Dragon/Assault_Mode,2021-12-29 05:16:54,,"('Effect Monster',)",Old
Stardust Dragon/Assault Mode,61257789,"('Quick Effect', 'Summoning condition', 'Trigger Effect')","('/Assault Mode', 'Stardust (archetype)')",Unlimited,,https://yugipedia.com/wiki/Stardust_Dragon/Assault_Mode,2021-12-29 05:16:54,,"('Effect Monster',)",New
Stardust Phantom,80244114,"('Ignition Effect', 'Trigger Effect')","('Phantom Knights', 'Stardust (archetype)')",Unlimited,,https://yugipedia.com/wiki/Stardust_Phantom,2021-06-24 18:31:41,,"('Effect Monster',)",Old
Stardust Phantom,80244114,"('Ignition Effect', 'Trigger Effect')","('Phantom Knights', 'Stardust (archetype)')",Unlimited,,https://yugipedia.com/wiki/Stardust_Phantom,2021-06-24 18:31:41,,"('Effect Monster',)",New
Stardust Sifr Divine Dragon,26268488,"('Continuous Effect', 'Ignition Effect', 'Quick Effect', 'Summoning condition')","('Duel Dragon', 'Stardust (archetype)')",Unlimited,,https://yugipedia.com/wiki/Stardust_Sifr_Divine_Dragon,2022-07-18 00:22:54,,"('Effect Monster', 'Synchro Monster')",Old
Stardust Sifr Divine Dragon,26268488,"('Continuous Effect', 'Ignition Effect', 'Quick Effect', 'Summoning condition')","('Duel Dragon', 'Stardust (archetype)')",Unlimited,,https://yugipedia.com/wiki/Stardust_Sifr_Divine_Dragon,2022-07-18 00:22:54,,"('Effect Monster', 'Synchro Monster')",New
Stardust Spark Dragon,83994433,"('Quick Effect',)","('Duel Dragon', 'Stardust (archetype)')",Unlimited,,https://yugipedia.com/wiki/Stardust_Spark_Dragon,2023-01-03 01:18:45,,"('Effect Monster', 'Synchro Monster')",Old
Stardust Spark Dragon,83994433,"('Quick Effect',)","('Duel Dragon', 'Stardust (archetype)')",Unlimited,,https://yugipedia.com/wiki/Stardust_Spark_Dragon,2023-01-03 01:18:45,,"('Effect Monster', 'Synchro Monster')",New
Stardust Synchron,37799519,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Stardust (archetype)', 'Synchron')",Unlimited,,https://yugipedia.com/wiki/Stardust_Synchron,2022-09-15 23:27:06,,"('Effect Monster',)",Old
Stardust Synchron,37799519,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Stardust (archetype)', 'Synchron')",Unlimited,,https://yugipedia.com/wiki/Stardust_Synchron,2022-09-15 23:27:06,,"('Effect Monster',)",New
Stardust Trail,63184227,"('Condition', 'Trigger Effect')","('Stardust (archetype)',)",Unlimited,,https://yugipedia.com/wiki/Stardust_Trail,2022-09-14 13:14:14,,"('Effect Monster',)",Old
Stardust Trail,63184227,"('Condition', 'Trigger Effect')","('Stardust (archetype)',)",Unlimited,,https://yugipedia.com/wiki/Stardust_Trail,2022-09-14 13:14:14,,"('Effect Monster',)",New
Stardust Warrior,74892653,"('Quick Effect', 'Trigger Effect')","('Stardust (archetype)', 'Warrior (archetype)')",Unlimited,,https://yugipedia.com/wiki/Stardust_Warrior,2022-06-20 12:17:57,,"('Effect Monster', 'Synchro Monster')",Old
Stardust Warrior,74892653,"('Quick Effect', 'Trigger Effect')","('Stardust (archetype)', 'Warrior (archetype)')",Unlimited,,https://yugipedia.com/wiki/Stardust_Warrior,2022-06-20 12:17:57,,"('Effect Monster', 'Synchro Monster')",New
Stardust Wurm,91262474,"('Condition', 'Ignition Effect')","('Stardust (archetype)',)",,,https://yugipedia.com/wiki/Stardust_Wurm,2022-11-09 07:15:28,,"('Effect Monster',)",Old
Stardust Wurm,91262474,"('Condition', 'Ignition Effect')","('Stardust (archetype)',)",,,https://yugipedia.com/wiki/Stardust_Wurm,2022-11-09 07:15:28,,"('Effect Monster',)",New
Stardust Xiaolong,68543408,"('Continuous Effect', 'Trigger Effect')","('Stardust (archetype)',)",Unlimited,,https://yugipedia.com/wiki/Stardust_Xiaolong,2022-04-22 02:56:32,,"('Effect Monster',)",Old
Stardust Xiaolong,68543408,"('Continuous Effect', 'Trigger Effect')","('Stardust (archetype)',)",Unlimited,,https://yugipedia.com/wiki/Stardust_Xiaolong,2022-04-22 02:56:32,,"('Effect Monster',)",New
Starduston,95403418,"('Continuous Effect', 'Summoning condition')","('Duston', 'Stardust (archetype)')",Unlimited,,https://yugipedia.com/wiki/Starduston,2022-05-12 02:21:59,"('Name',)","('Effect Monster',)",Old
Starduston,95403418,"('Continuous Effect', 'Summoning condition')","('Duston', 'Stardust (archetype)')",Unlimited,,https://yugipedia.com/wiki/Starduston,2022-05-12 02:21:59,"('Name',)","('Effect Monster',)",New
Starfish,44717069,"('Ignition Effect',)",,Unlimited,,https://yugipedia.com/wiki/Starfish,2021-02-03 22:08:41,,"('Effect Monster',)",Old
Starfish,44717069,"('Ignition Effect',)",,Unlimited,,https://yugipedia.com/wiki/Starfish,2021-02-03 22:08:41,,"('Effect Monster',)",New
Stargazer Magician,94415058,"('Continuous-like Effect', 'Trigger Effect')","('Magician',)",Unlimited,,https://yugipedia.com/wiki/Stargazer_Magician,2021-11-07 04:05:36,,"('Effect Monster', 'Pendulum Monster')",Old
Stargazer Magician,94415058,"('Continuous-like Effect', 'Trigger Effect')","('Magician',)",Unlimited,,https://yugipedia.com/wiki/Stargazer_Magician,2021-11-07 04:05:36,,"('Effect Monster', 'Pendulum Monster')",New
Starliege Lord Galaxion,40390147,"('Ignition Effect',)","('Starliege',)",Unlimited,,https://yugipedia.com/wiki/Starliege_Lord_Galaxion,2020-03-17 00:15:10,"('Name',)","('Effect Monster', 'Xyz Monster')",Old
Starliege Lord Galaxion,40390147,"('Ignition Effect',)","('Starliege',)",Unlimited,,https://yugipedia.com/wiki/Starliege_Lord_Galaxion,2020-03-17 00:15:10,"('Name',)","('Effect Monster', 'Xyz Monster')",New
Starliege Paladynamo,61344030,"('Ignition Effect', 'Trigger Effect')","('Starliege',)",Unlimited,,https://yugipedia.com/wiki/Starliege_Paladynamo,2021-03-21 15:42:11,,"('Effect Monster', 'Xyz Monster')",Old
Starliege Paladynamo,61344030,"('Ignition Effect', 'Trigger Effect')","('Starliege',)",Unlimited,,https://yugipedia.com/wiki/Starliege_Paladynamo,2021-03-21 15:42:11,,"('Effect Monster', 'Xyz Monster')",New
Starliege Photon Blast Dragon,16643334,"('Continuous Effect', 'Quick Effect', 'Trigger Effect')","('Photon', 'Starliege')",Unlimited,,https://yugipedia.com/wiki/Starliege_Photon_Blast_Dragon,2022-08-14 10:55:54,,"('Effect Monster', 'Xyz Monster')",Old
Starliege Photon Blast Dragon,16643334,"('Continuous Effect', 'Quick Effect', 'Trigger Effect')","('Photon', 'Starliege')",Unlimited,,https://yugipedia.com/wiki/Starliege_Photon_Blast_Dragon,2022-08-14 10:55:54,,"('Effect Monster', 'Xyz Monster')",New
Starliege Seyfert,15381421,"('Condition', 'Ignition Effect')","('Starliege',)",Unlimited,,https://yugipedia.com/wiki/Starliege_Seyfert,2022-04-15 16:21:23,,"('Effect Monster',)",Old
Starliege Seyfert,15381421,"('Condition', 'Ignition Effect')","('Starliege',)",Unlimited,,https://yugipedia.com/wiki/Starliege_Seyfert,2022-04-15 16:21:23,,"('Effect Monster',)",New
Starring Knight,05916510,"('Condition', 'Ignition Effect')",,,,https://yugipedia.com/wiki/Starring_Knight,2022-07-18 09:39:43,,"('Effect Monster', 'Xyz Monster')",Old
Starring Knight,05916510,"('Condition', 'Ignition Effect')",,,,https://yugipedia.com/wiki/Starring_Knight,2023-02-10 01:42:49,,"('Effect Monster', 'Xyz Monster')",New
Starry Knight Astel,59228631,"('Condition', 'Ignition Effect', 'Quick Effect')","('Starry Knight',)",Unlimited,,https://yugipedia.com/wiki/Starry_Knight_Astel,2021-04-16 14:29:04,,"('Effect Monster',)",Old
Starry Knight Astel,59228631,"('Condition', 'Ignition Effect', 'Quick Effect')","('Starry Knight',)",Unlimited,,https://yugipedia.com/wiki/Starry_Knight_Astel,2021-04-16 14:29:04,,"('Effect Monster',)",New
Starry Knight Ciel,27036706,"('Condition', 'Ignition Effect')","('Starry Knight',)",Unlimited,,https://yugipedia.com/wiki/Starry_Knight_Ciel,2021-06-04 09:10:45,,"('Effect Monster',)",Old
Starry Knight Ciel,27036706,"('Condition', 'Ignition Effect')","('Starry Knight',)",Unlimited,,https://yugipedia.com/wiki/Starry_Knight_Ciel,2021-06-04 09:10:45,,"('Effect Monster',)",New
Starry Knight Flamel,86613346,"('Condition', 'Quick Effect', 'Trigger Effect')","('Starry Knight',)",Unlimited,,https://yugipedia.com/wiki/Starry_Knight_Flamel,2021-04-16 14:31:25,,"('Effect Monster',)",Old
Starry Knight Flamel,86613346,"('Condition', 'Quick Effect', 'Trigger Effect')","('Starry Knight',)",Unlimited,,https://yugipedia.com/wiki/Starry_Knight_Flamel,2021-04-16 14:31:25,,"('Effect Monster',)",New
Starry Knight Orbitael,00044818,"('Condition', 'Quick Effect', 'Trigger Effect')","('Starry Knight',)",Unlimited,,https://yugipedia.com/wiki/Starry_Knight_Orbitael,2021-11-11 16:10:41,,"('Effect Monster',)",Old
Starry Knight Orbitael,00044818,"('Condition', 'Quick Effect', 'Trigger Effect')","('Starry Knight',)",Unlimited,,https://yugipedia.com/wiki/Starry_Knight_Orbitael,2021-11-11 16:10:41,,"('Effect Monster',)",New
Starry Knight Rayel,23220533,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Starry Knight',)",Unlimited,,https://yugipedia.com/wiki/Starry_Knight_Rayel,2022-04-20 14:56:07,,"('Effect Monster',)",Old
Starry Knight Rayel,23220533,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Starry Knight',)",Unlimited,,https://yugipedia.com/wiki/Starry_Knight_Rayel,2022-04-20 14:56:07,,"('Effect Monster',)",New
"Starry Night, Starry Dragon",90835938,"('Continuous Effect', 'Trigger Effect')",,Unlimited,,"https://yugipedia.com/wiki/Starry_Night,_Starry_Dragon",2021-04-16 14:15:16,,"('Effect Monster',)",Old
"Starry Night, Starry Dragon",90835938,"('Continuous Effect', 'Trigger Effect')",,Unlimited,,"https://yugipedia.com/wiki/Starry_Night,_Starry_Dragon",2021-04-16 14:15:16,,"('Effect Monster',)",New
Starship Spy Plane,15458892,"('Trigger Effect', 'Unclassified effect')",,Unlimited,,https://yugipedia.com/wiki/Starship_Spy_Plane,2020-03-17 00:16:15,,"('Effect Monster',)",Old
Starship Spy Plane,15458892,"('Trigger Effect', 'Unclassified effect')",,Unlimited,,https://yugipedia.com/wiki/Starship_Spy_Plane,2020-03-17 00:16:15,,"('Effect Monster',)",New
Starving Venemy Dragon,93729065,"('Condition', 'Continuous-like Effect', 'Ignition Effect', 'Trigger Effect')",,Unlimited,,https://yugipedia.com/wiki/Starving_Venemy_Dragon,2022-07-31 05:14:20,,"('Effect Monster', 'Fusion Monster', 'Pendulum Monster')",Old
Starving Venemy Dragon,93729065,"('Condition', 'Continuous-like Effect', 'Ignition Effect', 'Trigger Effect')",,Unlimited,,https://yugipedia.com/wiki/Starving_Venemy_Dragon,2022-07-31 05:14:20,,"('Effect Monster', 'Fusion Monster', 'Pendulum Monster')",New
Starving Venemy Lethal Dose Dragon,22070401,"('Continuous Effect', 'Continuous-like Effect', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')",,Unlimited,,https://yugipedia.com/wiki/Starving_Venemy_Lethal_Dose_Dragon,2022-07-31 05:14:25,,"('Effect Monster', 'Fusion Monster', 'Pendulum Monster')",Old
Starving Venemy Lethal Dose Dragon,22070401,"('Continuous Effect', 'Continuous-like Effect', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')",,Unlimited,,https://yugipedia.com/wiki/Starving_Venemy_Lethal_Dose_Dragon,2022-07-31 05:14:25,,"('Effect Monster', 'Fusion Monster', 'Pendulum Monster')",New
Starving Venom Fusion Dragon,41209827,"('Ignition Effect', 'Trigger Effect')","('Four Dimensional Dragons', 'Fusion (archetype)', 'Fusion Dragon', 'Starving Venom', 'Venom')",Unlimited,"('Alternate',)",https://yugipedia.com/wiki/Starving_Venom_Fusion_Dragon,2022-10-30 23:04:47,,"('Effect Monster', 'Fusion Monster')",Old
Starving Venom Fusion Dragon,41209827,"('Ignition Effect', 'Trigger Effect')","('Four Dimensional Dragons', 'Fusion (archetype)', 'Fusion Dragon', 'Starving Venom', 'Venom')",Unlimited,"('Alternate',)",https://yugipedia.com/wiki/Starving_Venom_Fusion_Dragon,2022-10-30 23:04:47,,"('Effect Monster', 'Fusion Monster')",New
Starving Venom Predapower Fusion Dragon,39915560,"('Condition', 'Quick Effect', 'Trigger Effect')","('Fusion (archetype)', 'Fusion Dragon', 'Predap', 'Predaplant', 'Starving Venom', 'Venom')",Unlimited,,https://yugipedia.com/wiki/Starving_Venom_Predapower_Fusion_Dragon,2022-07-31 05:05:06,,"('Effect Monster', 'Fusion Monster')",Old
Starving Venom Predapower Fusion Dragon,39915560,"('Condition', 'Quick Effect', 'Trigger Effect')","('Fusion (archetype)', 'Fusion Dragon', 'Predap', 'Predaplant', 'Starving Venom', 'Venom')",Unlimited,,https://yugipedia.com/wiki/Starving_Venom_Predapower_Fusion_Dragon,2022-07-31 05:05:06,,"('Effect Monster', 'Fusion Monster')",New
Staysailor Romarin,49964567,"('Condition', 'Quick Effect', 'Trigger Effect')",,Unlimited,,https://yugipedia.com/wiki/Staysailor_Romarin,2022-09-14 13:17:42,,"('Effect Monster',)",Old
Staysailor Romarin,49964567,"('Condition', 'Quick Effect', 'Trigger Effect')",,Unlimited,,https://yugipedia.com/wiki/Staysailor_Romarin,2022-09-14 13:17:42,,"('Effect Monster',)",New
Stealth Bird,03510565,"('Ignition Effect', 'Trigger Effect')",,Unlimited,,https://yugipedia.com/wiki/Stealth_Bird,2022-04-29 11:40:13,,"('Effect Monster',)",Old
Stealth Bird,03510565,"('Ignition Effect', 'Trigger Effect')",,Unlimited,,https://yugipedia.com/wiki/Stealth_Bird,2022-04-29 11:40:13,,"('Effect Monster',)",New
Stealth Kragen Spawn,94942656,"('Quick Effect', 'Trigger Effect')","('Stealth Kragen',)",Unlimited,,https://yugipedia.com/wiki/Stealth_Kragen_Spawn,2021-12-03 11:48:04,,"('Effect Monster', 'Xyz Monster')",Old
Stealth Kragen Spawn,94942656,"('Quick Effect', 'Trigger Effect')","('Stealth Kragen',)",Unlimited,,https://yugipedia.com/wiki/Stealth_Kragen_Spawn,2021-12-03 11:48:04,,"('Effect Monster', 'Xyz Monster')",New
Stealthroid,98049038,"('Trigger Effect',)","('roid',)",Unlimited,,https://yugipedia.com/wiki/Stealthroid,2022-10-06 17:51:26,,"('Effect Monster',)",Old
Stealthroid,98049038,"('Trigger Effect',)","('roid',)",Unlimited,,https://yugipedia.com/wiki/Stealthroid,2022-10-06 17:51:26,,"('Effect Monster',)",New
Steam Gyroid,05368615,,"('roid',)",Unlimited,,https://yugipedia.com/wiki/Steam_Gyroid,2023-01-03 20:29:48,"('Name',)","('Fusion Monster',)",Old
Steam Gyroid,05368615,,"('roid',)",Unlimited,,https://yugipedia.com/wiki/Steam_Gyroid,2023-01-03 20:29:48,"('Name',)","('Fusion Monster',)",New
Steam Synchron,83295594,"('Quick Effect',)","('Synchron',)",Unlimited,,https://yugipedia.com/wiki/Steam_Synchron,2021-07-23 08:39:14,,"('Effect Monster',)",Old
Steam Synchron,83295594,"('Quick Effect',)","('Synchron',)",Unlimited,,https://yugipedia.com/wiki/Steam_Synchron,2021-07-23 08:39:14,,"('Effect Monster',)",New
Steamroid,44729197,"('Continuous Effect',)","('roid',)",Unlimited,,https://yugipedia.com/wiki/Steamroid,2022-10-06 17:56:04,"('Name',)","('Effect Monster',)",Old
Steamroid,44729197,"('Continuous Effect',)","('roid',)",Unlimited,,https://yugipedia.com/wiki/Steamroid,2022-10-06 17:56:04,"('Name',)","('Effect Monster',)",New
Steel Cavalry of Dinon,02396042,"('Trigger Effect',)",,Unlimited,,https://yugipedia.com/wiki/Steel_Cavalry_of_Dinon,2020-03-17 04:50:28,,"('Effect Monster', 'Pendulum Monster')",Old
Steel Cavalry of Dinon,02396042,"('Trigger Effect',)",,Unlimited,,https://yugipedia.com/wiki/Steel_Cavalry_of_Dinon,2020-03-17 04:50:28,,"('Effect Monster', 'Pendulum Monster')",New
Steel Ogre Grotto #1,29172562,,,Unlimited,,https://yugipedia.com/wiki/Steel_Ogre_Grotto_1,2021-11-07 16:49:31,"('Name',)","('Normal Monster',)",Old
Steel Ogre Grotto #1,29172562,,,Unlimited,,https://yugipedia.com/wiki/Steel_Ogre_Grotto_1,2021-11-07 16:49:31,"('Name',)","('Normal Monster',)",New
Steel Ogre Grotto #2,90908427,,,Unlimited,,https://yugipedia.com/wiki/Steel_Ogre_Grotto_2,2021-11-07 16:49:51,,"('Normal Monster',)",Old
Steel Ogre Grotto #2,90908427,,,Unlimited,,https://yugipedia.com/wiki/Steel_Ogre_Grotto_2,2021-11-07 16:49:51,,"('Normal Monster',)",New
Steel Scorpion,13599884,"('Trigger Effect',)",,Unlimited,,https://yugipedia.com/wiki/Steel_Scorpion,2022-04-22 02:56:48,,"('Effect Monster',)",Old
Steel Scorpion,13599884,"('Trigger Effect',)",,Unlimited,,https://yugipedia.com/wiki/Steel_Scorpion,2022-04-22 02:56:48,,"('Effect Monster',)",New
Steel Star Regulator,32986898,"('Condition', 'Continuous Effect', 'Ignition Effect')",,Unlimited,,https://yugipedia.com/wiki/Steel_Star_Regulator,2022-09-17 13:23:16,,"('Effect Monster', 'Link Monster')",Old
Steel Star Regulator,32986898,"('Condition', 'Continuous Effect', 'Ignition Effect')",,Unlimited,,https://yugipedia.com/wiki/Steel_Star_Regulator,2022-09-17 13:23:16,,"('Effect Monster', 'Link Monster')",New
Steelswarm Caller,53116300,"('Trigger Effect',)","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Caller,2020-03-17 00:19:50,,"('Effect Monster',)",Old
Steelswarm Caller,53116300,"('Trigger Effect',)","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Caller,2020-03-17 00:19:50,,"('Effect Monster',)",New
Steelswarm Caucastag,84488827,"('Trigger Effect',)","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Caucastag,2020-10-29 08:32:25,,"('Effect Monster',)",Old
Steelswarm Caucastag,84488827,"('Trigger Effect',)","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Caucastag,2020-10-29 08:32:25,,"('Effect Monster',)",New
Steelswarm Cell,54338958,"('Continuous Effect', 'Unclassified effect')","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Cell,2020-07-06 14:00:30,,"('Effect Monster',)",Old
Steelswarm Cell,54338958,"('Continuous Effect', 'Unclassified effect')","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Cell,2020-07-06 14:00:30,,"('Effect Monster',)",New
Steelswarm Gatekeeper,26722601,"('Continuous Effect',)","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Gatekeeper,2020-07-06 14:01:46,,"('Effect Monster',)",Old
Steelswarm Gatekeeper,26722601,"('Continuous Effect',)","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Gatekeeper,2020-07-06 14:01:46,,"('Effect Monster',)",New
Steelswarm Genome,62729173,"('Unclassified effect',)","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Genome,2021-05-09 00:38:32,,"('Effect Monster',)",Old
Steelswarm Genome,62729173,"('Unclassified effect',)","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Genome,2021-05-09 00:38:32,,"('Effect Monster',)",New
Steelswarm Girastag,58494728,"('Summoning condition', 'Trigger Effect')","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Girastag,2020-03-17 00:22:20,,"('Effect Monster',)",Old
Steelswarm Girastag,58494728,"('Summoning condition', 'Trigger Effect')","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Girastag,2020-03-17 00:22:20,,"('Effect Monster',)",New
Steelswarm Hercules,94092230,"('Ignition Effect', 'Summoning condition')","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Hercules,2022-07-26 13:04:04,,"('Effect Monster',)",Old
Steelswarm Hercules,94092230,"('Ignition Effect', 'Summoning condition')","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Hercules,2022-07-26 13:04:04,,"('Effect Monster',)",New
Steelswarm Longhorn,62007535,"('Ignition Effect',)","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Longhorn,2022-03-31 10:56:45,,"('Effect Monster',)",Old
Steelswarm Longhorn,62007535,"('Ignition Effect',)","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Longhorn,2022-03-31 10:56:45,,"('Effect Monster',)",New
Steelswarm Mantis,85505315,"('Trigger Effect',)","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Mantis,2020-03-17 00:24:10,,"('Effect Monster',)",Old
Steelswarm Mantis,85505315,"('Trigger Effect',)","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Mantis,2020-03-17 00:24:10,,"('Effect Monster',)",New
Steelswarm Moth,22009013,"('Trigger Effect',)","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Moth,2020-03-17 00:24:23,,"('Effect Monster',)",Old
Steelswarm Moth,22009013,"('Trigger Effect',)","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Moth,2020-03-17 00:24:23,,"('Effect Monster',)",New
Steelswarm Origin,61888819,"('Continuous Effect', 'Trigger Effect')","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Origin,2020-03-17 00:24:46,,"('Effect Monster', 'Link Monster')",Old
Steelswarm Origin,61888819,"('Continuous Effect', 'Trigger Effect')","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Origin,2020-03-17 00:24:46,,"('Effect Monster', 'Link Monster')",New
Steelswarm Roach,37926346,"('Quick Effect',)","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Roach,2021-11-07 17:56:36,,"('Effect Monster', 'Xyz Monster')",Old
Steelswarm Roach,37926346,"('Quick Effect',)","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Roach,2021-11-07 17:56:36,,"('Effect Monster', 'Xyz Monster')",New
Steelswarm Scout,90727556,"('Continuous Effect', 'Ignition Effect')","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Scout,2023-01-31 02:05:57,,"('Effect Monster',)",Old
Steelswarm Scout,90727556,"('Continuous Effect', 'Ignition Effect')","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Scout,2023-01-31 02:05:57,,"('Effect Monster',)",New
Steelswarm Sentinel,99214782,"('Continuous Effect',)","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Sentinel,2020-07-06 14:03:19,,"('Effect Monster',)",Old
Steelswarm Sentinel,99214782,"('Continuous Effect',)","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Sentinel,2020-07-06 14:03:19,,"('Effect Monster',)",New
Steelswarm Sting,35618486,"('Trigger Effect',)","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Sting,2022-03-31 10:56:34,,"('Effect Monster',)",Old
Steelswarm Sting,35618486,"('Trigger Effect',)","('Steelswarm', 'lswarm')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Sting,2022-03-31 10:56:34,,"('Effect Monster',)",New
Stegocyber,99733359,"('Condition', 'Quick Effect')","('Cyber',)",Unlimited,,https://yugipedia.com/wiki/Stegocyber,2021-04-09 19:37:52,,"('Effect Monster',)",Old
Stegocyber,99733359,"('Condition', 'Quick Effect')","('Cyber',)",Unlimited,,https://yugipedia.com/wiki/Stegocyber,2021-04-09 19:37:52,,"('Effect Monster',)",New
Stellar Wind Wolfrayet,03322931,"('Continuous Effect', 'Quick Effect', 'Unclassified effect')",,Unlimited,,https://yugipedia.com/wiki/Stellar_Wind_Wolfrayet,2022-09-14 13:09:00,,"('Effect Monster', 'Synchro Monster')",Old
Stellar Wind Wolfrayet,03322931,"('Continuous Effect', 'Quick Effect', 'Unclassified effect')",,Unlimited,,https://yugipedia.com/wiki/Stellar_Wind_Wolfrayet,2022-09-14 13:09:00,,"('Effect Monster', 'Synchro Monster')",New
Stellarknight Constellar Diamond,09272381,"('Continuous Effect', 'Quick Effect', 'Summoning condition')","('Constellar', 'Stellarknight', 'tellarknight')",Unlimited,,https://yugipedia.com/wiki/Stellarknight_Constellar_Diamond,2020-03-17 00:27:03,,"('Effect Monster', 'Xyz Monster')",Old
Stellarknight Constellar Diamond,09272381,"('Continuous Effect', 'Quick Effect', 'Summoning condition')","('Constellar', 'Stellarknight', 'tellarknight')",Unlimited,,https://yugipedia.com/wiki/Stellarknight_Constellar_Diamond,2020-03-17 00:27:03,,"('Effect Monster', 'Xyz Monster')",New
Stellarknight Delteros,56638325,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')","('Stellarknight', 'tellarknight')",Unlimited,,https://yugipedia.com/wiki/Stellarknight_Delteros,2022-02-19 04:30:03,,"('Effect Monster', 'Xyz Monster')",Old
Stellarknight Delteros,56638325,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')","('Stellarknight', 'tellarknight')",Unlimited,,https://yugipedia.com/wiki/Stellarknight_Delteros,2022-02-19 04:30:03,,"('Effect Monster', 'Xyz Monster')",New
Stellarknight Triverr,42589641,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Stellarknight', 'tellarknight')",Unlimited,,https://yugipedia.com/wiki/Stellarknight_Triverr,2020-03-17 00:27:41,,"('Effect Monster', 'Xyz Monster')",Old
Stellarknight Triverr,42589641,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Stellarknight', 'tellarknight')",Unlimited,,https://yugipedia.com/wiki/Stellarknight_Triverr,2020-03-17 00:27:41,,"('Effect Monster', 'Xyz Monster')",New
