Name,Password,Effect type,TCG status,OCG status,Page URL,Artwork,Modification date,Errata,Primary type,DEF,ATK,Page name,Version
Torrential Tribute,53582587,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Torrential_Tribute,,2023-01-03 19:17:14,,,,,,Old
Torrential Tribute,53582587,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Torrential_Tribute,,2023-01-03 19:17:14,"('Any',)",,,,Torrential Tribute,New
Totem Bird,71068247,"('Continuous Effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Totem_Bird,,2021-10-30 02:25:21,,Xyz Monster,1400,1900,,Old
Totem Bird,71068247,"('Continuous Effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Totem_Bird,,2021-10-30 02:25:21,"('Any',)",Xyz Monster,1400,1900,Totem Bird,New
Tour Bus To Forbidden Realms,89732524,"('Flip effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Tour_Bus_To_Forbidden_Realms,,2020-11-15 14:40:55,,Effect Monster,1000,600,,Old
Tour Bus To Forbidden Realms,89732524,"('Flip effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Tour_Bus_To_Forbidden_Realms,,2020-11-15 14:40:55,"('Type',)",Effect Monster,1000,600,Tour Bus To Forbidden Realms,New
Tower of Babel,94256039,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Tower_of_Babel,,2020-03-21 12:59:50,,,,,,Old
Tower of Babel,94256039,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Tower_of_Babel,,2020-03-21 12:59:50,"('Any',)",,,,Tower of Babel,New
Toy Magician,58132856,"('Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Toy_Magician,,2021-11-07 03:47:39,,Effect Monster,1500,1600,,Old
Toy Magician,58132856,"('Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Toy_Magician,,2021-11-07 03:47:39,"('Any',)",Effect Monster,1500,1600,Toy Magician,New
Toy Vendor,70245411,"('Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Toy_Vendor,,2022-04-20 12:49:38,,,,,,Old
Toy Vendor,70245411,"('Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Toy_Vendor,,2022-04-20 12:49:38,"('Any',)",,,,Toy Vendor,New
Tradetoad,23408872,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Tradetoad,,2020-09-15 06:06:06,,Effect Monster,2000,100,,Old
Tradetoad,23408872,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Tradetoad,,2020-09-15 06:06:06,"('Any',)",Effect Monster,2000,100,Tradetoad,New
Tragoedia,98777036,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Tragoedia,,2022-07-19 00:26:33,"('Type',)",Effect Monster,?,?,,Old
Tragoedia,98777036,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Tragoedia,,2022-07-19 00:26:33,"('Type',)",Effect Monster,,,Tragoedia,New
Train Connection,60879050,"('Condition', 'Continuous-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Train_Connection,,2022-10-13 06:30:32,,,,,,Old
Train Connection,60879050,"('Condition', 'Continuous-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Train_Connection,,2022-10-13 06:30:32,"('Any',)",,,,Train Connection,New
Transcendent Wings,25573054,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Transcendent_Wings,,2022-04-20 16:16:25,,,,,,Old
Transcendent Wings,25573054,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Transcendent_Wings,,2022-04-20 16:16:25,"('Any',)",,,,Transcendent Wings,New
Transforming Sphere,66094973,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Transforming_Sphere,,2022-02-06 16:30:09,,Effect Monster,100,100,,Old
Transforming Sphere,66094973,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Transforming_Sphere,,2022-02-06 16:30:09,"('Any',)",Effect Monster,100,100,Transforming Sphere,New
Transmodify,05288597,"('Condition', 'Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Transmodify,,2021-07-01 05:15:03,,,,,,Old
Transmodify,05288597,"('Condition', 'Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Transmodify,,2021-07-01 05:15:03,"('Any',)",,,,Transmodify,New
Trap Jammer,19252988,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Trap_Jammer,,2022-03-21 19:08:39,,,,,,Old
Trap Jammer,19252988,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Trap_Jammer,,2022-03-21 19:08:39,"('Any',)",,,,Trap Jammer,New
Trap Stun,59616123,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Trap_Stun,,2023-02-14 17:58:38,,,,,,Old
Trap Stun,59616123,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Trap_Stun,,2023-02-14 17:58:38,"('Any',)",,,,Trap Stun,New
Trap Trick,80101899,"('Condition', 'Effect', 'Lingering effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Trap_Trick,"('Edited',)",2023-02-14 00:44:27,,,,,,Old
Trap Trick,80101899,"('Condition', 'Effect', 'Lingering effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Trap_Trick,"('Edited',)",2023-02-14 00:44:27,"('Any',)",,,,Trap Trick,New
Trap of Board Eraser,03055837,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Trap_of_Board_Eraser,,2021-11-07 15:50:00,,,,,,Old
Trap of Board Eraser,03055837,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Trap_of_Board_Eraser,,2021-11-07 15:50:00,"('Any',)",,,,Trap of Board Eraser,New
Trap of Darkness,79766336,"('Activation condition', 'Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Trap_of_Darkness,,2020-05-01 17:35:51,,,,,,Old
Trap of Darkness,79766336,"('Activation condition', 'Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Trap_of_Darkness,,2020-05-01 17:35:51,"('Any',)",,,,Trap of Darkness,New
Trap of the Imperial Tomb,80955168,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Trap_of_the_Imperial_Tomb,,2020-03-21 13:06:04,,,,,,Old
Trap of the Imperial Tomb,80955168,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Trap_of_the_Imperial_Tomb,,2020-03-21 13:06:04,"('Any',)",,,,Trap of the Imperial Tomb,New
Traptrix Allomerus,59071624,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Traptrix_Allomerus,"('Edited',)",2023-02-15 09:27:40,,Xyz Monster,600,2200,,Old
Traptrix Allomerus,59071624,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Traptrix_Allomerus,"('Edited',)",2023-02-15 09:27:40,"('Any',)",Xyz Monster,600,2200,Traptrix Allomerus,New
Traptrix Atrax,55428242,"('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Traptrix_Atrax,"('Edited',)",2023-02-13 23:39:03,,Effect Monster,1000,1800,,Old
Traptrix Atrax,55428242,"('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Traptrix_Atrax,"('Edited',)",2023-02-13 23:39:03,"('Any',)",Effect Monster,1000,1800,Traptrix Atrax,New
Traptrix Mantis,82738277,"('Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Traptrix_Mantis,"('Edited',)",2023-02-14 01:08:32,,Effect Monster,1300,1500,,Old
Traptrix Mantis,82738277,"('Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Traptrix_Mantis,"('Edited',)",2023-02-14 01:08:32,"('Any',)",Effect Monster,1300,1500,Traptrix Mantis,New
Traptrix Nepenthes,28201945,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Traptrix_Nepenthes,"('Edited',)",2023-02-13 23:41:25,,Effect Monster,2000,800,,Old
Traptrix Nepenthes,28201945,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Traptrix_Nepenthes,"('Edited',)",2023-02-13 23:41:25,"('Any',)",Effect Monster,2000,800,Traptrix Nepenthes,New
Traptrix Rafflesia,06511113,"('Continuous Effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Traptrix_Rafflesia,"('Edited',)",2023-02-14 01:02:24,,Xyz Monster,2500,300,,Old
Traptrix Rafflesia,06511113,"('Continuous Effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Traptrix_Rafflesia,"('Edited',)",2023-02-14 01:02:24,"('Any',)",Xyz Monster,2500,300,Traptrix Rafflesia,New
Traptrix Trap Hole Nightmare,29616929,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Traptrix_Trap_Hole_Nightmare,,2023-02-14 00:20:20,,,,,,Old
Traptrix Trap Hole Nightmare,29616929,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Traptrix_Trap_Hole_Nightmare,,2023-02-14 00:20:20,"('Any',)",,,,Traptrix Trap Hole Nightmare,New
Treacherous Trap Hole,99590524,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Treacherous_Trap_Hole,,2022-11-18 22:08:36,,,,,,Old
Treacherous Trap Hole,99590524,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Treacherous_Trap_Hole,,2022-11-18 22:08:36,"('Any',)",,,,Treacherous Trap Hole,New
Treasure Map,54762426,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Treasure_Map,,2022-09-01 01:06:47,,,,,,Old
Treasure Map,54762426,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Treasure_Map,,2022-09-01 01:06:47,"('Any',)",,,,Treasure Map,New
Tree Otter,71759912,"('Condition', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Tree_Otter,,2022-09-23 00:32:26,,Effect Monster,100,1200,,Old
Tree Otter,71759912,"('Condition', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Tree_Otter,,2022-09-23 00:32:26,"('Any',)",Effect Monster,100,1200,Tree Otter,New
Tri-Blaze Accelerator,21420702,"('Condition', 'Cost', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Tri-Blaze_Accelerator,,2022-04-22 06:18:21,,,,,,Old
Tri-Blaze Accelerator,21420702,"('Condition', 'Cost', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Tri-Blaze_Accelerator,,2022-04-22 06:18:21,"('Any',)",,,,Tri-Blaze Accelerator,New
Tri-Brigade,,,Legal,Legal,https://yugipedia.com/wiki/Tri-Brigade_(card),,2022-04-16 11:51:53,,Monster Token,,,Tri-Brigade (card),New
Tri-Brigade Revolt,40975243,"('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Tri-Brigade_Revolt,,2023-02-08 12:46:16,,,,,,Old
Tri-Brigade Revolt,40975243,"('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Tri-Brigade_Revolt,,2023-02-18 18:38:57,,,,,Tri-Brigade Revolt,New
Tri-Wight,96383838,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Tri-Wight,,2022-03-19 19:55:11,,,,,,Old
Tri-Wight,96383838,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Tri-Wight,,2022-03-19 19:55:11,"('Any',)",,,,Tri-Wight,New
Trial of the Princesses,72709014,"('Condition', 'Continuous-like Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Trial_of_the_Princesses,,2022-04-20 16:17:36,,,,,,Old
Trial of the Princesses,72709014,"('Condition', 'Continuous-like Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Trial_of_the_Princesses,,2022-04-20 16:17:36,"('Any',)",,,,Trial of the Princesses,New
Triangle Power,32298781,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Triangle_Power,,2021-03-07 07:17:28,,,,,,Old
Triangle Power,32298781,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Triangle_Power,,2021-03-07 07:17:28,"('Any',)",,,,Triangle Power,New
Tribe-Infecting Virus,33184167,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Tribe-Infecting_Virus,,2022-04-14 18:48:21,,Effect Monster,1000,1600,,Old
Tribe-Infecting Virus,33184167,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Tribe-Infecting_Virus,,2022-04-14 18:48:21,"('Any',)",Effect Monster,1000,1600,Tribe-Infecting Virus,New
Tribute Burial,80230510,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Tribute_Burial,"('Edited',)",2022-09-16 08:14:29,,,,,,Old
Tribute Burial,80230510,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Tribute_Burial,"('Edited',)",2022-09-16 08:14:29,"('Any',)",,,,Tribute Burial,New
Tribute Doll,02903036,"('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Tribute_Doll,,2022-10-06 17:18:23,,,,,,Old
Tribute Doll,02903036,"('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Tribute_Doll,,2022-10-06 17:18:23,"('Any',)",,,,Tribute Doll,New
Trick Box,93983867,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Trick_Box,,2019-12-06 19:05:26,,,,,,Old
Trick Box,93983867,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Trick_Box,,2019-12-06 19:05:26,"('Any',)",,,,Trick Box,New
Tricky Spell 4,75622824,"('Cost', 'Effect', 'Lingering effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Tricky_Spell_4,,2022-06-03 16:59:28,,,,,,Old
Tricky Spell 4,75622824,"('Cost', 'Effect', 'Lingering effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Tricky_Spell_4,,2022-06-03 16:59:28,"('Any',)",,,,Tricky Spell 4,New
Trident Dragion,39402797,"('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Trident_Dragion,,2021-11-07 16:25:04,,Synchro Monster,2800,3000,,Old
Trident Dragion,39402797,"('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Trident_Dragion,,2021-11-07 16:25:04,"('Any',)",Synchro Monster,2800,3000,Trident Dragion,New
Trifortressops,12275533,"('Lingering effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Trifortressops,,2021-07-05 10:05:37,,Effect Monster,2800,1600,,Old
Trifortressops,12275533,"('Lingering effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Trifortressops,,2021-07-05 10:05:37,"('Any',)",Effect Monster,2800,1600,Trifortressops,New
Triple Tactics Talent,25311006,"('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Triple_Tactics_Talent,,2023-02-13 14:11:03,,,,,,Old
Triple Tactics Talent,25311006,"('Condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Triple_Tactics_Talent,,2023-02-18 18:16:03,"('Name',)",,,,Triple Tactics Talent,New
"Tristan, Knight of the Underworld",96163807,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Tristan,_Knight_of_the_Underworld",,2020-03-17 15:20:39,,Effect Monster,0,1800,,Old
"Tristan, Knight of the Underworld",96163807,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Tristan,_Knight_of_the_Underworld",,2020-03-17 15:20:39,"('Any',)",Effect Monster,0,1800,"Tristan, Knight of the Underworld",New
Troop Dragon,55013285,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Troop_Dragon,,2021-11-07 15:52:55,,Effect Monster,800,700,,Old
Troop Dragon,55013285,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Troop_Dragon,,2021-11-07 15:52:55,"('Any',)",Effect Monster,800,700,Troop Dragon,New
Truckroid,61538782,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Truckroid,,2022-10-06 17:50:14,,Effect Monster,2000,1000,,Old
Truckroid,61538782,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Truckroid,,2022-10-06 17:50:14,"('Any',)",Effect Monster,2000,1000,Truckroid,New
True Draco Apocalypse,61529473,"('Condition', 'Quick-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/True_Draco_Apocalypse,,2020-03-17 05:01:00,,,,,,Old
True Draco Apocalypse,61529473,"('Condition', 'Quick-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/True_Draco_Apocalypse,,2020-03-17 05:01:00,"('Any',)",,,,True Draco Apocalypse,New
True Draco Heritage,49430782,"('Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/True_Draco_Heritage,,2022-04-20 14:56:49,,,,,,Old
True Draco Heritage,49430782,"('Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/True_Draco_Heritage,,2022-04-20 14:56:49,"('Any',)",,,,True Draco Heritage,New
"True King Agnimazud, the Vanisher",96746083,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/True_King_Agnimazud,_the_Vanisher",,2021-05-09 23:43:48,,Effect Monster,1900,2900,,Old
"True King Agnimazud, the Vanisher",96746083,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/True_King_Agnimazud,_the_Vanisher",,2021-05-09 23:43:48,"('Any',)",Effect Monster,1900,2900,"True King Agnimazud, the Vanisher",New
"True King Lithosagym, the Disaster",30539496,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/True_King_Lithosagym,_the_Disaster",,2020-06-18 12:59:57,,Effect Monster,2300,2500,,Old
"True King Lithosagym, the Disaster",30539496,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/True_King_Lithosagym,_the_Disaster",,2020-06-18 12:59:57,"('Any',)",Effect Monster,2300,2500,"True King Lithosagym, the Disaster",New
True King of All Calamities,88581108,"('Continuous Effect', 'Quick Effect')",Forbidden,Forbidden,https://yugipedia.com/wiki/True_King_of_All_Calamities,,2022-11-26 03:15:35,,Xyz Monster,3000,3000,,Old
True King of All Calamities,88581108,"('Continuous Effect', 'Quick Effect')",Forbidden,Forbidden,https://yugipedia.com/wiki/True_King_of_All_Calamities,,2022-11-26 03:15:35,"('Any',)",Xyz Monster,3000,3000,True King of All Calamities,New
True King's Return,35125879,"('Condition', 'Quick-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/True_King%27s_Return,,2021-03-15 11:33:31,,,,,,Old
True King's Return,35125879,"('Condition', 'Quick-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/True_King%27s_Return,,2021-03-15 11:33:31,"('Any',)",,,,True King's Return,New
Tualatin,27769400,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Tualatin,,2020-10-29 01:54:13,,Effect Monster,2500,2800,,Old
Tualatin,27769400,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Tualatin,,2020-10-29 01:54:13,"('Any',)",Effect Monster,2500,2800,Tualatin,New
Tuning,96363153,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Tuning,,2022-07-21 16:33:28,,,,,,Old
Tuning,96363153,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Tuning,,2022-07-21 16:33:28,"('Any',)",,,,Tuning,New
Turbo Warrior,46195773,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Turbo_Warrior,,2022-07-01 12:49:30,,Synchro Monster,1500,2500,,Old
Turbo Warrior,46195773,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Turbo_Warrior,,2022-07-01 12:49:30,"('Any',)",Synchro Monster,1500,2500,Turbo Warrior,New
Turret Warrior,88559132,"('Unclassified effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Turret_Warrior,"('Edited',)",2022-11-11 16:38:38,,Effect Monster,2000,1200,,Old
Turret Warrior,88559132,"('Unclassified effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Turret_Warrior,"('Edited',)",2022-11-11 16:38:38,"('Any',)",Effect Monster,2000,1200,Turret Warrior,New
Turtle Tiger,37313348,,Unlimited,Unlimited,https://yugipedia.com/wiki/Turtle_Tiger,,2022-04-10 22:09:39,,Normal Monster,1500,1000,,Old
Turtle Tiger,37313348,,Unlimited,Unlimited,https://yugipedia.com/wiki/Turtle_Tiger,,2022-04-10 22:09:39,"('Any',)",Normal Monster,1500,1000,Turtle Tiger,New
Tutan Mask,03149764,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Tutan_Mask,,2021-11-07 15:54:20,,,,,,Old
Tutan Mask,03149764,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Tutan_Mask,,2021-11-07 15:54:20,"('Any',)",,,,Tutan Mask,New
"Twilight Ninja Getsuga, the Shogun",76930964,"('Condition', 'Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Twilight_Ninja_Getsuga,_the_Shogun",,2021-11-18 15:04:51,,Effect Monster,3000,2000,,Old
"Twilight Ninja Getsuga, the Shogun",76930964,"('Condition', 'Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Twilight_Ninja_Getsuga,_the_Shogun",,2021-11-18 15:04:51,"('Any',)",Effect Monster,3000,2000,"Twilight Ninja Getsuga, the Shogun",New
Twilight Ninja Jogen,79441381,"('Continuous Effect', 'Continuous-like Effect', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Twilight_Ninja_Jogen,,2020-03-17 15:25:13,,Effect Monster,1000,2000,,Old
Twilight Ninja Jogen,79441381,"('Continuous Effect', 'Continuous-like Effect', 'Ignition Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Twilight_Ninja_Jogen,,2020-03-17 15:25:13,"('Any',)",Effect Monster,1000,2000,Twilight Ninja Jogen,New
Twin Photon Lizard,29455728,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Twin_Photon_Lizard,,2020-03-17 15:26:18,,Fusion Monster,1000,2400,,Old
Twin Photon Lizard,29455728,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Twin_Photon_Lizard,,2020-03-17 15:26:18,"('Any',)",Fusion Monster,1000,2400,Twin Photon Lizard,New
Twin Twisters,43898403,"('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Twin_Twisters,,2022-06-22 02:05:03,,,,,,Old
Twin Twisters,43898403,"('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Twin_Twisters,,2022-06-22 02:05:03,"('Any',)",,,,Twin Twisters,New
Twin-Barrel Dragon,70050374,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Twin-Barrel_Dragon,"('Edited',)",2021-01-31 17:23:36,,Effect Monster,200,1700,,Old
Twin-Barrel Dragon,70050374,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Twin-Barrel_Dragon,"('Edited',)",2021-01-31 17:23:36,"('Any',)",Effect Monster,200,1700,Twin-Barrel Dragon,New
Twin-Headed Behemoth,43586926,"('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Twin-Headed_Behemoth,,2022-04-14 18:49:01,"('Name',)",Effect Monster,1200,1500,,Old
Twin-Headed Behemoth,43586926,"('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Twin-Headed_Behemoth,,2022-04-14 18:49:01,"('Name', 'Type')",Effect Monster,1200,1500,Twin-Headed Behemoth,New
Twin-Headed Thunder Dragon,54752875,,Unlimited,Unlimited,https://yugipedia.com/wiki/Twin-Headed_Thunder_Dragon,,2021-11-07 15:55:30,,Fusion Monster,2100,2800,,Old
Twin-Headed Thunder Dragon,54752875,,Unlimited,Unlimited,https://yugipedia.com/wiki/Twin-Headed_Thunder_Dragon,,2021-11-07 15:55:30,"('Type',)",Fusion Monster,2100,2800,Twin-Headed Thunder Dragon,New
Twin-Headed Wolf,88132637,"('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Twin-Headed_Wolf,,2022-05-14 06:22:30,,Effect Monster,1000,1500,,Old
Twin-Headed Wolf,88132637,"('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Twin-Headed_Wolf,,2022-05-14 06:22:30,"('Any',)",Effect Monster,1000,1500,Twin-Headed Wolf,New
Twin-Sword Marauder,40225398,"('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Twin-Sword_Marauder,,2020-11-07 14:30:41,,Effect Monster,1000,1600,,Old
Twin-Sword Marauder,40225398,"('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Twin-Sword_Marauder,,2020-11-07 14:30:41,"('Any',)",Effect Monster,1000,1600,Twin-Sword Marauder,New
Two Thousand Needles,83228073,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Two_Thousand_Needles,,2020-09-15 05:53:01,,Effect Monster,1800,2000,,Old
Two Thousand Needles,83228073,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Two_Thousand_Needles,,2020-09-15 05:53:01,"('Any',)",Effect Monster,1800,2000,Two Thousand Needles,New
Two-Headed King Rex,94119974,,Unlimited,Unlimited,https://yugipedia.com/wiki/Two-Headed_King_Rex,,2022-04-12 17:14:07,,Normal Monster,1200,1600,,Old
Two-Headed King Rex,94119974,,Unlimited,Unlimited,https://yugipedia.com/wiki/Two-Headed_King_Rex,,2022-04-12 17:14:07,"('Type',)",Normal Monster,1200,1600,Two-Headed King Rex,New
Two-Man Cell Battle,25578802,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Two-Man_Cell_Battle,,2021-03-07 07:19:29,,,,,,Old
