Name,Card type,Property,Archseries,Attribute,Primary type,Monster type,Effect type,Level/Rank,DEF,Legend,Maximum mode,ATK,MAXIMUM ATK,Page name,Page URL,Artwork,Modification date
Seal of the Ancients,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Seal of the Ancients (Rush Duel),https://yugipedia.com/wiki/Seal_of_the_Ancients_(Rush_Duel),,2022-09-21 02:59:29
Seastorm of Iruqua,Trap Card,Normal Trap Card,"('Dolphin',)",,,,"('Effect',)",,,False,False,,,Seastorm of Iruqua,https://yugipedia.com/wiki/Seastorm_of_Iruqua,,2022-12-19 20:11:07
Secret File 33 - Noble Death of Resentment,Trap Card,Normal Trap Card,"('Secret Investigator',)",,,,,,,False,False,,,Secret File 33 - Noble Death of Resentment,https://yugipedia.com/wiki/Secret_File_33_-_Noble_Death_of_Resentment,,2023-01-15 21:28:19
Secret Investigator Miscast,Monster Card,,"('Secret Investigator',)",LIGHT,Effect Monster,Reptile,,3,300,False,False,300,,Secret Investigator Miscast,https://yugipedia.com/wiki/Secret_Investigator_Miscast,,2023-01-15 12:00:45
Secret Investigator Mislead,Monster Card,,"('Secret Investigator',)",LIGHT,Effect Monster,Reptile,,3,300,False,False,1300,,Secret Investigator Mislead,https://yugipedia.com/wiki/Secret_Investigator_Mislead,,2023-01-15 21:05:04
Secret Investigator Mismatch,Monster Card,,"('Secret Investigator',)",LIGHT,Effect Monster,Reptile,,3,300,False,False,1300,,Secret Investigator Mismatch,https://yugipedia.com/wiki/Secret_Investigator_Mismatch,,2023-01-15 12:11:02
Secret Order,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Secret Order,https://yugipedia.com/wiki/Secret_Order,"('Edited',)",2022-10-11 17:19:01
Secret Remedy of Providence,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Secret Remedy of Providence,https://yugipedia.com/wiki/Secret_Remedy_of_Providence,,2023-02-03 01:22:43
Security Hole,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Security Hole,https://yugipedia.com/wiki/Security_Hole,,2022-09-21 06:17:11
Seedchrotron Brusselun,Monster Card,,"('Tron (series)',)",LIGHT,Effect Monster,Cyberse,"('Effect',)",7,1600,False,False,2400,,Seedchrotron Brusselun,https://yugipedia.com/wiki/Seedchrotron_Brusselun,,2022-12-13 07:41:37
Seir the Skysavior Knight,Monster Card,,"('Skysavior',)",WATER,Effect Monster,Warrior,"('Effect',)",3,1300,False,False,500,,Seir the Skysavior Knight,https://yugipedia.com/wiki/Seir_the_Skysavior_Knight,,2023-01-21 14:11:09
Self Fan Club,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Self Fan Club,https://yugipedia.com/wiki/Self_Fan_Club,,2022-06-08 11:34:27
Semeruler the Dark Summoner,Monster Card,,"('Three Rulers',)",DARK,Effect Monster,Warrior,"('Effect',)",8,2000,False,False,2500,,Semeruler the Dark Summoner,https://yugipedia.com/wiki/Semeruler_the_Dark_Summoner,,2022-09-21 06:24:21
Semeterasu the Celestial Summoner,Monster Card,,"('Three Rulers',)",LIGHT,Fusion Monster,Celestial Warrior,"('Multi-Choice Effect',)",9,3000,False,False,3000,,Semeterasu the Celestial Summoner,https://yugipedia.com/wiki/Semeterasu_the_Celestial_Summoner,,2023-01-16 00:37:44
Sensor Duckbuill,Monster Card,,,WATER,Effect Monster,Thunder,"('Effect',)",3,600,False,False,800,,Sensor Duckbuill,https://yugipedia.com/wiki/Sensor_Duckbuill,,2022-09-21 06:08:38
Seraph of Darkness,Monster Card,,,DARK,Effect Monster,Fairy,"('Effect',)",3,1100,False,False,1000,,Seraph of Darkness,https://yugipedia.com/wiki/Seraph_of_Darkness,,2023-02-04 14:23:14
Serpainter,Monster Card,,"('Metarion',)",LIGHT,Normal Monster,Dragon,,4,500,False,False,1400,,Serpainter,https://yugipedia.com/wiki/Serpainter,,2023-01-05 22:46:45
Seven Crossroad,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Seven Crossroad,https://yugipedia.com/wiki/Seven_Crossroad,,2023-02-05 19:39:46
Sevens Combine,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Sevens Combine,https://yugipedia.com/wiki/Sevens_Combine,,2022-04-29 13:30:20
Sevens Halo,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Sevens Halo,https://yugipedia.com/wiki/Sevens_Halo,,2022-08-11 20:36:03
Sevens Paladin the Magical Knight,Monster Card,,,DARK,Fusion Monster,Magical Knight,"('Multi-Choice Effect',)",9,2400,False,False,2900,,Sevens Paladin the Magical Knight,https://yugipedia.com/wiki/Sevens_Paladin_the_Magical_Knight,,2022-12-24 23:51:40
Sevens Road Boost,Spell Card,Normal Spell Card,"('Sevens Road',)",,,,,,,False,False,,,Sevens Road Boost,https://yugipedia.com/wiki/Sevens_Road_Boost,,2022-02-06 23:21:18
Sevens Road Enchanter,Monster Card,,"('Sevens Road',)",DARK,Effect Monster,Spellcaster,"('Effect',)",3,100,False,False,1200,,Sevens Road Enchanter,https://yugipedia.com/wiki/Sevens_Road_Enchanter,,2022-08-17 09:41:03
Sevens Road Force,Trap Card,Normal Trap Card,"('Sevens Road',)",,,,,,,False,False,,,Sevens Road Force,https://yugipedia.com/wiki/Sevens_Road_Force,,2023-01-24 19:24:45
Sevens Road Mage,Monster Card,,"('Sevens Road',)",DARK,Effect Monster,Spellcaster,"('Effect',)",2,800,False,False,800,,Sevens Road Mage,https://yugipedia.com/wiki/Sevens_Road_Mage,"('Alternate',)",2022-11-03 14:25:20
Sevens Road Magician,Monster Card,,"('Sevens Road',)",DARK,Effect Monster,Spellcaster,"('Effect',)",7,1500,False,False,2100,,Sevens Road Magician,https://yugipedia.com/wiki/Sevens_Road_Magician,"('Alternate',)",2023-01-31 16:18:08
Sevens Road Presence,Spell Card,Normal Spell Card,"('Sevens Road',)",,,,,,,False,False,,,Sevens Road Presence,https://yugipedia.com/wiki/Sevens_Road_Presence,,2022-08-18 17:16:28
Sevens Road Protection,Trap Card,Normal Trap Card,"('Sevens Road',)",,,,"('Effect',)",,,False,False,,,Sevens Road Protection,https://yugipedia.com/wiki/Sevens_Road_Protection,,2022-10-20 07:08:10
Sevens Road Sorcerer,Monster Card,,"('Sevens Road',)",DARK,Effect Monster,Spellcaster,"('Effect',)",4,100,False,False,1300,,Sevens Road Sorcerer,https://yugipedia.com/wiki/Sevens_Road_Sorcerer,,2022-09-21 06:19:45
Sevens Road Warlock,Monster Card,,"('Sevens Road',)",DARK,Effect Monster,Spellcaster,"('Effect',)",5,1700,False,False,1100,,Sevens Road Warlock,https://yugipedia.com/wiki/Sevens_Road_Warlock,"('Alternate',)",2022-11-03 14:26:05
Sevens Road Witch,Monster Card,,"('Sevens Road',)",DARK,Effect Monster,Spellcaster,"('Effect',)",6,1000,False,False,1600,,Sevens Road Witch,https://yugipedia.com/wiki/Sevens_Road_Witch,"('Alternate',)",2023-01-31 16:59:02
Sevens Road Wiz,Monster Card,,"('Sevens Road',)",DARK,Effect Monster,Spellcaster,"('Effect',)",1,0,False,False,1000,,Sevens Road Wiz,https://yugipedia.com/wiki/Sevens_Road_Wiz,,2022-12-10 20:40:24
Sevens Twin Burst,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Sevens Twin Burst,https://yugipedia.com/wiki/Sevens_Twin_Burst,,2022-11-02 10:38:48
Sevensgias the Magical Dragon Knight,Monster Card,,,DARK,Fusion Monster,Magical Knight,"('Multi-Choice Effect',)",10,2500,False,False,3000,,Sevensgias the Magical Dragon Knight,https://yugipedia.com/wiki/Sevensgias_the_Magical_Dragon_Knight,,2022-10-30 06:59:10
Severing Psychic Wall,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Severing Psychic Wall,https://yugipedia.com/wiki/Severing_Psychic_Wall,,2022-04-20 15:40:00
Shadow Buyer,Monster Card,,,DARK,Effect Monster,Fiend,"('Effect',)",4,0,False,False,1200,,Shadow Buyer,https://yugipedia.com/wiki/Shadow_Buyer,,2023-02-04 14:23:00
Shadow Flower Arms - Lance of Lance,Spell Card,Normal Spell Card,"('Shadow Flower',)",,,,,,,False,False,,,Shadow Flower Arms - Lance of Lance,https://yugipedia.com/wiki/Shadow_Flower_Arms_-_Lance_of_Lance,,2023-02-01 17:16:51
Shadow Flower Blizzard,Trap Card,Normal Trap Card,"('Shadow Flower',)",,,,,,,False,False,,,Shadow Flower Blizzard,https://yugipedia.com/wiki/Shadow_Flower_Blizzard,,2023-02-16 09:49:01
Shadow Flower Dance,Spell Card,Normal Spell Card,"('Shadow Flower',)",,,,,,,False,False,,,Shadow Flower Dance,https://yugipedia.com/wiki/Shadow_Flower_Dance,,2023-01-29 00:08:53
Shadow Flower Duplication,Spell Card,Normal Spell Card,"('Shadow Flower',)",,,,"('Effect',)",,,False,False,,,Shadow Flower Duplication,https://yugipedia.com/wiki/Shadow_Flower_Duplication,,2023-02-04 14:19:38
Shadow Flower Mawashi,Spell Card,Normal Spell Card,"('Shadow Flower',)",,,,,,,False,False,,,Shadow Flower Mawashi,https://yugipedia.com/wiki/Shadow_Flower_Mawashi,,2023-02-01 17:42:17
Shadow Flower Ninjitsu Art of Sleeping Sickle,Trap Card,Normal Trap Card,"('Shadow Flower',)",,,,,,,False,False,,,Shadow Flower Ninjitsu Art of Sleeping Sickle,https://yugipedia.com/wiki/Shadow_Flower_Ninjitsu_Art_of_Sleeping_Sickle,,2022-11-02 10:17:57
Shadow Flower Purple Smoke Spray,Spell Card,Normal Spell Card,"('Shadow Flower',)",,,,"('Effect',)",,,False,False,,,Shadow Flower Purple Smoke Spray,https://yugipedia.com/wiki/Shadow_Flower_Purple_Smoke_Spray,,2022-09-21 06:00:37
Shadow Flower Return,Trap Card,Normal Trap Card,"('Shadow Flower',)",,,,"('Effect',)",,,False,False,,,Shadow Flower Return,https://yugipedia.com/wiki/Shadow_Flower_Return,,2022-09-21 05:58:31
Shadow Flower Sewing,Spell Card,Normal Spell Card,"('Shadow Flower',)",,,,"('Effect',)",,,False,False,,,Shadow Flower Sewing,https://yugipedia.com/wiki/Shadow_Flower_Sewing,,2023-02-04 14:19:45
Shadow Flower Spore,Spell Card,Normal Spell Card,"('Shadow Flower',)",,,,"('Effect',)",,,False,False,,,Shadow Flower Spore,https://yugipedia.com/wiki/Shadow_Flower_Spore,,2023-01-30 17:28:11
Shadow Flower Stance,Trap Card,Normal Trap Card,"('Shadow Flower',)",,,,"('Effect',)",,,False,False,,,Shadow Flower Stance,https://yugipedia.com/wiki/Shadow_Flower_Stance,,2022-09-21 06:17:51
Shadow Flower Wish,Spell Card,Normal Spell Card,"('Shadow Flower',)",,,,"('Effect',)",,,False,False,,,Shadow Flower Wish,https://yugipedia.com/wiki/Shadow_Flower_Wish,,2022-11-16 04:07:48
Shadow Ghoul,Monster Card,,,DARK,Effect Monster,Zombie,"('Continuous Effect',)",5,1300,False,False,1600,,Shadow Ghoul (Rush Duel),https://yugipedia.com/wiki/Shadow_Ghoul_(Rush_Duel),,2022-10-30 06:16:04
Shadow Sentinel,Monster Card,,,DARK,Normal Monster,Galaxy (Type),,4,100,False,False,1500,,Shadow Sentinel,https://yugipedia.com/wiki/Shadow_Sentinel,,2022-12-21 09:15:46
Shaman Octopus,Monster Card,,,WATER,Effect Monster,Fish,"('Effect',)",3,0,False,False,1000,,Shaman Octopus,https://yugipedia.com/wiki/Shaman_Octopus,,2022-09-21 04:01:20
Shape of Aqua,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Shape of Aqua,https://yugipedia.com/wiki/Shape_of_Aqua,,2022-12-10 20:58:13
"Shariel, the Novice Sushi Fairy",Monster Card,,"('Sushi Fairy',)",LIGHT,Effect Monster,Fairy,"('Effect',)",1,500,False,False,0,,"Shariel, the Novice Sushi Fairy","https://yugipedia.com/wiki/Shariel,_the_Novice_Sushi_Fairy",,2023-02-04 14:23:24
Shichirin Samurai - Kushiro the Skewer Master,Monster Card,,"('Yakiniku',)",FIRE,Effect Monster,Beast,"('Effect',)",7,900,False,False,2200,,Shichirin Samurai - Kushiro the Skewer Master,https://yugipedia.com/wiki/Shichirin_Samurai_-_Kushiro_the_Skewer_Master,,2022-12-25 17:41:20
Shield & Sword,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,True,False,,,Shield & Sword (Rush Duel),https://yugipedia.com/wiki/Shield_%26_Sword_(Rush_Duel),,2021-12-11 20:01:01
Shield Boring Kong,Monster Card,,,EARTH,Effect Monster,Machine,"('Effect',)",8,1700,False,False,2300,,Shield Boring Kong,https://yugipedia.com/wiki/Shield_Boring_Kong,,2022-12-21 09:21:41
Shining City Nights,Spell Card,Field Spell Card,"('Bubble Era',)",,,,"('Effect',)",,,False,False,,,Shining City Nights,https://yugipedia.com/wiki/Shining_City_Nights,,2022-12-21 09:17:26
Shining Guard,Trap Card,Normal Trap Card,,,,,,,,False,False,,,Shining Guard,https://yugipedia.com/wiki/Shining_Guard,,2023-02-06 01:41:41
Shining Shaman,Monster Card,,,LIGHT,Effect Monster,Spellcaster,"('Effect',)",2,0,False,False,500,,Shining Shaman,https://yugipedia.com/wiki/Shining_Shaman,,2021-12-03 04:08:05
Ship of Seven Treasures,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Ship of Seven Treasures,https://yugipedia.com/wiki/Ship_of_Seven_Treasures,,2022-09-21 05:57:28
Shirumaro the Noodle Noble,Monster Card,,"('Noodle Mask',)",WATER,Normal Monster,Pyro,,4,1500,False,False,0,,Shirumaro the Noodle Noble,https://yugipedia.com/wiki/Shirumaro_the_Noodle_Noble,,2022-09-06 08:12:16
Shitotsu the Talismanic Warrior,Monster Card,,"('Talismanic',)",WATER,Effect Monster,Warrior,"('Effect',)",4,1000,False,False,1000,,Shitotsu the Talismanic Warrior,https://yugipedia.com/wiki/Shitotsu_the_Talismanic_Warrior,,2022-10-03 13:36:17
Shock Dragon,Monster Card,,,FIRE,Effect Monster,Dragon,"('Effect',)",7,2500,False,False,1600,,Shock Dragon,https://yugipedia.com/wiki/Shock_Dragon,,2022-09-21 03:35:00
Shocking Comeback!!,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Shocking Comeback!!,https://yugipedia.com/wiki/Shocking_Comeback!!,,2023-01-30 10:06:23
Shoulder Phone Nyan Nyan,Monster Card,,"('Bubble Era',)",LIGHT,Effect Monster,Aqua,"('Effect',)",4,0,False,False,1200,,Shoulder Phone Nyan Nyan,https://yugipedia.com/wiki/Shoulder_Phone_Nyan_Nyan,,2022-10-20 07:02:06
Shovel Crusher,Monster Card,,,EARTH,Normal Monster,Machine,,3,1200,False,False,900,,Shovel Crusher (Rush Duel),https://yugipedia.com/wiki/Shovel_Crusher_(Rush_Duel),,2022-04-23 23:53:50
Showering Seaferno,Monster Card,,,WATER,Fusion Monster,Thunder,"('Effect',)",8,2400,False,False,2800,,Showering Seaferno,https://yugipedia.com/wiki/Showering_Seaferno,,2023-01-12 19:30:31
Shrinker Shrimp,Monster Card,,,LIGHT,Effect Monster,Cyberse,"('Effect',)",5,100,False,False,1700,,Shrinker Shrimp,https://yugipedia.com/wiki/Shrinker_Shrimp,,2023-01-30 11:37:55
Sickleon,Monster Card,,"('Chameleon',)",WIND,Effect Monster,Reptile,"('Effect',)",3,600,False,False,1000,,Sickleon,https://yugipedia.com/wiki/Sickleon,,2022-09-21 06:22:21
Siesta Hold,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Siesta Hold,https://yugipedia.com/wiki/Siesta_Hold,,2023-01-10 18:59:10
Siesta Torero,Monster Card,,,WATER,Effect Monster,Warrior,"('Effect',)",3,0,False,False,1200,,Siesta Torero,https://yugipedia.com/wiki/Siesta_Torero,,2023-01-10 18:57:18
"Sieth, the Scabbard of Noble Arms",Monster Card,,"('Holy Swordsman',)",LIGHT,Effect Monster,Spellcaster,"('Effect',)",5,200,False,False,1700,,"Sieth, the Scabbard of Noble Arms","https://yugipedia.com/wiki/Sieth,_the_Scabbard_of_Noble_Arms",,2022-10-20 07:38:16
Sigilstate Sol,Monster Card,,,LIGHT,Effect Monster,Cyberse,"('Effect',)",7,0,False,False,2500,,Sigilstate Sol,https://yugipedia.com/wiki/Sigilstate_Sol,,2021-12-17 12:20:39
Silent Assailant,Monster Card,,,DARK,Normal Monster,Psychic,,4,0,False,False,1500,,Silent Assailant,https://yugipedia.com/wiki/Silent_Assailant,,2022-10-20 07:04:17
Silent Doom,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Silent Doom (Rush Duel),https://yugipedia.com/wiki/Silent_Doom_(Rush_Duel),,2022-12-19 12:39:02
Silent Learning,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Silent Learning,https://yugipedia.com/wiki/Silent_Learning,,2022-08-25 01:02:32
Silver Fang,Monster Card,,,EARTH,Normal Monster,Beast,,3,800,False,False,1200,,Silver Fang (Rush Duel),https://yugipedia.com/wiki/Silver_Fang_(Rush_Duel),,2022-09-21 03:03:29
Silver Rail Necrodrake,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Silver Rail Necrodrake,https://yugipedia.com/wiki/Silver_Rail_Necrodrake,,2023-02-06 02:32:44
Silver Seyfert,Monster Card,,,LIGHT,Normal Monster,Galaxy (Type),,6,800,False,False,2000,,Silver Seyfert,https://yugipedia.com/wiki/Silver_Seyfert,,2022-12-21 09:14:22
Silver Wolf,Monster Card,,,EARTH,Effect Monster,Beast,"('Effect',)",3,400,False,False,1300,,Silver Wolf,https://yugipedia.com/wiki/Silver_Wolf,,2022-09-21 04:39:39
Silver-Eyes Star Cat,Monster Card,,"('Cat (Rush Duel series)',)",DARK,Normal Monster,Beast,,4,200,False,False,1400,,Silver-Eyes Star Cat,https://yugipedia.com/wiki/Silver-Eyes_Star_Cat,,2023-01-21 13:54:08
Silvermountain of Blisstopia,Spell Card,Field Spell Card,"('Blisstopia',)",,,,"('Effect',)",,,False,False,,,Silvermountain of Blisstopia,https://yugipedia.com/wiki/Silvermountain_of_Blisstopia,,2022-12-13 15:35:00
Site Preview,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Site Preview,https://yugipedia.com/wiki/Site_Preview,,2023-02-04 14:18:03
Skull Servant,Monster Card,,,DARK,Normal Monster,Zombie,,1,200,False,False,300,,Skull Servant (Rush Duel),https://yugipedia.com/wiki/Skull_Servant_(Rush_Duel),,2022-09-21 03:21:22
Sky Dragon,Monster Card,,,WIND,Normal Monster,Dragon,,6,1800,False,False,1900,,Sky Dragon (Rush Duel),https://yugipedia.com/wiki/Sky_Dragon_(Rush_Duel),,2022-02-09 02:41:56
Sky Fossil Anomalocaris,Monster Card,,"('Sky Fossil',)",WIND,Effect Monster,Zombie,,7,0,False,False,2500,,Sky Fossil Anomalocaris,https://yugipedia.com/wiki/Sky_Fossil_Anomalocaris,,2023-01-31 17:15:23
Sky Fossil Cambroraster,Monster Card,,"('Sky Fossil',)",WIND,Normal Monster,Zombie,,4,0,False,False,1500,,Sky Fossil Cambroraster,https://yugipedia.com/wiki/Sky_Fossil_Cambroraster,,2023-01-31 17:15:49
Sky Fossil Hurdia,Monster Card,,"('Sky Fossil',)",WIND,Normal Monster,Zombie,,4,1500,False,False,0,,Sky Fossil Hurdia,https://yugipedia.com/wiki/Sky_Fossil_Hurdia,,2023-01-31 17:15:59
Sky Fossil Lyrarapax,Monster Card,,"('Sky Fossil',)",WIND,Effect Monster,Zombie,,3,0,False,False,1300,,Sky Fossil Lyrarapax,https://yugipedia.com/wiki/Sky_Fossil_Lyrarapax,,2023-01-31 17:16:17
Skysavior Prayer,Spell Card,Normal Spell Card,"('Skysavior',)",,,,"('Effect',)",,,False,False,,,Skysavior Prayer,https://yugipedia.com/wiki/Skysavior_Prayer,,2023-01-21 14:43:02
Skysavior Symbol,Spell Card,Equip Spell Card,"('Skysavior',)",,,,"('Effect',)",,,False,False,,,Skysavior Symbol,https://yugipedia.com/wiki/Skysavior_Symbol,,2023-01-21 14:45:31
Skysavior Witnesses,Spell Card,Normal Spell Card,"('Skysavior',)",,,,"('Effect',)",,,False,False,,,Skysavior Witnesses,https://yugipedia.com/wiki/Skysavior_Witnesses,,2023-01-21 14:44:39
Slash Halo,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Slash Halo,https://yugipedia.com/wiki/Slash_Halo,,2023-02-04 14:17:46
Slot Machine PG-7,Monster Card,,,DARK,Effect Monster,Machine,"('Effect',)",3,1000,False,False,700,,Slot Machine PG-7,https://yugipedia.com/wiki/Slot_Machine_PG-7,,2023-02-06 12:23:19
Smashing Ground,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,True,False,,,Smashing Ground (Rush Duel),https://yugipedia.com/wiki/Smashing_Ground_(Rush_Duel),,2022-09-25 03:01:09
Snake Clown,Monster Card,,"('Metarion',)",LIGHT,Normal Monster,Reptile,,5,500,False,False,1700,,Snake Clown,https://yugipedia.com/wiki/Snake_Clown,,2022-12-30 01:32:44
Sneezing Greedizauls,Monster Card,,"('Nouveau Riche Dinosaur',)",LIGHT,Effect Monster,Dinosaur,"('Effect',)",7,1700,False,False,2400,,Sneezing Greedizauls,https://yugipedia.com/wiki/Sneezing_Greedizauls,,2022-12-13 07:15:45
Sogen,Spell Card,Field Spell Card,,,,,"('Effect',)",,,False,False,,,Sogen (Rush Duel),https://yugipedia.com/wiki/Sogen_(Rush_Duel),,2022-10-20 07:19:00
Solcier the Skysavior Lightflash,Monster Card,,"('Skysavior',)",LIGHT,Fusion Monster,Celestial Warrior,"('Multi-Choice Effect',)",9,2800,False,False,2200,,Solcier the Skysavior Lightflash,https://yugipedia.com/wiki/Solcier_the_Skysavior_Lightflash,,2023-01-21 14:28:24
Soleil the Skysavior Angel,Monster Card,,"('Skysavior',)",LIGHT,Effect Monster,Fairy,"('Effect',)",1,1000,False,False,0,,Soleil the Skysavior Angel,https://yugipedia.com/wiki/Soleil_the_Skysavior_Angel,,2023-01-21 14:06:59
Sonic Attacker,Monster Card,,,WIND,Effect Monster,Machine,"('Effect',)",5,1000,False,False,1300,,Sonic Attacker,https://yugipedia.com/wiki/Sonic_Attacker,,2022-09-21 03:07:51
Sorapuyo,Monster Card,,,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",2,0,False,False,1000,,Sorapuyo,https://yugipedia.com/wiki/Sorapuyo,,2022-09-20 11:07:13
Soul of a Reporter,Trap Card,Normal Trap Card,"('Newspaper',)",,,,"('Effect',)",,,False,False,,,Soul of a Reporter,https://yugipedia.com/wiki/Soul_of_a_Reporter,,2022-10-20 07:34:09
Sparkhearts Girl,Monster Card,,,FIRE,Effect Monster,Spellcaster,"('Effect',)",3,1200,False,False,800,,Sparkhearts Girl,https://yugipedia.com/wiki/Sparkhearts_Girl,,2022-10-20 07:08:44
Sparks,Spell Card,Normal Spell Card,,,,,"('Effect',)",,,False,False,,,Sparks (Rush Duel),https://yugipedia.com/wiki/Sparks_(Rush_Duel),,2022-09-21 03:18:07
Spectral Swords of the Everloyal Guard,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Spectral Swords of the Everloyal Guard,https://yugipedia.com/wiki/Spectral_Swords_of_the_Everloyal_Guard,,2022-02-11 17:09:41
Speed Booster,Spell Card,Normal Spell Card,"('Speed (Rush Duel series)',)",,,,,,,False,False,,,Speed Booster (GO RUSH!!),https://yugipedia.com/wiki/Speed_Booster_(GO_RUSH!!),,2023-01-29 23:45:56
Speed Carrier,Monster Card,,"('Speed (Rush Duel series)',)",WIND,Effect Monster,Warrior,,5,1200,False,False,1500,,Speed Carrier,https://yugipedia.com/wiki/Speed_Carrier,,2023-01-22 20:39:10
Speed Commander,Monster Card,,"('Speed (Rush Duel series)',)",WIND,Effect Monster,Warrior,,5,1600,False,False,1500,,Speed Commander,https://yugipedia.com/wiki/Speed_Commander,,2023-01-22 21:13:26
Speed Intruder,Monster Card,,"('Speed (Rush Duel series)',)",WIND,Effect Monster,Warrior,,3,1000,False,False,1000,,Speed Intruder,https://yugipedia.com/wiki/Speed_Intruder,,2023-01-22 20:35:09
Speed Trooper,Monster Card,,"('Speed (Rush Duel series)',)",WIND,Effect Monster,Warrior,,4,100,False,False,1400,,Speed Trooper,https://yugipedia.com/wiki/Speed_Trooper,,2023-01-22 21:20:11
Speed Turn,Trap Card,Normal Trap Card,"('Speed (Rush Duel series)',)",,,,,,,False,False,,,Speed Turn (GO RUSH!!),https://yugipedia.com/wiki/Speed_Turn_(GO_RUSH!!),,2023-01-26 17:52:33
Speed Up,Spell Card,Normal Spell Card,"('Speed (Rush Duel series)',)",,,,,,,False,False,,,Speed Up,https://yugipedia.com/wiki/Speed_Up,,2023-01-22 20:30:50
Speedy Performer,Monster Card,,"('Psychic Musician',)",DARK,Effect Monster,Psychic,"('Effect',)",3,1000,False,False,400,,Speedy Performer,https://yugipedia.com/wiki/Speedy_Performer,,2023-01-05 22:41:28
Spell Archer,Monster Card,,,WIND,Normal Monster,Spellcaster,,3,400,False,False,1000,,Spell Archer,https://yugipedia.com/wiki/Spell_Archer,,2022-08-24 13:10:35
Spell Arsenal,Monster Card,,,WIND,Effect Monster,Spellcaster,,3,1000,False,False,400,,Spell Arsenal,https://yugipedia.com/wiki/Spell_Arsenal,,2023-02-06 02:07:47
Spell Shattering Spear,Spell Card,Normal Spell Card,,,,,,,,False,False,,,Spell Shattering Spear,https://yugipedia.com/wiki/Spell_Shattering_Spear,,2023-02-14 02:06:19
Spice the Elite Noodle Ninja,Monster Card,,"('Noodle Ninja',)",FIRE,Effect Monster,Pyro,"('Effect',)",7,0,False,False,2200,,Spice the Elite Noodle Ninja,https://yugipedia.com/wiki/Spice_the_Elite_Noodle_Ninja,,2022-12-21 09:44:39
Spider Roll the Sushi Fairy,Monster Card,,"('Sushi Fairy',)",DARK,Normal Monster,Fairy,,2,800,False,False,800,,Spider Roll the Sushi Fairy,https://yugipedia.com/wiki/Spider_Roll_the_Sushi_Fairy,,2022-10-30 07:46:36
Spike Seadra,Monster Card,,,WATER,Normal Monster,Sea Serpent,,5,1300,False,False,1600,,Spike Seadra (Rush Duel),https://yugipedia.com/wiki/Spike_Seadra_(Rush_Duel),,2022-04-23 01:19:18
Spiral Geyser,Trap Card,Normal Trap Card,,,,,"('Effect',)",,,False,False,,,Spiral Geyser,https://yugipedia.com/wiki/Spiral_Geyser,,2022-09-21 06:17:44
Spirit of Bolt of Inspiration,Monster Card,,,EARTH,Effect Monster,Thunder,"('Effect',)",2,1200,False,False,800,,Spirit of Bolt of Inspiration,https://yugipedia.com/wiki/Spirit_of_Bolt_of_Inspiration,,2022-09-21 06:18:21
Spirit of the Mini Harp,Monster Card,,"('Bubble Actress',)",WATER,Normal Monster,Aqua,,1,1400,False,False,0,,Spirit of the Mini Harp,https://yugipedia.com/wiki/Spirit_of_the_Mini_Harp,,2022-07-12 15:12:17
Spirit of the Soup,Monster Card,,"('Bubble Actress',)",FIRE,Normal Monster,Aqua,,1,1400,False,False,0,,Spirit of the Soup,https://yugipedia.com/wiki/Spirit_of_the_Soup,,2022-09-04 10:55:07
Splendid Floor Master,Monster Card,,,WATER,Fusion Monster,Spellcaster,"('Effect',)",6,1200,False,False,2400,,Splendid Floor Master,https://yugipedia.com/wiki/Splendid_Floor_Master,,2022-11-17 12:08:58
Splitter Slime,Monster Card,,,WATER,Effect Monster,Aqua,"('Effect',)",3,500,False,False,1000,,Splitter Slime,https://yugipedia.com/wiki/Splitter_Slime,,2022-11-17 12:09:49
Sportsdragon Closer,Monster Card,,"('Sportsdragon',)",FIRE,Effect Monster,Dragon,"('Effect',)",7,1300,False,False,2200,,Sportsdragon Closer,https://yugipedia.com/wiki/Sportsdragon_Closer,,2022-12-30 03:20:32
