Card number,Name,Rarity,Print,Modification date,Series,Version
DRL2-PT003,Doom Virus Dragon,"('Secret Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT004,Tyrant Burst Dragon,"('Secret Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT004,Tyrant Burst Dragon,"('Secret Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT005,Mirror Force Dragon,"('Secret Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT005,Mirror Force Dragon,"('Secret Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT006,The Fang of Critias,"('Secret Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT006,The Fang of Critias,"('Secret Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT007,Tyrant Wing,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT007,Tyrant Wing,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT008,Legendary Knight Hermos,"('Secret Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT008,Legendary Knight Hermos,"('Secret Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT009,Time Magic Hammer,"('Secret Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT009,Time Magic Hammer,"('Secret Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT010,Rocket Hermos Cannon,"('Secret Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT010,Rocket Hermos Cannon,"('Secret Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT011,Goddess Bow,"('Secret Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT011,Goddess Bow,"('Secret Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT012,Red-Eyes Black Dragon Sword,"('Secret Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT012,Red-Eyes Black Dragon Sword,"('Secret Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT013,The Claw of Hermos,"('Secret Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT013,The Claw of Hermos,"('Secret Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT014,Roulette Spider,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT014,Roulette Spider,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT015,Double Magical Arm Bind,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT015,Double Magical Arm Bind,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT016,Lord of the Red,"('Secret Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT016,Lord of the Red,"('Secret Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT017,Red-Eyes Transmigration,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT017,Red-Eyes Transmigration,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT018,Paladin of Dark Dragon,"('Secret Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT018,Paladin of Dark Dragon,"('Secret Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT019,Dark Dragon Ritual,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT019,Dark Dragon Ritual,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT020,Red-Eyes Spirit,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT020,Red-Eyes Spirit,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT021,Red-Eyes Burn,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT021,Red-Eyes Burn,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT022,Toon Ancient Gear Golem,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT022,Toon Ancient Gear Golem,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT023,Toon Kingdom,"('Secret Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT023,Toon Kingdom,"('Secret Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT024,Toon Rollback,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT024,Toon Rollback,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT025,Shadow Toon,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT025,Shadow Toon,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT026,Comic Hand,"('Secret Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT026,Comic Hand,"('Secret Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT027,Mimicat,"('Secret Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT027,Mimicat,"('Secret Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT028,Toon Mask,"('Secret Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT028,Toon Mask,"('Secret Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT029,Toon Briefcase,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT029,Toon Briefcase,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT030,Prediction Princess Coinorma,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT030,Prediction Princess Coinorma,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT031,Prediction Princess Petalelf,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT031,Prediction Princess Petalelf,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT032,Prediction Princess Astromorrigan,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT032,Prediction Princess Astromorrigan,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT033,Prediction Princess Arrowsylph,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT033,Prediction Princess Arrowsylph,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT034,Prediction Princess Crystaldine,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT034,Prediction Princess Crystaldine,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT035,Prediction Princess Tarotrei,"('Secret Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT035,Prediction Princess Tarotrei,"('Secret Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT036,Prediction Ritual,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT036,Prediction Ritual,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT037,Black Cat-astrophe,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT037,Black Cat-astrophe,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT038,Reverse Reuse,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT038,Reverse Reuse,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT039,Aquaactress Tetra,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT039,Aquaactress Tetra,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT040,Aquaactress Guppy,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT040,Aquaactress Guppy,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT041,Aquaactress Arowana,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT041,Aquaactress Arowana,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT042,Aquarium Stage,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT042,Aquarium Stage,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT043,Aquarium Set,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT043,Aquarium Set,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT044,Aquarium Lighting,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT044,Aquarium Lighting,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-PT045,Aqua Story - Urashima,"('Super Rare',)",,2020-12-27 01:47:43,,Old
DRL2-PT045,Aqua Story - Urashima,"('Super Rare',)",,2020-12-27 01:47:43,Battles of Legend,New
DRL2-SP001,Timaeus the Knight of Destiny,"('Secret Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP001,Timaeus the Knight of Destiny,"('Secret Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP002,Legendary Knight Critias,"('Secret Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP002,Legendary Knight Critias,"('Secret Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP003,Doom Virus Dragon,"('Secret Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP003,Doom Virus Dragon,"('Secret Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP004,Tyrant Burst Dragon,"('Secret Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP004,Tyrant Burst Dragon,"('Secret Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP005,Mirror Force Dragon,"('Secret Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP005,Mirror Force Dragon,"('Secret Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP006,The Fang of Critias,"('Secret Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP006,The Fang of Critias,"('Secret Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP007,Tyrant Wing,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP007,Tyrant Wing,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP008,Legendary Knight Hermos,"('Secret Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP008,Legendary Knight Hermos,"('Secret Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP009,Time Magic Hammer,"('Secret Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP009,Time Magic Hammer,"('Secret Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP010,Rocket Hermos Cannon,"('Secret Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP010,Rocket Hermos Cannon,"('Secret Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP011,Goddess Bow,"('Secret Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP011,Goddess Bow,"('Secret Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP012,Red-Eyes Black Dragon Sword,"('Secret Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP012,Red-Eyes Black Dragon Sword,"('Secret Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP013,The Claw of Hermos,"('Secret Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP013,The Claw of Hermos,"('Secret Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP014,Roulette Spider,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP014,Roulette Spider,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP015,Double Magical Arm Bind,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP015,Double Magical Arm Bind,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP016,Lord of the Red,"('Secret Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP016,Lord of the Red,"('Secret Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP017,Red-Eyes Transmigration,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP017,Red-Eyes Transmigration,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP018,Paladin of Dark Dragon,"('Secret Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP018,Paladin of Dark Dragon,"('Secret Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP019,Dark Dragon Ritual,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP019,Dark Dragon Ritual,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP020,Red-Eyes Spirit,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP020,Red-Eyes Spirit,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP021,Red-Eyes Burn,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP021,Red-Eyes Burn,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP022,Toon Ancient Gear Golem,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP022,Toon Ancient Gear Golem,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP023,Toon Kingdom,"('Secret Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP023,Toon Kingdom,"('Secret Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP024,Toon Rollback,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP024,Toon Rollback,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP025,Shadow Toon,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP025,Shadow Toon,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP026,Comic Hand,"('Secret Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP026,Comic Hand,"('Secret Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP027,Mimicat,"('Secret Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP027,Mimicat,"('Secret Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP028,Toon Mask,"('Secret Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP028,Toon Mask,"('Secret Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP029,Toon Briefcase,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP029,Toon Briefcase,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP030,Prediction Princess Coinorma,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP030,Prediction Princess Coinorma,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP031,Prediction Princess Petalelf,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP031,Prediction Princess Petalelf,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP032,Prediction Princess Astromorrigan,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP032,Prediction Princess Astromorrigan,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP033,Prediction Princess Arrowsylph,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP033,Prediction Princess Arrowsylph,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP034,Prediction Princess Crystaldine,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP034,Prediction Princess Crystaldine,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP035,Prediction Princess Tarotrei,"('Secret Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP035,Prediction Princess Tarotrei,"('Secret Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP036,Prediction Ritual,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP036,Prediction Ritual,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP037,Black Cat-astrophe,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP037,Black Cat-astrophe,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP038,Reverse Reuse,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP038,Reverse Reuse,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP039,Aquaactress Tetra,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP039,Aquaactress Tetra,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP040,Aquaactress Guppy,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP040,Aquaactress Guppy,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP041,Aquaactress Arowana,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP041,Aquaactress Arowana,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP042,Aquarium Stage,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP042,Aquarium Stage,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP043,Aquarium Set,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP043,Aquarium Set,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP044,Aquarium Lighting,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP044,Aquarium Lighting,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL2-SP045,Aqua Story - Urashima,"('Super Rare',)",,2020-12-27 01:47:52,,Old
DRL2-SP045,Aqua Story - Urashima,"('Super Rare',)",,2020-12-27 01:47:52,Battles of Legend,New
DRL3-DE001,Odd-Eyes Mirage Dragon,"('Secret Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE001,Odd-Eyes Mirage Dragon,"('Secret Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE002,Performapal Uni,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE002,Performapal Uni,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE003,Performapal Corn,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE003,Performapal Corn,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE004,Raidraptor - Napalm Dragonius,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE004,Raidraptor - Napalm Dragonius,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE005,Raidraptor - Blade Burner Falcon,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE005,Raidraptor - Blade Burner Falcon,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE006,The Tripper Mercury,"('Secret Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE006,The Tripper Mercury,"('Secret Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE007,The Blazing Mars,"('Secret Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE007,The Blazing Mars,"('Secret Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE008,The Grand Jupiter,"('Secret Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE008,The Grand Jupiter,"('Secret Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE009,The Despair Uranus,"('Secret Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE009,The Despair Uranus,"('Secret Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE010,The Suppression Pluto,"('Secret Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE010,The Suppression Pluto,"('Secret Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE011,Cyber Petit Angel,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE011,Cyber Petit Angel,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE012,Cyber Angel Benten,"('Secret Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE012,Cyber Angel Benten,"('Secret Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE013,Cyber Angel Idaten,"('Secret Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE013,Cyber Angel Idaten,"('Secret Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE014,Cyber Angel Dakini,"('Secret Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE014,Cyber Angel Dakini,"('Secret Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE015,Machine Angel Ritual,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE015,Machine Angel Ritual,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE016,Ritual Sanctuary,"('Secret Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE016,Ritual Sanctuary,"('Secret Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE017,Red Nova,"('Secret Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE017,Red Nova,"('Secret Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE018,Zushin the Sleeping Giant,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE018,Zushin the Sleeping Giant,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE019,Hand-Holding Genie,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE019,Hand-Holding Genie,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE020,Scrum Force,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE020,Scrum Force,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE021,Number 100: Numeron Dragon,"('Secret Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE021,Number 100: Numeron Dragon,"('Secret Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE022,Number 24: Dragulas the Vampiric Dragon,"('Secret Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE022,Number 24: Dragulas the Vampiric Dragon,"('Secret Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE023,Number 45: Crumble Logos the Prophet of Demolition,"('Secret Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE023,Number 45: Crumble Logos the Prophet of Demolition,"('Secret Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE024,Number 51: Finisher the Strong Arm,"('Secret Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE024,Number 51: Finisher the Strong Arm,"('Secret Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE025,Number 59: Crooked Cook,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE025,Number 59: Crooked Cook,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE026,Number 78: Number Archive,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE026,Number 78: Number Archive,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE027,Number 98: Antitopian,"('Secret Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE027,Number 98: Antitopian,"('Secret Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE028,Cipher Wing,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE028,Cipher Wing,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE029,Galaxy-Eyes Cipher Dragon,"('Secret Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE029,Galaxy-Eyes Cipher Dragon,"('Secret Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE030,Galaxy Stealth Dragon,"('Secret Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE030,Galaxy Stealth Dragon,"('Secret Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE031,Flower Cardian Pine,"('Secret Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE031,Flower Cardian Pine,"('Secret Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE032,Flower Cardian Zebra Grass,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE032,Flower Cardian Zebra Grass,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE033,Flower Cardian Willow,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE033,Flower Cardian Willow,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE034,Flower Cardian Paulownia,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE034,Flower Cardian Paulownia,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE035,Flower Cardian Pine with Crane,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE035,Flower Cardian Pine with Crane,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE036,Flower Cardian Zebra Grass with Moon,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE036,Flower Cardian Zebra Grass with Moon,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE037,Flower Cardian Willow with Calligrapher,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE037,Flower Cardian Willow with Calligrapher,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE038,Flower Cardian Paulownia with Phoenix,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE038,Flower Cardian Paulownia with Phoenix,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE039,Flower Cardian Lightshower,"('Secret Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE039,Flower Cardian Lightshower,"('Secret Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE040,Flower Gathering,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE040,Flower Gathering,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE041,Legendary Knight Timaeus,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE041,Legendary Knight Timaeus,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE042,Kuribandit,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE042,Kuribandit,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE043,Amulet Dragon,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE043,Amulet Dragon,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE044,Dark Magician Girl the Dragon Knight,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE044,Dark Magician Girl the Dragon Knight,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE045,The Eye of Timaeus,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE045,The Eye of Timaeus,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
DRL3-DE046,Legend of Heart,"('Ultra Rare',)",,2020-12-27 01:47:58,,Old
DRL3-DE046,Legend of Heart,"('Ultra Rare',)",,2020-12-27 01:47:58,Battles of Legend,New
