Name,Password,Archseries,Effect type,TCG status,Page name,Page URL,Artwork,Modification date,Errata,Version
Spellbook Magician of Prophecy,14824019,,"('Trigger Effect',)",Unlimited,Spellbook Magician of Prophecy,https://yugipedia.com/wiki/Spellbook_Magician_of_Prophecy,,2023-03-20 09:27:50,"('Any',)",Old
Spellbook Magician of Prophecy,14824019,"('Prophecy', 'Spellbook')","('Trigger Effect',)",Unlimited,Spellbook Magician of Prophecy,https://yugipedia.com/wiki/Spellbook_Magician_of_Prophecy,,2023-03-20 09:27:50,"('Any',)",New
Spellbook Organization,96677818,,"('Effect',)",Unlimited,Spellbook Organization,https://yugipedia.com/wiki/Spellbook_Organization,,2023-03-20 09:28:02,"('Name',)",Old
Spellbook Organization,96677818,"('Prophecy', 'Spellbook')","('Effect',)",Unlimited,Spellbook Organization,https://yugipedia.com/wiki/Spellbook_Organization,,2023-03-20 09:28:02,"('Name',)",New
Spellbook Star Hall,56321639,,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,Spellbook Star Hall,https://yugipedia.com/wiki/Spellbook_Star_Hall,,2023-03-20 09:28:14,,Old
Spellbook Star Hall,56321639,"('Prophecy', 'Spellbook')","('Continuous-like Effect', 'Trigger Effect')",Unlimited,Spellbook Star Hall,https://yugipedia.com/wiki/Spellbook_Star_Hall,,2023-03-20 09:28:14,,New
Spellbook of Judgment,46448938,,"('Condition', 'Lingering effect')",Limited,Spellbook of Judgment,https://yugipedia.com/wiki/Spellbook_of_Judgment,"('Edited',)",2023-05-07 14:44:27,,Old
Spellbook of Judgment,46448938,"('Prophecy', 'Spellbook')","('Condition', 'Lingering effect')",Limited,Spellbook of Judgment,https://yugipedia.com/wiki/Spellbook_of_Judgment,"('Edited',)",2023-05-07 14:44:27,,New
Spellbook of Miracles,43841694,,"('Condition', 'Effect')",Unlimited,Spellbook of Miracles,https://yugipedia.com/wiki/Spellbook_of_Miracles,,2023-03-20 09:29:33,,Old
Spellbook of Miracles,43841694,"('Prophecy', 'Spellbook')","('Condition', 'Effect')",Unlimited,Spellbook of Miracles,https://yugipedia.com/wiki/Spellbook_of_Miracles,,2023-03-20 09:29:33,,New
Spellbook of Power,25123082,,"('Condition', 'Effect', 'Trigger Effect')",Unlimited,Spellbook of Power,https://yugipedia.com/wiki/Spellbook_of_Power,,2023-03-20 09:29:47,"('Any',)",Old
Spellbook of Power,25123082,"('Prophecy', 'Spellbook')","('Condition', 'Effect', 'Trigger Effect')",Unlimited,Spellbook of Power,https://yugipedia.com/wiki/Spellbook_of_Power,,2023-03-20 09:29:47,"('Any',)",New
Spellbook of Wisdom,88616795,,"('Effect',)",Unlimited,Spellbook of Wisdom,https://yugipedia.com/wiki/Spellbook_of_Wisdom,"('Edited',)",2023-03-20 09:30:20,"('Any',)",Old
Spellbook of Wisdom,88616795,"('Prophecy', 'Spellbook')","('Effect',)",Unlimited,Spellbook of Wisdom,https://yugipedia.com/wiki/Spellbook_of_Wisdom,"('Edited',)",2023-03-20 09:30:20,"('Any',)",New
Sphere of Chaos,82693042,,"('Continuous Effect', 'Trigger Effect')",Unlimited,Sphere of Chaos,https://yugipedia.com/wiki/Sphere_of_Chaos,,2023-03-20 09:31:39,,Old
Sphere of Chaos,82693042,"('Chaos',)","('Continuous Effect', 'Trigger Effect')",Unlimited,Sphere of Chaos,https://yugipedia.com/wiki/Sphere_of_Chaos,,2023-03-20 09:31:39,,New
Sphinx Teleia,51402177,,"('Condition', 'Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Sphinx Teleia,https://yugipedia.com/wiki/Sphinx_Teleia,,2023-03-20 09:32:13,,Old
Sphinx Teleia,51402177,"('Sphinx',)","('Condition', 'Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Sphinx Teleia,https://yugipedia.com/wiki/Sphinx_Teleia,,2023-03-20 09:32:13,,New
Spider Egg,56051648,,"('Activation condition', 'Effect')",Unlimited,Spider Egg,https://yugipedia.com/wiki/Spider_Egg,,2023-03-20 09:32:37,"('Any',)",Old
Spider Egg,56051648,"('Spider',)","('Activation condition', 'Effect')",Unlimited,Spider Egg,https://yugipedia.com/wiki/Spider_Egg,,2023-03-20 09:32:37,"('Any',)",New
Spider Web,69408987,,"('Continuous-like Effect',)",Unlimited,Spider Web,https://yugipedia.com/wiki/Spider_Web,,2023-03-20 09:32:59,,Old
Spider Web,69408987,"('Spider',)","('Continuous-like Effect',)",Unlimited,Spider Web,https://yugipedia.com/wiki/Spider_Web,,2023-03-20 09:32:59,,New
Spiders' Lair,26640671,,"('Continuous-like Effect', 'Ignition-like Effect')",Unlimited,Spiders' Lair,https://yugipedia.com/wiki/Spiders%27_Lair,,2023-03-20 09:33:11,,Old
Spiders' Lair,26640671,"('Spider',)","('Continuous-like Effect', 'Ignition-like Effect')",Unlimited,Spiders' Lair,https://yugipedia.com/wiki/Spiders%27_Lair,,2023-03-20 09:33:11,,New
Spirit Charmers,91530236,,"('Condition', 'Cost', 'Effect')",Unlimited,Spirit Charmers,https://yugipedia.com/wiki/Spirit_Charmers,"('Edited',)",2023-03-20 09:37:08,,Old
Spirit Charmers,91530236,"('Spiritual Art',)","('Condition', 'Cost', 'Effect')",Unlimited,Spirit Charmers,https://yugipedia.com/wiki/Spirit_Charmers,"('Edited',)",2023-03-20 09:37:08,,New
"Spirit Message ""A""",94772232,,"('Condition',)",Unlimited,"Spirit Message ""A""",https://yugipedia.com/wiki/Spirit_Message_%22A%22,"('Edited',)",2023-03-20 09:38:11,"('Type',)",Old
"Spirit Message ""A""",94772232,"('Spirit Message',)","('Condition',)",Unlimited,"Spirit Message ""A""",https://yugipedia.com/wiki/Spirit_Message_%22A%22,"('Edited',)",2023-03-20 09:38:11,"('Type',)",New
"Spirit Message ""N""",67287533,,"('Condition',)",Unlimited,"Spirit Message ""N""",https://yugipedia.com/wiki/Spirit_Message_%22N%22,"('Edited',)",2023-03-16 09:23:23,"('Type',)",Old
"Spirit Message ""N""",67287533,"('Spirit Message',)","('Condition',)",Unlimited,"Spirit Message ""N""",https://yugipedia.com/wiki/Spirit_Message_%22N%22,"('Edited',)",2023-03-16 09:23:23,"('Type',)",New
Spirit of the Pharaoh,25343280,,"('Summoning condition', 'Trigger Effect')",Unlimited,Spirit of the Pharaoh,https://yugipedia.com/wiki/Spirit_of_the_Pharaoh,,2023-04-06 19:41:42,"('Any',)",Old
Spirit of the Pharaoh,25343280,"('Sarcophagus',)","('Summoning condition', 'Trigger Effect')",Unlimited,Spirit of the Pharaoh,https://yugipedia.com/wiki/Spirit_of_the_Pharaoh,,2023-04-06 19:41:42,"('Any',)",New
Spirit of the Six Samurai,65685470,,"('Condition', 'Continuous-like Effect', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,Spirit of the Six Samurai,https://yugipedia.com/wiki/Spirit_of_the_Six_Samurai,,2023-03-20 09:41:07,"('Any',)",Old
Spirit of the Six Samurai,65685470,"('Six Samurai',)","('Condition', 'Continuous-like Effect', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,Spirit of the Six Samurai,https://yugipedia.com/wiki/Spirit_of_the_Six_Samurai,,2023-03-20 09:41:07,"('Any',)",New
Spiritual Beast Cannahawk,49885567,,"('Condition', 'Ignition Effect')",Unlimited,Spiritual Beast Cannahawk,https://yugipedia.com/wiki/Spiritual_Beast_Cannahawk,,2023-03-20 09:41:47,,Old
Spiritual Beast Cannahawk,49885567,"('Ritual Beast', 'Spiritual Beast')","('Condition', 'Ignition Effect')",Unlimited,Spiritual Beast Cannahawk,https://yugipedia.com/wiki/Spiritual_Beast_Cannahawk,,2023-03-20 09:41:47,,New
Spiritual Beast Rampengu,88123329,,"('Condition', 'Ignition Effect')",Unlimited,Spiritual Beast Rampengu,https://yugipedia.com/wiki/Spiritual_Beast_Rampengu,,2023-03-20 09:42:14,,Old
Spiritual Beast Rampengu,88123329,"('Ritual Beast', 'Spiritual Beast')","('Condition', 'Ignition Effect')",Unlimited,Spiritual Beast Rampengu,https://yugipedia.com/wiki/Spiritual_Beast_Rampengu,,2023-03-20 09:42:14,,New
Spiritual Light Art - Hijiri,05037726,,"('Cost', 'Effect')",Unlimited,Spiritual Light Art - Hijiri,https://yugipedia.com/wiki/Spiritual_Light_Art_-_Hijiri,,2023-03-20 09:43:36,,Old
Spiritual Light Art - Hijiri,05037726,"('Spiritual Art',)","('Cost', 'Effect')",Unlimited,Spiritual Light Art - Hijiri,https://yugipedia.com/wiki/Spiritual_Light_Art_-_Hijiri,,2023-03-20 09:43:36,,New
Spiritual Swords of Revealing Light,78625592,,"('Quick-like Effect',)",Unlimited,Spiritual Swords of Revealing Light,https://yugipedia.com/wiki/Spiritual_Swords_of_Revealing_Light,,2023-03-20 09:43:46,,Old
Spiritual Swords of Revealing Light,78625592,"('Protective Seal',)","('Quick-like Effect',)",Unlimited,Spiritual Swords of Revealing Light,https://yugipedia.com/wiki/Spiritual_Swords_of_Revealing_Light,,2023-03-20 09:43:46,,New
Spright Elf,27381364,,"('Condition', 'Continuous Effect', 'Quick Effect')",Forbidden,Spright Elf,https://yugipedia.com/wiki/Spright_Elf,,2023-03-20 09:48:02,,Old
Spright Elf,27381364,"('Spright',)","('Condition', 'Continuous Effect', 'Quick Effect')",Forbidden,Spright Elf,https://yugipedia.com/wiki/Spright_Elf,,2023-03-20 09:48:02,,New
Spright Smashers,88836438,,"('Condition', 'Effect')",Unlimited,Spright Smashers,https://yugipedia.com/wiki/Spright_Smashers,,2023-03-20 09:48:48,,Old
Spright Smashers,88836438,"('Spright',)","('Condition', 'Effect')",Unlimited,Spright Smashers,https://yugipedia.com/wiki/Spright_Smashers,,2023-06-13 22:50:49,,New
Spright Starter,15443125,,"('Condition', 'Effect')",Semi-Limited,Spright Starter,https://yugipedia.com/wiki/Spright_Starter,,2023-03-20 09:49:10,,Old
Spright Starter,15443125,"('Spright',)","('Condition', 'Effect')",Semi-Limited,Spright Starter,https://yugipedia.com/wiki/Spright_Starter,,2023-03-20 09:49:10,,New
Springans Branga,83203672,,"('Condition', 'Ignition Effect')",Unlimited,Springans Branga,https://yugipedia.com/wiki/Springans_Branga,"('Edited',)",2023-03-20 09:50:22,,Old
Springans Branga,83203672,"('Springans',)","('Condition', 'Ignition Effect')",Unlimited,Springans Branga,https://yugipedia.com/wiki/Springans_Branga,"('Edited',)",2023-03-20 09:50:22,,New
Star Boy,08201910,,"('Continuous Effect',)",Unlimited,Star Boy,https://yugipedia.com/wiki/Star_Boy,,2023-05-14 20:41:34,"('Any',)",Old
Star Boy,08201910,"('Attribute Booster',)","('Continuous Effect',)",Unlimited,Star Boy,https://yugipedia.com/wiki/Star_Boy,,2023-05-14 20:41:34,"('Any',)",New
Star Pendulumgraph,74850403,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Star Pendulumgraph,https://yugipedia.com/wiki/Star_Pendulumgraph,,2023-03-20 09:57:32,,Old
Star Pendulumgraph,74850403,"('Pendulum (archetype)', 'Pendulumgraph')","('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Star Pendulumgraph,https://yugipedia.com/wiki/Star_Pendulumgraph,,2023-03-20 09:57:32,,New
Star Seraph Sage,44273680,,"('Ignition Effect',)",Unlimited,Star Seraph Sage,https://yugipedia.com/wiki/Star_Seraph_Sage,,2023-03-20 09:58:07,,Old
Star Seraph Sage,44273680,"('Star Seraph',)","('Ignition Effect',)",Unlimited,Star Seraph Sage,https://yugipedia.com/wiki/Star_Seraph_Sage,,2023-03-20 09:58:07,,New
Star Seraph Scale,64726269,,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Star Seraph Scale,https://yugipedia.com/wiki/Star_Seraph_Scale,,2023-03-20 09:58:17,,Old
Star Seraph Scale,64726269,"('Star Seraph',)","('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Star Seraph Scale,https://yugipedia.com/wiki/Star_Seraph_Scale,,2023-03-20 09:58:17,,New
Star Seraph Scout,08875971,,"('Trigger Effect',)",Unlimited,Star Seraph Scout,https://yugipedia.com/wiki/Star_Seraph_Scout,,2023-03-20 09:58:28,,Old
Star Seraph Scout,08875971,"('Star Seraph',)","('Trigger Effect',)",Unlimited,Star Seraph Scout,https://yugipedia.com/wiki/Star_Seraph_Scout,,2023-03-20 09:58:28,,New
Star Seraph Sovereignty,91110378,,"('Condition', 'Trigger Effect')",Unlimited,Star Seraph Sovereignty,https://yugipedia.com/wiki/Star_Seraph_Sovereignty,,2023-03-20 09:58:40,"('Any',)",Old
Star Seraph Sovereignty,91110378,"('Star Seraph',)","('Condition', 'Trigger Effect')",Unlimited,Star Seraph Sovereignty,https://yugipedia.com/wiki/Star_Seraph_Sovereignty,,2023-03-20 09:58:40,"('Any',)",New
Stardust Charge Warrior,64880894,,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Stardust Charge Warrior,https://yugipedia.com/wiki/Stardust_Charge_Warrior,,2023-05-07 15:23:21,"('Any',)",Old
Stardust Charge Warrior,64880894,"('Stardust (archetype)', 'Warrior (archetype)')","('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Stardust Charge Warrior,https://yugipedia.com/wiki/Stardust_Charge_Warrior,,2023-05-07 15:23:21,"('Any',)",New
Stardust Chronicle Spark Dragon,89474727,,"('Quick Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Stardust Chronicle Spark Dragon,https://yugipedia.com/wiki/Stardust_Chronicle_Spark_Dragon,,2023-03-16 02:41:15,"('Any',)",Old
Stardust Chronicle Spark Dragon,89474727,"('Duel Dragon', 'Stardust (archetype)')","('Quick Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Stardust Chronicle Spark Dragon,https://yugipedia.com/wiki/Stardust_Chronicle_Spark_Dragon,,2023-03-16 02:41:15,"('Any',)",New
Stardust Dragon,44508094,,"('Quick Effect', 'Trigger Effect')",Unlimited,Stardust Dragon,https://yugipedia.com/wiki/Stardust_Dragon,"('Alternate',)",2023-05-27 00:16:26,"('Type',)",Old
Stardust Dragon,44508094,"('Signer Dragon', 'Stardust (archetype)')","('Quick Effect', 'Trigger Effect')",Unlimited,Stardust Dragon,https://yugipedia.com/wiki/Stardust_Dragon,"('Alternate',)",2023-05-27 00:16:26,"('Type',)",New
Stardust Flash,27196937,,"('Effect',)",Unlimited,Stardust Flash,https://yugipedia.com/wiki/Stardust_Flash,,2023-03-20 10:02:34,,Old
Stardust Flash,27196937,"('Stardust (archetype)',)","('Effect',)",Unlimited,Stardust Flash,https://yugipedia.com/wiki/Stardust_Flash,,2023-03-20 10:02:34,,New
Stardust Re-Spark,20590784,,"('Activation condition', 'Condition', 'Effect')",Unlimited,Stardust Re-Spark,https://yugipedia.com/wiki/Stardust_Re-Spark,,2023-03-20 10:03:21,,Old
Stardust Re-Spark,20590784,"('Stardust (archetype)',)","('Activation condition', 'Condition', 'Effect')",Unlimited,Stardust Re-Spark,https://yugipedia.com/wiki/Stardust_Re-Spark,,2023-03-20 10:03:21,,New
Stardust Sifr Divine Dragon,26268488,,"('Continuous Effect', 'Ignition Effect', 'Quick Effect', 'Summoning condition')",Unlimited,Stardust Sifr Divine Dragon,https://yugipedia.com/wiki/Stardust_Sifr_Divine_Dragon,,2023-03-20 10:03:43,,Old
Stardust Sifr Divine Dragon,26268488,"('Duel Dragon', 'Stardust (archetype)')","('Continuous Effect', 'Ignition Effect', 'Quick Effect', 'Summoning condition')",Unlimited,Stardust Sifr Divine Dragon,https://yugipedia.com/wiki/Stardust_Sifr_Divine_Dragon,,2023-03-20 10:03:43,,New
Stardust Spark Dragon,83994433,,"('Quick Effect',)",Unlimited,Stardust Spark Dragon,https://yugipedia.com/wiki/Stardust_Spark_Dragon,,2023-04-23 10:47:46,"('Any',)",Old
Stardust Spark Dragon,83994433,"('Duel Dragon', 'Stardust (archetype)')","('Quick Effect',)",Unlimited,Stardust Spark Dragon,https://yugipedia.com/wiki/Stardust_Spark_Dragon,,2023-04-23 10:47:46,"('Any',)",New
Stardust Xiaolong,68543408,,"('Continuous Effect', 'Trigger Effect')",Unlimited,Stardust Xiaolong,https://yugipedia.com/wiki/Stardust_Xiaolong,,2023-03-20 10:04:56,"('Any',)",Old
Stardust Xiaolong,68543408,"('Stardust (archetype)',)","('Continuous Effect', 'Trigger Effect')",Unlimited,Stardust Xiaolong,https://yugipedia.com/wiki/Stardust_Xiaolong,,2023-03-20 10:04:56,"('Any',)",New
Starliege Lord Galaxion,40390147,,"('Ignition Effect',)",Unlimited,Starliege Lord Galaxion,https://yugipedia.com/wiki/Starliege_Lord_Galaxion,,2023-03-20 10:05:55,"('Name',)",Old
Starliege Lord Galaxion,40390147,"('Starliege',)","('Ignition Effect',)",Unlimited,Starliege Lord Galaxion,https://yugipedia.com/wiki/Starliege_Lord_Galaxion,,2023-06-17 18:06:44,"('Name',)",New
Starliege Paladynamo,61344030,,"('Ignition Effect', 'Trigger Effect')",Unlimited,Starliege Paladynamo,https://yugipedia.com/wiki/Starliege_Paladynamo,,2023-03-20 10:06:07,"('Any',)",Old
Starliege Paladynamo,61344030,"('Starliege',)","('Ignition Effect', 'Trigger Effect')",Unlimited,Starliege Paladynamo,https://yugipedia.com/wiki/Starliege_Paladynamo,,2023-03-20 10:06:07,"('Any',)",New
Starliege Seyfert,15381421,,"('Condition', 'Ignition Effect')",Unlimited,Starliege Seyfert,https://yugipedia.com/wiki/Starliege_Seyfert,,2023-03-20 10:06:32,,Old
Starliege Seyfert,15381421,"('Starliege',)","('Condition', 'Ignition Effect')",Unlimited,Starliege Seyfert,https://yugipedia.com/wiki/Starliege_Seyfert,,2023-03-20 10:06:32,,New
Statue of Anguish Pattern,23626223,,"('Continuous Effect', 'Effect', 'Trigger Effect')",Unlimited,Statue of Anguish Pattern,https://yugipedia.com/wiki/Statue_of_Anguish_Pattern,,2023-03-20 10:16:34,,Old
Statue of Anguish Pattern,23626223,"('Trap Monster',)","('Continuous Effect', 'Effect', 'Trigger Effect')",Unlimited,Statue of Anguish Pattern,https://yugipedia.com/wiki/Statue_of_Anguish_Pattern,,2023-03-20 10:16:34,,New
Stealthroid,98049038,,"('Trigger Effect',)",Unlimited,Stealthroid,https://yugipedia.com/wiki/Stealthroid,,2023-03-20 10:17:52,"('Any',)",Old
Stealthroid,98049038,"('Roid',)","('Trigger Effect',)",Unlimited,Stealthroid,https://yugipedia.com/wiki/Stealthroid,,2023-03-20 10:17:52,"('Any',)",New
Steelswarm Caucastag,84488827,,"('Trigger Effect',)",Unlimited,Steelswarm Caucastag,https://yugipedia.com/wiki/Steelswarm_Caucastag,,2023-03-20 10:21:16,"('Any',)",Old
Steelswarm Caucastag,84488827,"('Lswarm', 'Steelswarm')","('Trigger Effect',)",Unlimited,Steelswarm Caucastag,https://yugipedia.com/wiki/Steelswarm_Caucastag,,2023-03-20 10:21:16,"('Any',)",New
Steelswarm Gatekeeper,26722601,,"('Continuous Effect',)",Unlimited,Steelswarm Gatekeeper,https://yugipedia.com/wiki/Steelswarm_Gatekeeper,,2023-03-20 10:21:46,"('Any',)",Old
Steelswarm Gatekeeper,26722601,"('Lswarm', 'Steelswarm')","('Continuous Effect',)",Unlimited,Steelswarm Gatekeeper,https://yugipedia.com/wiki/Steelswarm_Gatekeeper,,2023-03-20 10:21:46,"('Any',)",New
Steelswarm Hercules,94092230,,"('Ignition Effect', 'Summoning condition')",Unlimited,Steelswarm Hercules,https://yugipedia.com/wiki/Steelswarm_Hercules,,2023-03-20 10:22:37,"('Any',)",Old
Steelswarm Hercules,94092230,"('Lswarm', 'Steelswarm')","('Ignition Effect', 'Summoning condition')",Unlimited,Steelswarm Hercules,https://yugipedia.com/wiki/Steelswarm_Hercules,,2023-03-20 10:22:37,"('Any',)",New
Steelswarm Mantis,85505315,,"('Trigger Effect',)",Unlimited,Steelswarm Mantis,https://yugipedia.com/wiki/Steelswarm_Mantis,,2023-03-20 10:23:10,"('Any',)",Old
Steelswarm Mantis,85505315,"('Lswarm', 'Steelswarm')","('Trigger Effect',)",Unlimited,Steelswarm Mantis,https://yugipedia.com/wiki/Steelswarm_Mantis,,2023-03-20 10:23:10,"('Any',)",New
Steelswarm Roach,37926346,,"('Quick Effect',)",Unlimited,Steelswarm Roach,https://yugipedia.com/wiki/Steelswarm_Roach,,2023-03-20 10:24:00,"('Any',)",Old
Steelswarm Roach,37926346,"('Lswarm', 'Steelswarm')","('Quick Effect',)",Unlimited,Steelswarm Roach,https://yugipedia.com/wiki/Steelswarm_Roach,,2023-03-20 10:24:00,"('Any',)",New
Steelswarm Scout,90727556,,"('Continuous Effect', 'Ignition Effect')",Unlimited,Steelswarm Scout,https://yugipedia.com/wiki/Steelswarm_Scout,,2023-03-20 10:24:18,"('Any',)",Old
Steelswarm Scout,90727556,"('Lswarm', 'Steelswarm')","('Continuous Effect', 'Ignition Effect')",Unlimited,Steelswarm Scout,https://yugipedia.com/wiki/Steelswarm_Scout,,2023-03-20 10:24:18,"('Any',)",New
Steelswarm Sting,35618486,,"('Trigger Effect',)",Unlimited,Steelswarm Sting,https://yugipedia.com/wiki/Steelswarm_Sting,,2023-03-20 10:24:51,,Old
Steelswarm Sting,35618486,"('Lswarm', 'Steelswarm')","('Trigger Effect',)",Unlimited,Steelswarm Sting,https://yugipedia.com/wiki/Steelswarm_Sting,,2023-03-20 10:24:51,,New
Stellarknight Alpha,81810441,,"('Condition', 'Continuous-like Effect')",Unlimited,Stellarknight Alpha,https://yugipedia.com/wiki/Stellarknight_Alpha,,2019-11-21 18:34:00,,Old
Stellarknight Alpha,81810441,"('Stellarknight', 'Tellarknight')","('Condition', 'Continuous-like Effect')",Unlimited,Stellarknight Alpha,https://yugipedia.com/wiki/Stellarknight_Alpha,,2019-11-21 18:34:00,,New
Stellarknight Constellar Diamond,09272381,,"('Continuous Effect', 'Quick Effect', 'Summoning condition')",Unlimited,Stellarknight Constellar Diamond,https://yugipedia.com/wiki/Stellarknight_Constellar_Diamond,,2023-03-20 10:25:58,,Old
Stellarknight Constellar Diamond,09272381,"('Constellar', 'Stellarknight', 'Tellarknight')","('Continuous Effect', 'Quick Effect', 'Summoning condition')",Unlimited,Stellarknight Constellar Diamond,https://yugipedia.com/wiki/Stellarknight_Constellar_Diamond,,2023-06-13 22:23:32,"('Any',)",New
Stellarknight Delteros,56638325,,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Stellarknight Delteros,https://yugipedia.com/wiki/Stellarknight_Delteros,,2023-05-05 03:12:18,,Old
Stellarknight Delteros,56638325,"('Stellarknight', 'Tellarknight')","('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Stellarknight Delteros,https://yugipedia.com/wiki/Stellarknight_Delteros,,2023-05-05 03:12:18,,New
Stellarknight Triverr,42589641,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Stellarknight Triverr,https://yugipedia.com/wiki/Stellarknight_Triverr,,2023-05-05 03:18:14,"('Any',)",Old
Stellarknight Triverr,42589641,"('Stellarknight', 'Tellarknight')","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Stellarknight Triverr,https://yugipedia.com/wiki/Stellarknight_Triverr,,2023-05-05 03:18:14,"('Any',)",New
Storm Cipher,89571015,,"('Continuous Effect',)",Unlimited,Storm Cipher,https://yugipedia.com/wiki/Storm_Cipher,,2023-03-20 10:31:45,,Old
Storm Cipher,89571015,"('Cipher',)","('Continuous Effect',)",Unlimited,Storm Cipher,https://yugipedia.com/wiki/Storm_Cipher,,2023-03-20 10:31:45,,New
Storming Wynn,29013526,,"('Ignition Effect',)",Unlimited,Storming Wynn,https://yugipedia.com/wiki/Storming_Wynn,"('Edited',)",2023-03-20 10:33:11,"('Any',)",Old
Storming Wynn,29013526,"('Cataclysmic Charmer',)","('Ignition Effect',)",Unlimited,Storming Wynn,https://yugipedia.com/wiki/Storming_Wynn,"('Edited',)",2023-03-20 10:33:11,"('Any',)",New
"Stream, Dragon Ruler of Droplets",27415516,,"('Condition', 'Ignition Effect')",Unlimited,"Stream, Dragon Ruler of Droplets","https://yugipedia.com/wiki/Stream,_Dragon_Ruler_of_Droplets",,2023-03-20 10:36:30,,Old
"Stream, Dragon Ruler of Droplets",27415516,"('Dragon Ruler',)","('Condition', 'Ignition Effect')",Unlimited,"Stream, Dragon Ruler of Droplets","https://yugipedia.com/wiki/Stream,_Dragon_Ruler_of_Droplets",,2023-03-20 10:36:30,,New
Strength of Prophecy,13002461,,"('Ignition Effect',)",Unlimited,Strength of Prophecy,https://yugipedia.com/wiki/Strength_of_Prophecy,,2023-03-20 10:37:05,,Old
Strength of Prophecy,13002461,"('Prophecy',)","('Ignition Effect',)",Unlimited,Strength of Prophecy,https://yugipedia.com/wiki/Strength_of_Prophecy,,2023-03-20 10:37:05,,New
Strike of the Monarchs,05795980,,"('Cost', 'Effect', 'Ignition-like Effect')",Unlimited,Strike of the Monarchs,https://yugipedia.com/wiki/Strike_of_the_Monarchs,,2023-03-20 10:38:00,"('Any',)",Old
Strike of the Monarchs,05795980,"('Monarch (Spell/Trap archetype)',)","('Cost', 'Effect', 'Ignition-like Effect')",Unlimited,Strike of the Monarchs,https://yugipedia.com/wiki/Strike_of_the_Monarchs,,2023-03-20 10:38:00,"('Any',)",New
Stronghold Guardian,23535429,,"('Quick Effect',)",Unlimited,Stronghold Guardian,https://yugipedia.com/wiki/Stronghold_Guardian,,2023-03-16 12:04:26,,Old
Stronghold Guardian,23535429,"('Guardian',)","('Quick Effect',)",Unlimited,Stronghold Guardian,https://yugipedia.com/wiki/Stronghold_Guardian,,2023-03-16 12:04:26,,New
Stygian Street Patrol,13521194,,"('Ignition Effect', 'Trigger Effect')",Unlimited,Stygian Street Patrol,https://yugipedia.com/wiki/Stygian_Street_Patrol,,2023-03-20 10:41:11,"('Type',)",Old
Stygian Street Patrol,13521194,"('Stygian',)","('Ignition Effect', 'Trigger Effect')",Unlimited,Stygian Street Patrol,https://yugipedia.com/wiki/Stygian_Street_Patrol,,2023-03-20 10:41:11,"('Type',)",New
Substitoad,20663556,,"('Continuous Effect', 'Ignition Effect')",Limited,Substitoad,https://yugipedia.com/wiki/Substitoad,,2023-03-20 10:42:56,"('Name',)",Old
Substitoad,20663556,"('Toad',)","('Continuous Effect', 'Ignition Effect')",Limited,Substitoad,https://yugipedia.com/wiki/Substitoad,,2023-03-20 10:42:56,"('Name',)",New
Subterror Behemoth Fiendess,74937659,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Subterror Behemoth Fiendess,https://yugipedia.com/wiki/Subterror_Behemoth_Fiendess,,2023-03-20 10:44:26,,Old
Subterror Behemoth Fiendess,74937659,"('Subterror', 'Subterror Behemoth')","('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Subterror Behemoth Fiendess,https://yugipedia.com/wiki/Subterror_Behemoth_Fiendess,,2023-03-20 10:44:26,,New
Subterror Behemoth Phospheroglacier,01151281,,"('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Subterror Behemoth Phospheroglacier,https://yugipedia.com/wiki/Subterror_Behemoth_Phospheroglacier,,2023-03-20 10:44:41,,Old
Subterror Behemoth Phospheroglacier,01151281,"('Subterror', 'Subterror Behemoth')","('Condition', 'Flip effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Subterror Behemoth Phospheroglacier,https://yugipedia.com/wiki/Subterror_Behemoth_Phospheroglacier,,2023-03-20 10:44:41,,New
