Name,Password,Card type,Property,Archseries,Attribute,Primary type,Secondary type,Monster type,Effect type,DEF,ATK,Level/Rank,TCG status,OCG status,TCG Speed Duel status,Page name,Page URL,Artwork,Modification date,Character
Stray Lambs,60764581,Spell Card,Normal Spell Card,,,,,,"('Condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Stray Lambs,https://yugipedia.com/wiki/Stray_Lambs,,2023-05-18 19:54:20,
Strike Ninja,41006930,Monster Card,,"('Ninja',)",DARK,Effect Monster,,Warrior,"('Condition', 'Quick Effect')",1200,1700,4,Unlimited,Unlimited,Unlimited,Strike Ninja,https://yugipedia.com/wiki/Strike_Ninja,,2023-05-18 20:35:31,
Submarineroid,99861526,Monster Card,,"('Roid',)",WATER,Effect Monster,,Machine,"('Continuous Effect', 'Trigger Effect')",1800,800,4,Unlimited,Unlimited,Unlimited,Submarineroid,https://yugipedia.com/wiki/Submarineroid,,2023-06-04 17:42:59,
Suijin,98434877,Monster Card,,,WATER,Effect Monster,,Aqua,"('Quick Effect',)",2400,2500,7,Unlimited,Unlimited,Unlimited,Suijin,https://yugipedia.com/wiki/Suijin,,2023-05-14 21:07:59,
Summon Cloud,55375684,Spell Card,Continuous Spell Card,,,,,,"('Ignition-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Summon Cloud,https://yugipedia.com/wiki/Summon_Cloud,,2023-04-07 20:07:00,
Summoner's Art,79816536,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Summoner's Art,https://yugipedia.com/wiki/Summoner%27s_Art,,2023-07-03 23:12:28,
Super Polymerization,48130397,Spell Card,Quick-Play Spell Card,"('Polymerization (archetype)',)",,,,,"('Condition', 'Cost', 'Effect')",,,,Unlimited,Semi-Limited,Unlimited,Super Polymerization,https://yugipedia.com/wiki/Super_Polymerization,,2023-07-03 23:13:51,
Super Rush Recklessly,32854013,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Super Rush Recklessly,https://yugipedia.com/wiki/Super_Rush_Recklessly,,2023-03-20 11:14:04,
Super Vehicroid - Stealth Union,03897065,Monster Card,,"('Roid', 'Vehicroid')",EARTH,Fusion Monster,,Machine,"('Continuous Effect', 'Ignition Effect')",3000,3600,9,Unlimited,Unlimited,Unlimited,Super Vehicroid - Stealth Union,https://yugipedia.com/wiki/Super_Vehicroid_-_Stealth_Union,,2023-03-20 11:16:50,
Super Vehicroid Jumbo Drill,36256625,Monster Card,,"('Roid', 'Vehicroid')",EARTH,Fusion Monster,,Machine,"('Continuous Effect', 'Summoning condition')",2000,3000,8,Unlimited,Unlimited,Unlimited,Super Vehicroid Jumbo Drill,https://yugipedia.com/wiki/Super_Vehicroid_Jumbo_Drill,,2023-06-04 18:07:16,
Super War-Lion,33951077,Monster Card,,,EARTH,Ritual Monster,,Beast,,2100,2300,7,Unlimited,Unlimited,Unlimited,Super War-Lion,https://yugipedia.com/wiki/Super_War-Lion,,2023-06-16 20:14:36,
Super-Ancient Dinobeast,06849042,Monster Card,,,EARTH,Effect Monster,,Dinosaur,"('Summoning condition', 'Trigger Effect')",1400,2700,8,Unlimited,Unlimited,Unlimited,Super-Ancient Dinobeast,https://yugipedia.com/wiki/Super-Ancient_Dinobeast,,2023-03-20 11:17:59,
Supercharge,97705809,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Supercharge,https://yugipedia.com/wiki/Supercharge,,2023-03-20 11:19:49,
Supply Squad,17626381,Spell Card,Continuous Spell Card,,,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Unlimited,Supply Squad,https://yugipedia.com/wiki/Supply_Squad,,2023-07-10 14:24:45,
Surface,33057951,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Surface,https://yugipedia.com/wiki/Surface,,2023-03-20 11:47:44,
Swamp Mirrorer,50277973,Trap Card,Continuous Trap Card,"('Trap Monster',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Swamp Mirrorer,https://yugipedia.com/wiki/Swamp_Mirrorer,,2023-04-07 20:07:08,
Swarm of Locusts,41872150,Monster Card,,,DARK,Effect Monster,,Insect,"('Ignition Effect', 'Trigger Effect')",500,1000,3,Unlimited,Unlimited,Unlimited,Swarm of Locusts,https://yugipedia.com/wiki/Swarm_of_Locusts,,2023-03-20 11:53:07,
Swarm of Scarabs,15383415,Monster Card,,,DARK,Effect Monster,,Insect,"('Ignition Effect', 'Trigger Effect')",1000,500,3,Unlimited,Unlimited,Unlimited,Swarm of Scarabs,https://yugipedia.com/wiki/Swarm_of_Scarabs,,2023-03-20 11:53:26,
Swift Gaia the Fierce Knight,16589042,Monster Card,,"('Gaia The Fierce Knight (archetype)',)",DARK,Effect Monster,,Warrior,"('Unclassified effect',)",2100,2300,7,Unlimited,Unlimited,Unlimited,Swift Gaia the Fierce Knight,https://yugipedia.com/wiki/Swift_Gaia_the_Fierce_Knight,,2023-03-20 11:54:45,
Swing of Memories,96765646,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Swing of Memories,https://yugipedia.com/wiki/Swing_of_Memories,,2023-03-31 19:07:34,
Switcheroo,,Skill Card,,,,,,,,,,,Illegal,,Legal,Switcheroo,https://yugipedia.com/wiki/Switcheroo,,2023-03-20 11:56:49,Bandit Keith
Sword of Dark Destruction,37120512,Spell Card,Equip Spell Card,"('Attribute Booster',)",,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Unlimited,Sword of Dark Destruction,https://yugipedia.com/wiki/Sword_of_Dark_Destruction,"('Edited',)",2023-06-19 18:23:47,
Sword of Deep-Seated,98495314,Spell Card,Equip Spell Card,,,,,,"('Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Sword of Deep-Seated,https://yugipedia.com/wiki/Sword_of_Deep-Seated,,2023-05-14 20:34:45,
Sword of Dragon's Soul,61405855,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Sword of Dragon's Soul,https://yugipedia.com/wiki/Sword_of_Dragon%27s_Soul,,2023-05-07 19:36:44,
Swordstalker,50005633,Monster Card,,,DARK,Normal Monster,,Warrior,,1600,2000,6,Unlimited,Unlimited,Unlimited,Swordstalker,https://yugipedia.com/wiki/Swordstalker,,2023-05-14 22:09:39,
Tail Swipe,83682725,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Tail Swipe,https://yugipedia.com/wiki/Tail_Swipe,,2023-03-20 12:46:53,
Tainted Wisdom,28725004,Monster Card,,,DARK,Effect Monster,,Fiend,"('Trigger Effect',)",800,1250,3,Unlimited,Unlimited,Unlimited,Tainted Wisdom,https://yugipedia.com/wiki/Tainted_Wisdom,,2023-05-14 20:50:45,
Terror from the Deep!,,Skill Card,,,,,,,,,,,Illegal,,Legal,Terror from the Deep!,https://yugipedia.com/wiki/Terror_from_the_Deep!,,2023-06-29 14:36:30,Mako Tsunami
Terrorking Archfiend,35975813,Monster Card,,"('Archfiend',)",DARK,Effect Monster,,Fiend,"('Continuous Effect', 'Maintenance cost', 'Summoning condition')",1500,2000,4,Unlimited,Unlimited,Unlimited,Terrorking Archfiend,https://yugipedia.com/wiki/Terrorking_Archfiend,,2023-05-19 20:55:36,
Terrorking Salmon,78060096,Monster Card,,,WATER,Normal Monster,,Fish,,1000,2400,5,Unlimited,Unlimited,Unlimited,Terrorking Salmon,https://yugipedia.com/wiki/Terrorking_Salmon,,2023-05-18 20:11:24,
That Which Feeds on Life,52367652,Monster Card,,,DARK,Normal Monster,,Fiend,,1000,1200,4,Unlimited,Unlimited,Unlimited,That Which Feeds on Life,https://yugipedia.com/wiki/That_Which_Feeds_on_Life,,2023-03-20 13:26:14,
The Beginning of the End,73680966,Spell Card,Normal Spell Card,,,,,,"('Activation condition', 'Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,The Beginning of the End,https://yugipedia.com/wiki/The_Beginning_of_the_End,,2023-03-20 13:31:35,
The Big Cattle Drive,82386016,Spell Card,Normal Spell Card,,,,,,"('Activation condition', 'Condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,The Big Cattle Drive,https://yugipedia.com/wiki/The_Big_Cattle_Drive,"('Edited',)",2023-03-16 14:55:26,
The Big March of Animals,01689516,Spell Card,Quick-Play Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,The Big March of Animals,https://yugipedia.com/wiki/The_Big_March_of_Animals,,2023-03-16 04:34:10,
The Earl of Demise,66989694,Monster Card,,,DARK,Normal Monster,,Fiend,,700,2000,5,Unlimited,Unlimited,Unlimited,The Earl of Demise,https://yugipedia.com/wiki/The_Earl_of_Demise,,2023-03-20 13:42:50,
The Eye of Truth,34694160,Trap Card,Continuous Trap Card,,,,,,"('Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,The Eye of Truth,https://yugipedia.com/wiki/The_Eye_of_Truth,,2023-05-15 19:25:30,
The Fiend Megacyber,66362965,Monster Card,,"('Cyber', 'Prophecy')",DARK,Effect Monster,,Warrior,"('Unclassified effect',)",1200,2200,6,Unlimited,Unlimited,Unlimited,The Fiend Megacyber,https://yugipedia.com/wiki/The_Fiend_Megacyber,,2023-05-15 18:40:56,
The First Sarcophagus,31076103,Trap Card,Continuous Trap Card,"('Sarcophagus',)",,,,,"('Continuous-like Effect', 'Quick-like Effect')",,,,Unlimited,Unlimited,Unlimited,The First Sarcophagus,https://yugipedia.com/wiki/The_First_Sarcophagus,,2023-06-28 15:53:23,
The Flute of Summoning Dragon,43973174,Spell Card,Normal Spell Card,,,,,,"('Condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,The Flute of Summoning Dragon,https://yugipedia.com/wiki/The_Flute_of_Summoning_Dragon,,2023-06-28 15:16:00,
The Forceful Checkpoint,94861297,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,The Forceful Checkpoint,https://yugipedia.com/wiki/The_Forceful_Checkpoint,,2023-04-10 17:19:19,
The Golden Apples,42671151,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect', 'Lingering effect')",,,,Unlimited,Unlimited,Unlimited,The Golden Apples,https://yugipedia.com/wiki/The_Golden_Apples,,2023-03-20 13:52:14,
The Grave of Enkindling,84136000,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,The Grave of Enkindling,https://yugipedia.com/wiki/The_Grave_of_Enkindling,,2023-03-20 13:53:22,
The Gross Ghost of Fled Dreams,68049471,Monster Card,,,DARK,Normal Monster,,Fiend,,1800,1300,4,Unlimited,Unlimited,Unlimited,The Gross Ghost of Fled Dreams,https://yugipedia.com/wiki/The_Gross_Ghost_of_Fled_Dreams,,2023-03-20 13:54:40,
The Legendary Fisherman,03643300,Monster Card,,,WATER,Effect Monster,,Warrior,"('Continuous Effect',)",1600,1850,5,Unlimited,Unlimited,Unlimited,The Legendary Fisherman,https://yugipedia.com/wiki/The_Legendary_Fisherman,"('Edited',)",2023-06-18 03:43:08,
The Legendary Fisherman II,19801646,Monster Card,,,WATER,Effect Monster,,Warrior,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",1800,2200,5,Unlimited,Unlimited,Unlimited,The Legendary Fisherman II,https://yugipedia.com/wiki/The_Legendary_Fisherman_II,,2023-06-18 03:43:45,
The Mask of Remnants,22610082,Spell Card,Normal Spell Card,"('Mask',)",,,,,"('Continuous-like Effect', 'Effect')",,,,Unlimited,Unlimited,Unlimited,The Mask of Remnants,https://yugipedia.com/wiki/The_Mask_of_Remnants,,2023-06-28 15:18:06,
The Masked Beast,49064413,Monster Card,,"('Mask',)",DARK,Ritual Monster,,Fiend,,1800,3200,8,Unlimited,Unlimited,Unlimited,The Masked Beast,https://yugipedia.com/wiki/The_Masked_Beast,,2023-06-16 20:18:57,
The Psychic Duelist,,Skill Card,,,,,,,,,,,Illegal,,Legal,The Psychic Duelist,https://yugipedia.com/wiki/The_Psychic_Duelist,,2023-03-20 14:20:02,Espa Roba
The Puppet Magic of Dark Ruler,40703393,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,The Puppet Magic of Dark Ruler,https://yugipedia.com/wiki/The_Puppet_Magic_of_Dark_Ruler,,2023-03-16 17:11:46,
The Right Hero for the Job,,Skill Card,,,,,,,,,,,Illegal,,Legal,The Right Hero for the Job,https://yugipedia.com/wiki/The_Right_Hero_for_the_Job,,2023-03-20 14:22:23,Jaden Yuki
The Rock Spirit,76305638,Monster Card,,"('Attribute Spirit',)",EARTH,Effect Monster,,Rock,"('Continuous Effect', 'Summoning condition')",1000,1700,4,Unlimited,Unlimited,Unlimited,The Rock Spirit,https://yugipedia.com/wiki/The_Rock_Spirit,,2023-03-15 01:29:26,
The Roids are Alright,,Skill Card,,"('Roid',)",,,,,,,,,Illegal,,Legal,The Roids are Alright,https://yugipedia.com/wiki/The_Roids_are_Alright,,2023-03-20 14:22:43,Syrus Truesdale
The Second Sarcophagus,04081094,Spell Card,Continuous Spell Card,"('Sarcophagus',)",,,,,"('Condition',)",,,,Unlimited,Unlimited,Unlimited,The Second Sarcophagus,https://yugipedia.com/wiki/The_Second_Sarcophagus,,2023-06-28 15:53:49,
The Shadow Who Controls the Dark,63125616,Monster Card,,,DARK,Normal Monster,,Fiend,,700,800,3,Unlimited,Unlimited,Unlimited,The Shadow Who Controls the Dark,https://yugipedia.com/wiki/The_Shadow_Who_Controls_the_Dark,,2023-03-20 14:30:10,
The Shallow Grave,43434803,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,The Shallow Grave,https://yugipedia.com/wiki/The_Shallow_Grave,"('Edited',)",2023-06-19 18:23:57,
The Snake Hair,29491031,Monster Card,,,DARK,Normal Monster,,Zombie,,1200,1500,4,Unlimited,Unlimited,Unlimited,The Snake Hair,https://yugipedia.com/wiki/The_Snake_Hair,,2023-03-20 14:33:41,
The Stern Mystic,87557188,Monster Card,,"('Magician',)",LIGHT,Effect Monster,"('Flip monster',)",Spellcaster,"('Flip effect',)",1200,1500,4,Unlimited,Unlimited,Unlimited,The Stern Mystic,https://yugipedia.com/wiki/The_Stern_Mystic,,2023-03-20 14:35:10,
The Third Sarcophagus,78697395,Spell Card,Continuous Spell Card,"('Sarcophagus',)",,,,,"('Condition',)",,,,Unlimited,Unlimited,Unlimited,The Third Sarcophagus,https://yugipedia.com/wiki/The_Third_Sarcophagus,,2023-06-28 15:53:53,
The Trojan Horse,38479725,Monster Card,,,EARTH,Effect Monster,,Beast,"('Unclassified effect',)",1200,1600,4,Unlimited,Unlimited,Unlimited,The Trojan Horse,https://yugipedia.com/wiki/The_Trojan_Horse,,2023-03-20 14:40:41,
The Warrior Returning Alive,95281259,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,The Warrior Returning Alive,https://yugipedia.com/wiki/The_Warrior_Returning_Alive,,2023-05-05 01:07:44,
The Winged Dragon of Ra,,Monster Card,,"('Egyptian God', 'The Winged Dragon of Ra (series)')",DIVINE,Effect Monster,,Divine-Beast,"('Continuous Effect', 'Ignition Effect', 'Summoning condition', 'Trigger Effect', 'Unclassified effect')",?,?,10,Unlimited,Unlimited,Unlimited,The Winged Dragon of Ra,https://yugipedia.com/wiki/The_Winged_Dragon_of_Ra,"('Alternate',)",2023-03-20 14:49:46,
The World's Greatest Fisherman,,Skill Card,,,,,,,,,,,Illegal,,Legal,The World's Greatest Fisherman,https://yugipedia.com/wiki/The_World%27s_Greatest_Fisherman,,2023-03-20 14:51:40,Mako Tsunami
Theban Nightmare,51838385,Monster Card,,,LIGHT,Effect Monster,,Fiend,"('Continuous Effect',)",500,1500,4,Unlimited,Unlimited,Unlimited,Theban Nightmare,https://yugipedia.com/wiki/Theban_Nightmare,,2023-03-20 14:52:45,
Thousand Dragon,41462083,Monster Card,,"('Aged counterpart',)",WIND,Fusion Monster,,Dragon,,2000,2400,7,Unlimited,Unlimited,Unlimited,Thousand Dragon,https://yugipedia.com/wiki/Thousand_Dragon,"('Alternate',)",2023-05-14 20:31:28,
Thousand Knives,63391643,Spell Card,Normal Spell Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Thousand Knives,https://yugipedia.com/wiki/Thousand_Knives,,2023-06-19 13:32:13,
Thousand-Eyes Idol,27125110,Monster Card,,,DARK,Normal Monster,,Spellcaster,,0,0,1,Unlimited,Unlimited,Unlimited,Thousand-Eyes Idol,https://yugipedia.com/wiki/Thousand-Eyes_Idol,,2023-05-15 18:50:02,
Thousand-Eyes Restrict,63519819,Monster Card,,"('Eyes Restrict', 'Relinquished (archetype)')",DARK,Fusion Monster,,Spellcaster,"('Continuous Effect', 'Ignition Effect')",0,0,1,Unlimited,Unlimited,Unlimited,Thousand-Eyes Restrict,https://yugipedia.com/wiki/Thousand-Eyes_Restrict,,2023-06-16 20:08:31,
Thousand-Eyes Spell,,Skill Card,,,,,,,,,,,Illegal,,Legal,Thousand-Eyes Spell,https://yugipedia.com/wiki/Thousand-Eyes_Spell,,2023-06-28 14:02:54,Maximillion Pegasus
Time Machine,80987696,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Time Machine,https://yugipedia.com/wiki/Time_Machine,,2023-03-20 15:19:55,
Time Wizard,71625222,Monster Card,,"('Magician',)",LIGHT,Effect Monster,,Spellcaster,"('Ignition Effect',)",400,500,2,Unlimited,Unlimited,Unlimited,Time Wizard,https://yugipedia.com/wiki/Time_Wizard,,2023-05-14 20:57:07,
Tomb of the Pharaoh,,Skill Card,Field Spell Card,,,,,,,,,,Illegal,,Legal,Tomb of the Pharaoh,https://yugipedia.com/wiki/Tomb_of_the_Pharaoh,,2023-03-20 15:39:46,Ishizu Ishtar
Tomozaurus,46457856,Monster Card,,,EARTH,Normal Monster,,Dinosaur,,400,500,2,Unlimited,Unlimited,Unlimited,Tomozaurus,https://yugipedia.com/wiki/Tomozaurus,"('Edited',)",2023-06-19 18:18:30,
Toon Alligator,59383041,Monster Card,,"('Toon',)",WATER,Normal Monster,,Reptile,,1600,800,4,Unlimited,Unlimited,Unlimited,Toon Alligator,https://yugipedia.com/wiki/Toon_Alligator,,2023-03-20 15:42:05,
Toon Ancient Gear Golem,07171149,Monster Card,,"('Ancient Gear', 'Ancient Gear Golem (archetype)', 'Toon')",EARTH,Effect Monster,"('Toon monster',)",Machine,"('Continuous Effect',)",3000,3000,8,Unlimited,Unlimited,Unlimited,Toon Ancient Gear Golem,https://yugipedia.com/wiki/Toon_Ancient_Gear_Golem,,2023-06-19 13:46:54,
Toon Barrel Dragon,28112535,Monster Card,,"('Gun Dragon', 'Toon')",DARK,Effect Monster,"('Toon monster',)",Machine,"('Continuous Effect', 'Ignition Effect')",2200,2600,7,Unlimited,Unlimited,Unlimited,Toon Barrel Dragon,https://yugipedia.com/wiki/Toon_Barrel_Dragon,"('Edited',)",2023-06-19 13:47:47,
Toon Buster Blader,61190918,Monster Card,,"('Buster Blader (archetype)', 'Toon')",EARTH,Effect Monster,"('Toon monster',)",Warrior,"('Continuous Effect',)",2300,2600,7,Unlimited,Unlimited,Unlimited,Toon Buster Blader,https://yugipedia.com/wiki/Toon_Buster_Blader,,2023-06-19 13:47:58,
Toon Dark Magician,21296502,Monster Card,,"('Dark Magician (archetype)', 'Toon')",DARK,Effect Monster,"('Toon monster',)",Spellcaster,"('Continuous Effect', 'Ignition Effect')",2100,2500,7,Unlimited,Unlimited,Unlimited,Toon Dark Magician,https://yugipedia.com/wiki/Toon_Dark_Magician,,2023-06-19 13:43:01,
Toon Defense,43509019,Trap Card,Continuous Trap Card,"('Toon',)",,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Unlimited,Toon Defense,https://yugipedia.com/wiki/Toon_Defense,,2023-03-20 15:45:12,
Toon Gemini Elf,42386471,Monster Card,,"('Toon',)",EARTH,Effect Monster,"('Toon monster',)",Spellcaster,"('Continuous Effect', 'Trigger Effect')",900,1900,4,Unlimited,Unlimited,Unlimited,Toon Gemini Elf,https://yugipedia.com/wiki/Toon_Gemini_Elf,"('Edited',)",2023-06-19 18:50:22,
Toon Mask,79447365,Trap Card,Normal Trap Card,"('Toon',)",,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Toon Mask,https://yugipedia.com/wiki/Toon_Mask,,2023-06-19 13:45:27,
Toon Masked Sorcerer,16392422,Monster Card,,"('Toon',)",DARK,Effect Monster,"('Toon monster',)",Spellcaster,"('Continuous Effect', 'Trigger Effect')",1400,900,4,Unlimited,Unlimited,Unlimited,Toon Masked Sorcerer,https://yugipedia.com/wiki/Toon_Masked_Sorcerer,,2023-06-19 13:48:25,
Toon Mayhem!,,Skill Card,,"('Toon',)",,,,,,,,,Illegal,,Legal,Toon Mayhem!,https://yugipedia.com/wiki/Toon_Mayhem!,,2023-06-19 13:43:37,Maximillion Pegasus
Toon Mermaid,65458948,Monster Card,,"('Toon',)",WATER,Effect Monster,"('Toon monster',)",Aqua,"('Continuous Effect', 'Summoning condition')",1500,1400,4,Unlimited,Unlimited,Unlimited,Toon Mermaid,https://yugipedia.com/wiki/Toon_Mermaid,,2023-06-19 13:47:19,
Toon Rollback,70560957,Spell Card,Normal Spell Card,"('Toon',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Toon Rollback,https://yugipedia.com/wiki/Toon_Rollback,,2023-03-20 15:47:44,
Toon Summoned Skull,91842653,Monster Card,,"('Archfiend', 'Toon')",DARK,Effect Monster,"('Toon monster',)",Fiend,"('Condition', 'Continuous Effect', 'Summoning condition')",1200,2500,6,Unlimited,Unlimited,Unlimited,Toon Summoned Skull,https://yugipedia.com/wiki/Toon_Summoned_Skull,,2023-06-19 13:46:39,
Toon Table of Contents,89997728,Spell Card,Normal Spell Card,"('Toon',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Toon Table of Contents,https://yugipedia.com/wiki/Toon_Table_of_Contents,"('Edited',)",2023-06-19 19:01:06,
Toon World,15259703,Spell Card,Continuous Spell Card,"('Toon',)",,,,,"('Cost',)",,,,Unlimited,Unlimited,Unlimited,Toon World,https://yugipedia.com/wiki/Toon_World,"('Alternate',)",2023-05-17 11:51:04,
Totem Dragon,00564541,Monster Card,,,EARTH,Effect Monster,,Dragon,"('Condition', 'Trigger Effect', 'Unclassified effect')",200,400,2,Unlimited,Unlimited,Unlimited,Totem Dragon,https://yugipedia.com/wiki/Totem_Dragon,,2023-04-10 17:45:13,
Trap Jammer,19252988,Trap Card,Counter Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Trap Jammer,https://yugipedia.com/wiki/Trap_Jammer,,2023-05-18 19:48:49,
Tri-Blaze Accelerator,21420702,Spell Card,Continuous Spell Card,"('Blaze Accelerator (archetype)',)",,,,,"('Condition', 'Cost', 'Ignition-like Effect')",,,,Unlimited,Unlimited,Unlimited,Tri-Blaze Accelerator,https://yugipedia.com/wiki/Tri-Blaze_Accelerator,,2023-06-19 20:42:35,
Tri-Wight,96383838,Spell Card,Normal Spell Card,"('Wight',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Tri-Wight,https://yugipedia.com/wiki/Tri-Wight,,2023-03-20 16:24:09,
Triangle Ecstasy Spark,12181376,Spell Card,Normal Spell Card,"('Signature move',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Triangle Ecstasy Spark,https://yugipedia.com/wiki/Triangle_Ecstasy_Spark,"('Edited',)",2023-06-19 18:49:13,
Tribal Synergy,,Skill Card,,,,,,,,,,,Illegal,,Legal,Tribal Synergy,https://yugipedia.com/wiki/Tribal_Synergy,,2023-03-20 16:28:55,Mai Valentine
Tribe-Shocking Virus,86361354,Monster Card,,,WATER,Effect Monster,,Thunder,"('Ignition Effect',)",1000,1700,4,Unlimited,Unlimited,Unlimited,Tribe-Shocking Virus,https://yugipedia.com/wiki/Tribe-Shocking_Virus,,2023-04-08 22:42:00,
Tribute Doll,02903036,Spell Card,Normal Spell Card,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Tribute Doll,https://yugipedia.com/wiki/Tribute_Doll,,2023-03-20 16:30:16,
Tribute to The Doomed,79759861,Spell Card,Normal Spell Card,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Tribute to The Doomed,https://yugipedia.com/wiki/Tribute_to_The_Doomed,,2023-05-14 20:59:10,
Troop Dragon,55013285,Monster Card,,,WIND,Effect Monster,,Dragon,"('Trigger Effect',)",800,700,2,Unlimited,Unlimited,Unlimited,Troop Dragon,https://yugipedia.com/wiki/Troop_Dragon,,2023-06-05 05:52:11,
Truckroid,61538782,Monster Card,,"('Roid',)",EARTH,Effect Monster,,Machine,"('Continuous Effect', 'Trigger Effect')",2000,1000,4,Unlimited,Unlimited,Unlimited,Truckroid,https://yugipedia.com/wiki/Truckroid,,2023-06-15 20:52:31,
Tutan Mask,03149764,Trap Card,Counter Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Tutan Mask,https://yugipedia.com/wiki/Tutan_Mask,,2023-03-20 16:58:36,
Twin-Barrel Dragon,70050374,Monster Card,,"('Gun Dragon',)",DARK,Effect Monster,,Machine,"('Trigger Effect',)",200,1700,4,Unlimited,Unlimited,Unlimited,Twin-Barrel Dragon,https://yugipedia.com/wiki/Twin-Barrel_Dragon,"('Edited',)",2023-06-19 18:24:11,
Twin-Headed Behemoth,43586926,Monster Card,,,WIND,Effect Monster,,Dragon,"('Condition', 'Trigger Effect')",1200,1500,3,Unlimited,Unlimited,Unlimited,Twin-Headed Behemoth,https://yugipedia.com/wiki/Twin-Headed_Behemoth,,2023-05-07 19:37:57,
Twin-Headed Wolf,88132637,Monster Card,,,DARK,Effect Monster,,Fiend,"('Continuous Effect',)",1000,1500,4,Unlimited,Unlimited,Unlimited,Twin-Headed Wolf,https://yugipedia.com/wiki/Twin-Headed_Wolf,,2023-03-20 17:04:33,
Twisted Personality,,Skill Card,,,,,,,,,,,Illegal,,Limited 3,Twisted Personality,https://yugipedia.com/wiki/Twisted_Personality,,2023-05-10 10:35:02,Yami Marik
Twisted Personality,,Skill Card,,,,,,,,,,,Illegal,,Limited 3,Twisted Personality,https://yugipedia.com/wiki/Twisted_Personality,,2023-05-10 10:35:02,
Twister,45939841,Spell Card,Quick-Play Spell Card,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Twister,https://yugipedia.com/wiki/Twister,,2023-03-20 17:05:52,
Two-Headed King Rex,94119974,Monster Card,,,EARTH,Normal Monster,,Dinosaur,,1200,1600,4,Unlimited,Unlimited,Unlimited,Two-Headed King Rex,https://yugipedia.com/wiki/Two-Headed_King_Rex,,2023-03-20 17:06:40,
Tyrant Dragon,94568601,Monster Card,,,FIRE,Effect Monster,,Dragon,"('Condition', 'Continuous Effect')",2500,2900,8,Unlimited,Unlimited,Unlimited,Tyrant Dragon,https://yugipedia.com/wiki/Tyrant_Dragon,,2023-03-20 17:11:09,
UFO Turtle,60806437,Monster Card,,"('Attribute Summoner',)",FIRE,Effect Monster,,Machine,"('Trigger Effect',)",1200,1400,4,Unlimited,Unlimited,Unlimited,UFO Turtle,https://yugipedia.com/wiki/UFO_Turtle,,2023-05-17 11:48:09,
