Name,Legend,Maximum mode,Version
Supreme Skystream Magnum Overlord [L],True,True,Old
Supreme Skystream Magnum Overlord [R],False,False,New
Supreme Skystream Magnum Overlord [R],True,True,Old
Surge Bolt Lizard,False,False,New
Surge Bolt Lizard,True,True,Old
Surge Vortex Dragoon,False,False,New
Surge Vortex Dragoon,True,True,Old
Surprising Zomvictory,False,False,New
Surprising Zomvictory,True,True,Old
Survival Swordfish,False,False,New
Survival Swordfish,True,True,Old
Swapinning Silkworm Fibellon,False,False,New
Swapinning Silkworm Fibellon,True,True,Old
Sword & Shield,False,False,New
Sword & Shield,True,True,Old
Sword Dancer,True,True,Old
Sword Dancer,False,False,New
Sword Skill - Ruler's Slash,True,True,Old
Sword Skill - Ruler's Slash,False,False,New
Swordfish Vanguard Gaju,True,True,Old
Swordfish Vanguard Gaju,False,False,New
Swordsman of Roadstar,False,False,New
Swordsman of Roadstar,True,True,Old
Sylphidra,False,False,New
Sylphidra,True,True,Old
Tag-Up-Magic Sacrifice Force,True,True,Old
Tag-Up-Magic Sacrifice Force,False,False,New
Taiban Bluemai,False,False,New
Taiban Bluemai,True,True,Old
Takegumi the Ruler's Squad,True,True,Old
Takegumi the Ruler's Squad,False,False,New
Takriminos,True,True,Old
Takriminos,False,False,New
Talismanic Seal Array,True,True,Old
Talismanic Seal Array,False,False,New
Tama the Mancer Cat,True,True,Old
Tama the Mancer Cat,False,False,New
Tamabot,True,True,Old
Tamabot,False,False,New
Tang the Noodle Ninja,False,False,New
Tang the Noodle Ninja,True,True,Old
Taste Inspector,False,False,New
Taste Inspector,True,True,Old
Telepathic Agent,False,False,New
Telepathic Agent,True,True,Old
Temporary Storm Blockade,False,False,New
Temporary Storm Blockade,True,True,Old
Terrorphone Number,True,True,Old
Terrorphone Number,False,False,New
Terrorsaur Sternptera,True,True,Old
Terrorsaur Sternptera,False,False,New
Thantsgiving,True,True,Old
Thantsgiving,False,False,New
The All-Seeing White Tiger,True,True,Old
The All-Seeing White Tiger,False,False,New
The Barrier,True,True,Old
The Barrier,False,False,New
The Clone,True,True,Old
The Clone,False,False,New
The Copy,True,True,Old
The Copy,False,False,New
The Creator,True,True,Old
The Creator,True,False,New
The Cursed Cat Counting Dishes,False,False,New
The Cursed Cat Counting Dishes,True,True,Old
The Dragias,True,True,Old
The Dragias,False,False,New
The Dragiastar,True,True,Old
The Dragiastar,False,False,New
The Dragon,False,False,New
The Dragon,True,True,Old
The Fire Dragon,False,False,New
The Fire Dragon,True,True,Old
The Half-Body Crawling Around,False,False,New
The Half-Body Crawling Around,True,True,Old
The Menacing Eyes of the Sky Emperor,True,True,Old
The Menacing Eyes of the Sky Emperor,False,False,New
The Noodle Art of Roastery,False,False,New
The Noodle Art of Roastery,True,True,Old
The Noodle Art of Saucery,False,False,New
The Noodle Art of Saucery,True,True,Old
The Noodle Art of Savory,True,True,Old
The Noodle Art of Savory,False,False,New
The Noodle Art of Spicery,True,True,Old
The Noodle Art of Spicery,False,False,New
The Origin Stone of Legend,False,False,New
The Origin Stone of Legend,True,True,Old
The Power Up,False,False,New
The Power Up,True,True,Old
The Star Dragon,True,True,Old
The Star Dragon,False,False,New
The Strange Specter of Celestial Severance,True,True,Old
The Strange Specter of Celestial Severance,False,False,New
The Thing in the Purple Mirror,True,True,Old
The Thing in the Purple Mirror,False,False,New
The Three Moonlit Mystery Geckos,False,False,New
The Three Moonlit Mystery Geckos,True,True,Old
The Three Warp-Granny Sisters,True,True,Old
The Three Warp-Granny Sisters,False,False,New
The Warrior Returning Alive,True,True,Old
The Warrior Returning Alive,True,False,New
The Wind Blowing Through,True,True,Old
The Wind Blowing Through,False,False,New
The Wyvern,False,False,New
The Wyvern,True,True,Old
Therappi,False,False,New
Therappi,True,True,Old
Third Coming of the Reptilian Count,True,True,Old
Third Coming of the Reptilian Count,False,False,New
Thousand Attack Rocket,False,False,New
Thousand Attack Rocket,True,True,Old
Thousand Knives,False,False,New
Thousand Knives,True,True,Old
Throne of Darkness,False,False,New
Throne of Darkness,True,True,Old
Thunder Gazelle,True,True,Old
Thunder Gazelle,False,False,New
Thunder Spark,True,True,Old
Thunder Spark,False,False,New
Thunder the Thunder,False,False,New
Thunder the Thunder,True,True,Old
Thunderbeetle Bassdrum,False,False,New
Thunderbeetle Bassdrum,True,True,Old
Thunderbeetle Boost,False,False,New
Thunderbeetle Boost,True,True,Old
Thunderbeetle Gift,False,False,New
Thunderbeetle Gift,True,True,Old
Thunderbeetle Highhat,True,True,Old
Thunderbeetle Highhat,False,False,New
Thunderbeetle Snare,False,False,New
Thunderbeetle Snare,True,True,Old
Thunderbeetle Storm,True,True,Old
Thunderbeetle Storm,False,False,New
"Thunderbold, the Blazing Thunder",False,False,New
"Thunderbold, the Blazing Thunder",True,True,Old
Tiger Roll the Sushi Fairy,False,False,New
Tiger Roll the Sushi Fairy,True,True,Old
Tiramisu Dark Witch,False,False,New
Tiramisu Dark Witch,True,True,Old
Torna the Windweaver,False,False,New
Torna the Windweaver,True,True,Old
Torrential Tribute,True,True,Old
Torrential Tribute,True,False,New
Trade-In,True,True,Old
Trade-In,False,False,New
Traditional Tax,True,True,Old
Traditional Tax,False,False,New
Trailblitzing Thunderbolt,False,False,New
Trailblitzing Thunderbolt,True,True,Old
Transamu Arrive,False,False,New
Transamu Arrive,True,True,Old
Transamu Craione,False,False,New
Transamu Craione,True,True,Old
Transamu Ephyrai,True,True,Old
Transamu Ephyrai,False,False,New
Transamu Jerai,True,True,Old
Transamu Jerai,False,False,New
Transamu Lightning,False,False,New
Transamu Lightning,True,True,Old
Transamu Raiker,False,False,New
Transamu Raiker,True,True,Old
Transamu Rainac,True,True,Old
Transamu Rainac,False,False,New
Transamu Rainac - War To Zen!,False,False,New
Transamu Rainac - War To Zen!,True,True,Old
Transamuroad Rainac,False,False,New
Transamuroad Rainac,True,True,Old
Trap Hole,True,False,New
Trap Hole,True,True,Old
Trap Lid,False,False,New
Trap Lid,True,True,Old
Trap Mole,False,False,New
Trap Mole,True,True,Old
Treasure Dragon,True,True,Old
Treasure Dragon,False,False,New
Triad Drago,True,True,Old
Triad Drago,False,False,New
Triangle Reborn,False,False,New
Triangle Reborn,True,True,Old
Tribute Block,True,True,Old
Tribute Block,False,False,New
Tribute Doll,True,True,Old
Tribute Doll,False,False,New
Tribute Lock,True,True,Old
Tribute Lock,False,False,New
Tribute to The Doomed,True,False,New
Tribute to The Doomed,True,True,Old
Trick Pigeon,False,False,New
Trick Pigeon,True,True,Old
Triple Threat Thunder,False,False,New
Triple Threat Thunder,True,True,Old
Triple Trio,True,True,Old
Triple Trio,False,False,New
Tristegatops,False,False,New
Tristegatops,True,True,Old
Trumpet Charge,True,True,Old
Trumpet Charge,False,False,New
Trumpetonfa the Music Princess,False,False,New
Trumpetonfa the Music Princess,True,True,Old
Tsuvolcano,True,True,Old
Tsuvolcano,False,False,New
Turnback Shot,True,True,Old
Turnback Shot,False,False,New
Tutumes Dark Witch,False,False,New
Tutumes Dark Witch,True,True,Old
Twin Edge Dragon,False,False,New
Twin Edge Dragon,True,True,Old
Twin-Barrel Dragon,True,True,Old
Twin-Barrel Dragon,True,False,New
Tyhone,True,True,Old
Tyhone,False,False,New
Tyhone #2,False,False,New
Tyhone #2,True,True,Old
Type Change Beam,False,False,New
Type Change Beam,True,True,Old
U.M.U. - Unidentified Mysterious Urchin,True,True,Old
U.M.U. - Unidentified Mysterious Urchin,False,False,New
Ultimate Fighting Spirit,True,True,Old
Ultimate Fighting Spirit,False,False,New
Ultimate Flag Beast Aim Eagle,True,True,Old
Ultimate Flag Beast Aim Eagle,False,False,New
Ultimate Flag Beast Avan Wolf,True,True,Old
Ultimate Flag Beast Avan Wolf,False,False,New
Ultimate Flag Beast Cannon Rhino,True,True,Old
Ultimate Flag Beast Cannon Rhino,False,False,New
Ultimate Flag Beast Lead Unicorn,False,False,New
Ultimate Flag Beast Lead Unicorn,True,True,Old
Ultimate Flag Beast Surge Bicorn,False,False,New
Ultimate Flag Beast Surge Bicorn,True,True,Old
Ultimate Flag Mech Ace Breaker,False,False,New
Ultimate Flag Mech Ace Breaker,True,True,Old
Ultimate Flag Mech Gold Rush,True,True,Old
Ultimate Flag Mech Gold Rush,False,False,New
Ultimate Flag Mech Tough Striker,True,True,Old
Ultimate Flag Mech Tough Striker,False,False,New
Ultra Violady,True,True,Old
Ultra Violady,False,False,New
Umegumi the Ruler's Squad,True,True,Old
Umegumi the Ruler's Squad,False,False,New
Umi,True,True,Old
Umi,False,False,New
Unfulfilled Goblin,True,True,Old
Unfulfilled Goblin,False,False,New
United Ants,True,True,Old
United Ants,False,False,New
Universe Dea,False,False,New
Universe Dea,True,True,Old
Universtorm,False,False,New
Universtorm,True,True,Old
Unknown Flyleon,False,False,New
Unknown Flyleon,True,True,Old
Update Wyvern,True,True,Old
Update Wyvern,False,False,New
Upstart Goblin,True,True,Old
Upstart Goblin,True,False,New
Uraby,False,False,New
Uraby,True,True,Old
Vacua Annihilation,False,False,New
Vacua Annihilation,True,True,Old
Valkyrian Call,True,True,Old
Valkyrian Call,False,False,New
Valkyrian Cutpasterie,False,False,New
Valkyrian Cutpasterie,True,True,Old
Valkyrian Guard,False,False,New
Valkyrian Guard,True,True,Old
Vanishing Heliacal Riser,False,False,New
Vanishing Heliacal Riser,True,True,Old
Vanishing Torrent,False,False,New
Vanishing Torrent,True,True,Old
Vanity's Fiend,True,False,New
Vanity's Fiend,True,True,Old
Vegetation of Blisstopia,True,True,Old
Vegetation of Blisstopia,False,False,New
Vengeful Dragon's Counterattack,False,False,New
Vengeful Dragon's Counterattack,True,True,Old
Vice Jacker,True,True,Old
Vice Jacker,False,False,New
Vice Slasher,True,True,Old
Vice Slasher,False,False,New
Vicissitude of Providence,False,False,New
Vicissitude of Providence,True,True,Old
Vietor the Prevailing Wind,True,True,Old
Vietor the Prevailing Wind,False,False,New
Viscom Nanotron,True,True,Old
Viscom Nanotron,False,False,New
Vishwar Lambadi,True,True,Old
Vishwar Lambadi,False,False,New
Vishwar Randi,True,True,Old
Vishwar Randi,False,False,New
Void Corridor,True,True,Old
Void Corridor,False,False,New
Void Intercept,False,False,New
Void Intercept,True,True,Old
Void Strike Dragon Zerogaigias,True,True,Old
Void Strike Dragon Zerogaigias,False,False,New
Void Veil,False,False,New
Void Veil,True,True,Old
Voidvelgr Apocalypse,True,True,Old
Voidvelgr Apocalypse,False,False,New
Voidvelgr Black Dwarf,False,False,New
Voidvelgr Black Dwarf,True,True,Old
Voidvelgr Elysium,True,True,Old
Voidvelgr Elysium,False,False,New
Voidvelgr Globule,True,True,Old
Voidvelgr Globule,False,False,New
Voidvelgr Hecatoncheir,True,True,Old
Voidvelgr Hecatoncheir,False,False,New
Voidvelgr Hoplites,True,True,Old
Voidvelgr Hoplites,False,False,New
Voidvelgr Kataphraktos,True,True,Old
Voidvelgr Kataphraktos,False,False,New
Voidvelgr Meteon,False,False,New
Voidvelgr Meteon,True,True,Old
Voidvelgr Pale Rider,True,True,Old
Voidvelgr Pale Rider,False,False,New
Voidvelgr Peltast,False,False,New
Voidvelgr Peltast,True,True,Old
Voidvelgr Phalanx,False,False,New
Voidvelgr Phalanx,True,True,Old
Voidvelgr Protostar,False,False,New
Voidvelgr Protostar,True,True,Old
Voidvelgr Requiem,True,True,Old
Voidvelgr Requiem,False,False,New
Voidvelgr Transi,True,True,Old
Voidvelgr Transi,False,False,New
Voidvelgr Tyrfing,False,False,New
Voidvelgr Tyrfing,True,True,Old
Volcanic Rat,True,True,Old
Volcanic Rat,False,False,New
Volcano Attack Dragon,True,True,Old
Volcano Attack Dragon,False,False,New
Vorse Raider,True,True,Old
Vorse Raider,True,False,New
Vortex Shooter,False,False,New
Vortex Shooter,True,True,Old
Vulcan Ignite Hyperdrive,False,False,New
Vulcan Ignite Hyperdrive,True,True,Old
Warning Scale Phosphorescence,True,True,Old
Warning Scale Phosphorescence,False,False,New
Washsprayer the Cleansketeer,False,False,New
Washsprayer the Cleansketeer,True,True,Old
Wasteland,True,True,Old
Wasteland,False,False,New
Watangel,True,True,Old
Watangel,False,False,New
Watchman of the Apocalypse,True,True,Old
Watchman of the Apocalypse,False,False,New
Water Magician,True,True,Old
Water Magician,False,False,New
Wattkiss,False,False,New
Wattkiss,True,True,Old
Wave Crest Madoor,True,True,Old
Wave Crest Madoor,False,False,New
Whirlwind Phantom Beast Pazuzu,False,False,New
Whirlwind Phantom Beast Pazuzu,True,True,Old
Whispark Fairy Girl,False,False,New
Whispark Fairy Girl,True,True,Old
Whispering Fairy,False,False,New
Whispering Fairy,True,True,Old
Wicked Shadow Dark Lurker,False,False,New
Wicked Shadow Dark Lurker,True,True,Old
Widening Whisper,False,False,New
Widening Whisper,True,True,Old
Widespread Ruin,True,False,New
Widespread Ruin,True,True,Old
Wild Kitchen,True,True,Old
Wild Kitchen,False,False,New
Wind Spirit's Protection,True,True,Old
Wind Spirit's Protection,False,False,New
Winged Celestial Dragon of Weal and Woe,True,True,Old
Winged Celestial Dragon of Weal and Woe,False,False,New
"Winged Dragon, Guardian of the Fortress #1",False,False,New
"Winged Dragon, Guardian of the Fortress #1",True,True,Old
Witness of Dragon Destroyer,False,False,New
Witness of Dragon Destroyer,True,True,Old
Wondering Warrior,True,True,Old
Wondering Warrior,False,False,New
Woofderful Heartless Hound,True,True,Old
Woofderful Heartless Hound,False,False,New
Word Working,True,True,Old
Word Working,False,False,New
Wording Fairy,False,False,New
Wording Fairy,True,True,Old
Worker Warrior - Bad Boss,True,True,Old
Worker Warrior - Bad Boss,False,False,New
Worker Warrior - New Recruit,True,True,Old
Worker Warrior - New Recruit,False,False,New
Worker Warrior - Overhauled Organizer,True,True,Old
Worker Warrior - Overhauled Organizer,False,False,New
Worker Warrior - Sinister CEO,False,False,New
Worker Warrior - Sinister CEO,True,True,Old
Worker Warrior - Sinister Chairman,True,True,Old
Worker Warrior - Sinister Chairman,False,False,New
Worker Warrior - Syndicate Security,False,False,New
Worker Warrior - Syndicate Security,True,True,Old
Wyrm Excavator the Heavy Cavalry Draco,True,True,Old
Wyrm Excavator the Heavy Cavalry Draco,False,False,New
Wyrm Excavator the Heavy Cavalry Draco [L],False,False,New
Wyrm Excavator the Heavy Cavalry Draco [L],True,True,Old
Wyrm Excavator the Heavy Cavalry Draco [R],True,True,Old
Wyrm Excavator the Heavy Cavalry Draco [R],False,False,New
Yamata no Tsurugi,False,False,New
Yamata no Tsurugi,True,True,Old
Yami,False,False,New
Yami,True,True,Old
Yamiruler the Dark Delayer,True,True,Old
Yamiruler the Dark Delayer,False,False,New
Yamiruler the Dark Delayer - Supreme Soldier Spear,False,False,New
Yamiruler the Dark Delayer - Supreme Soldier Spear,True,True,Old
Yamiterasu the Divine Ruler,False,False,New
Yamiterasu the Divine Ruler,True,True,Old
Yggdrago the Sky Emperor,False,False,New
Yggdrago the Sky Emperor,True,True,Old
Yggdrago the Sky Emperor [L],True,True,Old
Yggdrago the Sky Emperor [L],False,False,New
Yggdrago the Sky Emperor [R],False,False,New
Yggdrago the Sky Emperor [R],True,True,Old
Yoctron,False,False,New
Yoctron,True,True,Old
Yokai Tiger Orient Strike,False,False,New
Yokai Tiger Orient Strike,True,True,Old
Yormungarde,False,False,New
Yormungarde,True,True,Old
Yuri the Shadow Flower Fiend,False,False,New
Yuri the Shadow Flower Fiend,True,True,Old
Yurushima Sage,False,False,New
Yurushima Sage,True,True,Old
Yurushima Warrior,False,False,New
Yurushima Warrior,True,True,Old
Yurushima the Hermit,True,True,Old
Yurushima the Hermit,False,False,New
Zap Zap Octospark,False,False,New
Zap Zap Octospark,True,True,Old
Zeptron,False,False,New
Zeptron,True,True,Old
Zombie Carnival,False,False,New
Zombie Carnival,True,True,Old
Zombie Fireworks,False,False,New
Zombie Fireworks,True,True,Old
Zubaba Batter,True,True,Old
Zubaba Batter,False,False,New
