Card number,Name,Rarity,Print,Modification date,Release,Series,Set type,Cover card,Version
SBCB-EN202,Obelisk the Tormentor,"('Secret Rare',)",Speed Duel debut,2023-03-23 11:58:28,,,,,New
SBCB-EN203,The Winged Dragon of Ra,"('Secret Rare',)",Speed Duel debut,2023-03-23 11:58:28,2020-11-26,,Collector's Set,"('Blue-Eyes White Dragon', 'Dark Magician', 'Obelisk the Tormentor', 'Slifer the Sky Dragon', 'The Winged Dragon of Ra')",Old
SBCB-EN203,The Winged Dragon of Ra,"('Secret Rare',)",Speed Duel debut,2023-03-23 11:58:28,,,,,New
SBCB-ENS01,Fury of Thunder,"('Common',)",New,2023-03-23 11:58:28,2020-11-26,,Collector's Set,"('Blue-Eyes White Dragon', 'Dark Magician', 'Obelisk the Tormentor', 'Slifer the Sky Dragon', 'The Winged Dragon of Ra')",Old
SBCB-ENS01,Fury of Thunder,"('Common',)",New,2023-03-23 11:58:28,,,,,New
SBCB-ENS02,"It's No Monster, It's a God!","('Common',)",New,2023-03-23 11:58:28,2020-11-26,,Collector's Set,"('Blue-Eyes White Dragon', 'Dark Magician', 'Obelisk the Tormentor', 'Slifer the Sky Dragon', 'The Winged Dragon of Ra')",Old
SBCB-ENS02,"It's No Monster, It's a God!","('Common',)",New,2023-03-23 11:58:28,,,,,New
SBCB-ENS03,Hieratic Chant,"('Common',)",New,2023-03-23 11:58:28,2020-11-26,,Collector's Set,"('Blue-Eyes White Dragon', 'Dark Magician', 'Obelisk the Tormentor', 'Slifer the Sky Dragon', 'The Winged Dragon of Ra')",Old
SBCB-ENS03,Hieratic Chant,"('Common',)",New,2023-03-23 11:58:28,,,,,New
SBCB-ENS04,It's Jinzo!,"('Common',)",New,2023-03-23 11:58:28,2020-11-26,,Collector's Set,"('Blue-Eyes White Dragon', 'Dark Magician', 'Obelisk the Tormentor', 'Slifer the Sky Dragon', 'The Winged Dragon of Ra')",Old
SBCB-ENS04,It's Jinzo!,"('Common',)",New,2023-03-23 11:58:28,,,,,New
SBCB-ENS05,The Psychic Duelist,"('Common',)",New,2023-03-23 11:58:28,2020-11-26,,Collector's Set,"('Blue-Eyes White Dragon', 'Dark Magician', 'Obelisk the Tormentor', 'Slifer the Sky Dragon', 'The Winged Dragon of Ra')",Old
SBCB-ENS05,The Psychic Duelist,"('Common',)",New,2023-03-23 11:58:28,,,,,New
SBCB-ENS06,Guardians of the Tomb,"('Common',)",New,2023-03-23 11:58:28,2020-11-26,,Collector's Set,"('Blue-Eyes White Dragon', 'Dark Magician', 'Obelisk the Tormentor', 'Slifer the Sky Dragon', 'The Winged Dragon of Ra')",Old
SBCB-ENS06,Guardians of the Tomb,"('Common',)",New,2023-03-23 11:58:28,,,,,New
SBCB-ENS07,Union Combination,"('Common',)",New,2023-03-23 11:58:28,2020-11-26,,Collector's Set,"('Blue-Eyes White Dragon', 'Dark Magician', 'Obelisk the Tormentor', 'Slifer the Sky Dragon', 'The Winged Dragon of Ra')",Old
SBCB-ENS07,Union Combination,"('Common',)",New,2023-03-23 11:58:28,,,,,New
SBCB-ENS08,Spell of Mask,"('Common',)",New,2023-03-23 11:58:28,2020-11-26,,Collector's Set,"('Blue-Eyes White Dragon', 'Dark Magician', 'Obelisk the Tormentor', 'Slifer the Sky Dragon', 'The Winged Dragon of Ra')",Old
SBCB-ENS08,Spell of Mask,"('Common',)",New,2023-03-23 11:58:28,,,,,New
SBCB-ENS09,Magician's Act,"('Common',)",New,2023-03-23 11:58:28,2020-11-26,,Collector's Set,"('Blue-Eyes White Dragon', 'Dark Magician', 'Obelisk the Tormentor', 'Slifer the Sky Dragon', 'The Winged Dragon of Ra')",Old
SBCB-ENS09,Magician's Act,"('Common',)",New,2023-03-23 11:58:28,,,,,New
SBCB-ENS10,Endless Traps,"('Common',)",New,2023-03-23 11:58:28,2020-11-26,,Collector's Set,"('Blue-Eyes White Dragon', 'Dark Magician', 'Obelisk the Tormentor', 'Slifer the Sky Dragon', 'The Winged Dragon of Ra')",Old
SBCB-ENS10,Endless Traps,"('Common',)",New,2023-03-23 11:58:28,,,,,New
SBCB-ENS11,No More Mrs. Nice Mai!,"('Common',)",New,2023-03-23 11:58:28,2020-11-26,,Collector's Set,"('Blue-Eyes White Dragon', 'Dark Magician', 'Obelisk the Tormentor', 'Slifer the Sky Dragon', 'The Winged Dragon of Ra')",Old
SBCB-ENS11,No More Mrs. Nice Mai!,"('Common',)",New,2023-03-23 11:58:28,,,,,New
SBCB-ENS12,I'm Just Gonna Attack!,"('Common',)",New,2023-03-23 11:58:28,2020-11-26,,Collector's Set,"('Blue-Eyes White Dragon', 'Dark Magician', 'Obelisk the Tormentor', 'Slifer the Sky Dragon', 'The Winged Dragon of Ra')",Old
SBCB-ENS12,I'm Just Gonna Attack!,"('Common',)",New,2023-03-23 11:58:28,,,,,New
SBCB-ENS13,Rise of the Fallen,"('Common',)",New,2023-03-23 11:58:28,2020-11-26,,Collector's Set,"('Blue-Eyes White Dragon', 'Dark Magician', 'Obelisk the Tormentor', 'Slifer the Sky Dragon', 'The Winged Dragon of Ra')",Old
SBCB-ENS13,Rise of the Fallen,"('Common',)",New,2023-03-23 11:58:28,,,,,New
SBCB-ENS14,Beasts of Phantom,"('Common',)",New,2023-03-23 11:58:28,2020-11-26,,Collector's Set,"('Blue-Eyes White Dragon', 'Dark Magician', 'Obelisk the Tormentor', 'Slifer the Sky Dragon', 'The Winged Dragon of Ra')",Old
SBCB-ENS14,Beasts of Phantom,"('Common',)",New,2023-03-23 11:58:28,,,,,New
SBCB-ENS15,Magnetic Attraction,"('Common',)",New,2023-03-23 11:58:28,2020-11-26,,Collector's Set,"('Blue-Eyes White Dragon', 'Dark Magician', 'Obelisk the Tormentor', 'Slifer the Sky Dragon', 'The Winged Dragon of Ra')",Old
SBCB-ENS15,Magnetic Attraction,"('Common',)",New,2023-03-23 11:58:28,,,,,New
SBCB-ENS16,Power of Friendship,"('Common',)",New,2023-03-23 11:58:28,2020-11-26,,Collector's Set,"('Blue-Eyes White Dragon', 'Dark Magician', 'Obelisk the Tormentor', 'Slifer the Sky Dragon', 'The Winged Dragon of Ra')",Old
SBCB-ENS16,Power of Friendship,"('Common',)",New,2023-03-23 11:58:28,,,,,New
SBCB-ENS17,Fusion Party!,"('Common',)",Reprint,2023-03-23 11:58:28,2020-11-26,,Collector's Set,"('Blue-Eyes White Dragon', 'Dark Magician', 'Obelisk the Tormentor', 'Slifer the Sky Dragon', 'The Winged Dragon of Ra')",Old
SBCB-ENS17,Fusion Party!,"('Common',)",Reprint,2023-03-23 11:58:28,,,,,New
SBCB-ENS18,Ritual Ceremony,"('Common',)",Reprint,2023-03-23 11:58:28,2020-11-26,,Collector's Set,"('Blue-Eyes White Dragon', 'Dark Magician', 'Obelisk the Tormentor', 'Slifer the Sky Dragon', 'The Winged Dragon of Ra')",Old
SBCB-ENS18,Ritual Ceremony,"('Common',)",Reprint,2023-03-23 11:58:28,,,,,New
SBCB-ENS19,Low Blow,"('Common',)",Reprint,2023-03-23 11:58:28,2020-11-26,,Collector's Set,"('Blue-Eyes White Dragon', 'Dark Magician', 'Obelisk the Tormentor', 'Slifer the Sky Dragon', 'The Winged Dragon of Ra')",Old
SBCB-ENS19,Low Blow,"('Common',)",Reprint,2023-03-23 11:58:28,,,,,New
SBCB-ENS20,Digging for Gold,"('Common',)",Reprint,2023-03-23 11:58:28,2020-11-26,,Collector's Set,"('Blue-Eyes White Dragon', 'Dark Magician', 'Obelisk the Tormentor', 'Slifer the Sky Dragon', 'The Winged Dragon of Ra')",Old
SBCB-ENS20,Digging for Gold,"('Common',)",Reprint,2023-03-23 11:58:28,,,,,New
SDJ-001,Red-Eyes Black Dragon,"('Ultra Rare',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-001,Red-Eyes Black Dragon,"('Ultra Rare',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-002,Swordsman of Landstar,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-002,Swordsman of Landstar,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-003,Baby Dragon,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-003,Baby Dragon,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-004,Spirit of the Harp,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-004,Spirit of the Harp,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-005,Island Turtle,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-005,Island Turtle,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-006,Flame Manipulator,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-006,Flame Manipulator,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-007,Masaki the Legendary Swordsman,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-007,Masaki the Legendary Swordsman,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-008,7 Colored Fish,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-008,7 Colored Fish,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-009,Armored Lizard,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-009,Armored Lizard,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-010,Darkfire Soldier #1,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-010,Darkfire Soldier #1,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-011,Sky Scout,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-011,Sky Scout,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-012,Gearfried the Iron Knight,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-012,Gearfried the Iron Knight,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-013,Karate Man,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-013,Karate Man,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-014,Milus Radiant,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-014,Milus Radiant,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-015,Time Wizard,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-015,Time Wizard,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-016,Maha Vailo,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-016,Maha Vailo,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-017,Magician of Faith,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-017,Magician of Faith,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-018,Big Eye,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-018,Big Eye,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-019,Sangan,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-019,Sangan,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-020,Princess of Tsurugi,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-020,Princess of Tsurugi,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-021,White Magical Hat,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-021,White Magical Hat,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-022,Penguin Soldier,"('Super Rare',)",New,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-022,Penguin Soldier,"('Super Rare',)",New,2023-03-16 14:19:14,,,,,New
SDJ-023,Thousand Dragon,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-023,Thousand Dragon,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-024,Flame Swordsman,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-024,Flame Swordsman,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-025,Malevolent Nuzzler,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-025,Malevolent Nuzzler,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-026,Dark Hole,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-026,Dark Hole,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-027,Dian Keto the Cure Master,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-027,Dian Keto the Cure Master,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-028,Fissure,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-028,Fissure,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-029,De-Spell,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-029,De-Spell,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-030,Change of Heart,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-030,Change of Heart,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-031,Block Attack,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-031,Block Attack,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-032,Giant Trunade,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-032,Giant Trunade,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-033,The Reliable Guardian,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-033,The Reliable Guardian,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-034,Remove Trap,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-034,Remove Trap,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-035,Monster Reborn,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-035,Monster Reborn,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-036,Polymerization,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-036,Polymerization,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-037,Mountain,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-037,Mountain,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-038,Dragon Treasure,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-038,Dragon Treasure,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-039,Eternal Rest,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-039,Eternal Rest,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-040,Shield & Sword,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-040,Shield & Sword,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-041,Scapegoat,"('Super Rare',)",New,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-041,Scapegoat,"('Super Rare',)",New,2023-03-16 14:19:14,,,,,New
SDJ-042,Just Desserts,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-042,Just Desserts,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-043,Trap Hole,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-043,Trap Hole,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-044,Reinforcements,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-044,Reinforcements,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-045,Castle Walls,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-045,Castle Walls,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-046,Waboku,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-046,Waboku,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-047,Ultimate Offering,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-047,Ultimate Offering,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-048,Seven Tools of the Bandit,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-048,Seven Tools of the Bandit,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-049,Fake Trap,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-049,Fake Trap,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-050,Reverse Trap,"('Common',)",Reprint,2023-03-16 14:19:14,2003-03-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-050,Reverse Trap,"('Common',)",Reprint,2023-03-16 14:19:14,,,,,New
SDJ-G001,Red-Eyes B. Dragon,"('Ultra Rare',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G001,Red-Eyes B. Dragon,"('Ultra Rare',)",,2023-04-23 19:58:29,,,,,New
SDJ-G002,Swordsman of Landstar,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G002,Swordsman of Landstar,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G003,Baby Dragon,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G003,Baby Dragon,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G004,Spirit of the Harp,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G004,Spirit of the Harp,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G005,Island Turtle,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G005,Island Turtle,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G006,Flame Manipulator,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G006,Flame Manipulator,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G007,Masaki the Legendary Swordsman,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G007,Masaki the Legendary Swordsman,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G008,7 Colored Fish,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G008,7 Colored Fish,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G009,Armored Lizard,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G009,Armored Lizard,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G010,Darkfire Soldier #1,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G010,Darkfire Soldier #1,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G011,Sky Scout,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G011,Sky Scout,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G012,Gearfried the Iron Knight,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G012,Gearfried the Iron Knight,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G013,Karate Man,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G013,Karate Man,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G014,Milus Radiant,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G014,Milus Radiant,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G015,Time Wizard,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G015,Time Wizard,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G016,Maha Vailo,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G016,Maha Vailo,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G017,Magician of Faith,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G017,Magician of Faith,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G018,Big Eye,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G018,Big Eye,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G019,Sangan,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G019,Sangan,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G020,Princess of Tsurugi,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G020,Princess of Tsurugi,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G021,White Magical Hat,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G021,White Magical Hat,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G022,Penguin Soldier,"('Super Rare',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G022,Penguin Soldier,"('Super Rare',)",,2023-04-23 19:58:29,,,,,New
SDJ-G023,Thousand Dragon,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G023,Thousand Dragon,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G024,Flame Swordsman,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G024,Flame Swordsman,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G025,Malevolent Nuzzler,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G025,Malevolent Nuzzler,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G026,Dark Hole,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G026,Dark Hole,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G027,Dian Keto the Cure Master,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G027,Dian Keto the Cure Master,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G028,Fissure,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G028,Fissure,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G029,De-Spell,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G029,De-Spell,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G030,Change of Heart,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G030,Change of Heart,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G031,Block Attack,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G031,Block Attack,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G032,Giant Trunade,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G032,Giant Trunade,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G033,The Reliable Guardian,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
SDJ-G033,The Reliable Guardian,"('Common',)",,2023-04-23 19:58:29,,,,,New
SDJ-G034,Remove Trap,"('Common',)",,2023-04-23 19:58:29,2004-05-01,,Starter Deck,"('Red-Eyes Black Dragon',)",Old
