Name,Password,Card type,Property,Archseries,Effect type,TCG status,OCG status,Page name,Page URL,Artwork,Modification date,Errata,Attribute,Primary type,Secondary type,Monster type,DEF,Pendulum Scale,Link,Link Arrows,ATK,Level/Rank
Shinobird Crane,66815913,Monster Card,,"('Shinobird',)","('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Shinobird Crane,https://yugipedia.com/wiki/Shinobird_Crane,,2023-03-20 08:03:39,,WIND,Effect Monster,"('Spirit monster',)",Winged Beast,1500,,,,1500,4
Shinobird Crow,39817919,Monster Card,,"('Shinobird',)","('Quick Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Shinobird Crow,https://yugipedia.com/wiki/Shinobird_Crow,,2023-03-20 08:03:51,,WIND,Effect Monster,"('Spirit monster',)",Winged Beast,0,,,,0,4
Shinobird Pigeon,92200612,Monster Card,,"('Shinobird',)","('Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Shinobird Pigeon,https://yugipedia.com/wiki/Shinobird_Pigeon,,2023-03-20 08:04:04,,WIND,Effect Monster,"('Spirit monster',)",Winged Beast,1800,,,,1000,4
Shinobird Power Spot,09553721,Spell Card,Continuous Spell Card,"('Shinobird',)","('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Shinobird Power Spot,https://yugipedia.com/wiki/Shinobird_Power_Spot,,2023-03-20 08:04:15,,,,,,,,,,,
Shinobird Salvation,00276357,Trap Card,Continuous Trap Card,"('Shinobird',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Shinobird Salvation,https://yugipedia.com/wiki/Shinobird_Salvation,,2023-03-20 08:04:26,,,,,,,,,,,
Shinobird Token,,Monster Card,,"('Shinobird',)",,,Legal,Shinobird Token,https://yugipedia.com/wiki/Shinobird_Token,,2023-04-05 12:53:33,,WIND,Monster Token,,Winged Beast,1500,,,,1500,4
Shinobird's Calling,73055622,Spell Card,Ritual Spell Card,"('Shinobird',)","('Effect',)",Unlimited,Unlimited,Shinobird's Calling,https://yugipedia.com/wiki/Shinobird%27s_Calling,,2019-12-06 15:58:09,,,,,,,,,,,
Shinonome the Vaylantz Priestess,49131917,Monster Card,,"('Vaylantz',)","('Condition', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Shinonome the Vaylantz Priestess,https://yugipedia.com/wiki/Shinonome_the_Vaylantz_Priestess,,2023-03-20 08:04:37,,WATER,Effect Monster,,Spellcaster,500,1,,,500,2
"Shiny Black ""C""",94081496,Monster Card,,"('""C""',)","('Quick Effect',)",Unlimited,Unlimited,"Shiny Black ""C""",https://yugipedia.com/wiki/Shiny_Black_%22C%22,,2023-03-20 08:04:48,"('Any',)",EARTH,Effect Monster,,Insect,500,,,,200,1
"Shiny Black ""C"" Squadder",04148264,Monster Card,,"('""C""',)",,Unlimited,Unlimited,"Shiny Black ""C"" Squadder",https://yugipedia.com/wiki/Shiny_Black_%22C%22_Squadder,,2023-03-20 08:04:57,,EARTH,Normal Monster,,Insect,0,,,,2000,4
Shiranui Samurai,35818851,Monster Card,,"('Shiranui',)","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Shiranui Samurai,https://yugipedia.com/wiki/Shiranui_Samurai,,2023-03-20 08:05:18,"('Any',)",FIRE,Effect Monster,,Zombie,0,,,,1800,4
Shiranui Samuraisaga,57288064,Monster Card,,"('Shiranui',)","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Shiranui Samuraisaga,https://yugipedia.com/wiki/Shiranui_Samuraisaga,,2023-03-20 08:05:30,,FIRE,Synchro Monster,,Zombie,0,,,,2500,6
Shiranui Shogunsaga,83283063,Monster Card,,"('Shiranui',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Shiranui Shogunsaga,https://yugipedia.com/wiki/Shiranui_Shogunsaga,,2023-03-20 08:05:41,,FIRE,Synchro Monster,,Zombie,0,,,,3000,8
Shiranui Skillsaga Supremacy,86926989,Monster Card,,"('Shiranui',)","('Condition', 'Continuous Effect', 'Quick Effect')",Unlimited,Unlimited,Shiranui Skillsaga Supremacy,https://yugipedia.com/wiki/Shiranui_Skillsaga_Supremacy,,2023-03-20 08:05:50,,FIRE,Link Monster,,Zombie,,,3,"('↓', '←', '↑')",2300,
Shiranui Smith,62038047,Monster Card,,"('Shiranui',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Shiranui Smith,https://yugipedia.com/wiki/Shiranui_Smith,,2023-03-20 08:06:01,,FIRE,Effect Monster,,Zombie,0,,,,1000,4
Shiranui Solitaire,94801854,Monster Card,,"('Shiranui',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Shiranui Solitaire,https://yugipedia.com/wiki/Shiranui_Solitaire,,2023-03-20 08:06:13,"('Any',)",FIRE,Effect Monster,,Zombie,0,,,,500,4
Shiranui Spectralsword,36630403,Monster Card,,"('Shiranui', 'Shiranui Spectralsword (archetype)')","('Condition', 'Ignition Effect')",Unlimited,Unlimited,Shiranui Spectralsword,https://yugipedia.com/wiki/Shiranui_Spectralsword,,2023-03-20 08:06:23,"('Any',)",FIRE,Effect Monster,"('Tuner monster',)",Zombie,0,,,,800,2
Shiranui Spectralsword Shade,79783880,Monster Card,,"('Shiranui', 'Shiranui Spectralsword (archetype)')","('Condition', 'Ignition Effect')",Unlimited,Unlimited,Shiranui Spectralsword Shade,https://yugipedia.com/wiki/Shiranui_Spectralsword_Shade,,2023-03-20 08:06:42,,FIRE,Effect Monster,"('Tuner monster',)",Zombie,0,,,,800,3
Shiranui Spiritmaster,99423156,Monster Card,,"('Shiranui',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Shiranui Spiritmaster,https://yugipedia.com/wiki/Shiranui_Spiritmaster,,2023-03-20 08:06:55,"('Any',)",FIRE,Effect Monster,,Zombie,0,,,,1500,4
Shiranui Squire,41562624,Monster Card,,"('Shiranui',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Shiranui Squire,https://yugipedia.com/wiki/Shiranui_Squire,,2023-03-20 08:07:08,,FIRE,Effect Monster,,Zombie,0,,,,1500,4
Shiranui Squiresaga,52711246,Monster Card,,"('Shiranui',)","('Condition', 'Ignition Effect')",Unlimited,Unlimited,Shiranui Squiresaga,https://yugipedia.com/wiki/Shiranui_Squiresaga,,2023-03-20 08:07:19,"('Any',)",FIRE,Synchro Monster,,Zombie,0,,,,2100,7
Shiranui Style Samsara,78765160,Trap Card,Continuous Trap Card,"('Shiranui',)","('Continuous-like Effect', 'Quick-like Effect')",Unlimited,Unlimited,Shiranui Style Samsara,https://yugipedia.com/wiki/Shiranui_Style_Samsara,,2019-12-05 16:31:16,,,,,,,,,,,
Shiranui Style Solemnity,40364916,Spell Card,Continuous Spell Card,"('Shiranui',)","('Continuous-like Effect', 'Ignition-like Effect')",Unlimited,Unlimited,Shiranui Style Solemnity,https://yugipedia.com/wiki/Shiranui_Style_Solemnity,,2023-03-20 08:07:31,"('Any',)",,,,,,,,,,
Shiranui Style Success,74798297,Trap Card,Normal Trap Card,"('Shiranui',)","('Condition', 'Effect', 'Quick-like Effect')",Unlimited,Unlimited,Shiranui Style Success,https://yugipedia.com/wiki/Shiranui_Style_Success,,2023-03-20 08:07:42,,,,,,,,,,,
Shiranui Style Swallow's Slash,04333086,Trap Card,Normal Trap Card,"('Shiranui',)","('Condition', 'Cost', 'Effect')",Unlimited,Unlimited,Shiranui Style Swallow's Slash,https://yugipedia.com/wiki/Shiranui_Style_Swallow%27s_Slash,,2023-03-20 08:07:53,,,,,,,,,,,
Shiranui Style Synthesis,40005099,Spell Card,Field Spell Card,"('Shiranui',)","('Condition', 'Ignition-like Effect')",Unlimited,Unlimited,Shiranui Style Synthesis,https://yugipedia.com/wiki/Shiranui_Style_Synthesis,,2019-12-05 16:32:07,,,,,,,,,,,
Shiranui Sunsaga,59843383,Monster Card,,"('Shiranui',)","('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,Shiranui Sunsaga,https://yugipedia.com/wiki/Shiranui_Sunsaga,,2023-03-20 08:08:15,"('Any',)",FIRE,Synchro Monster,,Zombie,0,,,,3500,10
Shiranui Swordmaster,05177985,Monster Card,,"('Shiranui',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Shiranui Swordmaster,https://yugipedia.com/wiki/Shiranui_Swordmaster,,2023-03-20 08:08:24,,FIRE,Effect Monster,,Zombie,0,,,,600,2
Shiranui Swordsaga,26326541,Monster Card,,"('Shiranui',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Shiranui Swordsaga,https://yugipedia.com/wiki/Shiranui_Swordsaga,,2023-03-20 08:08:35,,FIRE,Synchro Monster,,Zombie,0,,,,1900,5
"Shire, Lightsworn Spirit",02420921,Monster Card,,"('Lightsworn',)","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,"Shire, Lightsworn Spirit","https://yugipedia.com/wiki/Shire,_Lightsworn_Spirit",,2023-03-20 08:08:43,"('Any',)",LIGHT,Effect Monster,,Fairy,1400,,,,400,3
Shock Surprise,15609017,Spell Card,Normal Spell Card,,"('Cost', 'Effect')",Unlimited,Unlimited,Shock Surprise,https://yugipedia.com/wiki/Shock_Surprise,"('Edited',)",2023-03-20 08:09:10,,,,,,,,,,,
Shock Troops of the Ice Barrier,38528901,Monster Card,,"('Ice Barrier',)","('Ignition Effect',)",Unlimited,Unlimited,Shock Troops of the Ice Barrier,https://yugipedia.com/wiki/Shock_Troops_of_the_Ice_Barrier,,2023-03-20 08:09:20,"('Any',)",WATER,Effect Monster,,Spellcaster,800,,,,1500,3
Shocktopus,02584136,Monster Card,,,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Shocktopus,https://yugipedia.com/wiki/Shocktopus,,2023-03-20 08:09:36,"('Any',)",WATER,Effect Monster,,Fish,800,,,,1600,4
Shogi Knight,41493640,Monster Card,,,"('Trigger Effect',)",Unlimited,Unlimited,Shogi Knight,https://yugipedia.com/wiki/Shogi_Knight,,2023-03-20 08:09:46,,EARTH,Effect Monster,,Beast-Warrior,400,,,,800,3
Shogi Lance,32476434,Monster Card,,,"('Ignition Effect',)",Unlimited,Unlimited,Shogi Lance,https://yugipedia.com/wiki/Shogi_Lance,,2023-03-20 08:09:54,,EARTH,Effect Monster,,Beast-Warrior,500,,,,500,3
Shooting Majestic Star Dragon,40939228,Monster Card,,"('Cosmic Synchro Monster', 'Majestic')","('Continuous Effect', 'Ignition Effect', 'Quick Effect', 'Summoning condition')",Unlimited,Unlimited,Shooting Majestic Star Dragon,https://yugipedia.com/wiki/Shooting_Majestic_Star_Dragon,,2023-03-20 08:10:08,,WIND,Synchro Monster,,Dragon,3300,,,,4000,11
Shooting Quasar Dragon,35952884,Monster Card,,"('Cosmic Synchro Monster',)","('Continuous Effect', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Shooting Quasar Dragon,https://yugipedia.com/wiki/Shooting_Quasar_Dragon,,2023-04-27 02:54:07,"('Any',)",LIGHT,Synchro Monster,,Dragon,4000,,,,4000,12
Shooting Riser Dragon,68431965,Monster Card,,"('Cosmic Synchro Monster',)","('Condition', 'Quick Effect', 'Trigger Effect')",Limited,Unlimited,Shooting Riser Dragon,https://yugipedia.com/wiki/Shooting_Riser_Dragon,,2023-03-15 19:16:13,,LIGHT,Synchro Monster,"('Tuner monster',)",Dragon,1700,,,,2100,7
Shooting Star,47264717,Trap Card,Normal Trap Card,,"('Activation condition', 'Effect')",Unlimited,Unlimited,Shooting Star,https://yugipedia.com/wiki/Shooting_Star,,2023-03-20 08:10:34,,,,,,,,,,,
Shooting Star Bow - Ceal,95638658,Spell Card,Equip Spell Card,,"('Continuous-like Effect',)",Unlimited,Unlimited,Shooting Star Bow - Ceal,https://yugipedia.com/wiki/Shooting_Star_Bow_-_Ceal,,2023-03-20 08:10:46,"('Name',)",,,,,,,,,,
Shooting Star Dragon,24696097,Monster Card,,"('Cosmic Synchro Monster',)","('Ignition Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Shooting Star Dragon,https://yugipedia.com/wiki/Shooting_Star_Dragon,,2023-03-20 08:11:05,"('Any',)",WIND,Synchro Monster,,Dragon,2500,,,,3300,10
Shooting Star Dragon T.G. EX,63180841,Monster Card,,"('Cosmic Synchro Monster', 'T.G.')","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Shooting Star Dragon T.G. EX,https://yugipedia.com/wiki/Shooting_Star_Dragon_T.G._EX,,2023-03-20 08:11:18,,WIND,Synchro Monster,,Dragon,2500,,,,3300,10
Shootingcode Talker,33897356,Monster Card,,"('Code Talker (archetype)',)","('Trigger Effect',)",Unlimited,Unlimited,Shootingcode Talker,https://yugipedia.com/wiki/Shootingcode_Talker,,2023-03-15 06:05:38,,WATER,Link Monster,,Cyberse,,,3,"('↓', '←', '↑')",2300,
Shopina the Melodious Maestra,05908650,Monster Card,,"('Melodious', 'Melodious Maestra')","('Condition', 'Ignition Effect')",Unlimited,Unlimited,Shopina the Melodious Maestra,https://yugipedia.com/wiki/Shopina_the_Melodious_Maestra,,2023-03-20 08:11:42,"('Name',)",LIGHT,Effect Monster,,Fairy,1700,,,,2300,7
Shore Knight,14771222,Monster Card,,"('Attribute Knight',)","('Trigger Effect',)",Unlimited,Unlimited,Shore Knight,https://yugipedia.com/wiki/Shore_Knight,,2023-03-20 08:11:54,"('Any',)",WATER,Effect Monster,,Warrior,1200,,,,1400,4
Short Circuit,75967082,Spell Card,Normal Spell Card,,"('Activation condition', 'Effect')",Unlimited,Unlimited,Short Circuit,https://yugipedia.com/wiki/Short_Circuit,,2023-03-20 08:12:04,,,,,,,,,,,
Shovel Crusher,71950093,Monster Card,,,,Unlimited,Unlimited,Shovel Crusher,https://yugipedia.com/wiki/Shovel_Crusher,,2023-03-20 08:12:23,,EARTH,Normal Monster,,Machine,1200,,,,900,3
Showdown of the Secret Sense Scroll Techniques,92080692,Trap Card,Counter Trap Card,,"('Activation condition', 'Effect')",Unlimited,Unlimited,Showdown of the Secret Sense Scroll Techniques,https://yugipedia.com/wiki/Showdown_of_the_Secret_Sense_Scroll_Techniques,,2019-12-05 16:39:19,,,,,,,,,,,
Shreddder,03603242,Monster Card,,,"('Ignition Effect',)",Unlimited,Unlimited,Shreddder,https://yugipedia.com/wiki/Shreddder,,2023-03-20 08:12:57,"('Any',)",EARTH,Effect Monster,,Machine,1000,,,,1600,4
Shrine of Mist Valley,04215636,Spell Card,Field Spell Card,"('Mist Valley',)","('Trigger Effect',)",Unlimited,Unlimited,Shrine of Mist Valley,https://yugipedia.com/wiki/Shrine_of_Mist_Valley,,2023-03-20 08:13:08,"('Any',)",,,,,,,,,,
Shrink,55713623,Spell Card,Quick-Play Spell Card,,"('Effect',)",Unlimited,Unlimited,Shrink,https://yugipedia.com/wiki/Shrink,,2023-03-20 08:13:26,"('Any',)",,,,,,,,,,
Shuffle Reborn,14816688,Spell Card,Normal Spell Card,,"('Activation condition', 'Condition', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,Shuffle Reborn,https://yugipedia.com/wiki/Shuffle_Reborn,,2023-03-20 08:13:47,"('Any',)",,,,,,,,,,
Shura the Combat Star,32615065,Monster Card,,"('Star (series)',)","('Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Shura the Combat Star,https://yugipedia.com/wiki/Shura_the_Combat_Star,,2023-03-20 08:13:58,,DARK,Fusion Monster,,Warrior,0,,,,0,12
"Shurit, Strategist of the Nekroz",90307777,Monster Card,,"('Nekroz',)","('Condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,"Shurit, Strategist of the Nekroz","https://yugipedia.com/wiki/Shurit,_Strategist_of_the_Nekroz",,2023-03-20 08:14:10,"('Any',)",WATER,Effect Monster,,Warrior,1800,,,,300,3
Shutendoji,65422840,Monster Card,,,"('Ignition Effect',)",Unlimited,Unlimited,Shutendoji,https://yugipedia.com/wiki/Shutendoji,,2023-03-20 08:14:24,"('Any',)",EARTH,Effect Monster,,Zombie,800,,,,1500,4
Shuttleroid,10449150,Monster Card,,"('roid',)","('Trigger Effect',)",,Unlimited,Shuttleroid,https://yugipedia.com/wiki/Shuttleroid,,2023-03-20 08:14:32,,WIND,Effect Monster,,Machine,1200,,,,1000,4
Side Effects?,30922149,Trap Card,Normal Trap Card,,"('Effect',)",Unlimited,Unlimited,Side Effects?,https://yugipedia.com/wiki/Side_Effects%3F,,2023-03-20 08:14:50,,,,,,,,,,,
Signal Warrior,09634146,Monster Card,,"('Warrior (archetype)',)","('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Signal Warrior,https://yugipedia.com/wiki/Signal_Warrior,,2023-03-20 08:15:37,,LIGHT,Synchro Monster,,Warrior,1000,,,,2400,7
Silent Abyss,86442081,Monster Card,,"('Abyss-', 'Attribute Reptile')","('Trigger Effect',)",Unlimited,Unlimited,Silent Abyss,https://yugipedia.com/wiki/Silent_Abyss,,2023-03-20 08:15:47,,WATER,Effect Monster,,Reptile,1500,,,,2000,7
Silent Angler,90303176,Monster Card,,,"('Unclassified effect',)",Unlimited,Unlimited,Silent Angler,https://yugipedia.com/wiki/Silent_Angler,,2023-03-20 08:16:03,,WATER,Effect Monster,,Fish,1400,,,,800,4
Silent Burning,44968459,Spell Card,Quick-Play Spell Card,"('Signature move',)","('Activation condition', 'Condition', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,Silent Burning,https://yugipedia.com/wiki/Silent_Burning,,2023-03-20 08:16:19,,,,,,,,,,,
Silent Doom,42534368,Spell Card,Normal Spell Card,,"('Effect',)",Unlimited,Unlimited,Silent Doom,https://yugipedia.com/wiki/Silent_Doom,,2023-03-20 08:16:30,"('Any',)",,,,,,,,,,
Silent Graveyard,53778229,Spell Card,Quick-Play Spell Card,,"('Cost', 'Effect')",Unlimited,Unlimited,Silent Graveyard,https://yugipedia.com/wiki/Silent_Graveyard,,2023-03-20 08:16:53,"('Name',)",,,,,,,,,,
Silent Insect,40867519,Monster Card,,,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,Silent Insect,https://yugipedia.com/wiki/Silent_Insect,,2023-03-20 08:17:02,"('Any',)",EARTH,Effect Monster,,Insect,300,,,,200,2
Silent Magician,41175645,Monster Card,,"('Magician', 'Silent Magician (archetype)')","('Continuous Effect', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Silent Magician,https://yugipedia.com/wiki/Silent_Magician,,2023-03-20 08:17:19,,LIGHT,Effect Monster,,Spellcaster,1000,,,,1000,4
Silent Magician LV4,73665146,Monster Card,,"('LV', 'Silent Magician (archetype)')","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,Silent Magician LV4,https://yugipedia.com/wiki/Silent_Magician_LV4,,2023-03-20 08:17:50,"('Type',)",LIGHT,Effect Monster,,Spellcaster,1000,,,,1000,4
Silent Magician LV8,72443568,Monster Card,,"('LV', 'Silent Magician (archetype)')","('Continuous Effect', 'Summoning condition')",Unlimited,Unlimited,Silent Magician LV8,https://yugipedia.com/wiki/Silent_Magician_LV8,,2023-03-20 08:18:06,"('Type',)",LIGHT,Effect Monster,,Spellcaster,1000,,,,3500,8
Silent Paladin,19502505,Monster Card,,"('Prophecy',)","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Silent Paladin,https://yugipedia.com/wiki/Silent_Paladin,,2023-03-20 08:18:17,,LIGHT,Effect Monster,,Fairy,1500,,,,500,4
Silent Psychic Wizard,62950604,Monster Card,,,"('Trigger Effect',)",Unlimited,Unlimited,Silent Psychic Wizard,https://yugipedia.com/wiki/Silent_Psychic_Wizard,,2023-03-20 08:18:28,"('Any',)",EARTH,Effect Monster,,Psychic,0,,,,1900,4
Silent Sea Nettle,31059809,Monster Card,,,"('Condition', 'Ignition Effect')",Unlimited,Unlimited,Silent Sea Nettle,https://yugipedia.com/wiki/Silent_Sea_Nettle,,2023-03-20 08:18:37,,WATER,Effect Monster,,Aqua,1300,,,,800,4
Silent Strider,18235577,Monster Card,,,"('Ignition Effect',)",Unlimited,Unlimited,Silent Strider,https://yugipedia.com/wiki/Silent_Strider,,2023-03-20 08:18:45,,EARTH,Effect Monster,,Insect,700,,,,300,2
Silent Sword Slash,18563744,Spell Card,Quick-Play Spell Card,"('Signature move',)","('Condition', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,Silent Sword Slash,https://yugipedia.com/wiki/Silent_Sword_Slash,,2023-03-20 08:18:57,,,,,,,,,,,
Silent Swordsman,15180041,Monster Card,,"('Silent Swordsman (archetype)',)","('Quick Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Silent Swordsman,https://yugipedia.com/wiki/Silent_Swordsman,,2023-03-20 08:19:09,,LIGHT,Effect Monster,,Warrior,1000,,,,1000,4
Silent Swordsman LV3,01995985,Monster Card,,"('LV', 'Silent Swordsman (archetype)')","('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,Silent Swordsman LV3,https://yugipedia.com/wiki/Silent_Swordsman_LV3,,2023-03-20 08:19:38,"('Type',)",LIGHT,Effect Monster,,Warrior,1000,,,,1000,3
Silent Swordsman LV5,74388798,Monster Card,,"('LV', 'Silent Swordsman (archetype)')","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,Silent Swordsman LV5,https://yugipedia.com/wiki/Silent_Swordsman_LV5,,2023-03-16 02:33:52,"('Any',)",LIGHT,Effect Monster,,Warrior,1000,,,,2300,5
Silent Swordsman LV7,37267041,Monster Card,,"('LV', 'Silent Swordsman (archetype)')","('Continuous Effect', 'Summoning condition')",Unlimited,Unlimited,Silent Swordsman LV7,https://yugipedia.com/wiki/Silent_Swordsman_LV7,,2023-03-20 08:19:52,"('Type',)",LIGHT,Effect Monster,,Warrior,1000,,,,2800,7
Silent Wobby,71015787,Monster Card,,,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Silent Wobby,https://yugipedia.com/wiki/Silent_Wobby,,2023-03-20 08:20:00,,WATER,Effect Monster,,Fish,2000,,,,1000,4
Silent Wolf Calupo,15947754,Monster Card,,,"('Condition', 'Trigger Effect')",Unlimited,Unlimited,Silent Wolf Calupo,https://yugipedia.com/wiki/Silent_Wolf_Calupo,,2023-03-20 08:20:09,,DARK,Effect Monster,,Beast-Warrior,1400,,,,1400,4
"Sillva, Warlord of Dark World",32619583,Monster Card,,"('Dark World',)","('Trigger Effect',)",Unlimited,Unlimited,"Sillva, Warlord of Dark World","https://yugipedia.com/wiki/Sillva,_Warlord_of_Dark_World",,2023-03-20 08:20:27,"('Any',)",DARK,Effect Monster,,Fiend,1400,,,,2300,5
Silpheed,73001017,Monster Card,,,"('Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Silpheed,https://yugipedia.com/wiki/Silpheed,,2023-03-20 08:20:38,"('Any',)",WIND,Effect Monster,,Fairy,700,,,,1700,4
Silver Bow and Arrow,01557499,Spell Card,Equip Spell Card,,"('Continuous-like Effect',)",Unlimited,Unlimited,Silver Bow and Arrow,https://yugipedia.com/wiki/Silver_Bow_and_Arrow,,2023-03-20 08:20:50,"('Type',)",,,,,,,,,,
Silver Fang,90357090,Monster Card,,,,Unlimited,Unlimited,Silver Fang,https://yugipedia.com/wiki/Silver_Fang,,2023-03-20 08:21:05,"('Type',)",EARTH,Normal Monster,,Beast,800,,,,1200,3
Silver Gadget,29021114,Monster Card,,"('Gadget',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Silver Gadget,https://yugipedia.com/wiki/Silver_Gadget,,2023-03-16 07:19:12,"('Any',)",LIGHT,Effect Monster,,Machine,1000,,,,1500,4
Silver Sentinel,09791914,Monster Card,,,"('Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,Silver Sentinel,https://yugipedia.com/wiki/Silver_Sentinel,,2023-03-20 08:21:26,,EARTH,Effect Monster,,Warrior,1300,,,,1500,4
Silver Wing,25231813,Spell Card,Equip Spell Card,,"('Condition', 'Continuous-like Effect')",Unlimited,Unlimited,Silver Wing,https://yugipedia.com/wiki/Silver_Wing,,2023-03-20 08:21:46,"('Any',)",,,,,,,,,,
Silver's Cry,87025064,Spell Card,Quick-Play Spell Card,,"('Condition', 'Effect')",Unlimited,Unlimited,Silver's Cry,https://yugipedia.com/wiki/Silver%27s_Cry,,2023-03-20 08:22:11,"('Any',)",,,,,,,,,,
Silverrokket Dragon,32476603,Monster Card,,"('Rokket',)","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Silverrokket Dragon,https://yugipedia.com/wiki/Silverrokket_Dragon,,2023-03-20 08:22:43,,DARK,Effect Monster,,Dragon,100,,,,1900,4
Silvervine Senri,13382806,Monster Card,,,"('Condition', 'Ignition Effect')",Unlimited,Unlimited,Silvervine Senri,https://yugipedia.com/wiki/Silvervine_Senri,,2023-03-20 08:22:52,,WIND,Effect Monster,,Beast,0,,,,0,2
Simorgh Onslaught,28617139,Spell Card,Normal Spell Card,"('Simorgh',)","('Condition', 'Cost', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,Simorgh Onslaught,https://yugipedia.com/wiki/Simorgh_Onslaught,,2023-03-20 08:23:11,,,,,,,,,,,
Simorgh Repulsion,64002884,Spell Card,Normal Spell Card,"('Simorgh',)","('Condition', 'Cost', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,Simorgh Repulsion,https://yugipedia.com/wiki/Simorgh_Repulsion,,2023-03-20 08:23:21,,,,,,,,,,,
Simorgh Sky Battle,57823578,Trap Card,Continuous Trap Card,"('Simorgh',)","('Condition', 'Continuous-like Effect', 'Quick-like Effect')",Unlimited,Unlimited,Simorgh Sky Battle,https://yugipedia.com/wiki/Simorgh_Sky_Battle,,2023-03-20 08:23:32,,,,,,,,,,,
Simorgh of Darkness,22586618,Monster Card,,"('Simorgh',)","('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Simorgh of Darkness,https://yugipedia.com/wiki/Simorgh_of_Darkness,,2023-03-20 08:23:43,,DARK,Effect Monster,,Winged Beast,2000,,,,2900,8
"Simorgh, Bird of Ancestry",86489182,Monster Card,,"('Simorgh',)","('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,"Simorgh, Bird of Ancestry","https://yugipedia.com/wiki/Simorgh,_Bird_of_Ancestry",,2023-03-20 08:23:53,,WIND,Effect Monster,,Winged Beast,2000,,,,2900,8
"Simorgh, Bird of Beginning",50820852,Monster Card,,"('Simorgh',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,"Simorgh, Bird of Beginning","https://yugipedia.com/wiki/Simorgh,_Bird_of_Beginning",,2023-03-20 08:24:04,,WIND,Effect Monster,,Winged Beast,1600,,,,0,1
"Simorgh, Bird of Bringing",96214561,Monster Card,,"('Simorgh',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,"Simorgh, Bird of Bringing","https://yugipedia.com/wiki/Simorgh,_Bird_of_Bringing",,2023-03-20 08:24:15,,WIND,Effect Monster,,Winged Beast,1000,,,,1000,2
"Simorgh, Bird of Calamity",23619206,Monster Card,,"('Simorgh',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,"Simorgh, Bird of Calamity","https://yugipedia.com/wiki/Simorgh,_Bird_of_Calamity",,2023-03-20 08:24:28,,WIND,Effect Monster,,Winged Beast,200,,,,1500,3
