Card number,Set,Name,Rarity,Print,Region,Page URL,Modification date,Release,Series,Set type,Cover card,Version
DBVS-JP042,Deck Build Pack: Valiant Smashers,Performage Trick Clown,,Reprint,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP043,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP043,Deck Build Pack: Valiant Smashers,,,Reprint,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP044,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP044,Deck Build Pack: Valiant Smashers,Number 41: Bagooska the Terribly Tired Tapir,,Reprint,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DBVS-JP045,Deck Build Pack: Valiant Smashers,,,,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-07-26 13:13:39,2023-08-26,Deck Build Pack,Booster pack,"('Mementoral Tectolica, the Netherskull Dragon',)",Old
DBVS-JP045,Deck Build Pack: Valiant Smashers,Stained Glass of Light & Dark,,Reprint,JP,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Valiant_Smashers_(OCG-JP),2023-08-04 13:33:09,2023-08-26,Deck Build Pack,Booster pack,"('Angelo Valmonica', 'Demone Valmonica', 'Mementoral Tectolica, the Netherskull Dragon')",New
DP28-JP002,Duelist Pack: Duelists of Explosion,Salamangreat Wheesel,"('Super Rare', 'Secret Rare')",New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:27:41,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP002,Duelist Pack: Duelists of Explosion,Salamangreat Weasel,"('Super Rare', 'Secret Rare')",New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-07-31 16:26:24,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP003,Duelist Pack: Duelists of Explosion,Salamangreat Teeger,"('Rare',)",New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:27:41,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP003,Duelist Pack: Duelists of Explosion,Salamangreat Tiger,"('Rare',)",New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-07-31 16:26:24,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP035,Duelist Pack: Duelists of Explosion,Number C79: Battlin' Boxer Commander Caesar,"('Ultra Rare', 'Secret Rare')",New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-05-26 12:27:41,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",Old
DP28-JP035,Duelist Pack: Duelists of Explosion,Number C79: Battlin' Boxer General Kaiser,"('Ultra Rare', 'Secret Rare')",New,JP,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Pack:_Duelists_of_Explosion_(OCG-JP),2023-07-31 16:26:24,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DUNE-KR004,Duelist Nexus +1 Bonus Pack,Big-Winged Berfomet,"('Super Rare', 'QCScR')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Nexus_%2B1_Bonus_Pack_(OCG-KR),2023-08-02 06:57:06,2023-06-24,,Booster pack,,New
DUNE-KR015,Duelist Nexus +1 Bonus Pack,"Dreaming Reality of Nemleria, Realized","('Super Rare', 'QCScR')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Nexus_%2B1_Bonus_Pack_(OCG-KR),2023-08-02 06:57:06,2023-06-24,,Booster pack,,New
DUNE-KR023,Duelist Nexus +1 Bonus Pack,Thestalos the Shadowfire Monarch,"('Super Rare', 'QCScR')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Nexus_%2B1_Bonus_Pack_(OCG-KR),2023-08-02 06:57:06,2023-06-24,,Booster pack,,New
DUNE-KR025,Duelist Nexus +1 Bonus Pack,Nightmare Magician,"('Ultra Rare', 'QCScR')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Nexus_%2B1_Bonus_Pack_(OCG-KR),2023-08-02 06:57:06,2023-06-24,,Booster pack,,New
DUNE-KR026,Duelist Nexus +1 Bonus Pack,Hiita the Fire Channeler,"('Ultra Rare', 'QCScR')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Nexus_%2B1_Bonus_Pack_(OCG-KR),2023-08-02 06:57:06,2023-06-24,,Booster pack,,New
DUNE-KR032,Duelist Nexus +1 Bonus Pack,Arahime the Manifested Mikanko,"('Ultra Rare', 'QCScR')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Nexus_%2B1_Bonus_Pack_(OCG-KR),2023-08-02 06:57:06,2023-06-24,,Booster pack,,New
DUNE-KR033,Duelist Nexus +1 Bonus Pack,Chimera the King of Phantom Beasts,"('Ultra Rare', 'QCScR')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Nexus_%2B1_Bonus_Pack_(OCG-KR),2023-08-02 06:57:06,2023-06-24,,Booster pack,,New
DUNE-KR035,Duelist Nexus +1 Bonus Pack,Sleipnir the Runick Mane,"('Super Rare', 'QCScR')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Nexus_%2B1_Bonus_Pack_(OCG-KR),2023-08-02 06:57:06,2023-06-24,,Booster pack,,New
DUNE-KR037,Duelist Nexus +1 Bonus Pack,Cosmic Quasar Dragon,"('Ultra Rare', 'QCScR')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Nexus_%2B1_Bonus_Pack_(OCG-KR),2023-08-02 06:57:06,2023-06-24,,Booster pack,,New
DUNE-KR038,Duelist Nexus +1 Bonus Pack,Crimson Dragon,"('Ultra Rare', 'QCScR')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Nexus_%2B1_Bonus_Pack_(OCG-KR),2023-08-02 06:57:06,2023-06-24,,Booster pack,,New
DUNE-KR039,Duelist Nexus +1 Bonus Pack,Visas Amritara,"('Ultra Rare', 'QCScR')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Nexus_%2B1_Bonus_Pack_(OCG-KR),2023-08-02 06:57:06,2023-06-24,,Booster pack,,New
DUNE-KR040,Duelist Nexus +1 Bonus Pack,"Angelica, Princess of Noble Arms","('Super Rare', 'QCScR')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Nexus_%2B1_Bonus_Pack_(OCG-KR),2023-08-02 06:57:06,2023-06-24,,Booster pack,,New
DUNE-KR043,Duelist Nexus +1 Bonus Pack,Evolzar Lars,"('Ultra Rare', 'QCScR')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Nexus_%2B1_Bonus_Pack_(OCG-KR),2023-08-02 06:57:06,2023-06-24,,Booster pack,,New
DUNE-KR047,Duelist Nexus +1 Bonus Pack,Altergeist Adminia,"('Super Rare', 'QCScR')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Nexus_%2B1_Bonus_Pack_(OCG-KR),2023-08-02 06:57:06,2023-06-24,,Booster pack,,New
DUNE-KR048,Duelist Nexus +1 Bonus Pack,Emperor Charles the Great,"('Ultra Rare', 'QCScR')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Nexus_%2B1_Bonus_Pack_(OCG-KR),2023-08-02 06:57:06,2023-06-24,,Booster pack,,New
DUNE-KR049,Duelist Nexus +1 Bonus Pack,Unchained Soul Lord of Yama,"('Super Rare', 'QCScR')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Nexus_%2B1_Bonus_Pack_(OCG-KR),2023-08-02 06:57:06,2023-06-24,,Booster pack,,New
DUNE-KR056,Duelist Nexus +1 Bonus Pack,"""Infernoble Arms - Almace""","('Super Rare', 'QCScR')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Nexus_%2B1_Bonus_Pack_(OCG-KR),2023-08-02 06:57:06,2023-06-24,,Booster pack,,New
DUNE-KR059,Duelist Nexus +1 Bonus Pack,Dark Corridor,"('Super Rare', 'QCScR')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Nexus_%2B1_Bonus_Pack_(OCG-KR),2023-08-02 06:57:06,2023-06-24,,Booster pack,,New
DUNE-KR061,Duelist Nexus +1 Bonus Pack,Fusion Armament,"('Super Rare', 'QCScR')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Nexus_%2B1_Bonus_Pack_(OCG-KR),2023-08-02 06:57:06,2023-06-24,,Booster pack,,New
DUNE-KR064,Duelist Nexus +1 Bonus Pack,Tokusano Shinkyojin,"('Super Rare', 'QCScR')",,KR,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Nexus_%2B1_Bonus_Pack_(OCG-KR),2023-08-02 06:57:06,2023-06-24,,Booster pack,,New
DUNE-KRS01,Duelist Nexus +1 Bonus Pack,Shooting Quasar Dragon,"('QCScR',)",,KR,https://yugipedia.com/wiki/Set_Card_Lists:Duelist_Nexus_%2B1_Bonus_Pack_(OCG-KR),2023-08-02 06:57:06,2023-06-24,,Booster pack,,New
LD10-EN000,Legendary Duelists: Soulburning Volcano,Salamangreat Sunlight Wolf,"('Ghost Rare',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN001,Legendary Duelists: Soulburning Volcano,Salamangreat of Fire,"('Ultra Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN002,Legendary Duelists: Soulburning Volcano,Salamangreat Weasel,"('Super Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN003,Legendary Duelists: Soulburning Volcano,Salamangreat Tiger,"('Ultra Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN004,Legendary Duelists: Soulburning Volcano,Salamangreat Burst Gryphon,"('Ultra Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN005,Legendary Duelists: Soulburning Volcano,Salamangreat Raging Phoenix,"('Ultra Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN006,Legendary Duelists: Soulburning Volcano,Salamangreat Charge,"('Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN007,Legendary Duelists: Soulburning Volcano,Salamangreat Revive,"('Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN008,Legendary Duelists: Soulburning Volcano,Salamangreat Gazelle,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN009,Legendary Duelists: Soulburning Volcano,Salamangreat Spinny,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN010,Legendary Duelists: Soulburning Volcano,Salamangreat Miragestallio,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN011,Legendary Duelists: Soulburning Volcano,Salamangreat Heatleo,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN012,Legendary Duelists: Soulburning Volcano,Salamangreat Balelynx,"('Rare',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN013,Legendary Duelists: Soulburning Volcano,Salamangreat Sanctuary,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN014,Legendary Duelists: Soulburning Volcano,Salamangreat Circle,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN015,Legendary Duelists: Soulburning Volcano,Salamangreat Transcendence,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN016,Legendary Duelists: Soulburning Volcano,Burning Draw,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN017,Legendary Duelists: Soulburning Volcano,Salamangreat Roar,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN018,Legendary Duelists: Soulburning Volcano,Volcanic Emperor,"('Ultra Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN019,Legendary Duelists: Soulburning Volcano,Volcanic Trooper,"('Ultra Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN020,Legendary Duelists: Soulburning Volcano,Volcanic Rimfire,"('Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN021,Legendary Duelists: Soulburning Volcano,Volcanic Blaze Accelerator,"('Super Rare',)",new,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN022,Legendary Duelists: Soulburning Volcano,Fire Ejection,"('Super Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN023,Legendary Duelists: Soulburning Volcano,Volcanic Emission,"('Super Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN024,Legendary Duelists: Soulburning Volcano,Volcanic Inferno,"('Super Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN025,Legendary Duelists: Soulburning Volcano,Volcanic Shell,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN026,Legendary Duelists: Soulburning Volcano,Volcanic Scattershot,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN027,Legendary Duelists: Soulburning Volcano,Volcanic Rocket,"('Rare',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN028,Legendary Duelists: Soulburning Volcano,Volcanic Queen,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN029,Legendary Duelists: Soulburning Volcano,Volcanic Doomfire,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN030,Legendary Duelists: Soulburning Volcano,Blaze Accelerator,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN031,Legendary Duelists: Soulburning Volcano,Blaze Accelerator Reload,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN032,Legendary Duelists: Soulburning Volcano,Battlin' Boxer Uppercutter,"('Ultra Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN033,Legendary Duelists: Soulburning Volcano,Battlin' Boxer Chief Second,"('Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN034,Legendary Duelists: Soulburning Volcano,Battlin' Boxer Promoter,"('Ultra Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN035,Legendary Duelists: Soulburning Volcano,Number C79: Battlin' Boxer General Kaiser,"('Super Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN036,Legendary Duelists: Soulburning Volcano,Battlin' Boxer King Dempsey,"('Ultra Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN037,Legendary Duelists: Soulburning Volcano,Seventh Force,"('Super Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN038,Legendary Duelists: Soulburning Volcano,Battlin' Boxing Cross Counter,"('Super Rare',)",New,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN039,Legendary Duelists: Soulburning Volcano,Battlin' Boxer Headgeared,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN040,Legendary Duelists: Soulburning Volcano,Battlin' Boxer Glassjaw,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN041,Legendary Duelists: Soulburning Volcano,Battlin' Boxer Switchitter,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN042,Legendary Duelists: Soulburning Volcano,Number 105: Battlin' Boxer Star Cestus,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN043,Legendary Duelists: Soulburning Volcano,Number C105: Battlin' Boxer Comet Cestus,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN044,Legendary Duelists: Soulburning Volcano,Number 79: Battlin' Boxer Nova Kaiser,"('Rare',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN045,Legendary Duelists: Soulburning Volcano,Battlin' Boxing Spirits,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN046,Legendary Duelists: Soulburning Volcano,Salamangreat Foxy,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN047,Legendary Duelists: Soulburning Volcano,Salamangreat Jack Jaguar,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN048,Legendary Duelists: Soulburning Volcano,Salamangreat Fowl,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN049,Legendary Duelists: Soulburning Volcano,Will of the Salamangreat,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
LD10-EN050,Legendary Duelists: Soulburning Volcano,Salamangreat Rage,"('Common',)",Reprint,EN,https://yugipedia.com/wiki/Set_Card_Lists:Legendary_Duelists:_Soulburning_Volcano_(TCG-EN),2023-08-01 00:20:52,2023-08-10,Legendary Duelists (series),Booster pack,"('Salamangreat Raging Phoenix',)",New
