Name,Password,Effect type,TCG status,Artwork,Page URL,Modification date,Errata,Primary type,Secondary type,Monster type,ATK,DEF,Version
Stack Reviver,09523599,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stack_Reviver,2021-06-23 02:36:07,,Effect Monster,,Cyberse,100,600,Old
Stack Reviver,09523599,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stack_Reviver,2021-06-23 02:36:07,,"('Effect Monster',)",,Cyberse,100,600,New
Star Boy,08201910,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Star_Boy,2021-06-26 14:01:03,,Effect Monster,,Aqua,550,500,Old
Star Boy,08201910,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Star_Boy,2021-06-26 14:01:03,,"('Effect Monster',)",,Aqua,550,500,New
Star Drawing,24610207,"('Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Star_Drawing,2022-04-20 15:18:00,,Effect Monster,,Spellcaster,1600,1000,Old
Star Drawing,24610207,"('Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Star_Drawing,2022-04-20 15:18:00,,"('Effect Monster',)",,Spellcaster,1600,1000,New
Star Eater,41517789,"('Continuous Effect', 'Summoning condition', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Star_Eater,2023-01-03 01:19:38,"('Type',)",Synchro Monster,,Dragon,3200,2800,Old
Star Eater,41517789,"('Continuous Effect', 'Summoning condition', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Star_Eater,2023-01-03 01:19:38,"('Type',)","('Effect Monster', 'Synchro Monster')",,Dragon,3200,2800,New
Star Mine,49407319,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Star_Mine,2022-09-14 13:28:09,,Synchro Monster,,Pyro,2000,200,Old
Star Mine,49407319,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Star_Mine,2022-09-14 13:28:09,,"('Effect Monster', 'Synchro Monster')",,Pyro,2000,200,New
Star Seraph Sage,44273680,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Star_Seraph_Sage,2020-03-17 00:08:30,,Effect Monster,,Fairy,1600,1400,Old
Star Seraph Sage,44273680,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Star_Seraph_Sage,2020-03-17 00:08:30,,"('Effect Monster',)",,Fairy,1600,1400,New
Star Seraph Scale,64726269,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Star_Seraph_Scale,2021-04-16 14:48:02,,Effect Monster,,Fairy,1500,900,Old
Star Seraph Scale,64726269,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Star_Seraph_Scale,2021-04-16 14:48:02,,"('Effect Monster',)",,Fairy,1500,900,New
Star Seraph Scepter,38331564,"('Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Star_Seraph_Scepter,2020-03-17 00:08:59,,Effect Monster,,Fairy,1800,400,Old
Star Seraph Scepter,38331564,"('Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Star_Seraph_Scepter,2020-03-17 00:08:59,,"('Effect Monster',)",,Fairy,1800,400,New
Star Seraph Scout,08875971,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Star_Seraph_Scout,2020-03-17 00:09:18,,Effect Monster,,Fairy,1200,1800,Old
Star Seraph Scout,08875971,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Star_Seraph_Scout,2020-03-17 00:09:18,,"('Effect Monster',)",,Fairy,1200,1800,New
Star Seraph Sovereignty,91110378,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Star_Seraph_Sovereignty,2022-02-12 04:28:32,,Effect Monster,,Fairy,800,2000,Old
Star Seraph Sovereignty,91110378,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Star_Seraph_Sovereignty,2022-02-12 04:28:32,,"('Effect Monster',)",,Fairy,800,2000,New
Star Seraph Sword,70668285,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Star_Seraph_Sword,2020-03-17 00:09:57,,Effect Monster,,Fairy,1400,1000,Old
Star Seraph Sword,70668285,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Star_Seraph_Sword,2020-03-17 00:09:57,,"('Effect Monster',)",,Fairy,1400,1000,New
Star Staring Starling,34244455,"('Condition', 'Continuous Effect')",Unlimited,,https://yugipedia.com/wiki/Star_Staring_Starling,2021-04-10 19:22:40,,Effect Monster,,Winged Beast,1000,1500,Old
Star Staring Starling,34244455,"('Condition', 'Continuous Effect')",Unlimited,,https://yugipedia.com/wiki/Star_Staring_Starling,2021-04-10 19:22:40,,"('Effect Monster',)",,Winged Beast,1000,1500,New
Stardust Assault Warrior,97792247,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stardust_Assault_Warrior,2023-01-03 23:04:12,,Synchro Monster,,Warrior,2100,1200,Old
Stardust Assault Warrior,97792247,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stardust_Assault_Warrior,2023-01-03 23:04:12,,"('Effect Monster', 'Synchro Monster')",,Warrior,2100,1200,New
Stardust Charge Warrior,64880894,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stardust_Charge_Warrior,2023-01-01 03:42:12,,Synchro Monster,,Warrior,2000,1300,Old
Stardust Charge Warrior,64880894,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stardust_Charge_Warrior,2023-01-01 03:42:12,,"('Effect Monster', 'Synchro Monster')",,Warrior,2000,1300,New
Stardust Chronicle Spark Dragon,89474727,"('Quick Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stardust_Chronicle_Spark_Dragon,2022-07-17 01:18:08,,Synchro Monster,,Dragon,3000,2500,Old
Stardust Chronicle Spark Dragon,89474727,"('Quick Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stardust_Chronicle_Spark_Dragon,2022-07-17 01:18:08,,"('Effect Monster', 'Synchro Monster')",,Dragon,3000,2500,New
Stardust Divinity,,"('Condition', 'Summoning condition')",Illegal,,https://yugipedia.com/wiki/Stardust_Divinity,2021-06-27 10:28:12,,Synchro Monster,,Fairy,3000,3000,Old
Stardust Divinity,,"('Condition', 'Summoning condition')",Illegal,,https://yugipedia.com/wiki/Stardust_Divinity,2021-06-27 10:28:12,,"('Effect Monster', 'Synchro Monster')",,Fairy,3000,3000,New
Stardust Dragon,44508094,"('Quick Effect', 'Trigger Effect')",Unlimited,"('Alternate',)",https://yugipedia.com/wiki/Stardust_Dragon,2022-10-29 14:34:35,,Synchro Monster,,Dragon,2500,2000,Old
Stardust Dragon,44508094,"('Quick Effect', 'Trigger Effect')",Unlimited,"('Alternate',)",https://yugipedia.com/wiki/Stardust_Dragon,2022-10-29 14:34:35,,"('Effect Monster', 'Synchro Monster')",,Dragon,2500,2000,New
Stardust Dragon/Assault Mode,61257789,"('Quick Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stardust_Dragon/Assault_Mode,2021-12-29 05:16:54,,Effect Monster,,Dragon,3000,2500,Old
Stardust Dragon/Assault Mode,61257789,"('Quick Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stardust_Dragon/Assault_Mode,2021-12-29 05:16:54,,"('Effect Monster',)",,Dragon,3000,2500,New
Stardust Phantom,80244114,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stardust_Phantom,2021-06-24 18:31:41,,Effect Monster,,Spellcaster,0,0,Old
Stardust Phantom,80244114,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stardust_Phantom,2021-06-24 18:31:41,,"('Effect Monster',)",,Spellcaster,0,0,New
Stardust Sifr Divine Dragon,26268488,"('Continuous Effect', 'Ignition Effect', 'Quick Effect', 'Summoning condition')",Unlimited,,https://yugipedia.com/wiki/Stardust_Sifr_Divine_Dragon,2022-07-18 00:22:54,,Synchro Monster,,Dragon,4000,4000,Old
Stardust Sifr Divine Dragon,26268488,"('Continuous Effect', 'Ignition Effect', 'Quick Effect', 'Summoning condition')",Unlimited,,https://yugipedia.com/wiki/Stardust_Sifr_Divine_Dragon,2022-07-18 00:22:54,,"('Effect Monster', 'Synchro Monster')",,Dragon,4000,4000,New
Stardust Spark Dragon,83994433,"('Quick Effect',)",Unlimited,,https://yugipedia.com/wiki/Stardust_Spark_Dragon,2023-01-03 01:18:45,,Synchro Monster,,Dragon,2500,2000,Old
Stardust Spark Dragon,83994433,"('Quick Effect',)",Unlimited,,https://yugipedia.com/wiki/Stardust_Spark_Dragon,2023-01-03 01:18:45,,"('Effect Monster', 'Synchro Monster')",,Dragon,2500,2000,New
Stardust Synchron,37799519,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stardust_Synchron,2022-09-15 23:27:06,,Effect Monster,Tuner monster,Machine,1500,1000,Old
Stardust Synchron,37799519,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stardust_Synchron,2022-09-15 23:27:06,,"('Effect Monster',)",Tuner monster,Machine,1500,1000,New
Stardust Trail,63184227,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stardust_Trail,2022-09-14 13:14:14,,Effect Monster,,Dragon,500,2000,Old
Stardust Trail,63184227,"('Condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stardust_Trail,2022-09-14 13:14:14,,"('Effect Monster',)",,Dragon,500,2000,New
Stardust Warrior,74892653,"('Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stardust_Warrior,2022-06-20 12:17:57,,Synchro Monster,,Warrior,3000,2500,Old
Stardust Warrior,74892653,"('Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stardust_Warrior,2022-06-20 12:17:57,,"('Effect Monster', 'Synchro Monster')",,Warrior,3000,2500,New
Stardust Wurm,91262474,"('Condition', 'Ignition Effect')",,,https://yugipedia.com/wiki/Stardust_Wurm,2022-11-09 07:15:28,,Effect Monster,,Dragon,0,0,Old
Stardust Wurm,91262474,"('Condition', 'Ignition Effect')",,,https://yugipedia.com/wiki/Stardust_Wurm,2022-11-09 07:15:28,,"('Effect Monster',)",,Dragon,0,0,New
Stardust Xiaolong,68543408,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stardust_Xiaolong,2022-04-22 02:56:32,,Effect Monster,,Dragon,100,100,Old
Stardust Xiaolong,68543408,"('Continuous Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stardust_Xiaolong,2022-04-22 02:56:32,,"('Effect Monster',)",,Dragon,100,100,New
Starduston,95403418,"('Continuous Effect', 'Summoning condition')",Unlimited,,https://yugipedia.com/wiki/Starduston,2022-05-12 02:21:59,"('Name',)",Effect Monster,,Fiend,?,?,Old
Starduston,95403418,"('Continuous Effect', 'Summoning condition')",Unlimited,,https://yugipedia.com/wiki/Starduston,2022-05-12 02:21:59,"('Name',)","('Effect Monster',)",,Fiend,?,?,New
Starfish,44717069,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Starfish,2021-02-03 22:08:41,,Effect Monster,,Aqua,300,300,Old
Starfish,44717069,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Starfish,2021-02-03 22:08:41,,"('Effect Monster',)",,Aqua,300,300,New
Stargazer Magician,94415058,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stargazer_Magician,2021-11-07 04:05:36,,Effect Monster,,Spellcaster,1200,2400,Old
Stargazer Magician,94415058,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stargazer_Magician,2021-11-07 04:05:36,,"('Effect Monster', 'Pendulum Monster')",,Spellcaster,1200,2400,New
Starliege Lord Galaxion,40390147,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Starliege_Lord_Galaxion,2020-03-17 00:15:10,"('Name',)",Xyz Monster,,Warrior,2000,2100,Old
Starliege Lord Galaxion,40390147,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Starliege_Lord_Galaxion,2020-03-17 00:15:10,"('Name',)","('Effect Monster', 'Xyz Monster')",,Warrior,2000,2100,New
Starliege Paladynamo,61344030,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Starliege_Paladynamo,2021-03-21 15:42:11,,Xyz Monster,,Warrior,2000,1000,Old
Starliege Paladynamo,61344030,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Starliege_Paladynamo,2021-03-21 15:42:11,,"('Effect Monster', 'Xyz Monster')",,Warrior,2000,1000,New
Starliege Photon Blast Dragon,16643334,"('Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Starliege_Photon_Blast_Dragon,2022-08-14 10:55:54,,Xyz Monster,,Dragon,1800,2500,Old
Starliege Photon Blast Dragon,16643334,"('Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Starliege_Photon_Blast_Dragon,2022-08-14 10:55:54,,"('Effect Monster', 'Xyz Monster')",,Dragon,1800,2500,New
Starliege Seyfert,15381421,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Starliege_Seyfert,2022-04-15 16:21:23,,Effect Monster,,Dragon,1800,0,Old
Starliege Seyfert,15381421,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Starliege_Seyfert,2022-04-15 16:21:23,,"('Effect Monster',)",,Dragon,1800,0,New
Starring Knight,05916510,"('Condition', 'Ignition Effect')",,,https://yugipedia.com/wiki/Starring_Knight,2022-07-18 09:39:43,,Xyz Monster,,Fairy,1900,1000,Old
Starring Knight,05916510,"('Condition', 'Ignition Effect')",,,https://yugipedia.com/wiki/Starring_Knight,2022-07-18 09:39:43,,"('Effect Monster', 'Xyz Monster')",,Fairy,1900,1000,New
Starry Knight Astel,59228631,"('Condition', 'Ignition Effect', 'Quick Effect')",Unlimited,,https://yugipedia.com/wiki/Starry_Knight_Astel,2021-04-16 14:29:04,,Effect Monster,,Fairy,500,2000,Old
Starry Knight Astel,59228631,"('Condition', 'Ignition Effect', 'Quick Effect')",Unlimited,,https://yugipedia.com/wiki/Starry_Knight_Astel,2021-04-16 14:29:04,,"('Effect Monster',)",,Fairy,500,2000,New
Starry Knight Ciel,27036706,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Starry_Knight_Ciel,2021-06-04 09:10:45,,Effect Monster,,Fairy,1700,800,Old
Starry Knight Ciel,27036706,"('Condition', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Starry_Knight_Ciel,2021-06-04 09:10:45,,"('Effect Monster',)",,Fairy,1700,800,New
Starry Knight Flamel,86613346,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Starry_Knight_Flamel,2021-04-16 14:31:25,,Effect Monster,,Fairy,1500,1000,Old
Starry Knight Flamel,86613346,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Starry_Knight_Flamel,2021-04-16 14:31:25,,"('Effect Monster',)",,Fairy,1500,1000,New
Starry Knight Orbitael,00044818,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Starry_Knight_Orbitael,2021-11-11 16:10:41,,Effect Monster,,Fairy,400,2100,Old
Starry Knight Orbitael,00044818,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Starry_Knight_Orbitael,2021-11-11 16:10:41,,"('Effect Monster',)",,Fairy,400,2100,New
Starry Knight Rayel,23220533,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Starry_Knight_Rayel,2022-04-20 14:56:07,,Effect Monster,,Fairy,1800,700,Old
Starry Knight Rayel,23220533,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Starry_Knight_Rayel,2022-04-20 14:56:07,,"('Effect Monster',)",,Fairy,1800,700,New
"Starry Night, Starry Dragon",90835938,"('Continuous Effect', 'Trigger Effect')",Unlimited,,"https://yugipedia.com/wiki/Starry_Night,_Starry_Dragon",2021-04-16 14:15:16,,Effect Monster,,Dragon,2500,2300,Old
"Starry Night, Starry Dragon",90835938,"('Continuous Effect', 'Trigger Effect')",Unlimited,,"https://yugipedia.com/wiki/Starry_Night,_Starry_Dragon",2021-04-16 14:15:16,,"('Effect Monster',)",,Dragon,2500,2300,New
Starship Spy Plane,15458892,"('Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Starship_Spy_Plane,2020-03-17 00:16:15,,Effect Monster,,Machine,1100,500,Old
Starship Spy Plane,15458892,"('Trigger Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Starship_Spy_Plane,2020-03-17 00:16:15,,"('Effect Monster',)",,Machine,1100,500,New
Starving Venemy Dragon,93729065,"('Condition', 'Continuous-like Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Starving_Venemy_Dragon,2022-07-31 05:14:20,,Fusion Monster,,Dragon,2500,2000,Old
Starving Venemy Dragon,93729065,"('Condition', 'Continuous-like Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Starving_Venemy_Dragon,2022-07-31 05:14:20,,"('Effect Monster', 'Fusion Monster', 'Pendulum Monster')",,Dragon,2500,2000,New
Starving Venemy Lethal Dose Dragon,22070401,"('Continuous Effect', 'Continuous-like Effect', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Starving_Venemy_Lethal_Dose_Dragon,2022-07-31 05:14:25,,Fusion Monster,,Dragon,2800,2000,Old
Starving Venemy Lethal Dose Dragon,22070401,"('Continuous Effect', 'Continuous-like Effect', 'Ignition Effect', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Starving_Venemy_Lethal_Dose_Dragon,2022-07-31 05:14:25,,"('Effect Monster', 'Fusion Monster', 'Pendulum Monster')",,Dragon,2800,2000,New
Starving Venom Fusion Dragon,41209827,"('Ignition Effect', 'Trigger Effect')",Unlimited,"('Alternate',)",https://yugipedia.com/wiki/Starving_Venom_Fusion_Dragon,2022-10-30 23:04:47,,Fusion Monster,,Dragon,2800,2000,Old
Starving Venom Fusion Dragon,41209827,"('Ignition Effect', 'Trigger Effect')",Unlimited,"('Alternate',)",https://yugipedia.com/wiki/Starving_Venom_Fusion_Dragon,2022-10-30 23:04:47,,"('Effect Monster', 'Fusion Monster')",,Dragon,2800,2000,New
Starving Venom Predapower Fusion Dragon,39915560,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Starving_Venom_Predapower_Fusion_Dragon,2022-07-31 05:05:06,,Fusion Monster,,Dragon,3600,2500,Old
Starving Venom Predapower Fusion Dragon,39915560,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Starving_Venom_Predapower_Fusion_Dragon,2022-07-31 05:05:06,,"('Effect Monster', 'Fusion Monster')",,Dragon,3600,2500,New
Staysailor Romarin,49964567,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Staysailor_Romarin,2022-09-14 13:17:42,,Effect Monster,Tuner monster,Plant,1600,300,Old
Staysailor Romarin,49964567,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Staysailor_Romarin,2022-09-14 13:17:42,,"('Effect Monster',)",Tuner monster,Plant,1600,300,New
Stealth Bird,03510565,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stealth_Bird,2022-04-29 11:40:13,,Effect Monster,,Winged Beast,700,1700,Old
Stealth Bird,03510565,"('Ignition Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stealth_Bird,2022-04-29 11:40:13,,"('Effect Monster',)",,Winged Beast,700,1700,New
Stealth Kragen Spawn,94942656,"('Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stealth_Kragen_Spawn,2021-12-03 11:48:04,,Xyz Monster,,Aqua,1900,1500,Old
Stealth Kragen Spawn,94942656,"('Quick Effect', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Stealth_Kragen_Spawn,2021-12-03 11:48:04,,"('Effect Monster', 'Xyz Monster')",,Aqua,1900,1500,New
Stealthroid,98049038,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Stealthroid,2022-10-06 17:51:26,,Effect Monster,,Machine,1200,0,Old
Stealthroid,98049038,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Stealthroid,2022-10-06 17:51:26,,"('Effect Monster',)",,Machine,1200,0,New
Steam Gyroid,05368615,,Unlimited,,https://yugipedia.com/wiki/Steam_Gyroid,2023-01-03 20:29:48,"('Name',)",Fusion Monster,,Machine,2200,1600,Old
Steam Gyroid,05368615,,Unlimited,,https://yugipedia.com/wiki/Steam_Gyroid,2023-01-03 20:29:48,"('Name',)","('Fusion Monster',)",,Machine,2200,1600,New
Steam Synchron,83295594,"('Quick Effect',)",Unlimited,,https://yugipedia.com/wiki/Steam_Synchron,2021-07-23 08:39:14,,Effect Monster,Tuner monster,Machine,600,800,Old
Steam Synchron,83295594,"('Quick Effect',)",Unlimited,,https://yugipedia.com/wiki/Steam_Synchron,2021-07-23 08:39:14,,"('Effect Monster',)",Tuner monster,Machine,600,800,New
Steamroid,44729197,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Steamroid,2022-10-06 17:56:04,"('Name',)",Effect Monster,,Machine,1800,1800,Old
Steamroid,44729197,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Steamroid,2022-10-06 17:56:04,"('Name',)","('Effect Monster',)",,Machine,1800,1800,New
Steel Cavalry of Dinon,02396042,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Steel_Cavalry_of_Dinon,2020-03-17 04:50:28,,Effect Monster,,Dinosaur,1600,2600,Old
Steel Cavalry of Dinon,02396042,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Steel_Cavalry_of_Dinon,2020-03-17 04:50:28,,"('Effect Monster', 'Pendulum Monster')",,Dinosaur,1600,2600,New
Steel Ogre Grotto #1,29172562,,Unlimited,,https://yugipedia.com/wiki/Steel_Ogre_Grotto_1,2021-11-07 16:49:31,"('Name',)",Normal Monster,,Machine,1400,1800,Old
Steel Ogre Grotto #1,29172562,,Unlimited,,https://yugipedia.com/wiki/Steel_Ogre_Grotto_1,2021-11-07 16:49:31,"('Name',)","('Normal Monster',)",,Machine,1400,1800,New
Steel Ogre Grotto #2,90908427,,Unlimited,,https://yugipedia.com/wiki/Steel_Ogre_Grotto_2,2021-11-07 16:49:51,,Normal Monster,,Machine,1900,2200,Old
Steel Ogre Grotto #2,90908427,,Unlimited,,https://yugipedia.com/wiki/Steel_Ogre_Grotto_2,2021-11-07 16:49:51,,"('Normal Monster',)",,Machine,1900,2200,New
Steel Scorpion,13599884,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Steel_Scorpion,2022-04-22 02:56:48,,Effect Monster,,Machine,250,300,Old
Steel Scorpion,13599884,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Steel_Scorpion,2022-04-22 02:56:48,,"('Effect Monster',)",,Machine,250,300,New
Steel Star Regulator,32986898,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Steel_Star_Regulator,2022-09-17 13:23:16,,Link Monster,,Machine,1000,,Old
Steel Star Regulator,32986898,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,,https://yugipedia.com/wiki/Steel_Star_Regulator,2022-09-17 13:23:16,,"('Effect Monster', 'Link Monster')",,Machine,1000,,New
Steelswarm Caller,53116300,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Caller,2020-03-17 00:19:50,,Effect Monster,,Fiend,1700,0,Old
Steelswarm Caller,53116300,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Caller,2020-03-17 00:19:50,,"('Effect Monster',)",,Fiend,1700,0,New
Steelswarm Caucastag,84488827,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Caucastag,2020-10-29 08:32:25,,Effect Monster,,Fiend,2800,0,Old
Steelswarm Caucastag,84488827,"('Trigger Effect',)",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Caucastag,2020-10-29 08:32:25,,"('Effect Monster',)",,Fiend,2800,0,New
Steelswarm Cell,54338958,"('Continuous Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Cell,2020-07-06 14:00:30,,Effect Monster,,Fiend,0,0,Old
Steelswarm Cell,54338958,"('Continuous Effect', 'Unclassified effect')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Cell,2020-07-06 14:00:30,,"('Effect Monster',)",,Fiend,0,0,New
Steelswarm Gatekeeper,26722601,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Gatekeeper,2020-07-06 14:01:46,,Effect Monster,,Fiend,1500,1900,Old
Steelswarm Gatekeeper,26722601,"('Continuous Effect',)",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Gatekeeper,2020-07-06 14:01:46,,"('Effect Monster',)",,Fiend,1500,1900,New
Steelswarm Genome,62729173,"('Unclassified effect',)",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Genome,2021-05-09 00:38:32,,Effect Monster,,Fiend,1000,0,Old
Steelswarm Genome,62729173,"('Unclassified effect',)",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Genome,2021-05-09 00:38:32,,"('Effect Monster',)",,Fiend,1000,0,New
Steelswarm Girastag,58494728,"('Summoning condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Girastag,2020-03-17 00:22:20,,Effect Monster,,Fiend,2600,0,Old
Steelswarm Girastag,58494728,"('Summoning condition', 'Trigger Effect')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Girastag,2020-03-17 00:22:20,,"('Effect Monster',)",,Fiend,2600,0,New
Steelswarm Hercules,94092230,"('Ignition Effect', 'Summoning condition')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Hercules,2022-07-26 13:04:04,,Effect Monster,,Fiend,3200,0,Old
Steelswarm Hercules,94092230,"('Ignition Effect', 'Summoning condition')",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Hercules,2022-07-26 13:04:04,,"('Effect Monster',)",,Fiend,3200,0,New
Steelswarm Longhorn,62007535,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Longhorn,2022-03-31 10:56:45,,Effect Monster,,Fiend,3000,0,Old
Steelswarm Longhorn,62007535,"('Ignition Effect',)",Unlimited,,https://yugipedia.com/wiki/Steelswarm_Longhorn,2022-03-31 10:56:45,,"('Effect Monster',)",,Fiend,3000,0,New
