Name,Card type,Property,Effect type,Legend,Maximum mode,Page name,Page URL,Modification date,Version
Royal Rebel's Fanatic,Monster Card,,,True,True,Royal Rebel's Fanatic,https://yugipedia.com/wiki/Royal_Rebel%27s_Fanatic,2022-04-20 16:51:37,Old
Royal Rebel's Fanatic,Monster Card,,,False,False,Royal Rebel's Fanatic,https://yugipedia.com/wiki/Royal_Rebel%27s_Fanatic,2022-04-20 16:51:37,New
Royal Rebel's Funkified,Monster Card,,,True,True,Royal Rebel's Funkified,https://yugipedia.com/wiki/Royal_Rebel%27s_Funkified,2022-06-08 11:19:41,Old
Royal Rebel's Funkified,Monster Card,,,False,False,Royal Rebel's Funkified,https://yugipedia.com/wiki/Royal_Rebel%27s_Funkified,2022-06-08 11:19:41,New
Royal Rebel's Gospel,Monster Card,,,True,True,Royal Rebel's Gospel,https://yugipedia.com/wiki/Royal_Rebel%27s_Gospel,2022-04-03 23:37:32,Old
Royal Rebel's Gospel,Monster Card,,,False,False,Royal Rebel's Gospel,https://yugipedia.com/wiki/Royal_Rebel%27s_Gospel,2022-04-03 23:37:32,New
Royal Rebel's Growl,Monster Card,,"('Effect',)",True,True,Royal Rebel's Growl,https://yugipedia.com/wiki/Royal_Rebel%27s_Growl,2022-12-21 09:14:02,Old
Royal Rebel's Growl,Monster Card,,"('Effect',)",False,False,Royal Rebel's Growl,https://yugipedia.com/wiki/Royal_Rebel%27s_Growl,2022-12-21 09:14:02,New
Royal Rebel's Grunge,Monster Card,,,True,True,Royal Rebel's Grunge,https://yugipedia.com/wiki/Royal_Rebel%27s_Grunge,2022-04-03 23:38:38,Old
Royal Rebel's Grunge,Monster Card,,,False,False,Royal Rebel's Grunge,https://yugipedia.com/wiki/Royal_Rebel%27s_Grunge,2022-04-03 23:38:38,New
Royal Rebel's Guardian,Monster Card,,,True,True,Royal Rebel's Guardian,https://yugipedia.com/wiki/Royal_Rebel%27s_Guardian,2023-02-15 20:23:43,Old
Royal Rebel's Guardian,Monster Card,,,False,False,Royal Rebel's Guardian,https://yugipedia.com/wiki/Royal_Rebel%27s_Guardian,2023-02-15 20:23:43,New
Royal Rebel's Hard Rock,Monster Card,,"('Effect',)",True,True,Royal Rebel's Hard Rock,https://yugipedia.com/wiki/Royal_Rebel%27s_Hard_Rock,2022-09-25 03:00:18,Old
Royal Rebel's Hard Rock,Monster Card,,"('Effect',)",False,False,Royal Rebel's Hard Rock,https://yugipedia.com/wiki/Royal_Rebel%27s_Hard_Rock,2022-09-25 03:00:18,New
Royal Rebel's Heavy Metal,Monster Card,,"('Effect',)",True,True,Royal Rebel's Heavy Metal,https://yugipedia.com/wiki/Royal_Rebel%27s_Heavy_Metal,2022-12-29 13:31:54,Old
Royal Rebel's Heavy Metal,Monster Card,,"('Effect',)",False,False,Royal Rebel's Heavy Metal,https://yugipedia.com/wiki/Royal_Rebel%27s_Heavy_Metal,2022-12-29 13:31:54,New
Royal Rebel's Impulse,Trap Card,Normal Trap Card,,True,True,Royal Rebel's Impulse,https://yugipedia.com/wiki/Royal_Rebel%27s_Impulse,2023-01-24 20:39:57,Old
Royal Rebel's Impulse,Trap Card,Normal Trap Card,,False,False,Royal Rebel's Impulse,https://yugipedia.com/wiki/Royal_Rebel%27s_Impulse,2023-01-24 20:39:57,New
Royal Rebel's Invasion,Monster Card,,"('Effect',)",True,True,Royal Rebel's Invasion,https://yugipedia.com/wiki/Royal_Rebel%27s_Invasion,2021-12-11 02:11:46,Old
Royal Rebel's Invasion,Monster Card,,"('Effect',)",False,False,Royal Rebel's Invasion,https://yugipedia.com/wiki/Royal_Rebel%27s_Invasion,2021-12-11 02:11:46,New
Royal Rebel's Kidrum,Monster Card,,,True,True,Royal Rebel's Kidrum,https://yugipedia.com/wiki/Royal_Rebel%27s_Kidrum,2023-01-24 20:41:45,Old
Royal Rebel's Kidrum,Monster Card,,,False,False,Royal Rebel's Kidrum,https://yugipedia.com/wiki/Royal_Rebel%27s_Kidrum,2023-01-24 20:41:45,New
Royal Rebel's No Wave,Monster Card,,,True,True,Royal Rebel's No Wave,https://yugipedia.com/wiki/Royal_Rebel%27s_No_Wave,2023-01-24 18:44:04,Old
Royal Rebel's No Wave,Monster Card,,,False,False,Royal Rebel's No Wave,https://yugipedia.com/wiki/Royal_Rebel%27s_No_Wave,2023-01-24 18:44:04,New
Royal Rebel's Phaser,Monster Card,,"('Effect',)",True,True,Royal Rebel's Phaser,https://yugipedia.com/wiki/Royal_Rebel%27s_Phaser,2022-12-10 20:34:32,Old
Royal Rebel's Phaser,Monster Card,,"('Effect',)",False,False,Royal Rebel's Phaser,https://yugipedia.com/wiki/Royal_Rebel%27s_Phaser,2022-12-10 20:34:32,New
Royal Rebel's Rift,Trap Card,Normal Trap Card,,True,True,Royal Rebel's Rift,https://yugipedia.com/wiki/Royal_Rebel%27s_Rift,2023-01-24 20:02:00,Old
Royal Rebel's Rift,Trap Card,Normal Trap Card,,False,False,Royal Rebel's Rift,https://yugipedia.com/wiki/Royal_Rebel%27s_Rift,2023-01-24 20:02:00,New
Royal Rebel's Rocker,Monster Card,,"('Effect',)",True,True,Royal Rebel's Rocker,https://yugipedia.com/wiki/Royal_Rebel%27s_Rocker,2022-08-14 05:43:51,Old
Royal Rebel's Rocker,Monster Card,,"('Effect',)",False,False,Royal Rebel's Rocker,https://yugipedia.com/wiki/Royal_Rebel%27s_Rocker,2022-08-14 05:43:51,New
Royal Rebel's Shout,Monster Card,,"('Effect',)",True,True,Royal Rebel's Shout,https://yugipedia.com/wiki/Royal_Rebel%27s_Shout,2021-12-11 02:39:12,Old
Royal Rebel's Shout,Monster Card,,"('Effect',)",False,False,Royal Rebel's Shout,https://yugipedia.com/wiki/Royal_Rebel%27s_Shout,2021-12-11 02:39:12,New
Royal Rebel's Stan,Monster Card,,,True,True,Royal Rebel's Stan,https://yugipedia.com/wiki/Royal_Rebel%27s_Stan,2023-02-15 20:31:43,Old
Royal Rebel's Stan,Monster Card,,,False,False,Royal Rebel's Stan,https://yugipedia.com/wiki/Royal_Rebel%27s_Stan,2023-02-15 20:31:43,New
Royal Rebel's Treasure,Trap Card,Normal Trap Card,,True,True,Royal Rebel's Treasure,https://yugipedia.com/wiki/Royal_Rebel%27s_Treasure,2023-01-24 18:41:34,Old
Royal Rebel's Treasure,Trap Card,Normal Trap Card,,False,False,Royal Rebel's Treasure,https://yugipedia.com/wiki/Royal_Rebel%27s_Treasure,2023-01-24 18:41:34,New
Royal Rebel's Wall of Death,Trap Card,Normal Trap Card,,True,True,Royal Rebel's Wall of Death,https://yugipedia.com/wiki/Royal_Rebel%27s_Wall_of_Death,2023-02-02 20:14:23,Old
Royal Rebel's Wall of Death,Trap Card,Normal Trap Card,,False,False,Royal Rebel's Wall of Death,https://yugipedia.com/wiki/Royal_Rebel%27s_Wall_of_Death,2023-02-02 20:14:23,New
Ruler's Current,Spell Card,Normal Spell Card,"('Effect',)",True,True,Ruler's Current,https://yugipedia.com/wiki/Ruler%27s_Current,2022-09-21 06:17:49,Old
Ruler's Current,Spell Card,Normal Spell Card,"('Effect',)",False,False,Ruler's Current,https://yugipedia.com/wiki/Ruler%27s_Current,2022-09-21 06:17:49,New
Ruler's Dance,Trap Card,Normal Trap Card,"('Effect',)",True,True,Ruler's Dance,https://yugipedia.com/wiki/Ruler%27s_Dance,2022-04-24 14:26:22,Old
Ruler's Dance,Trap Card,Normal Trap Card,"('Effect',)",False,False,Ruler's Dance,https://yugipedia.com/wiki/Ruler%27s_Dance,2022-04-24 14:26:22,New
Ruler's Deadly Duel,Trap Card,Normal Trap Card,"('Effect',)",True,True,Ruler's Deadly Duel,https://yugipedia.com/wiki/Ruler%27s_Deadly_Duel,2022-09-21 05:57:12,Old
Ruler's Deadly Duel,Trap Card,Normal Trap Card,"('Effect',)",False,False,Ruler's Deadly Duel,https://yugipedia.com/wiki/Ruler%27s_Deadly_Duel,2022-09-21 05:57:12,New
Ruler's Platoon of the Dark Forest - Z,Trap Card,Normal Trap Card,,True,True,Ruler's Platoon of the Dark Forest - Z,https://yugipedia.com/wiki/Ruler%27s_Platoon_of_the_Dark_Forest_-_Z,2022-04-24 14:22:58,Old
Ruler's Platoon of the Dark Forest - Z,Trap Card,Normal Trap Card,,False,False,Ruler's Platoon of the Dark Forest - Z,https://yugipedia.com/wiki/Ruler%27s_Platoon_of_the_Dark_Forest_-_Z,2022-04-24 14:22:58,New
Rut Trap,Trap Card,Normal Trap Card,,True,True,Rut Trap,https://yugipedia.com/wiki/Rut_Trap,2022-11-04 10:13:53,Old
Rut Trap,Trap Card,Normal Trap Card,,False,False,Rut Trap,https://yugipedia.com/wiki/Rut_Trap,2022-11-04 10:13:53,New
SSD Drake,Monster Card,,"('Effect',)",True,True,SSD Drake,https://yugipedia.com/wiki/SSD_Drake,2022-12-21 09:39:06,Old
SSD Drake,Monster Card,,"('Effect',)",False,False,SSD Drake,https://yugipedia.com/wiki/SSD_Drake,2022-12-21 09:39:06,New
Sacred Arms - Strabishop,Spell Card,Equip Spell Card,"('Effect',)",True,True,Sacred Arms - Strabishop,https://yugipedia.com/wiki/Sacred_Arms_-_Strabishop,2023-02-04 14:19:08,Old
Sacred Arms - Strabishop,Spell Card,Equip Spell Card,"('Effect',)",False,False,Sacred Arms - Strabishop,https://yugipedia.com/wiki/Sacred_Arms_-_Strabishop,2023-02-04 14:19:08,New
Sacrificial Summon,Spell Card,Normal Spell Card,"('Effect',)",True,True,Sacrificial Summon,https://yugipedia.com/wiki/Sacrificial_Summon,2022-10-20 06:56:06,Old
Sacrificial Summon,Spell Card,Normal Spell Card,"('Effect',)",False,False,Sacrificial Summon,https://yugipedia.com/wiki/Sacrificial_Summon,2022-10-20 06:56:06,New
Sakakaze the Talismanic Warrior,Monster Card,,"('Effect',)",True,True,Sakakaze the Talismanic Warrior,https://yugipedia.com/wiki/Sakakaze_the_Talismanic_Warrior,2022-12-26 02:42:46,Old
Sakakaze the Talismanic Warrior,Monster Card,,"('Effect',)",False,False,Sakakaze the Talismanic Warrior,https://yugipedia.com/wiki/Sakakaze_the_Talismanic_Warrior,2022-12-26 02:42:46,New
Sakuretsu Alter,Trap Card,Normal Trap Card,,True,True,Sakuretsu Alter,https://yugipedia.com/wiki/Sakuretsu_Alter,2022-03-25 01:41:44,Old
Sakuretsu Alter,Trap Card,Normal Trap Card,,False,False,Sakuretsu Alter,https://yugipedia.com/wiki/Sakuretsu_Alter,2022-03-25 01:41:44,New
Sakuretsu Armor,Trap Card,Normal Trap Card,"('Effect',)",True,True,Sakuretsu Armor (Rush Duel),https://yugipedia.com/wiki/Sakuretsu_Armor_(Rush_Duel),2022-02-09 03:11:43,Old
Sakuretsu Armor,Trap Card,Normal Trap Card,"('Effect',)",True,False,Sakuretsu Armor (Rush Duel),https://yugipedia.com/wiki/Sakuretsu_Armor_(Rush_Duel),2022-02-09 03:11:43,New
Sakuretsu Force,Trap Card,Normal Trap Card,"('Effect',)",True,True,Sakuretsu Force,https://yugipedia.com/wiki/Sakuretsu_Force,2022-09-21 06:03:16,Old
Sakuretsu Force,Trap Card,Normal Trap Card,"('Effect',)",False,False,Sakuretsu Force,https://yugipedia.com/wiki/Sakuretsu_Force,2022-09-21 06:03:16,New
Salary Slash,Trap Card,Normal Trap Card,"('Effect',)",True,True,Salary Slash,https://yugipedia.com/wiki/Salary_Slash,2022-12-25 17:44:14,Old
Salary Slash,Trap Card,Normal Trap Card,"('Effect',)",False,False,Salary Slash,https://yugipedia.com/wiki/Salary_Slash,2022-12-25 17:44:14,New
Salvage Wolfish,Monster Card,,"('Effect',)",True,True,Salvage Wolfish,https://yugipedia.com/wiki/Salvage_Wolfish,2023-02-04 14:22:14,Old
Salvage Wolfish,Monster Card,,"('Effect',)",False,False,Salvage Wolfish,https://yugipedia.com/wiki/Salvage_Wolfish,2023-02-04 14:22:14,New
Samba Zombie Rio,Monster Card,,,True,True,Samba Zombie Rio,https://yugipedia.com/wiki/Samba_Zombie_Rio,2023-01-05 22:59:37,Old
Samba Zombie Rio,Monster Card,,,False,False,Samba Zombie Rio,https://yugipedia.com/wiki/Samba_Zombie_Rio,2023-01-05 22:59:37,New
Samurai of the Wooden Sword,Monster Card,,"('Effect',)",True,True,Samurai of the Wooden Sword,https://yugipedia.com/wiki/Samurai_of_the_Wooden_Sword,2022-12-19 09:33:48,Old
Samurai of the Wooden Sword,Monster Card,,"('Effect',)",False,False,Samurai of the Wooden Sword,https://yugipedia.com/wiki/Samurai_of_the_Wooden_Sword,2022-12-19 09:33:48,New
Sannomiya Golden G Robo MK-III,Monster Card,,,True,True,Sannomiya Golden G Robo MK-III,https://yugipedia.com/wiki/Sannomiya_Golden_G_Robo_MK-III,2022-11-17 12:13:30,Old
Sannomiya Golden G Robo MK-III,Monster Card,,,False,False,Sannomiya Golden G Robo MK-III,https://yugipedia.com/wiki/Sannomiya_Golden_G_Robo_MK-III,2022-11-17 12:13:30,New
Sansetsukontra the Music Fiend,Monster Card,,,True,True,Sansetsukontra the Music Fiend,https://yugipedia.com/wiki/Sansetsukontra_the_Music_Fiend,2023-02-15 20:08:58,Old
Sansetsukontra the Music Fiend,Monster Card,,,False,False,Sansetsukontra the Music Fiend,https://yugipedia.com/wiki/Sansetsukontra_the_Music_Fiend,2023-02-15 20:08:58,New
Satellite Pegasus,Monster Card,,"('Effect',)",True,True,Satellite Pegasus,https://yugipedia.com/wiki/Satellite_Pegasus,2022-09-21 05:56:40,Old
Satellite Pegasus,Monster Card,,"('Effect',)",False,False,Satellite Pegasus,https://yugipedia.com/wiki/Satellite_Pegasus,2022-09-21 05:56:40,New
Savage Claw Tiger,Monster Card,,"('Effect',)",True,True,Savage Claw Tiger,https://yugipedia.com/wiki/Savage_Claw_Tiger,2022-10-20 07:38:06,Old
Savage Claw Tiger,Monster Card,,"('Effect',)",False,False,Savage Claw Tiger,https://yugipedia.com/wiki/Savage_Claw_Tiger,2022-10-20 07:38:06,New
Savior of Deception,Monster Card,,,True,True,Savior of Deception,https://yugipedia.com/wiki/Savior_of_Deception,2022-08-06 16:39:11,Old
Savior of Deception,Monster Card,,,False,False,Savior of Deception,https://yugipedia.com/wiki/Savior_of_Deception,2022-08-06 16:39:11,New
Scale Incense Liberation,Spell Card,Normal Spell Card,,True,True,Scale Incense Liberation,https://yugipedia.com/wiki/Scale_Incense_Liberation,2022-04-10 20:20:05,Old
Scale Incense Liberation,Spell Card,Normal Spell Card,,False,False,Scale Incense Liberation,https://yugipedia.com/wiki/Scale_Incense_Liberation,2022-04-10 20:20:05,New
Scales of Flame,Spell Card,Normal Spell Card,"('Effect',)",True,True,Scales of Flame,https://yugipedia.com/wiki/Scales_of_Flame,2022-12-21 09:47:16,Old
Scales of Flame,Spell Card,Normal Spell Card,"('Effect',)",False,False,Scales of Flame,https://yugipedia.com/wiki/Scales_of_Flame,2022-12-21 09:47:16,New
Scarechair Bone,Monster Card,,,True,True,Scarechair Bone,https://yugipedia.com/wiki/Scarechair_Bone,2022-09-12 09:24:22,Old
Scarechair Bone,Monster Card,,,False,False,Scarechair Bone,https://yugipedia.com/wiki/Scarechair_Bone,2022-09-12 09:24:22,New
Scarechair Chiroplant,Monster Card,,,True,True,Scarechair Chiroplant,https://yugipedia.com/wiki/Scarechair_Chiroplant,2023-02-03 00:50:57,Old
Scarechair Chiroplant,Monster Card,,,False,False,Scarechair Chiroplant,https://yugipedia.com/wiki/Scarechair_Chiroplant,2023-02-03 00:50:57,New
Scarechair Gear,Monster Card,,,True,True,Scarechair Gear,https://yugipedia.com/wiki/Scarechair_Gear,2022-09-12 09:23:26,Old
Scarechair Gear,Monster Card,,,False,False,Scarechair Gear,https://yugipedia.com/wiki/Scarechair_Gear,2022-09-12 09:23:26,New
Scarechair Relaxer,Monster Card,,"('Effect',)",True,True,Scarechair Relaxer,https://yugipedia.com/wiki/Scarechair_Relaxer,2022-10-30 07:48:56,Old
Scarechair Relaxer,Monster Card,,"('Effect',)",False,False,Scarechair Relaxer,https://yugipedia.com/wiki/Scarechair_Relaxer,2022-10-30 07:48:56,New
Scarechair Saber,Monster Card,,,True,True,Scarechair Saber,https://yugipedia.com/wiki/Scarechair_Saber,2022-09-12 09:25:12,Old
Scarechair Saber,Monster Card,,,False,False,Scarechair Saber,https://yugipedia.com/wiki/Scarechair_Saber,2022-09-12 09:25:12,New
Scarechair Scale,Monster Card,,"('Effect',)",True,True,Scarechair Scale,https://yugipedia.com/wiki/Scarechair_Scale,2023-01-03 23:03:22,Old
Scarechair Scale,Monster Card,,"('Effect',)",False,False,Scarechair Scale,https://yugipedia.com/wiki/Scarechair_Scale,2023-01-03 23:03:22,New
Scaredy Cats,Trap Card,Normal Trap Card,"('Effect',)",True,True,Scaredy Cats,https://yugipedia.com/wiki/Scaredy_Cats,2022-09-21 06:03:39,Old
Scaredy Cats,Trap Card,Normal Trap Card,"('Effect',)",False,False,Scaredy Cats,https://yugipedia.com/wiki/Scaredy_Cats,2022-09-21 06:03:39,New
Scoop Scooter,Monster Card,,,True,True,Scoop Scooter,https://yugipedia.com/wiki/Scoop_Scooter,2023-01-16 02:42:38,Old
Scoop Scooter,Monster Card,,,False,False,Scoop Scooter,https://yugipedia.com/wiki/Scoop_Scooter,2023-01-16 02:42:38,New
Screw Armadillo,Monster Card,,"('Effect',)",True,True,Screw Armadillo,https://yugipedia.com/wiki/Screw_Armadillo,2023-01-10 18:57:11,Old
Screw Armadillo,Monster Card,,"('Effect',)",False,False,Screw Armadillo,https://yugipedia.com/wiki/Screw_Armadillo,2023-01-10 18:57:11,New
Scroll of Salutation,Trap Card,Normal Trap Card,"('Effect',)",True,True,Scroll of Salutation,https://yugipedia.com/wiki/Scroll_of_Salutation,2022-04-23 20:28:59,Old
Scroll of Salutation,Trap Card,Normal Trap Card,"('Effect',)",False,False,Scroll of Salutation,https://yugipedia.com/wiki/Scroll_of_Salutation,2022-04-23 20:28:59,New
Scrubbing Bridge,Spell Card,Normal Spell Card,,True,True,Scrubbing Bridge,https://yugipedia.com/wiki/Scrubbing_Bridge,2022-07-24 12:57:18,Old
Scrubbing Bridge,Spell Card,Normal Spell Card,,False,False,Scrubbing Bridge,https://yugipedia.com/wiki/Scrubbing_Bridge,2022-07-24 12:57:18,New
Scrubbing Santa Cloth,Monster Card,,"('Effect',)",True,True,Scrubbing Santa Cloth,https://yugipedia.com/wiki/Scrubbing_Santa_Cloth,2022-10-30 07:37:38,Old
Scrubbing Santa Cloth,Monster Card,,"('Effect',)",False,False,Scrubbing Santa Cloth,https://yugipedia.com/wiki/Scrubbing_Santa_Cloth,2022-10-30 07:37:38,New
Sea Dragon Cranedross,Monster Card,,"('Effect',)",True,True,Sea Dragon Cranedross,https://yugipedia.com/wiki/Sea_Dragon_Cranedross,2022-09-21 06:04:00,Old
Sea Dragon Cranedross,Monster Card,,"('Effect',)",False,False,Sea Dragon Cranedross,https://yugipedia.com/wiki/Sea_Dragon_Cranedross,2022-09-21 06:04:00,New
Sea Dragon King Granganus,Monster Card,,"('Effect',)",True,True,Sea Dragon King Granganus,https://yugipedia.com/wiki/Sea_Dragon_King_Granganus,2022-12-21 09:52:04,Old
Sea Dragon King Granganus,Monster Card,,"('Effect',)",False,False,Sea Dragon King Granganus,https://yugipedia.com/wiki/Sea_Dragon_King_Granganus,2022-12-21 09:52:04,New
Sea Dragon Knight,Monster Card,,"('Effect',)",True,True,Sea Dragon Knight,https://yugipedia.com/wiki/Sea_Dragon_Knight,2022-09-21 06:24:24,Old
Sea Dragon Knight,Monster Card,,"('Effect',)",False,False,Sea Dragon Knight,https://yugipedia.com/wiki/Sea_Dragon_Knight,2022-09-21 06:24:24,New
Sea Star Trooper,Monster Card,,"('Effect',)",True,True,Sea Star Trooper,https://yugipedia.com/wiki/Sea_Star_Trooper,2022-09-21 06:17:24,Old
Sea Star Trooper,Monster Card,,"('Effect',)",False,False,Sea Star Trooper,https://yugipedia.com/wiki/Sea_Star_Trooper,2022-09-21 06:17:24,New
Seahorse Carrier,Monster Card,,"('Effect',)",True,True,Seahorse Carrier,https://yugipedia.com/wiki/Seahorse_Carrier,2022-10-20 07:01:49,Old
Seahorse Carrier,Monster Card,,"('Effect',)",False,False,Seahorse Carrier,https://yugipedia.com/wiki/Seahorse_Carrier,2022-10-20 07:01:49,New
Seahorse Server,Monster Card,,"('Effect',)",True,True,Seahorse Server,https://yugipedia.com/wiki/Seahorse_Server,2022-10-20 07:37:14,Old
Seahorse Server,Monster Card,,"('Effect',)",False,False,Seahorse Server,https://yugipedia.com/wiki/Seahorse_Server,2022-10-20 07:37:14,New
Seal of the Ancients,Spell Card,Normal Spell Card,"('Effect',)",True,True,Seal of the Ancients (Rush Duel),https://yugipedia.com/wiki/Seal_of_the_Ancients_(Rush_Duel),2022-09-21 02:59:29,Old
Seal of the Ancients,Spell Card,Normal Spell Card,"('Effect',)",False,False,Seal of the Ancients (Rush Duel),https://yugipedia.com/wiki/Seal_of_the_Ancients_(Rush_Duel),2022-09-21 02:59:29,New
Seastorm of Iruqua,Trap Card,Normal Trap Card,"('Effect',)",True,True,Seastorm of Iruqua,https://yugipedia.com/wiki/Seastorm_of_Iruqua,2022-12-19 20:11:07,Old
Seastorm of Iruqua,Trap Card,Normal Trap Card,"('Effect',)",False,False,Seastorm of Iruqua,https://yugipedia.com/wiki/Seastorm_of_Iruqua,2022-12-19 20:11:07,New
Secret File 33 - Noble Death of Resentment,Trap Card,Normal Trap Card,,True,True,Secret File 33 - Noble Death of Resentment,https://yugipedia.com/wiki/Secret_File_33_-_Noble_Death_of_Resentment,2023-01-15 21:28:19,Old
Secret File 33 - Noble Death of Resentment,Trap Card,Normal Trap Card,,False,False,Secret File 33 - Noble Death of Resentment,https://yugipedia.com/wiki/Secret_File_33_-_Noble_Death_of_Resentment,2023-01-15 21:28:19,New
Secret Investigator Miscast,Monster Card,,,True,True,Secret Investigator Miscast,https://yugipedia.com/wiki/Secret_Investigator_Miscast,2023-01-15 12:00:45,Old
Secret Investigator Miscast,Monster Card,,,False,False,Secret Investigator Miscast,https://yugipedia.com/wiki/Secret_Investigator_Miscast,2023-01-15 12:00:45,New
Secret Investigator Mislead,Monster Card,,,True,True,Secret Investigator Mislead,https://yugipedia.com/wiki/Secret_Investigator_Mislead,2023-01-15 21:05:04,Old
Secret Investigator Mislead,Monster Card,,,False,False,Secret Investigator Mislead,https://yugipedia.com/wiki/Secret_Investigator_Mislead,2023-01-15 21:05:04,New
Secret Investigator Mismatch,Monster Card,,,True,True,Secret Investigator Mismatch,https://yugipedia.com/wiki/Secret_Investigator_Mismatch,2023-01-15 12:11:02,Old
Secret Investigator Mismatch,Monster Card,,,False,False,Secret Investigator Mismatch,https://yugipedia.com/wiki/Secret_Investigator_Mismatch,2023-01-15 12:11:02,New
Secret Order,Spell Card,Normal Spell Card,"('Effect',)",True,True,Secret Order,https://yugipedia.com/wiki/Secret_Order,2022-10-11 17:19:01,Old
Secret Order,Spell Card,Normal Spell Card,"('Effect',)",False,False,Secret Order,https://yugipedia.com/wiki/Secret_Order,2022-10-11 17:19:01,New
Secret Remedy of Providence,Spell Card,Normal Spell Card,,True,True,Secret Remedy of Providence,https://yugipedia.com/wiki/Secret_Remedy_of_Providence,2023-02-03 01:22:43,Old
Secret Remedy of Providence,Spell Card,Normal Spell Card,,False,False,Secret Remedy of Providence,https://yugipedia.com/wiki/Secret_Remedy_of_Providence,2023-02-03 01:22:43,New
Security Hole,Trap Card,Normal Trap Card,"('Effect',)",True,True,Security Hole,https://yugipedia.com/wiki/Security_Hole,2022-09-21 06:17:11,Old
Security Hole,Trap Card,Normal Trap Card,"('Effect',)",False,False,Security Hole,https://yugipedia.com/wiki/Security_Hole,2022-09-21 06:17:11,New
Seedchrotron Brusselun,Monster Card,,"('Effect',)",True,True,Seedchrotron Brusselun,https://yugipedia.com/wiki/Seedchrotron_Brusselun,2022-12-13 07:41:37,Old
Seedchrotron Brusselun,Monster Card,,"('Effect',)",False,False,Seedchrotron Brusselun,https://yugipedia.com/wiki/Seedchrotron_Brusselun,2022-12-13 07:41:37,New
Seir the Skysavior Knight,Monster Card,,"('Effect',)",True,True,Seir the Skysavior Knight,https://yugipedia.com/wiki/Seir_the_Skysavior_Knight,2023-01-21 14:11:09,Old
Seir the Skysavior Knight,Monster Card,,"('Effect',)",False,False,Seir the Skysavior Knight,https://yugipedia.com/wiki/Seir_the_Skysavior_Knight,2023-01-21 14:11:09,New
Self Fan Club,Spell Card,Normal Spell Card,,True,True,Self Fan Club,https://yugipedia.com/wiki/Self_Fan_Club,2022-06-08 11:34:27,Old
Self Fan Club,Spell Card,Normal Spell Card,,False,False,Self Fan Club,https://yugipedia.com/wiki/Self_Fan_Club,2022-06-08 11:34:27,New
Semeruler the Dark Summoner,Monster Card,,"('Effect',)",True,True,Semeruler the Dark Summoner,https://yugipedia.com/wiki/Semeruler_the_Dark_Summoner,2022-09-21 06:24:21,Old
Semeruler the Dark Summoner,Monster Card,,"('Effect',)",False,False,Semeruler the Dark Summoner,https://yugipedia.com/wiki/Semeruler_the_Dark_Summoner,2022-09-21 06:24:21,New
Semeterasu the Celestial Summoner,Monster Card,,"('Multi-Choice Effect',)",True,True,Semeterasu the Celestial Summoner,https://yugipedia.com/wiki/Semeterasu_the_Celestial_Summoner,2023-01-16 00:37:44,Old
Semeterasu the Celestial Summoner,Monster Card,,"('Multi-Choice Effect',)",False,False,Semeterasu the Celestial Summoner,https://yugipedia.com/wiki/Semeterasu_the_Celestial_Summoner,2023-01-16 00:37:44,New
Sensor Duckbuill,Monster Card,,"('Effect',)",True,True,Sensor Duckbuill,https://yugipedia.com/wiki/Sensor_Duckbuill,2022-09-21 06:08:38,Old
Sensor Duckbuill,Monster Card,,"('Effect',)",False,False,Sensor Duckbuill,https://yugipedia.com/wiki/Sensor_Duckbuill,2022-09-21 06:08:38,New
Seraph of Darkness,Monster Card,,"('Effect',)",True,True,Seraph of Darkness,https://yugipedia.com/wiki/Seraph_of_Darkness,2023-02-04 14:23:14,Old
Seraph of Darkness,Monster Card,,"('Effect',)",False,False,Seraph of Darkness,https://yugipedia.com/wiki/Seraph_of_Darkness,2023-02-04 14:23:14,New
Serpainter,Monster Card,,,True,True,Serpainter,https://yugipedia.com/wiki/Serpainter,2023-01-05 22:46:45,Old
Serpainter,Monster Card,,,False,False,Serpainter,https://yugipedia.com/wiki/Serpainter,2023-01-05 22:46:45,New
Seven Crossroad,Trap Card,Normal Trap Card,,True,True,Seven Crossroad,https://yugipedia.com/wiki/Seven_Crossroad,2023-02-05 19:39:46,Old
Seven Crossroad,Trap Card,Normal Trap Card,,False,False,Seven Crossroad,https://yugipedia.com/wiki/Seven_Crossroad,2023-02-05 19:39:46,New
Sevens Combine,Trap Card,Normal Trap Card,,True,True,Sevens Combine,https://yugipedia.com/wiki/Sevens_Combine,2022-04-29 13:30:20,Old
Sevens Combine,Trap Card,Normal Trap Card,,False,False,Sevens Combine,https://yugipedia.com/wiki/Sevens_Combine,2022-04-29 13:30:20,New
Sevens Halo,Spell Card,Normal Spell Card,,True,True,Sevens Halo,https://yugipedia.com/wiki/Sevens_Halo,2022-08-11 20:36:03,Old
Sevens Halo,Spell Card,Normal Spell Card,,False,False,Sevens Halo,https://yugipedia.com/wiki/Sevens_Halo,2022-08-11 20:36:03,New
Sevens Paladin the Magical Knight,Monster Card,,"('Multi-Choice Effect',)",True,True,Sevens Paladin the Magical Knight,https://yugipedia.com/wiki/Sevens_Paladin_the_Magical_Knight,2022-12-24 23:51:40,Old
Sevens Paladin the Magical Knight,Monster Card,,"('Multi-Choice Effect',)",False,False,Sevens Paladin the Magical Knight,https://yugipedia.com/wiki/Sevens_Paladin_the_Magical_Knight,2022-12-24 23:51:40,New
