Name,Password,Card type,Property,Archseries,Attribute,Primary type,Secondary type,Monster type,Effect type,DEF,ATK,Level/Rank,TCG status,OCG status,TCG Speed Duel status,Page name,Page URL,Artwork,Modification date,Character
Skull Servant,32274490,Monster Card,,"('Wight',)",DARK,Normal Monster,,Zombie,,200,300,1,Unlimited,Unlimited,Unlimited,Skull Servant,https://yugipedia.com/wiki/Skull_Servant,,2022-05-24 15:56:09,
Skyscraper,63035430,Spell Card,Field Spell Card,"('Skyscraper (archetype)',)",,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Skyscraper,https://yugipedia.com/wiki/Skyscraper,,2022-07-21 16:40:58,
Skyscraper 2 - Hero City,47596607,Spell Card,Field Spell Card,"('Skyscraper (archetype)',)",,,,,"('Ignition-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Skyscraper 2 - Hero City,https://yugipedia.com/wiki/Skyscraper_2_-_Hero_City,,2023-01-05 08:27:03,
Slifer the Sky Dragon,,Monster Card,,"('Egyptian God',)",DIVINE,Effect Monster,,Divine-Beast,"('Continuous Effect', 'Summoning condition', 'Trigger Effect', 'Unclassified effect')",?,?,10,Unlimited,Unlimited,Unlimited,Slifer the Sky Dragon,https://yugipedia.com/wiki/Slifer_the_Sky_Dragon,"('Alternate',)",2022-12-23 03:28:49,
Slot Machine,03797883,Monster Card,,,DARK,Normal Monster,,Machine,,2300,2000,7,Unlimited,Unlimited,Unlimited,Slot Machine,https://yugipedia.com/wiki/Slot_Machine,,2022-11-16 17:28:11,
Slushy,84650463,Monster Card,,,WATER,Effect Monster,,Aqua,"('Condition', 'Ignition Effect', 'Trigger Effect')",0,0,2,Unlimited,Unlimited,Unlimited,Slushy,https://yugipedia.com/wiki/Slushy,,2022-08-27 15:02:50,
Small Roid Big City,,Skill Card,Field Spell Card,"('roid',)",,,,,,,,,Illegal,,Legal,Small Roid Big City,https://yugipedia.com/wiki/Small_Roid_Big_City,,2022-10-08 07:29:07,Syrus Truesdale
Sogen,86318356,Spell Card,Field Spell Card,,,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Sogen,https://yugipedia.com/wiki/Sogen,,2022-04-22 02:49:15,
Solitary Sword of Poison,93377803,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Continuous-like Effect', 'Unclassified effect')",,,,Unlimited,Unlimited,Unlimited,Solitary Sword of Poison,https://yugipedia.com/wiki/Solitary_Sword_of_Poison,,2021-04-10 08:56:40,
Sonic Bird,57617178,Monster Card,,,WIND,Effect Monster,,Winged Beast,"('Trigger Effect',)",1000,1400,4,Unlimited,Unlimited,Unlimited,Sonic Bird,https://yugipedia.com/wiki/Sonic_Bird,,2022-04-29 13:05:56,
Sonic Duck,84696266,Monster Card,,,WIND,Normal Monster,,Winged Beast,,700,1700,3,Unlimited,Unlimited,Unlimited,Sonic Duck,https://yugipedia.com/wiki/Sonic_Duck,,2021-11-07 16:35:04,
Sonic Shooter,40384720,Monster Card,,,WIND,Effect Monster,,Winged Beast,"('Continuous Effect',)",600,1300,4,Unlimited,Unlimited,Unlimited,Sonic Shooter,https://yugipedia.com/wiki/Sonic_Shooter,,2021-04-08 20:51:49,
Soul Demolition,76297408,Trap Card,Continuous Trap Card,,,,,,"('Quick-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Soul Demolition,https://yugipedia.com/wiki/Soul_Demolition,,2021-11-07 16:36:12,
Soul Exchange,68005187,Spell Card,Normal Spell Card,,,,,,"('Condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Soul Exchange,https://yugipedia.com/wiki/Soul_Exchange,,2023-01-03 01:05:45,
Soul Release,05758500,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Soul Release,https://yugipedia.com/wiki/Soul_Release,"('Edited',)",2022-04-20 15:33:56,
Spacetime Transcendence,39041729,Spell Card,Normal Spell Card,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Spacetime Transcendence,https://yugipedia.com/wiki/Spacetime_Transcendence,,2019-12-05 18:29:52,
Spear Dragon,31553716,Monster Card,,,WIND,Effect Monster,,Dragon,"('Continuous Effect',)",0,1900,4,Unlimited,Unlimited,Unlimited,Spear Dragon,https://yugipedia.com/wiki/Spear_Dragon,,2021-11-18 15:28:59,
Spell Canceller,84636823,Monster Card,,,WIND,Effect Monster,,Machine,"('Continuous Effect',)",1600,1800,5,Unlimited,Unlimited,Unlimited,Spell Canceller,https://yugipedia.com/wiki/Spell_Canceller,,2021-11-07 16:39:48,
Spell Power Grasp,75014062,Spell Card,Normal Spell Card,,,,,,"('Condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Spell Power Grasp,https://yugipedia.com/wiki/Spell_Power_Grasp,,2021-04-03 18:14:39,
Spell Proof Armor,,Skill Card,,,,,,,,,,,Illegal,,Legal,Spell Proof Armor,https://yugipedia.com/wiki/Spell_Proof_Armor,,2023-02-09 12:06:21,Bandit Keith
Spell Purification,01669772,Trap Card,Normal Trap Card,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Spell Purification,https://yugipedia.com/wiki/Spell_Purification,,2021-01-31 17:17:02,
Spell Shattering Arrow,93260132,Spell Card,Quick-Play Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Spell Shattering Arrow,https://yugipedia.com/wiki/Spell_Shattering_Arrow,,2022-04-14 18:40:32,
Spell of Mask,,Skill Card,,,,,,,,,,,Illegal,,Legal,Spell of Mask (Skill Card),https://yugipedia.com/wiki/Spell_of_Mask_(Skill_Card),,2022-12-27 18:37:58,Lumis and Umbra
Spellbinding Circle,18807108,Trap Card,Continuous Trap Card,,,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Spellbinding Circle,https://yugipedia.com/wiki/Spellbinding_Circle,"('Edited',)",2022-04-12 16:34:33,
Sphere Kuriboh,33245030,Monster Card,,"('Kuriboh (archetype)',)",DARK,Effect Monster,,Fiend,"('Trigger Effect', 'Unclassified effect')",200,300,1,Unlimited,Unlimited,Unlimited,Sphere Kuriboh,https://yugipedia.com/wiki/Sphere_Kuriboh,,2022-12-20 04:17:32,
Spider Egg,56051648,Trap Card,Normal Trap Card,"('Spider',)",,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Spider Egg,https://yugipedia.com/wiki/Spider_Egg,,2021-06-10 14:32:00,
Spikeshield with Chain,06691855,Trap Card,Normal Trap Card,"('with Chain',)",,,,,"('Continuous-like Effect', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Spikeshield with Chain,https://yugipedia.com/wiki/Spikeshield_with_Chain,,2022-03-21 19:55:39,
Spiral Spear Strike,49328340,Spell Card,Continuous Spell Card,"('Signature move',)",,,,,"('Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Spiral Spear Strike,https://yugipedia.com/wiki/Spiral_Spear_Strike,,2022-07-09 00:19:23,
Spirit Ryu,67957315,Monster Card,,,WIND,Effect Monster,,Dragon,"('Quick Effect',)",1000,1000,4,Unlimited,Unlimited,Unlimited,Spirit Ryu,https://yugipedia.com/wiki/Spirit_Ryu,,2022-04-06 17:57:19,
Spirit of Flames,13522325,Monster Card,,"('Attribute Spirit',)",FIRE,Effect Monster,,Pyro,"('Continuous Effect', 'Summoning condition')",1000,1700,4,Unlimited,Unlimited,Unlimited,Spirit of Flames,https://yugipedia.com/wiki/Spirit_of_Flames,"('Edited',)",2022-04-22 02:53:42,
Spiritual Forest,69112325,Spell Card,Continuous Spell Card,"('Gishki',)",,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Spiritual Forest,https://yugipedia.com/wiki/Spiritual_Forest,,2021-01-31 17:31:49,
Stamping Destruction,81385346,Spell Card,Normal Spell Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Stamping Destruction,https://yugipedia.com/wiki/Stamping_Destruction,,2021-02-03 17:11:18,
Statue of the Wicked,65810489,Trap Card,Normal Trap Card,,,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Unlimited,Statue of the Wicked,https://yugipedia.com/wiki/Statue_of_the_Wicked,,2022-03-21 20:07:05,
Stealthroid,98049038,Monster Card,,"('roid',)",DARK,Effect Monster,,Machine,"('Trigger Effect',)",0,1200,4,Unlimited,Unlimited,Unlimited,Stealthroid,https://yugipedia.com/wiki/Stealthroid,,2022-10-06 17:51:26,
Steam Gyroid,05368615,Monster Card,,"('roid',)",EARTH,Fusion Monster,,Machine,,1600,2200,6,Unlimited,Unlimited,Unlimited,Steam Gyroid,https://yugipedia.com/wiki/Steam_Gyroid,,2023-01-03 20:29:48,
Steamroid,44729197,Monster Card,,"('roid',)",EARTH,Effect Monster,,Machine,"('Continuous Effect',)",1800,1800,4,Unlimited,Unlimited,Unlimited,Steamroid,https://yugipedia.com/wiki/Steamroid,,2022-10-06 17:56:04,
Stone Statue of the Aztecs,31812496,Monster Card,,,EARTH,Effect Monster,,Rock,"('Continuous Effect',)",2000,300,4,Unlimited,Unlimited,Unlimited,Stone Statue of the Aztecs,https://yugipedia.com/wiki/Stone_Statue_of_the_Aztecs,,2022-10-06 17:22:30,
Storm,13210191,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Storm,https://yugipedia.com/wiki/Storm,,2021-11-07 16:52:52,
Straight Flush,25173686,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Straight Flush,https://yugipedia.com/wiki/Straight_Flush,,2022-04-08 12:15:24,
Straight to the Grave,,Skill Card,Field Spell Card,,,,,,,,,,Illegal,,Legal,Straight to the Grave,https://yugipedia.com/wiki/Straight_to_the_Grave,,2021-03-03 00:57:55,Bonz
Stray Lambs,60764581,Spell Card,Normal Spell Card,,,,,,"('Condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Stray Lambs,https://yugipedia.com/wiki/Stray_Lambs,,2022-04-08 18:06:54,
Strike Ninja,41006930,Monster Card,,"('Ninja',)",DARK,Effect Monster,,Warrior,"('Condition', 'Quick Effect')",1200,1700,4,Unlimited,Unlimited,Unlimited,Strike Ninja,https://yugipedia.com/wiki/Strike_Ninja,,2021-03-07 07:03:46,
Submarineroid,99861526,Monster Card,,"('roid',)",WATER,Effect Monster,,Machine,"('Continuous Effect', 'Trigger Effect')",1800,800,4,Unlimited,Unlimited,Unlimited,Submarineroid,https://yugipedia.com/wiki/Submarineroid,,2022-10-06 17:52:43,
Suijin,98434877,Monster Card,,,WATER,Effect Monster,,Aqua,"('Quick Effect',)",2400,2500,7,Unlimited,Unlimited,Unlimited,Suijin,https://yugipedia.com/wiki/Suijin,,2022-10-06 17:23:50,
Summoner's Art,79816536,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Summoner's Art,https://yugipedia.com/wiki/Summoner%27s_Art,,2022-04-20 16:14:46,
Super Polymerization,48130397,Spell Card,Quick-Play Spell Card,"('Polymerization (archetype)',)",,,,,"('Condition', 'Cost', 'Effect')",,,,Unlimited,Semi-Limited,Not yet released,Super Polymerization,https://yugipedia.com/wiki/Super_Polymerization,,2023-02-20 21:55:11,
Super Rush Recklessly,32854013,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Super Rush Recklessly,https://yugipedia.com/wiki/Super_Rush_Recklessly,,2022-03-21 19:55:38,
Super Vehicroid - Stealth Union,03897065,Monster Card,,"('Vehicroid', 'roid')",EARTH,Fusion Monster,,Machine,"('Continuous Effect', 'Ignition Effect')",3000,3600,9,Unlimited,Unlimited,Unlimited,Super Vehicroid - Stealth Union,https://yugipedia.com/wiki/Super_Vehicroid_-_Stealth_Union,,2022-10-06 17:41:14,
Super Vehicroid Jumbo Drill,36256625,Monster Card,,"('Vehicroid', 'roid')",EARTH,Fusion Monster,,Machine,"('Continuous Effect', 'Summoning condition')",2000,3000,8,Unlimited,Unlimited,Unlimited,Super Vehicroid Jumbo Drill,https://yugipedia.com/wiki/Super_Vehicroid_Jumbo_Drill,,2022-11-08 12:10:26,
Super War-Lion,33951077,Monster Card,,,EARTH,Ritual Monster,,Beast,,2100,2300,7,Unlimited,Unlimited,Unlimited,Super War-Lion,https://yugipedia.com/wiki/Super_War-Lion,,2020-05-01 17:36:31,
Super-Ancient Dinobeast,06849042,Monster Card,,,EARTH,Effect Monster,,Dinosaur,"('Summoning condition', 'Trigger Effect')",1400,2700,8,Unlimited,Unlimited,Unlimited,Super-Ancient Dinobeast,https://yugipedia.com/wiki/Super-Ancient_Dinobeast,,2020-03-17 00:56:06,
Supercharge,97705809,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Supercharge,https://yugipedia.com/wiki/Supercharge,,2022-10-06 17:45:24,
Supply Squad,17626381,Spell Card,Continuous Spell Card,,,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Unlimited,Supply Squad,https://yugipedia.com/wiki/Supply_Squad,,2023-01-03 19:11:45,
Surface,33057951,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Surface,https://yugipedia.com/wiki/Surface,,2021-03-27 01:28:26,
Swamp Mirrorer,50277973,Trap Card,Continuous Trap Card,"('Trap Monster',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Swamp Mirrorer,https://yugipedia.com/wiki/Swamp_Mirrorer,,2022-07-24 09:45:21,
Swarm of Locusts,41872150,Monster Card,,,DARK,Effect Monster,,Insect,"('Ignition Effect', 'Trigger Effect')",500,1000,3,Unlimited,Unlimited,Unlimited,Swarm of Locusts,https://yugipedia.com/wiki/Swarm_of_Locusts,,2021-11-07 16:58:05,
Swarm of Scarabs,15383415,Monster Card,,,DARK,Effect Monster,,Insect,"('Ignition Effect', 'Trigger Effect')",1000,500,3,Unlimited,Unlimited,Unlimited,Swarm of Scarabs,https://yugipedia.com/wiki/Swarm_of_Scarabs,,2021-11-07 17:02:19,
Swift Gaia the Fierce Knight,16589042,Monster Card,,"('Gaia The Fierce Knight (archetype)',)",DARK,Effect Monster,,Warrior,"('Unclassified effect',)",2100,2300,7,Unlimited,Unlimited,Unlimited,Swift Gaia the Fierce Knight,https://yugipedia.com/wiki/Swift_Gaia_the_Fierce_Knight,,2022-07-01 04:14:33,
Switcheroo,,Skill Card,,,,,,,,,,,Illegal,,Legal,Switcheroo,https://yugipedia.com/wiki/Switcheroo,,2020-12-02 03:32:33,Bandit Keith
Sword of Dark Destruction,37120512,Spell Card,Equip Spell Card,"('Attribute Booster',)",,,,,"('Condition', 'Continuous-like Effect')",,,,Unlimited,Unlimited,Unlimited,Sword of Dark Destruction,https://yugipedia.com/wiki/Sword_of_Dark_Destruction,"('Edited',)",2022-12-31 19:13:44,
Sword of Deep-Seated,98495314,Spell Card,Equip Spell Card,,,,,,"('Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Sword of Deep-Seated,https://yugipedia.com/wiki/Sword_of_Deep-Seated,,2022-04-22 03:01:16,
Sword of Dragon's Soul,61405855,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Sword of Dragon's Soul,https://yugipedia.com/wiki/Sword_of_Dragon%27s_Soul,,2021-03-07 07:05:39,
Swordstalker,50005633,Monster Card,,,DARK,Normal Monster,,Warrior,,1600,2000,6,Unlimited,Unlimited,Unlimited,Swordstalker,https://yugipedia.com/wiki/Swordstalker,,2022-07-28 01:12:27,
Tail Swipe,83682725,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Tail Swipe,https://yugipedia.com/wiki/Tail_Swipe,,2021-03-07 07:06:42,
Tainted Wisdom,28725004,Monster Card,,,DARK,Effect Monster,,Fiend,"('Trigger Effect',)",800,1250,3,Unlimited,Unlimited,Unlimited,Tainted Wisdom,https://yugipedia.com/wiki/Tainted_Wisdom,,2021-11-07 15:49:20,
Terror from the Deep!,,Skill Card,,,,,,,,,,,Illegal,,Legal,Terror from the Deep!,https://yugipedia.com/wiki/Terror_from_the_Deep!,,2021-11-08 21:02:32,Mako Tsunami
That Which Feeds on Life,52367652,Monster Card,,,DARK,Normal Monster,,Fiend,,1000,1200,4,Unlimited,Unlimited,Unlimited,That Which Feeds on Life,https://yugipedia.com/wiki/That_Which_Feeds_on_Life,,2021-11-07 16:12:30,
The Beginning of the End,73680966,Spell Card,Normal Spell Card,,,,,,"('Activation condition', 'Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,The Beginning of the End,https://yugipedia.com/wiki/The_Beginning_of_the_End,,2021-04-27 00:44:29,
The Big Cattle Drive,82386016,Spell Card,Normal Spell Card,,,,,,"('Activation condition', 'Condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,The Big Cattle Drive,https://yugipedia.com/wiki/The_Big_Cattle_Drive,"('Edited',)",2023-01-14 01:26:11,
The Big March of Animals,01689516,Spell Card,Quick-Play Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,The Big March of Animals,https://yugipedia.com/wiki/The_Big_March_of_Animals,,2022-04-20 15:51:18,
The Earl of Demise,66989694,Monster Card,,,DARK,Normal Monster,,Fiend,,700,2000,5,Unlimited,Unlimited,Unlimited,The Earl of Demise,https://yugipedia.com/wiki/The_Earl_of_Demise,,2021-11-07 13:29:00,
The Eye of Truth,34694160,Trap Card,Continuous Trap Card,,,,,,"('Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,The Eye of Truth,https://yugipedia.com/wiki/The_Eye_of_Truth,,2021-11-07 13:40:48,
The Fiend Megacyber,66362965,Monster Card,,"('Cyber', 'Prophecy')",DARK,Effect Monster,,Warrior,"('Unclassified effect',)",1200,2200,6,Unlimited,Unlimited,Unlimited,The Fiend Megacyber,https://yugipedia.com/wiki/The_Fiend_Megacyber,,2023-01-03 17:04:55,
The Flute of Summoning Dragon,43973174,Spell Card,Normal Spell Card,,,,,,"('Condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,The Flute of Summoning Dragon,https://yugipedia.com/wiki/The_Flute_of_Summoning_Dragon,,2023-02-13 19:42:23,
The Forceful Checkpoint,94861297,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,The Forceful Checkpoint,https://yugipedia.com/wiki/The_Forceful_Checkpoint,,2020-05-25 10:41:21,
The Golden Apples,42671151,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect', 'Lingering effect')",,,,Unlimited,Unlimited,Unlimited,The Golden Apples,https://yugipedia.com/wiki/The_Golden_Apples,,2022-05-24 16:02:29,
The Grave of Enkindling,84136000,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,The Grave of Enkindling,https://yugipedia.com/wiki/The_Grave_of_Enkindling,,2022-07-24 04:14:01,
The Gross Ghost of Fled Dreams,68049471,Monster Card,,,DARK,Normal Monster,,Fiend,,1800,1300,4,Unlimited,Unlimited,Unlimited,The Gross Ghost of Fled Dreams,https://yugipedia.com/wiki/The_Gross_Ghost_of_Fled_Dreams,,2023-01-11 18:10:35,
The Legendary Fisherman,03643300,Monster Card,,,WATER,Effect Monster,,Warrior,"('Continuous Effect',)",1600,1850,5,Unlimited,Unlimited,Unlimited,The Legendary Fisherman,https://yugipedia.com/wiki/The_Legendary_Fisherman,"('Edited',)",2022-08-13 11:56:41,
The Legendary Fisherman II,19801646,Monster Card,,,WATER,Effect Monster,,Warrior,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",1800,2200,5,Unlimited,Unlimited,Unlimited,The Legendary Fisherman II,https://yugipedia.com/wiki/The_Legendary_Fisherman_II,,2022-09-16 21:54:53,
The Mask of Remnants,22610082,Spell Card,Normal Spell Card,"('Mask',)",,,,,"('Continuous-like Effect', 'Effect')",,,,Unlimited,Unlimited,Unlimited,The Mask of Remnants,https://yugipedia.com/wiki/The_Mask_of_Remnants,,2022-06-05 08:38:24,
The Masked Beast,49064413,Monster Card,,"('Mask',)",DARK,Ritual Monster,,Fiend,,1800,3200,8,Unlimited,Unlimited,Unlimited,The Masked Beast,https://yugipedia.com/wiki/The_Masked_Beast,,2023-01-03 16:41:11,
The Psychic Duelist,,Skill Card,,,,,,,,,,,Illegal,,Legal,The Psychic Duelist,https://yugipedia.com/wiki/The_Psychic_Duelist,,2022-12-27 18:28:24,Espa Roba
The Puppet Magic of Dark Ruler,40703393,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,The Puppet Magic of Dark Ruler,https://yugipedia.com/wiki/The_Puppet_Magic_of_Dark_Ruler,,2023-01-03 19:03:30,
The Right Hero for the Job,,Skill Card,,,,,,,,,,,Illegal,,Legal,The Right Hero for the Job,https://yugipedia.com/wiki/The_Right_Hero_for_the_Job,,2022-09-01 17:19:10,Jaden Yuki
The Rock Spirit,76305638,Monster Card,,"('Attribute Spirit',)",EARTH,Effect Monster,,Rock,"('Continuous Effect', 'Summoning condition')",1000,1700,4,Unlimited,Unlimited,Unlimited,The Rock Spirit,https://yugipedia.com/wiki/The_Rock_Spirit,,2023-01-03 19:03:17,
The Roids are Alright,,Skill Card,,"('roid',)",,,,,,,,,Illegal,,Legal,The Roids are Alright,https://yugipedia.com/wiki/The_Roids_are_Alright,,2022-10-08 06:39:45,Syrus Truesdale
The Shadow Who Controls the Dark,63125616,Monster Card,,,DARK,Normal Monster,,Fiend,,700,800,3,Unlimited,Unlimited,Unlimited,The Shadow Who Controls the Dark,https://yugipedia.com/wiki/The_Shadow_Who_Controls_the_Dark,,2022-03-22 01:17:24,
The Shallow Grave,43434803,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,The Shallow Grave,https://yugipedia.com/wiki/The_Shallow_Grave,"('Edited',)",2023-01-07 03:45:01,
The Snake Hair,29491031,Monster Card,,,DARK,Normal Monster,,Zombie,,1200,1500,4,Unlimited,Unlimited,Unlimited,The Snake Hair,https://yugipedia.com/wiki/The_Snake_Hair,,2022-04-20 15:12:26,
The Stern Mystic,87557188,Monster Card,,"('Magician',)",LIGHT,Effect Monster,"('Flip monster',)",Spellcaster,"('Flip effect',)",1200,1500,4,Unlimited,Unlimited,Unlimited,The Stern Mystic,https://yugipedia.com/wiki/The_Stern_Mystic,,2021-11-07 03:46:00,
The Trojan Horse,38479725,Monster Card,,,EARTH,Effect Monster,,Beast,"('Unclassified effect',)",1200,1600,4,Unlimited,Unlimited,Unlimited,The Trojan Horse,https://yugipedia.com/wiki/The_Trojan_Horse,,2022-03-21 20:07:23,
The Warrior Returning Alive,95281259,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,The Warrior Returning Alive,https://yugipedia.com/wiki/The_Warrior_Returning_Alive,,2022-06-28 04:08:31,
The Winged Dragon of Ra,,Monster Card,,"('Egyptian God', 'The Winged Dragon of Ra (series)')",DIVINE,Effect Monster,,Divine-Beast,"('Continuous Effect', 'Ignition Effect', 'Summoning condition', 'Trigger Effect', 'Unclassified effect')",?,?,10,Unlimited,Unlimited,Unlimited,The Winged Dragon of Ra,https://yugipedia.com/wiki/The_Winged_Dragon_of_Ra,"('Alternate',)",2023-02-18 11:49:10,
The World's Greatest Fisherman,,Skill Card,,,,,,,,,,,Illegal,,Legal,The World's Greatest Fisherman,https://yugipedia.com/wiki/The_World%27s_Greatest_Fisherman,,2020-05-29 17:49:58,Mako Tsunami
Theban Nightmare,51838385,Monster Card,,,LIGHT,Effect Monster,,Fiend,"('Continuous Effect',)",500,1500,4,Unlimited,Unlimited,Unlimited,Theban Nightmare,https://yugipedia.com/wiki/Theban_Nightmare,,2020-03-17 13:23:03,
Thousand Dragon,41462083,Monster Card,,"('Aged counterpart',)",WIND,Fusion Monster,,Dragon,,2000,2400,7,Unlimited,Unlimited,Unlimited,Thousand Dragon,https://yugipedia.com/wiki/Thousand_Dragon,"('Alternate',)",2022-10-29 14:28:35,
Thousand Knives,63391643,Spell Card,Normal Spell Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Thousand Knives,https://yugipedia.com/wiki/Thousand_Knives,,2022-04-01 12:42:10,
Thousand-Eyes Idol,27125110,Monster Card,,,DARK,Normal Monster,,Spellcaster,,0,0,1,Unlimited,Unlimited,Unlimited,Thousand-Eyes Idol,https://yugipedia.com/wiki/Thousand-Eyes_Idol,,2022-04-29 12:58:19,
Thousand-Eyes Restrict,63519819,Monster Card,,"('Eyes Restrict', 'Relinquished (archetype)')",DARK,Fusion Monster,,Spellcaster,"('Continuous Effect', 'Ignition Effect')",0,0,1,Unlimited,Unlimited,Unlimited,Thousand-Eyes Restrict,https://yugipedia.com/wiki/Thousand-Eyes_Restrict,,2022-08-14 06:49:01,
Thousand-Eyes Spell,,Skill Card,,,,,,,,,,,Illegal,,Legal,Thousand-Eyes Spell,https://yugipedia.com/wiki/Thousand-Eyes_Spell,,2022-12-27 15:46:57,Maximillion Pegasus
Time Machine,80987696,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Time Machine,https://yugipedia.com/wiki/Time_Machine,,2022-07-24 06:10:37,
Time Wizard,71625222,Monster Card,,"('Magician',)",LIGHT,Effect Monster,,Spellcaster,"('Ignition Effect',)",400,500,2,Unlimited,Unlimited,Unlimited,Time Wizard,https://yugipedia.com/wiki/Time_Wizard,,2022-12-09 17:07:55,
Tomb of the Pharaoh,,Skill Card,Field Spell Card,,,,,,,,,,Illegal,,Legal,Tomb of the Pharaoh,https://yugipedia.com/wiki/Tomb_of_the_Pharaoh,,2020-05-29 07:12:49,Ishizu Ishtar
Tomozaurus,46457856,Monster Card,,,EARTH,Normal Monster,,Dinosaur,,400,500,2,Unlimited,Unlimited,Unlimited,Tomozaurus,https://yugipedia.com/wiki/Tomozaurus,"('Edited',)",2022-12-12 19:37:26,
Toon Alligator,59383041,Monster Card,,"('Toon',)",WATER,Normal Monster,,Reptile,,1600,800,4,Unlimited,Unlimited,Unlimited,Toon Alligator,https://yugipedia.com/wiki/Toon_Alligator,,2021-11-07 16:06:06,
Toon Ancient Gear Golem,07171149,Monster Card,,"('Ancient Gear', 'Ancient Gear Golem (archetype)', 'Toon')",EARTH,Effect Monster,"('Toon monster',)",Machine,"('Continuous Effect',)",3000,3000,8,Unlimited,Unlimited,Unlimited,Toon Ancient Gear Golem,https://yugipedia.com/wiki/Toon_Ancient_Gear_Golem,,2022-03-19 21:15:51,
Toon Barrel Dragon,28112535,Monster Card,,"('Gun Dragon', 'Toon')",DARK,Effect Monster,"('Toon monster',)",Machine,"('Continuous Effect', 'Ignition Effect')",2200,2600,7,Unlimited,Unlimited,Unlimited,Toon Barrel Dragon,https://yugipedia.com/wiki/Toon_Barrel_Dragon,"('Edited',)",2022-11-11 13:04:12,
Toon Buster Blader,61190918,Monster Card,,"('Buster Blader (archetype)', 'Toon')",EARTH,Effect Monster,"('Toon monster',)",Warrior,"('Continuous Effect',)",2300,2600,7,Unlimited,Unlimited,Unlimited,Toon Buster Blader,https://yugipedia.com/wiki/Toon_Buster_Blader,,2020-07-02 13:52:04,
