Name,Print,Cover card,Modification date,Version
Harami Kushiro the Shichirin Samurai,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Harami Kushiro the Shichirin Samurai,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Beast Drive Mega Elephant,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Beast Drive Mega Elephant,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Dogulce Langue De Shakoki,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Dogulce Langue de Chakoki,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Dokidoki Hexenhaus,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Doki Doki Hexenhaus,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Jasmine the Shadow Flower Festival,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Jasmine the Shadow Flower Festival,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Crafter Drone,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Crafter Drone,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Assault Armato,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Assault Armato,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Heat Hyena,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Heat Hyena,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Reset Runner,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Reset Runner,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Lindmühle,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Lindmühle,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Gatekeeping Gargoyle,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Gatekeeping Gargoyle,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Vietor the Prevailing Wind,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Vietor the Prevailing Wind,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Bladesaurus,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Bladesaurus,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Arzareth the Sweeping Wind,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Arzareth the Sweeping Wind,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Road Magic - Uplifter,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Road Magic - Uplifter,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Hypernova,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Hypernova,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
JAM:P Set!,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
JAM:P Set!,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Ruler's Current,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Ruler's Current,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Against Buster,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Against Buster,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Storm Sonic,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Storm Sonic,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Follow Wing World,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Following World,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deadly Business Card Exchange,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deadly Business Card Exchange,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Strong Z,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Strong Z,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Just Meat,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Just Meat,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Burning Beast Quality,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Burning Beast Quality,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Wild Kitchen,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Wild Kitchen,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Beast Battlefield Barrier,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Beast Battlefield Barrier,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Dekorelic Dessert,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Dried Fruit De-kako-ration,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Talismanic Seal Array,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Talismanic Seal Array,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Iron Onslaught,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Iron Onslaught,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Rage of the Wild Beasts,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Rage of the Wild Beasts,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Berserker Colosseum,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Berserker Colosseum,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Mismatched Rivalry,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Mismatched Rivalry,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
7 Chance,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
7 Chance,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Psychicounter,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Psychicounter,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Ruler's Deadly Duel,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Ruler's Deadly Duel,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Covering Barrage,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Covering Barrage,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Attack Salary Cut,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Attack Salary Cut,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Battle Demotion,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Battle Demotion,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Eternal Freeze,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Eternal Freeze,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Scaredy Cats,,"('Thunderbold the Lightningfire Deity', 'Steelstrike Dragon Metagias')",2022-11-05 05:23:15,Old
Scaredy Cats,,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Necroman III,,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Necroman the Third,,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Light Dolphin,,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Karuiruka,,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Stream,,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Creek,,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Dolphin Counterattack,,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Dolphin Counter,,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Seastorm of Iruqua,,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Iruqua's Raging Waves,,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Necroman III,,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Necroman the Third,,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Karuiruka,,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Light Dolphin,,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Creek,,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Stream,,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Dolphin Counter,,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Dolphin Counterattack,,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Iruqua's Raging Waves,,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Seastorm of Iruqua,,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
One Year Broom,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,New
Year-Old Broom,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,Old
Decennium Mystic Sword,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,New
Decade Mystic Sword,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,Old
Centennial Wooden Blade,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,New
Century Ancient Wooden Sword,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,Old
Defense Destroying Sword,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,New
Shuhari Sword,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,Old
Climax Clash,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,New
Cross-Sword Deathmatch,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,Old
Greeting Strike!,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,Old
Engage and Strike!,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,New
Year-Old Broom,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,Old
One Year Broom,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,New
Decennium Mystic Sword,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,New
Decade Mystic Sword,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,Old
Centennial Wooden Blade,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,New
Century Ancient Wooden Sword,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,Old
Defense Destroying Sword,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,New
Shuhari Sword,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,Old
Climax Clash,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,New
Cross-Sword Deathmatch,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,Old
Greeting Strike!,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,Old
Engage and Strike!,,"('Galactica Oblivion', 'Jointech Rex', 'Sevensgias the Magical Dragon Knight')",2022-09-18 18:53:55,New
Needle Worm,,,2022-07-23 17:08:41,Old
Needle Worm,New,,2022-07-23 17:08:41,New
Anti Raigeki,New,,2022-07-23 17:08:41,New
Anti Raigeki,,,2022-07-23 17:08:41,Old
Mechanicalchaser,,,2022-07-23 17:08:41,Old
Mechanicalchaser,Reprint,,2022-07-23 17:08:41,New
Black Skull Dragon,,,2022-07-23 17:08:41,Old
Black Skull Dragon,Reprint,,2022-07-23 17:08:41,New
Horn of Heaven,Reprint,,2022-07-23 17:08:41,New
Horn of Heaven,,,2022-07-23 17:08:41,Old
Axe Raider,,,2022-07-23 17:08:41,Old
Axe Raider,Reprint,,2022-07-23 17:08:41,New
Kwagar Hercules,,,2022-07-23 17:08:41,Old
Kwagar Hercules,Reprint,,2022-07-23 17:08:41,New
Patrol Robo,,,2022-07-23 17:08:41,Old
Patrol Robo,Reprint,,2022-07-23 17:08:41,New
White Hole,,,2022-07-23 17:08:41,Old
White Hole,Reprint,,2022-07-23 17:08:41,New
Dragon Capture Jar,,,2022-07-23 17:08:41,Old
Dragon Capture Jar,Reprint,,2022-07-23 17:08:41,New
Goblin's Secret Remedy,,,2022-07-23 17:08:41,Old
Goblin's Secret Remedy,Reprint,,2022-07-23 17:08:41,New
Final Flame,,,2022-07-23 17:08:41,Old
Final Flame,Reprint,,2022-07-23 17:08:41,New
Spirit of the Harp,,,2022-07-23 17:08:41,Old
Spirit of the Harp,Reprint,,2022-07-23 17:08:41,New
Pot of Greed,,,2022-07-23 17:08:41,Old
Pot of Greed,Reprint,,2022-07-23 17:08:41,New
Karbonala Warrior,Reprint,,2022-07-23 17:08:41,New
Karbonala Warrior,,,2022-07-23 17:08:41,Old
Darkfire Dragon,,,2022-07-23 17:08:41,Old
Darkfire Dragon,Reprint,,2022-07-23 17:08:41,New
Elegant Egotist,Reprint,,2022-07-23 17:08:41,New
Elegant Egotist,,,2022-07-23 17:08:41,Old
Dark Elf,Reprint,,2022-07-23 17:08:41,New
Dark Elf,,,2022-07-23 17:08:41,Old
Little Chimera,,,2022-07-23 17:08:41,Old
Little Chimera,Reprint,,2022-07-23 17:08:41,New
Bladefly,,,2022-07-23 17:08:41,Old
Bladefly,Reprint,,2022-07-23 17:08:41,New
Royal Decree,New,,2022-07-23 17:20:45,New
Royal Decree,,,2022-07-23 17:20:45,Old
Morphing Jar,Reprint,,2022-07-23 17:20:45,New
Morphing Jar,,,2022-07-23 17:20:45,Old
Megamorph,,,2022-07-23 17:20:45,Old
Megamorph,Reprint,,2022-07-23 17:20:45,New
Chain Destruction,,,2022-07-23 17:20:45,Old
Chain Destruction,Reprint,,2022-07-23 17:20:45,New
The Fiend Megacyber,,,2022-07-23 17:20:45,Old
The Fiend Megacyber,Reprint,,2022-07-23 17:20:45,New
Dragon Seeker,Reprint,,2022-07-23 17:20:45,New
Dragon Seeker,,,2022-07-23 17:20:45,Old
Giant Red Seasnake,,,2022-07-23 17:20:45,Old
Giant Red Seasnake,Reprint,,2022-07-23 17:20:45,New
Exile of the Wicked,Reprint,,2022-07-23 17:20:45,New
Exile of the Wicked,,,2022-07-23 17:20:45,Old
Call of the Grave,Reprint,,2022-07-23 17:20:45,New
Call of the Grave,,,2022-07-23 17:20:45,Old
Rush Recklessly,,,2022-07-23 17:20:45,Old
Rush Recklessly,Reprint,,2022-07-23 17:20:45,New
Giant Rat,,,2022-07-23 17:20:45,Old
Giant Rat,Reprint,,2022-07-23 17:20:45,New
Senju of the Thousand Hands,,,2022-07-23 17:20:45,Old
Senju of the Thousand Hands,Reprint,,2022-07-23 17:20:45,New
Karate Man,,,2022-07-23 17:20:45,Old
Karate Man,Reprint,,2022-07-23 17:20:45,New
Nimble Momonga,,,2022-07-23 17:20:45,Old
Nimble Momonga,Reprint,,2022-07-23 17:20:45,New
Mystic Tomato,,,2022-07-23 17:20:45,Old
Mystic Tomato,Reprint,,2022-07-23 17:20:45,New
Nobleman of Extermination,Reprint,,2022-07-23 17:20:45,New
Nobleman of Extermination,,,2022-07-23 17:20:45,Old
Magic Drain,Reprint,,2022-07-23 17:20:45,New
Magic Drain,,,2022-07-23 17:20:45,Old
Gravity Bind,,,2022-07-23 17:20:45,Old
Gravity Bind,Reprint,,2022-07-23 17:20:45,New
Hayabusa Knight,Reprint,,2022-07-23 17:20:45,New
Hayabusa Knight,,,2022-07-23 17:20:45,Old
Mad Sword Beast,,,2022-07-23 17:20:45,Old
Mad Sword Beast,Reprint,,2022-07-23 17:20:45,New
Luminous Soldier,,,2022-07-23 17:21:21,Old
Luminous Soldier,New,,2022-07-23 17:21:21,New
Big Shield Gardna,Reprint,,2022-07-23 17:21:21,New
Big Shield Gardna,,,2022-07-23 17:21:21,Old
Magical Thorn,,,2022-07-23 17:21:21,Old
Magical Thorn,New,,2022-07-23 17:21:21,New
Luster Dragon,,,2022-07-23 17:21:21,Old
Luster Dragon,Reprint,,2022-07-23 17:21:21,New
Needle Worm,,,2022-07-23 17:21:21,Old
Needle Worm,Reprint,,2022-07-23 17:21:21,New
Kycoo the Ghost Destroyer,Reprint,,2022-07-23 17:21:21,New
Kycoo the Ghost Destroyer,,,2022-07-23 17:21:21,Old
Bazoo the Soul-Eater,,,2022-07-23 17:21:21,Old
Bazoo the Soul-Eater,Reprint,,2022-07-23 17:21:21,New
Book of Life,,,2022-07-23 17:21:21,Old
Book of Life,Reprint,,2022-07-23 17:21:21,New
Trap of Board Eraser,,,2022-07-23 17:21:21,Old
Trap of Board Eraser,Reprint,,2022-07-23 17:21:21,New
Goddess with the Third Eye,Reprint,,2022-07-23 17:21:21,New
Goddess with the Third Eye,,,2022-07-23 17:21:21,Old
Jowgen the Spiritualist,,,2022-07-23 17:21:21,Old
Jowgen the Spiritualist,Reprint,,2022-07-23 17:21:21,New
Tornado Bird,,,2022-07-23 17:21:21,Old
Tornado Bird,Reprint,,2022-07-23 17:21:21,New
Destruction Punch,Reprint,,2022-07-23 17:21:21,New
Destruction Punch,,,2022-07-23 17:21:21,Old
Beastking of the Swamps,Reprint,,2022-07-23 17:21:21,New
Beastking of the Swamps,,,2022-07-23 17:21:21,Old
Versago the Destroyer,Reprint,,2022-07-23 17:21:21,New
Versago the Destroyer,,,2022-07-23 17:21:21,Old
Mystical Sheep #1,,,2022-07-23 17:21:21,Old
Mystical Sheep #1,Reprint,,2022-07-23 17:21:21,New
Pyramid Turtle,,,2022-07-23 17:21:21,Old
Pyramid Turtle,Reprint,,2022-07-23 17:21:21,New
Curse of Royal,,,2022-07-23 17:21:21,Old
Curse of Royal,Reprint,,2022-07-23 17:21:21,New
Winged Sage Falcos,,,2022-07-23 17:21:21,Old
Winged Sage Falcos,Reprint,,2022-07-23 17:21:21,New
Dark Designator,,,2022-07-23 17:21:21,Old
Dark Designator,Reprint,,2022-07-23 17:21:21,New
Toon Cannon Soldier,,,2022-07-23 17:21:33,Old
Toon Cannon Soldier,New,,2022-07-23 17:21:33,New
Toon Table of Contents,,,2022-07-23 17:21:33,Old
Toon Table of Contents,New,,2022-07-23 17:21:33,New
Fusion Sage,New,,2022-07-23 17:21:33,New
Fusion Sage,,,2022-07-23 17:21:33,Old
Royal Decree,,,2022-07-23 17:21:33,Old
Royal Decree,New,,2022-07-23 17:21:33,New
Restructer Revolution,,,2022-07-23 17:21:33,Old
Restructer Revolution,Reprint,,2022-07-23 17:21:33,New
Spear Dragon,,,2022-07-23 17:21:33,Old
Spear Dragon,Reprint,,2022-07-23 17:21:33,New
Airknight Parshath,,,2022-07-23 17:21:33,Old
Airknight Parshath,Reprint,,2022-07-23 17:21:33,New
Susa Soldier,,,2022-07-23 17:21:33,Old
Susa Soldier,Reprint,,2022-07-23 17:21:33,New
Yamata Dragon,Reprint,,2022-07-23 17:21:33,New
Yamata Dragon,,,2022-07-23 17:21:33,Old
Dark Balter the Terrible,,,2022-07-23 17:21:33,Old
Dark Balter the Terrible,Reprint,,2022-07-23 17:21:33,New
Ryu Senshi,,,2022-07-23 17:21:33,Old
Ryu Senshi,Reprint,,2022-07-23 17:21:33,New
Emergency Provisions,,,2022-07-23 17:21:33,Old
Emergency Provisions,Reprint,,2022-07-23 17:21:33,New
Fiend Skull Dragon,,,2022-07-23 17:21:33,Old
Fiend Skull Dragon,Reprint,,2022-07-23 17:21:33,New
Thunder Nyan Nyan,,,2022-07-23 17:21:33,Old
Thunder Nyan Nyan,Reprint,,2022-07-23 17:21:33,New
Last Turn,Reprint,,2022-07-23 17:21:33,New
Last Turn,,,2022-07-23 17:21:33,Old
Archfiend Marmot of Nefariousness,New,,2022-07-23 17:21:33,New
Archfiend Marmot of Nefariousness,,,2022-07-23 17:21:33,Old
Sleeping Lion,New,,2022-07-23 17:21:33,New
Sleeping Lion,,,2022-07-23 17:21:33,Old
Nekogal #1,,,2022-07-23 17:21:33,Old
Nekogal #1,New,,2022-07-23 17:21:33,New
Burglar,New,,2022-07-23 17:21:33,New
Burglar,,,2022-07-23 17:21:33,Old
Clown Zombie,,,2022-07-23 17:21:33,Old
Clown Zombie,New,,2022-07-23 17:21:33,New
D.D. Warrior,New,,2022-07-23 17:21:56,New
D.D. Warrior,,,2022-07-23 17:21:56,Old
Warrior Elimination,New,,2022-07-23 17:21:56,New
Warrior Elimination,,,2022-07-23 17:21:56,Old
Fortress Whale,,,2022-07-23 17:21:56,Old
Fortress Whale,New,,2022-07-23 17:21:56,New
Luminous Soldier,,,2022-07-23 17:21:56,Old
Luminous Soldier,Reprint,,2022-07-23 17:21:56,New
Breaker the Magical Warrior,Reprint,,2022-07-23 17:21:56,New
Breaker the Magical Warrior,,,2022-07-23 17:21:56,Old
Goblin Attack Force,,,2022-07-23 17:21:56,Old
Goblin Attack Force,Reprint,,2022-07-23 17:21:56,New
Amazoness Swords Woman,,,2022-07-23 17:21:56,Old
Amazoness Swords Woman,Reprint,,2022-07-23 17:21:56,New
Chaos Command Magician,Reprint,,2022-07-23 17:21:56,New
Chaos Command Magician,,,2022-07-23 17:21:56,Old
Scapegoat,Reprint,,2022-07-23 17:21:56,New
Scapegoat,,,2022-07-23 17:21:56,Old
Soul Exchange,Reprint,,2022-07-23 17:21:56,New
Soul Exchange,,,2022-07-23 17:21:56,Old
Fortress Whale's Oath,,,2022-07-23 17:21:56,Old
Fortress Whale's Oath,New,,2022-07-23 17:21:56,New
Skilled Dark Magician,Reprint,,2022-07-23 17:21:56,New
Skilled Dark Magician,,,2022-07-23 17:21:56,Old
Skilled White Magician,,,2022-07-23 17:21:56,Old
Skilled White Magician,Reprint,,2022-07-23 17:21:56,New
Wall of Illusion,Reprint,,2022-07-23 17:21:56,New
Wall of Illusion,,,2022-07-23 17:21:56,Old
Last Will,Reprint,,2022-07-23 17:21:56,New
Last Will,,,2022-07-23 17:21:56,Old
Haniwa,,,2022-07-23 17:21:56,Old
Haniwa,New,,2022-07-23 17:21:56,New
Prisman,New,,2022-07-23 17:21:56,New
Prisman,,,2022-07-23 17:21:56,Old
Millennium Golem,New,,2022-07-23 17:21:56,New
Millennium Golem,,,2022-07-23 17:21:56,Old
Dig Beak,,,2022-07-23 17:21:56,Old
Dig Beak,New,,2022-07-23 17:21:56,New
Nekogal #2,,,2022-07-23 17:21:56,Old
Nekogal #2,New,,2022-07-23 17:21:56,New
Magical Arm Shield,New,,2022-07-23 17:22:29,New
Magical Arm Shield,,,2022-07-23 17:22:29,Old
Harpie's Feather Duster,Reprint,,2022-07-23 17:22:29,New
Harpie's Feather Duster,,,2022-07-23 17:22:29,Old
Slate Warrior,Reprint,,2022-07-23 17:22:29,New
Slate Warrior,,,2022-07-23 17:22:29,Old
Dunames Dark Witch,,,2022-07-23 17:22:29,Old
Dunames Dark Witch,New,,2022-07-23 17:22:29,New
Garma Sword,New,,2022-07-23 17:22:29,New
Garma Sword,,,2022-07-23 17:22:29,Old
Zaborg the Thunder Monarch,,,2022-07-23 17:22:29,Old
