Set,Name,Rarity,Print,Region,Release,Set type,Cover card,Modification date,Version
Starter Deck: Kaiba Evolution,Burst Breath,"('Common',)",,PT,2004-01-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Burst Breath,"('Common',)",,PT,,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,D. Tribe,"('Common',)",,PT,2004-01-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,D. Tribe,"('Common',)",,PT,,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Blue-Eyes White Dragon,"('Super Rare',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Blue-Eyes White Dragon,"('Super Rare',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Battle Ox,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Battle Ox,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Koumori Dragon,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Koumori Dragon,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Rogue Doll,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Rogue Doll,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Kojikocy,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Kojikocy,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Uraby,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Uraby,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Mystic Horseman,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Mystic Horseman,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Ryu-Kishin Powered,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Ryu-Kishin Powered,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,La Jinn the Mystical Genie of the Lamp,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,La Jinn the Mystical Genie of the Lamp,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Skull Red Bird,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Skull Red Bird,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Hyozanryu,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Hyozanryu,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Opticlops,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Opticlops,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,The Dragon Dwelling in the Cave,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,The Dragon Dwelling in the Cave,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Luster Dragon #2,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Luster Dragon #2,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Kaiser Sea Horse,"('Ultra Rare',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Kaiser Sea Horse,"('Ultra Rare',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Lord of D.,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Lord of D.,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Mysterious Puppeteer,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Mysterious Puppeteer,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Trap Master,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Trap Master,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Hane-Hane,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Hane-Hane,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Witch of the Black Forest,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Witch of the Black Forest,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Mystic Tomato,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Mystic Tomato,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Mad Sword Beast,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Mad Sword Beast,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Spirit Ryu,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Spirit Ryu,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Paladin of White Dragon,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Paladin of White Dragon,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,White Dragon Ritual,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,White Dragon Ritual,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Ookazi,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Ookazi,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Fissure,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Fissure,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,De-Spell,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,De-Spell,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Monster Reborn,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Monster Reborn,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,The Inexperienced Spy,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,The Inexperienced Spy,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,The Flute of Summoning Dragon,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,The Flute of Summoning Dragon,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Change of Heart,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Change of Heart,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Soul Exchange,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Soul Exchange,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Mountain,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Mountain,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Tribute to The Doomed,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Tribute to The Doomed,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Rush Recklessly,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Rush Recklessly,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Megamorph,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Megamorph,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Nobleman of Crossout,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Nobleman of Crossout,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Premature Burial,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Premature Burial,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Fairy Meteor Crush,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Fairy Meteor Crush,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Shadow Spell,"('Super Rare',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Shadow Spell,"('Super Rare',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Trap Hole,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Trap Hole,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Just Desserts,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Just Desserts,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Gift of the Mystical Elf,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Gift of the Mystical Elf,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Dust Tornado,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Dust Tornado,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Light of Intervention,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Light of Intervention,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Jar of Greed,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Jar of Greed,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Riryoku Field,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Riryoku Field,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,Burst Breath,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,Burst Breath,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Kaiba Evolution,D. Tribe,"('Common',)",,SP,2004-03-01,Starter Deck,"('Kaiser Sea Horse',)",2019-07-07 15:23:32,Old
Starter Deck: Kaiba Evolution,D. Tribe,"('Common',)",,SP,2004-10-01,Starter Deck,"('Kaiser Sea Horse',)",2023-01-14 16:08:31,New
Starter Deck: Yugi Evolution,Dark Magician,"('Super Rare',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Dark Magician,"('Super Rare',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Mystical Elf,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Mystical Elf,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Feral Imp,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Feral Imp,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,"Winged Dragon, Guardian of the Fortress #1","('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,"Winged Dragon, Guardian of the Fortress #1","('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Summoned Skull,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Summoned Skull,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Beaver Warrior,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Beaver Warrior,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Gaia The Fierce Knight,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Gaia The Fierce Knight,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Celtic Guardian,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Celtic Guardian,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Great White,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Great White,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Giant Soldier of Stone,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Giant Soldier of Stone,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Mystic Clown,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Mystic Clown,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Neo the Magic Swordsman,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Neo the Magic Swordsman,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Gazelle the King of Mythical Beasts,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Gazelle the King of Mythical Beasts,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Warrior Dai Grepher,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Warrior Dai Grepher,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Dark Blade,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Dark Blade,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Wall of Illusion,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Wall of Illusion,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Man-Eater Bug,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Man-Eater Bug,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Sangan,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Sangan,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Kuriboh,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Kuriboh,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Giant Rat,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Giant Rat,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Sonic Bird,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Sonic Bird,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Zombyra the Dark,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Zombyra the Dark,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Royal Magical Library,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Royal Magical Library,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Black Luster Soldier,"('Ultra Rare',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Black Luster Soldier,"('Ultra Rare',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Black Luster Ritual,"('Super Rare',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Black Luster Ritual,"('Super Rare',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Dark Hole,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Dark Hole,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Dian Keto the Cure Master,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Dian Keto the Cure Master,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Fissure,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Fissure,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Monster Reborn,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Monster Reborn,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Change of Heart,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Change of Heart,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Last Will,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Last Will,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Card Destruction,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Card Destruction,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,Remove Trap,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
Starter Deck: Yugi Evolution,Remove Trap,"('Common',)",,DE,2004-09-01,Starter Deck,"('Black Luster Soldier',)",2023-01-14 16:07:41,New
Starter Deck: Yugi Evolution,The Reliable Guardian,"('Common',)",,DE,2004-03-01,Starter Deck,"('Black Luster Soldier',)",2020-12-02 02:21:53,Old
