Name,Password,Card type,Property,Primary type,Secondary type,Attribute,Monster type,Level/Rank,ATK,DEF,Pendulum Scale,Link,Link Arrows,Effect type,Archseries,Artwork,Errata,TCG status,OCG status,Modification date
Ritual Beast Tamer Wen,40907115,Monster Card,,Effect Monster,,WIND,Psychic,3,1500,1000,,,,"('Condition', 'Trigger Effect')","('Ritual Beast', 'Ritual Beast Tamer')",,,Unlimited,Unlimited,Wed Apr 20 15:25:42 2022
Ritual Beast Tamer Zeframpilica,57777714,Monster Card,,Effect Monster,,WIND,Psychic,3,1000,1500,1,,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')","('Ritual Beast', 'Ritual Beast Tamer', 'Zefra')",,,Unlimited,Unlimited,Wed Apr 20 15:33:06 2022
Ritual Beast Tamer Zefrawendi,23166823,Monster Card,,Effect Monster,,WIND,Psychic,3,1500,1000,7,,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')","('Ritual Beast', 'Ritual Beast Tamer', 'Zefra')",,,Unlimited,Unlimited,Wed Apr 20 16:09:34 2022
Ritual Beast Ulti-Apelio,86274272,Monster Card,,Fusion Monster,,WIND,Pyro,6,2600,400,,,,"('Continuous Effect', 'Quick Effect', 'Summoning condition')","('Ritual Beast', 'Ritual Beast Ulti')",,,Unlimited,Unlimited,Wed Apr 20 13:39:08 2022
Ritual Beast Ulti-Cannahawk,48063985,Monster Card,,Fusion Monster,,WIND,Thunder,6,1400,1600,,,,"('Ignition Effect', 'Quick Effect', 'Summoning condition')","('Ritual Beast', 'Ritual Beast Ulti')",,,Unlimited,Unlimited,Sat Jul 10 13:54:18 2021
Ritual Beast Ulti-Kimunfalcos,58811192,Monster Card,,Link Monster,,WIND,Psychic,,1800,,,2,"('↙', '↘')","('Condition', 'Continuous Effect', 'Ignition Effect', 'Quick Effect')","('Ritual Beast', 'Ritual Beast Ulti')",,,Unlimited,Unlimited,Wed Apr 20 14:17:51 2022
Ritual Beast Ulti-Pettlephin,12678870,Monster Card,,Fusion Monster,,WIND,Aqua,6,200,2800,,,,"('Continuous Effect', 'Quick Effect', 'Summoning condition')","('Ritual Beast', 'Ritual Beast Ulti')",,,Unlimited,Unlimited,Wed Apr 20 15:01:03 2022
Roc from the Valley of Haze,28143906,Monster Card,,Effect Monster,,WIND,Winged Beast,6,2400,1400,,,,"('Trigger Effect',)",,,"('Name',)",Unlimited,Unlimited,Thu Oct  1 01:25:25 2020
Rose Fairy,44125452,Monster Card,,Effect Monster,,WIND,Plant,3,600,1200,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Wed Apr 20 15:48:32 2022
Rush Warrior,36736723,Monster Card,,Effect Monster,,WIND,Warrior,2,300,1200,,,,"('Condition', 'Ignition Effect', 'Quick Effect')","('Warrior (archetype)',)",,,Unlimited,Unlimited,Sat Oct 30 02:25:28 2021
SPYRAL GEAR - Drone,04474060,Monster Card,,Effect Monster,,WIND,Machine,1,100,100,,,,"('Ignition Effect', 'Quick Effect', 'Trigger Effect')","('SPYRAL', 'SPYRAL GEAR')",,,Unlimited,Unlimited,Sun Jan  3 03:41:08 2021
SPYRAL Tough,20584712,Monster Card,,Effect Monster,,WIND,Warrior,4,1900,1500,,,,"('Ignition Effect', 'Unclassified effect')","('SPYRAL',)",,,Unlimited,Unlimited,Sat Jan  2 17:01:00 2021
Saambell the Star Bonder,46999905,Monster Card,,Effect Monster,,WIND,Spellcaster,3,1400,1300,7,,,"('Condition', 'Ignition-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Sat Aug 14 10:44:32 2021
Saambell the Summoner,45282603,Monster Card,,Effect Monster,,WIND,Spellcaster,2,600,400,,,,"('Ignition Effect',)",,,,Unlimited,Unlimited,Wed Apr 20 14:38:37 2022
"Sadion, the Timelord",65314286,Monster Card,,Effect Monster,,WIND,Fairy,10,0,0,,,,"('Continuous Effect', 'Summoning condition', 'Trigger Effect', 'Unclassified effect')","('Timelord',)",,,Unlimited,Unlimited,Thu Jul  1 10:06:20 2021
"Sagitta, Maverick Fur Hire",93738004,Monster Card,,Effect Monster,,WIND,Winged Beast,5,1200,2400,,,,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Fur Hire',)",,,Unlimited,Unlimited,Sun Aug 14 10:53:26 2022
Sasuke Samurai,16222645,Monster Card,,Effect Monster,,WIND,Warrior,2,500,800,,,,"('Trigger Effect',)","('Sasuke Samurai (series)',)",,,Unlimited,Unlimited,Sun Nov  7 17:06:47 2021
Sasuke Samurai #2,11760174,Monster Card,,Effect Monster,,WIND,Warrior,1,200,300,,,,"('Ignition Effect',)","('Sasuke Samurai (series)',)",,,Unlimited,Unlimited,Fri Mar  5 15:17:43 2021
Sasuke Samurai #4,64538655,Monster Card,,Effect Monster,,WIND,Warrior,4,1200,1200,,,,"('Trigger Effect',)","('Sasuke Samurai (series)',)",,,Unlimited,Unlimited,Mon Jul 12 13:04:30 2021
Scary Moth,68087897,Monster Card,,Effect Monster,,WIND,Insect,6,1800,2300,,,,"('Continuous Effect',)",,,,Unlimited,Unlimited,Mon Mar 16 13:40:15 2020
Search Striker,80885324,Monster Card,,Effect Monster,,WIND,Warrior,4,1600,1200,,,,"('Continuous Effect', 'Lingering effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Fri Apr 22 02:42:05 2022
Secret Six Samurai - Fuma,71207871,Monster Card,,Effect Monster,Tuner monster,WIND,Warrior,1,200,1800,,,,"('Trigger Effect', 'Unclassified effect')","('Secret Six Samurai', 'Six Samurai')",,,Unlimited,Unlimited,Tue Aug  9 03:14:37 2022
Seraphim Papillion,91140491,Monster Card,,Link Monster,,WIND,Insect,,2100,,,3,"('↙', '↘', '↑')","('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Thu May  5 16:12:48 2022
Servant of Endymion,92559258,Monster Card,,Effect Monster,,WIND,Spellcaster,3,900,1500,2,,,"('Condition', 'Continuous Effect', 'Continuous-like Effect', 'Ignition-like Effect', 'Quick Effect', 'Trigger Effect')","('Endymion',)",,,Limited,Unlimited,Wed Apr 20 15:02:52 2022
Shadowknight Archfiend,09603356,Monster Card,,Effect Monster,,WIND,Fiend,4,2000,1600,,,,"('Continuous Effect', 'Maintenance cost')","('Archfiend',)",,"('Name',)",Unlimited,Unlimited,Sun Mar  7 06:56:44 2021
Shield Wing,28859794,Monster Card,,Effect Monster,,WIND,Winged Beast,2,0,900,,,,"('Continuous Effect',)",,,,Unlimited,Unlimited,Fri Apr 22 02:44:43 2022
Shining Elf,97170107,Monster Card,,Xyz Monster,,WIND,Spellcaster,2,1600,1000,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Sun Nov  7 17:20:01 2021
Shinobaron Peacock,52900000,Monster Card,,Ritual Monster,Spirit monster,WIND,Winged Beast,8,3000,2500,,,,"('Summoning condition', 'Trigger Effect')","('Shinobird',)",,,Unlimited,Unlimited,Sun Dec 20 18:35:38 2020
Shinobaroness Peacock,25415052,Monster Card,,Ritual Monster,Spirit monster,WIND,Winged Beast,8,2500,3000,,,,"('Summoning condition', 'Trigger Effect')","('Shinobird',)",,,Unlimited,Unlimited,Wed Apr 20 15:15:51 2022
Shinobi Insect Hagakuremino,70709488,Monster Card,,Link Monster,,WIND,Insect,,1000,,,2,"('↓', '↖')","('Condition', 'Continuous Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Fri Sep  2 00:53:20 2022
Shinobird Crane,66815913,Monster Card,,Effect Monster,Spirit monster,WIND,Winged Beast,4,1500,1500,,,,"('Summoning condition', 'Trigger Effect')","('Shinobird',)",,,Unlimited,Unlimited,Wed Apr 20 15:06:47 2022
Shinobird Crow,39817919,Monster Card,,Effect Monster,Spirit monster,WIND,Winged Beast,4,0,0,,,,"('Quick Effect', 'Summoning condition', 'Trigger Effect')","('Shinobird',)",,,Unlimited,Unlimited,Sun Dec 20 18:40:45 2020
Shinobird Pigeon,92200612,Monster Card,,Effect Monster,Spirit monster,WIND,Winged Beast,4,1000,1800,,,,"('Ignition Effect', 'Summoning condition', 'Trigger Effect')","('Shinobird',)",,,Unlimited,Unlimited,Sun Mar  7 01:31:36 2021
Shinobird Token,,Monster Card,,Normal Monster,,WIND,Winged Beast,4,1500,1500,,,,,"('Shinobird',)",,,,Legal,Mon Mar 16 14:12:28 2020
Shooting Majestic Star Dragon,40939228,Monster Card,,Synchro Monster,,WIND,Dragon,11,4000,3300,,,,"('Continuous Effect', 'Ignition Effect', 'Quick Effect', 'Summoning condition')","('Cosmic Synchro Monster', 'Majestic')",,,Unlimited,Unlimited,Fri Apr 15 13:48:53 2022
Shooting Star Dragon,24696097,Monster Card,,Synchro Monster,,WIND,Dragon,10,3300,2500,,,,"('Ignition Effect', 'Quick Effect', 'Trigger Effect')","('Cosmic Synchro Monster',)",,,Unlimited,Unlimited,Tue May 31 04:38:59 2022
Shooting Star Dragon T.G. EX,63180841,Monster Card,,Synchro Monster,,WIND,Dragon,10,3300,2500,,,,"('Condition', 'Quick Effect', 'Trigger Effect')","('Cosmic Synchro Monster', 'T.G.')",,,Unlimited,Unlimited,Mon Dec 27 19:25:46 2021
Shuttleroid,10449150,Monster Card,,Effect Monster,,WIND,Machine,4,1000,1200,,,,"('Trigger Effect',)","('roid',)",,,,Unlimited,Sun Nov  7 19:54:19 2021
Silpheed,73001017,Monster Card,,Effect Monster,,WIND,Fairy,4,1700,700,,,,"('Summoning condition', 'Trigger Effect')",,,,Unlimited,Unlimited,Sat Jul 10 14:09:47 2021
Silvervine Senri,13382806,Monster Card,,Effect Monster,,WIND,Beast,2,0,0,,,,"('Condition', 'Ignition Effect')",,,,Unlimited,Unlimited,Fri Feb 11 11:47:17 2022
"Simorgh, Bird of Ancestry",86489182,Monster Card,,Effect Monster,,WIND,Winged Beast,8,2900,2000,,,,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')","('Simorgh',)",,,Unlimited,Unlimited,Thu Feb 24 14:49:57 2022
"Simorgh, Bird of Beginning",50820852,Monster Card,,Effect Monster,,WIND,Winged Beast,1,0,1600,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Simorgh',)",,,Unlimited,Unlimited,Mon Dec 27 18:25:45 2021
"Simorgh, Bird of Bringing",96214561,Monster Card,,Effect Monster,,WIND,Winged Beast,2,1000,1000,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Simorgh',)",,,Unlimited,Unlimited,Mon Dec 27 18:26:56 2021
"Simorgh, Bird of Calamity",23619206,Monster Card,,Effect Monster,,WIND,Winged Beast,3,1500,200,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Simorgh',)",,,Unlimited,Unlimited,Sun Jul 24 06:47:23 2022
"Simorgh, Bird of Divinity",14989021,Monster Card,,Effect Monster,,WIND,Winged Beast,7,2700,1000,,,,"('Summoning condition', 'Trigger Effect')","('Simorgh',)",,,Unlimited,Unlimited,Sun Mar  7 06:58:44 2021
"Simorgh, Bird of Protection",59707204,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1400,1000,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Simorgh',)",,,Unlimited,Unlimited,Mon Dec 27 18:28:39 2021
"Simorgh, Bird of Sovereignty",72330894,Monster Card,,Link Monster,,WIND,Winged Beast,,2400,,,3,"('↓', '↙', '↘')","('Condition', 'Continuous Effect', 'Trigger Effect')","('Simorgh',)",,,Forbidden,Unlimited,Sun Aug 14 10:55:00 2022
"Simorgh, Lord of the Storm",95192919,Monster Card,,Effect Monster,,WIND,Winged Beast,8,2900,2000,,,,"('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')","('Simorgh',)",,,Unlimited,Unlimited,Mon Dec 27 18:29:40 2021
The Six Samurai - Nisashi,31904181,Monster Card,,Effect Monster,,WIND,Warrior,4,1400,700,,,,"('Continuous Effect',)","('Six Samurai',)",,,Unlimited,Unlimited,Fri Jul 29 08:47:44 2022
Skull Red Bird,10202894,Monster Card,,Normal Monster,,WIND,Winged Beast,4,1550,1200,,,,,,,,Unlimited,Unlimited,Sun Nov  7 17:23:14 2021
Skullbird,08327462,Monster Card,,Fusion Monster,,WIND,Winged Beast,6,1900,1700,,,,,,,,Unlimited,Unlimited,Sun Nov  7 17:01:42 2021
Sky Dragon,95288024,Monster Card,,Normal Monster,,WIND,Dragon,6,1900,1800,,,,,,,,Unlimited,Unlimited,Sun Oct 31 14:42:46 2021
Sky Dragoons of Draconia,68182934,Monster Card,,Normal Monster,,WIND,Winged Beast,5,2200,200,7,,,"('Trigger Effect',)","('Draconia',)",,,Unlimited,Unlimited,Tue Jan 26 15:34:32 2021
Sky Galloping Gaia the Dragon Champion,02519690,Monster Card,,Fusion Monster,,WIND,Dragon,7,2600,2100,,,,"('Continuous Effect', 'Trigger Effect')","('Gaia Knight', 'Gaia the Dragon Champion (archetype)')",,,Unlimited,Unlimited,Sat Jul 31 10:38:45 2021
Sky Scout,30532390,Monster Card,,Normal Monster,,WIND,Winged Beast,4,1800,600,,,,,,,"('Name',)",Unlimited,Unlimited,Sun Nov  7 16:58:27 2021
Sky Striker Ace - Hayate,08491308,Monster Card,,Link Monster,,WIND,Machine,,1500,,,1,"('↙',)","('Condition', 'Continuous Effect', 'Trigger Effect')","('Sky Striker', 'Sky Striker Ace')",,,Unlimited,Unlimited,Wed Jun 22 21:34:07 2022
Skyfaring Castle of the Black Forest,,Monster Card,,Link Monster,,WIND,Rock,,2400,,,4,"('↓', '←', '→', '↑')","('Condition', 'Summoning condition')","('Match winner',)",,,Illegal,Illegal,Sat Apr  9 09:02:11 2022
Skypalace Gangaridai,03814632,Monster Card,,Xyz Monster,,WIND,Machine,10,3400,3000,,,,"('Condition', 'Ignition Effect')","('Supercolossal',)",,,Unlimited,Unlimited,Sun Nov  7 16:58:47 2021
Skystarray,47349310,Monster Card,,Effect Monster,,WIND,Sea Serpent,3,600,300,,,,"('Continuous Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Tue Nov 17 05:58:51 2020
Slate Warrior,78636495,Monster Card,,Effect Monster,Flip monster,WIND,Fiend,4,1900,400,,,,"('Flip effect', 'Trigger Effect')",,"('Edited',)","('Type',)",Unlimited,Unlimited,Fri Apr 29 13:50:45 2022
Slower Swallow,10505300,Monster Card,,Effect Monster,,WIND,Winged Beast,1,100,100,,,,"('Condition', 'Ignition Effect', 'Unclassified effect')",,,,Unlimited,Unlimited,Thu Sep  1 23:48:00 2022
Soitsu,60246171,Monster Card,,Normal Monster,,WIND,Fairy,3,0,0,,,,,"('itsu',)","('Edited',)",,Unlimited,Unlimited,Mon Oct 18 03:06:16 2021
Sonic Bird,57617178,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1400,1000,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Fri Apr 29 13:05:56 2022
Sonic Duck,84696266,Monster Card,,Normal Monster,,WIND,Winged Beast,3,1700,700,,,,,,,"('Name',)",Unlimited,Unlimited,Sun Nov  7 16:35:04 2021
Sonic Jammer,84550200,Monster Card,,Effect Monster,Flip monster,WIND,Machine,2,350,650,,,,"('Flip effect',)",,,,Unlimited,Unlimited,Mon Mar 16 23:26:10 2020
Sonic Shooter,40384720,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1300,600,,,,"('Continuous Effect',)",,,,Unlimited,Unlimited,Thu Apr  8 20:51:49 2021
Sonic Warrior,17932494,Monster Card,,Effect Monster,,WIND,Warrior,2,1000,0,,,,"('Trigger Effect',)","('Warrior (archetype)',)",,,Unlimited,Unlimited,Wed Feb  3 22:56:44 2021
Space-Time Police,47126872,Monster Card,,Effect Monster,,WIND,Psychic,5,2300,1500,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Sun Jul 24 09:09:44 2022
Spear Dragon,31553716,Monster Card,,Effect Monster,,WIND,Dragon,4,1900,0,,,,"('Continuous Effect',)",,,,Unlimited,Unlimited,Thu Nov 18 15:28:59 2021
Spearfish Soldier,84569017,Monster Card,,Effect Monster,,WIND,Sea Serpent,4,1700,1100,,,,"('Continuous Effect',)",,,,Unlimited,Unlimited,Mon Mar 16 23:35:07 2020
Speed Bird,86174055,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1200,1000,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Sun May 23 01:17:43 2021
Speed Warrior,09365703,Monster Card,,Effect Monster,,WIND,Warrior,2,900,400,,,,"('Trigger Effect',)","('Warrior (archetype)',)",,,Unlimited,Unlimited,Fri Apr 22 02:51:39 2022
Speedroid Block-n-Roll,69550259,Monster Card,,Effect Monster,,WIND,Machine,4,1000,1800,,,,"('Condition', 'Trigger Effect')","('Speedroid', 'roid')",,,Unlimited,Unlimited,Thu Oct  7 08:19:05 2021
Speedroid CarTurbo,96945958,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,3,800,1200,,,,"('Condition', 'Ignition Effect')","('Speedroid', 'roid')",,,Unlimited,Unlimited,Mon Apr 11 04:39:18 2022
Speedroid Den-Den Daiko Duke,59640711,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,3,1000,1000,,,,"('Condition', 'Ignition Effect')","('Speedroid', 'roid')",,,Unlimited,Unlimited,Wed May  4 01:24:14 2022
Speedroid Dominobutterfly,28151978,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,2,100,300,8,,,"('Condition', 'Continuous-like Effect', 'Ignition-like Effect')","('Speedroid', 'roid')",,,Unlimited,Unlimited,Mon Mar 16 23:37:44 2020
Speedroid Double Yoyo,53054833,Monster Card,,Effect Monster,,WIND,Machine,4,1400,1400,,,,"('Trigger Effect',)","('Speedroid', 'roid')",,,Unlimited,Unlimited,Wed May  4 01:21:39 2022
Speedroid Fuki-Modoshi Piper,50482813,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,4,1000,1000,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Speedroid', 'roid')",,,Unlimited,Unlimited,Wed May  4 01:14:49 2022
Speedroid Gum Prize,70939418,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,1,0,800,,,,"('Quick Effect', 'Trigger Effect')","('Speedroid', 'roid')",,,Unlimited,Unlimited,Sat Apr 10 08:24:38 2021
Speedroid Hexasaucer,23792058,Monster Card,,Effect Monster,,WIND,Machine,4,100,1600,6,,,"('Condition', 'Continuous Effect', 'Ignition-like Effect', 'Trigger Effect')","('Speedroid', 'roid')",,,Unlimited,Unlimited,Fri Mar 20 13:50:45 2020
Speedroid Horse Stilts,17328157,Monster Card,,Effect Monster,,WIND,Machine,4,1100,1100,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Speedroid', 'roid')",,,Unlimited,Unlimited,Wed May  4 01:25:23 2022
Speedroid Maliciousmagnet,62899696,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,1,0,0,,,,"('Condition', 'Trigger Effect')","('Speedroid', 'roid')",,,Unlimited,Unlimited,Mon Mar 16 23:39:13 2020
Speedroid Marble Machine,96708940,Monster Card,,Effect Monster,,WIND,Machine,2,200,100,1,,,"('Condition', 'Trigger Effect')","('Speedroid', 'roid')",,,Unlimited,Unlimited,Wed May  4 04:43:26 2022
Speedroid Menko,16947147,Monster Card,,Effect Monster,,WIND,Machine,4,100,2000,,,,"('Trigger Effect',)","('Speedroid', 'roid')",,,Unlimited,Unlimited,Mon Mar 16 23:40:02 2020
Speedroid Ohajikid,89326990,Monster Card,,Effect Monster,,WIND,Machine,3,1000,200,,,,"('Trigger Effect',)","('Speedroid', 'roid')",,,Unlimited,Unlimited,Sun Jul 24 06:55:41 2022
Speedroid Pachingo-Kart,85034450,Monster Card,,Effect Monster,,WIND,Machine,4,1800,1000,,,,"('Ignition Effect',)","('Speedroid', 'roid')",,,Unlimited,Unlimited,Mon Mar 16 23:40:58 2020
Speedroid Passinglider,26420373,Monster Card,,Effect Monster,,WIND,Machine,5,2200,2000,3,,,"('Condition', 'Continuous Effect', 'Ignition-like Effect', 'Trigger Effect', 'Unclassified effect')","('Speedroid', 'roid')",,,Unlimited,Unlimited,Sat Aug 13 12:51:58 2022
Speedroid Razorang,80559548,Monster Card,,Effect Monster,,WIND,Machine,4,2000,0,,,,"('Continuous Effect', 'Ignition Effect')","('Speedroid', 'roid')",,,Unlimited,Unlimited,Thu Nov 18 15:07:57 2021
Speedroid Red-Eyed Dice,16725505,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,1,100,100,,,,"('Trigger Effect',)","('Speedroid', 'roid')",,,Unlimited,Unlimited,Wed May  4 02:59:42 2022
Speedroid Rubberband Plane,08284390,Monster Card,,Effect Monster,,WIND,Machine,5,1800,0,,,,"('Condition', 'Trigger Effect')","('Speedroid', 'roid')",,,Unlimited,Unlimited,Thu Mar 24 15:59:12 2022
Speedroid Skull Marbles,35494087,Monster Card,,Effect Monster,,WIND,Machine,7,0,3000,,,,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Speedroid', 'roid')",,,Unlimited,Unlimited,Mon Mar 16 23:43:25 2020
Speedroid Taketomborg,53932291,Monster Card,,Effect Monster,,WIND,Machine,3,600,1200,,,,"('Condition', 'Ignition Effect', 'Unclassified effect')","('Speedroid', 'roid')",,,Unlimited,Unlimited,Mon Apr  4 04:21:35 2022
Speedroid Terrortop,81275020,Monster Card,,Effect Monster,,WIND,Machine,3,1200,600,,,,"('Condition', 'Trigger Effect', 'Unclassified effect')","('Speedroid', 'roid')",,,Limited,Limited,Sat Jun  4 11:33:07 2022
Speedroid Tri-Eyed Dice,27660735,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,3,300,1500,,,,"('Quick Effect',)","('Speedroid', 'roid')",,,Unlimited,Unlimited,Mon Mar 16 23:45:04 2020
Speedroid Ultra Hound,86976918,Monster Card,,Effect Monster,,WIND,Machine,3,800,800,,,,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Speedroid', 'roid')",,,Unlimited,Unlimited,Wed May  4 01:16:40 2022
Spell Canceller,84636823,Monster Card,,Effect Monster,,WIND,Machine,5,1800,1600,,,,"('Continuous Effect',)",,,,Unlimited,Unlimited,Sun Nov  7 16:39:48 2021
Spirit Ryu,67957315,Monster Card,,Effect Monster,,WIND,Dragon,4,1000,1000,,,,"('Quick Effect',)",,,,Unlimited,Unlimited,Wed Apr  6 17:57:19 2022
Spirit of the Books,14037717,Monster Card,,Normal Monster,,WIND,Winged Beast,4,1400,1200,,,,,,,,Unlimited,Unlimited,Sat Oct 30 16:55:29 2021
Spirit of the Breeze,53530069,Monster Card,,Effect Monster,,WIND,Fairy,3,0,1800,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Wed Apr 20 15:27:49 2022
Spirit of the Fall Wind,26517393,Monster Card,,Effect Monster,,WIND,Fairy,4,1800,900,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Mon Mar 16 23:57:20 2020
Spirit of the Winds,54615781,Monster Card,,Normal Monster,,WIND,Spellcaster,5,1700,1400,,,,,,,,,Unlimited,Wed Apr 20 15:08:21 2022
Spiritual Beast Apelio,86396750,Monster Card,,Effect Monster,,WIND,Pyro,4,1800,200,,,,"('Condition', 'Quick Effect')","('Ritual Beast', 'Spiritual Beast')",,,Unlimited,Unlimited,Mon Mar 16 23:59:47 2020
Spiritual Beast Cannahawk,49885567,Monster Card,,Effect Monster,,WIND,Thunder,4,1400,600,,,,"('Condition', 'Ignition Effect')","('Ritual Beast', 'Spiritual Beast')",,,Unlimited,Unlimited,Mon May  4 04:25:01 2020
Spiritual Beast Pettlephin,13890468,Monster Card,,Effect Monster,,WIND,Aqua,4,0,2000,,,,"('Condition', 'Ignition Effect')","('Ritual Beast', 'Spiritual Beast')",,,Unlimited,Unlimited,Tue Mar 17 00:00:23 2020
Spiritual Beast Rampengu,88123329,Monster Card,,Effect Monster,,WIND,Beast,4,1600,400,,,,"('Condition', 'Ignition Effect')","('Ritual Beast', 'Spiritual Beast')",,,Unlimited,Unlimited,Sat Apr 10 17:29:34 2021
Spiritual Beast Tamer Winda,65193366,Monster Card,,Effect Monster,,WIND,Psychic,4,1600,1800,,,,"('Condition', 'Trigger Effect')","('Ritual Beast', 'Ritual Beast Tamer', 'Spiritual Beast')",,,Unlimited,Unlimited,Wed Apr 20 15:15:41 2022
Spiritual Whisper,50155385,Monster Card,,Effect Monster,,WIND,Winged Beast,4,200,2000,,,,"('Continuous Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Tue Mar 17 00:01:20 2020
Splendid Rose,04290468,Monster Card,,Synchro Monster,,WIND,Plant,6,2200,2000,,,,"('Ignition Effect', 'Trigger Effect')","('Fan-Made Cards', 'Rose')",,,Unlimited,Unlimited,Wed Apr 20 15:58:06 2022
Spore,11747708,Monster Card,,Effect Monster,Tuner monster,WIND,Plant,1,400,800,,,,"('Condition', 'Ignition Effect')",,,,Unlimited,Unlimited,Sat Oct 30 14:18:42 2021
Star Staring Starling,34244455,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1000,1500,,,,"('Condition', 'Continuous Effect')",,,,Unlimited,Unlimited,Sat Apr 10 19:22:40 2021
Stardust Assault Warrior,97792247,Monster Card,,Synchro Monster,,WIND,Warrior,6,2100,1200,,,,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Stardust (archetype)', 'Warrior (archetype)')",,,Unlimited,Unlimited,Fri Jul 15 12:44:12 2022
Stardust Charge Warrior,64880894,Monster Card,,Synchro Monster,,WIND,Warrior,6,2000,1300,,,,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Stardust (archetype)', 'Warrior (archetype)')",,,Unlimited,Unlimited,Sun Jul 24 11:03:04 2022
Stardust Dragon,44508094,Monster Card,,Synchro Monster,,WIND,Dragon,8,2500,2000,,,,"('Quick Effect', 'Trigger Effect')","('Signer Dragon', 'Stardust (archetype)')","('Alternate',)",,Unlimited,Unlimited,Tue Jul 19 13:18:25 2022
Stardust Dragon/Assault Mode,61257789,Monster Card,,Effect Monster,,WIND,Dragon,10,3000,2500,,,,"('Quick Effect', 'Summoning condition', 'Trigger Effect')","('/Assault Mode', 'Stardust (archetype)')",,,Unlimited,Unlimited,Wed Dec 29 05:16:54 2021
Stardust Warrior,74892653,Monster Card,,Synchro Monster,,WIND,Warrior,10,3000,2500,,,,"('Quick Effect', 'Trigger Effect')","('Stardust (archetype)', 'Warrior (archetype)')",,,Unlimited,Unlimited,Mon Jun 20 12:17:57 2022
Starship Spy Plane,15458892,Monster Card,,Effect Monster,,WIND,Machine,4,1100,500,,,,"('Trigger Effect', 'Unclassified effect')",,,,Unlimited,Unlimited,Tue Mar 17 00:16:15 2020
Stellar Wind Wolfrayet,03322931,Monster Card,,Synchro Monster,,WIND,Beast,9,2500,0,,,,"('Continuous Effect', 'Quick Effect', 'Unclassified effect')",,,,Unlimited,Unlimited,Thu Sep  1 23:58:37 2022
Stinging Swordsman,68167124,Monster Card,,Effect Monster,,WIND,Warrior,1,300,600,,,,"('Trigger Effect',)",,,,Unlimited,Unlimited,Tue Mar 17 00:28:51 2020
Storm Caller,15935204,Monster Card,,Effect Monster,,WIND,Psychic,6,2300,2000,,,,"('Continuous Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Sun Jul 19 04:32:04 2020
Storm Shooter,39188539,Monster Card,,Effect Monster,,WIND,Winged Beast,7,2300,500,,,,"('Ignition Effect',)",,,,Unlimited,Unlimited,Sun Aug 30 04:30:50 2020
Storming Wynn,29013526,Monster Card,,Effect Monster,,WIND,Spellcaster,4,800,1500,,,,"('Ignition Effect',)","('Cataclysmic Charmer',)","('Alternate', 'Edited')",,Unlimited,Unlimited,Sat Apr 23 13:20:49 2022
Strong Wind Dragon,23770284,Monster Card,,Effect Monster,,WIND,Dragon,6,2400,1000,,,,"('Continuous Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Tue Mar 17 00:34:21 2020
