Name,Password,Card type,Property,Primary type,Secondary type,Attribute,Monster type,Level/Rank,ATK,DEF,Link,Link Arrows,TCG status,OCG status
Droll & Lock Bird,94145021,Monster Card,,Effect Monster,,WIND,Spellcaster,1,0,0,,,Unlimited,Unlimited
Droll Bird,97973387,Monster Card,,Normal Monster,,WIND,Winged Beast,2,600,500,,,Unlimited,Unlimited
Duck Fighter,54813225,Monster Card,,Effect Monster,,WIND,Machine,3,1300,1400,,,Unlimited,Unlimited
Dynatherium,07409792,Monster Card,,Effect Monster,,WIND,Beast,4,1600,600,,,Unlimited,Unlimited
Eagle Eye,53693416,Monster Card,,Effect Monster,,WIND,Winged Beast,3,1300,1200,,,Unlimited,Unlimited
Eccentric Boy,16825874,Monster Card,,Effect Monster,Tuner monster,WIND,Spellcaster,3,800,200,,,Unlimited,Unlimited
El Shaddoll Wendigo,74009824,Monster Card,,Effect Monster,,WIND,Psychic,6,200,2800,,,Unlimited,Unlimited
Elemental HERO Air Neos,11502550,Monster Card,,Effect Monster,,WIND,Warrior,7,2500,2000,,,Unlimited,Unlimited
Elemental HERO Avian,21844576,Monster Card,,Normal Monster,,WIND,Warrior,3,1000,1000,,,Unlimited,Unlimited
Elemental HERO Flame Wingman,35809262,Monster Card,,Effect Monster,,WIND,Warrior,6,2100,1200,,,Unlimited,Unlimited
Elemental HERO Great Tornado,03642509,Monster Card,,Effect Monster,,WIND,Warrior,8,2800,2200,,,Unlimited,Unlimited
Elemental HERO Storm Neos,49352945,Monster Card,,Effect Monster,,WIND,Warrior,9,3000,2500,,,Unlimited,Unlimited
Elemental HERO Stratos,40044918,Monster Card,,Effect Monster,,WIND,Warrior,4,1800,300,,,Unlimited,Unlimited
Elemental HERO Tempest,83121692,Monster Card,,Effect Monster,,WIND,Warrior,8,2800,2800,,,Unlimited,Unlimited
Elementsaber Makani,19036557,Monster Card,,Effect Monster,,WIND,Warrior,2,1300,1200,,,Unlimited,Unlimited
Elphase,60292055,Monster Card,,Link Monster,,WIND,Cyberse,,2000,,2,"('→', '↑')",Unlimited,Unlimited
Empress Mantis,58818411,Monster Card,,Normal Monster,,WIND,Insect,6,2200,1400,,,Unlimited,Unlimited
Excode Talker,40669071,Monster Card,,Link Monster,,WIND,Cyberse,,2300,,3,"('←', '→', '↑')",Unlimited,Unlimited
F.A. Auto Navigator,39271553,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,1,0,0,,,Unlimited,Unlimited
F.A. Hang On Mach,93449450,Monster Card,,Effect Monster,,WIND,Machine,4,0,1800,,,Unlimited,Unlimited
F.A. Sonic Meister,67045745,Monster Card,,Effect Monster,,WIND,Machine,4,0,1000,,,Unlimited,Unlimited
F.A. Turbo Charger,75059201,Monster Card,,Effect Monster,,WIND,Machine,6,0,1500,,,Unlimited,Unlimited
F.A. Whip Crosser,49655592,Monster Card,,Effect Monster,,WIND,Machine,4,0,1000,,,Unlimited,Unlimited
Fairy Dragon,20315854,Monster Card,,Normal Monster,,WIND,Dragon,4,1100,1200,,,Unlimited,Unlimited
Fairy Guardian,22419772,Monster Card,,Effect Monster,,WIND,Fairy,3,1000,1000,,,Unlimited,Unlimited
Faith Bird,75582395,Monster Card,,Normal Monster,,WIND,Winged Beast,4,1500,1100,,,Unlimited,Unlimited
Familiar-Possessed - Wynn,31764353,Monster Card,,Effect Monster,,WIND,Spellcaster,4,1850,1500,,,Unlimited,Unlimited
Fantastic Striborg,79176962,Monster Card,,Effect Monster,,WIND,Machine,5,2200,2200,,,Unlimited,Unlimited
Featherizer,32271987,Monster Card,,Effect Monster,,WIND,Spellcaster,2,700,1100,,,Unlimited,Unlimited
"Feedran, the Winds of Mischief",92597893,Monster Card,,Effect Monster,,WIND,Dragon,3,1700,0,,,Unlimited,Unlimited
Fiend Reflection #1,68870276,Monster Card,,Normal Monster,,WIND,Winged Beast,4,1300,1400,,,,Unlimited
Fiend Skull Dragon,66235877,Monster Card,,Effect Monster,,WIND,Dragon,5,2000,1200,,,Unlimited,Unlimited
"Filo, Messenger Fur Hire",36205132,Monster Card,,Effect Monster,,WIND,Winged Beast,1,0,0,,,Unlimited,Unlimited
Flelf,61807040,Monster Card,,Effect Monster,,WIND,Spellcaster,2,800,1300,,,Unlimited,Unlimited
Floowandereeze & Eglen,54334420,Monster Card,,Effect Monster,,WIND,Winged Beast,1,800,1000,,,Unlimited,Unlimited
Floowandereeze & Empen,80611581,Monster Card,,Effect Monster,,WIND,Winged Beast,10,2700,1000,,,Unlimited,Unlimited
Floowandereeze & Toccan,17827173,Monster Card,,Effect Monster,,WIND,Winged Beast,1,500,1300,,,Unlimited,Unlimited
Fluff Token,,Monster Card,,Normal Monster,,WIND,Plant,1,0,0,,,,Legal
Flyfang,11954712,Monster Card,,Effect Monster,,WIND,Fish,3,1600,300,,,Unlimited,Unlimited
Flying Elephant,66765023,Monster Card,,Effect Monster,,WIND,Beast,4,1850,1300,,,Unlimited,Unlimited
Flying Fish,31987274,Monster Card,,Normal Monster,,WIND,Fish,4,800,500,,,Unlimited,Unlimited
Flying Fortress SKY FIRE,16898077,Monster Card,,Effect Monster,,WIND,Machine,8,3000,2500,,,Unlimited,Unlimited
Flying Kamakiri #1,84834865,Monster Card,,Effect Monster,,WIND,Insect,4,1400,900,,,Unlimited,Unlimited
Flying Kamakiri #2,03134241,Monster Card,,Normal Monster,,WIND,Insect,4,1500,800,,,Unlimited,Unlimited
Fortune Chariot,39299733,Monster Card,,Effect Monster,Union monster,WIND,Fairy,6,1000,2000,,,Unlimited,Unlimited
Fortune Fairy Hu,79890560,Monster Card,,Effect Monster,,WIND,Spellcaster,3,0,0,,,Unlimited,Unlimited
Fortune Lady Wind,82693917,Monster Card,,Effect Monster,,WIND,Spellcaster,3,?,?,,,Unlimited,Unlimited
"Frodi, Generaider Boss of Swords",40998517,Monster Card,,Effect Monster,,WIND,Warrior,9,2500,2000,,,Unlimited,Unlimited
"Gadarla, the Mystery Dust Kaiju",36956512,Monster Card,,Effect Monster,,WIND,Insect,8,2700,1600,,,Unlimited,Unlimited
"Gaia Dragon, the Thunder Charger",91949988,Monster Card,,Xyz Monster,,WIND,Dragon,7,2600,2100,,,Unlimited,Unlimited
Gaia the Dragon Champion,66889139,Monster Card,,Fusion Monster,,WIND,Dragon,7,2600,2100,,,Unlimited,Unlimited
Gaia the Magical Knight of Dragons,15989522,Monster Card,,Effect Monster,,WIND,Dragon,7,2600,2100,,,Unlimited,Unlimited
Garbage Collector,11801343,Monster Card,,Effect Monster,,WIND,Cyberse,2,100,1900,,,Unlimited,Unlimited
Garuda the Wind Spirit,12800777,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1600,1200,,,Unlimited,Unlimited
Garum the Storm Vassal,22382087,Monster Card,,Effect Monster,,WIND,Winged Beast,3,800,1000,,,Unlimited,Unlimited
Geira Guile the Cubic King,40392714,Monster Card,,Effect Monster,,WIND,Fairy,2,0,0,,,Unlimited,Unlimited
Gemini Soldier,68366996,Monster Card,,Effect Monster,Gemini monster,WIND,Warrior,2,500,300,,,Unlimited,Unlimited
Genetic Woman,98147766,Monster Card,,Effect Monster,,WIND,Psychic,4,1700,1200,,,Unlimited,Unlimited
Genex Blastfan,24432029,Monster Card,,Effect Monster,,WIND,Spellcaster,4,1600,1300,,,Unlimited,Unlimited
Genex Worker,93882364,Monster Card,,Effect Monster,,WIND,Machine,3,1200,1200,,,Unlimited,Unlimited
Genomix Fighter,42155488,Monster Card,,Effect Monster,Tuner monster,WIND,Psychic,6,2200,1100,,,Unlimited,Unlimited
Ghost Fairy Elfobia,44663232,Monster Card,,Effect Monster,,WIND,Psychic,3,900,500,,,Unlimited,Unlimited
Ghost Mourner & Moonlit Chill,52038441,Monster Card,,Effect Monster,Tuner monster,WIND,Zombie,3,0,1800,,,Unlimited,Unlimited
Gigathunder Giclops,17241941,Monster Card,,Pendulum Monster,Tuner monster,WIND,Thunder,4,1400,1700,,,Unlimited,Unlimited
Girochin Kuwagata,84620194,Monster Card,,Normal Monster,,WIND,Insect,4,1700,1000,,,Unlimited,Unlimited
"Gizmek Inaba, the Hopping Hare of Hakuto",50901852,Monster Card,,Effect Monster,,WIND,Machine,1,50,50,,,Unlimited,Unlimited
"Gizmek Makami, the Ferocious Fanged Fortress",46809548,Monster Card,,Effect Monster,,WIND,Machine,6,2150,2150,,,Unlimited,Unlimited
Gladiator Beast Bestiari,41470137,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1500,800,,,Unlimited,Unlimited
Gladiator Beast Dragases,62000467,Monster Card,,Link Monster,,WIND,Winged Beast,,2000,,2,"('↙', '↘')",Unlimited,Unlimited
Gladiator Beast Equeste,57731460,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1600,1200,,,Unlimited,Unlimited
Gladiator Beast Lanista,02067935,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1800,1200,,,Unlimited,Unlimited
Gladiator Beast Sagittarii,16003979,Monster Card,,Effect Monster,,WIND,Winged Beast,3,1400,1000,,,Unlimited,Unlimited
Gladiator Beast Secutor,77642288,Monster Card,,Effect Monster,,WIND,Reptile,4,400,300,,,Unlimited,Unlimited
Glife the Phantom Bird,00899287,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1500,1500,,,Unlimited,Unlimited
Goblin Recon Squad,82324312,Monster Card,,Effect Monster,,WIND,Warrior,4,1700,0,,,Unlimited,Unlimited
Goe Goe the Gallant Ninja,10236520,Monster Card,,Effect Monster,,WIND,Warrior,4,1500,1000,,,Unlimited,Unlimited
Gray Wing,29618570,Monster Card,,Effect Monster,,WIND,Dragon,3,1300,700,,,Unlimited,Unlimited
Greatfly,90512490,Monster Card,,Link Monster,,WIND,Insect,,1400,,2,"('↙', '↘')",Unlimited,Unlimited
Green Duston,52182715,Monster Card,,Effect Monster,,WIND,Fiend,1,0,1000,,,Unlimited,Unlimited
Green Ninja,,Monster Card,,Effect Monster,,WIND,,2,???,???,,,,Not yet released
Guardian Eatos,34022290,Monster Card,,Effect Monster,,WIND,Fairy,8,2500,2000,,,Unlimited,Unlimited
Guardian Elma,74367458,Monster Card,,Effect Monster,,WIND,Fairy,3,1300,1200,,,Unlimited,Unlimited
Guardragon Andrake,06990577,Monster Card,,Effect Monster,,WIND,Dragon,4,2000,600,,,Unlimited,Unlimited
Gusto Codor,09897998,Monster Card,,Effect Monster,,WIND,Winged Beast,3,1000,400,,,Unlimited,Unlimited
Gusto Egul,91662792,Monster Card,,Effect Monster,Tuner monster,WIND,Winged Beast,1,200,400,,,Unlimited,Unlimited
Gusto Falco,46044841,Monster Card,,Effect Monster,Tuner monster,WIND,Winged Beast,2,600,1400,,,Unlimited,Unlimited
Gusto Griffin,42082363,Monster Card,,Effect Monster,,WIND,Winged Beast,2,800,300,,,Unlimited,Unlimited
Gusto Gulldo,65277087,Monster Card,,Effect Monster,Tuner monster,WIND,Winged Beast,3,500,500,,,Unlimited,Unlimited
Gusto Squirro,00336369,Monster Card,,Effect Monster,Tuner monster,WIND,Thunder,2,0,1800,,,Unlimited,Unlimited
Gusto Thunbolt,28066831,Monster Card,,Effect Monster,,WIND,Thunder,4,1500,1200,,,Unlimited,Unlimited
Gusto Vedir,86277379,Monster Card,,Effect Monster,Tuner monster,WIND,Winged Beast,3,600,1000,,,Unlimited,Unlimited
Gyroid,18325492,Monster Card,,Effect Monster,,WIND,Machine,3,1000,1000,,,Unlimited,Unlimited
"Hajun, the Winged Mayakashi",41729254,Monster Card,,Effect Monster,,WIND,Zombie,1,600,400,,,Unlimited,Unlimited
Hand of Nephthys,98446407,Monster Card,,Effect Monster,,WIND,Spellcaster,2,600,600,,,Unlimited,Unlimited
Handcuffs Dragon,97904474,Monster Card,,Effect Monster,,WIND,Dragon,5,1800,1800,,,Unlimited,Unlimited
Harpie Channeler,90238142,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1400,1300,,,Unlimited,Unlimited
Harpie Conductor,85696777,Monster Card,,Link Monster,,WIND,Winged Beast,,1900,,2,"('↙', '↘')",Unlimited,Unlimited
Harpie Dancer,68815132,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1200,1000,,,Unlimited,Unlimited
Harpie Girl,34100324,Monster Card,,Normal Monster,,WIND,Winged Beast,2,500,500,,,Unlimited,Unlimited
Harpie Harpist,56585883,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1700,600,,,Unlimited,Unlimited
Harpie Lady,76812113,Monster Card,,Normal Monster,,WIND,Winged Beast,4,1300,1400,,,Unlimited,Unlimited
Harpie Lady 1,91932350,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1300,1400,,,Unlimited,Unlimited
Harpie Lady 2,27927359,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1300,1400,,,Unlimited,Unlimited
Harpie Lady 3,54415063,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1300,1400,,,Unlimited,Unlimited
Harpie Lady Sisters,12206212,Monster Card,,Effect Monster,,WIND,Winged Beast,6,1950,2100,,,Unlimited,Unlimited
Harpie Oracle,66386380,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1300,1400,,,Unlimited,Unlimited
Harpie Perfumer,39392286,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1400,1300,,,Unlimited,Unlimited
Harpie Queen,75064463,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1900,1200,,,Unlimited,Unlimited
Harpie's Pet Baby Dragon,06924874,Monster Card,,Effect Monster,,WIND,Dragon,4,1200,600,,,Unlimited,Unlimited
Harpie's Pet Dragon,52040216,Monster Card,,Effect Monster,,WIND,Dragon,7,2000,2500,,,Unlimited,Unlimited
Harpie's Pet Dragon - Fearsome Fire Blast,04991081,Monster Card,,Effect Monster,,WIND,Dragon,7,2000,2500,,,Not yet released,Unlimited
Harpie's Pet Phantasmal Dragon,85909450,Monster Card,,Xyz Monster,,WIND,Dragon,4,2000,2500,,,Unlimited,Unlimited
Heavenly Zephyr - Miradora,17063599,Monster Card,,Effect Monster,,WIND,Dragon,7,2000,2600,,,Unlimited,Unlimited
Heraldic Beast Aberconway,60316373,Monster Card,,Effect Monster,,WIND,Dragon,4,1800,900,,,Unlimited,Unlimited
Heraldic Beast Amphisbaena,87255382,Monster Card,,Effect Monster,,WIND,Dragon,4,1700,1100,,,Unlimited,Unlimited
Heraldic Beast Berners Falcon,96704018,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1000,1600,,,Unlimited,Unlimited
Heraldic Beast Twin-Headed Eagle,19310321,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1200,1400,,,Unlimited,Unlimited
Hi-Speedroid Chanbara,42110604,Monster Card,,Synchro Monster,,WIND,Machine,5,2000,1000,,,Unlimited,Unlimited
Hi-Speedroid Clear Wing Rider,86154370,Monster Card,,Synchro Monster,,WIND,Machine,11,3500,2000,,,Unlimited,Unlimited
Hi-Speedroid Cork Shooter,23361526,Monster Card,,Synchro Monster,Tuner monster,WIND,Machine,3,500,1000,,,Unlimited,Unlimited
Hi-Speedroid Hagoita,21516908,Monster Card,,Synchro Monster,,WIND,Machine,5,2000,1000,,,Unlimited,Unlimited
Hi-Speedroid Kendama,97007933,Monster Card,,Synchro Monster,,WIND,Machine,6,2200,1600,,,Unlimited,Unlimited
Hi-Speedroid Kitedrake,05772618,Monster Card,,Synchro Monster,,WIND,Machine,8,3000,2800,,,Unlimited,Unlimited
Hi-Speedroid Puzzle,86943389,Monster Card,,Synchro Monster,,WIND,Machine,4,1300,1600,,,Unlimited,Unlimited
Hi-Speedroid Rubber Band Shooter,72813401,Monster Card,,Link Monster,,WIND,Machine,,1000,,2,"('↙', '↘')",Unlimited,Unlimited
Hop Ear Squadron,01980574,Monster Card,,Effect Monster,Tuner monster,WIND,Beast,2,300,600,,,Unlimited,Unlimited
Horse of the Floral Knights,71736213,Monster Card,,Effect Monster,,WIND,Beast,3,400,800,,,Unlimited,Unlimited
Horseytail,82994509,Monster Card,,Effect Monster,,WIND,Plant,2,400,500,,,Unlimited,Unlimited
"Hraesvelgr, the Desperate Doom Eagle",49105782,Monster Card,,Link Monster,,WIND,Winged Beast,,2400,,3,"('↙', '↘', '↑')",Unlimited,Unlimited
Hundred Dragon,90788081,Monster Card,,Effect Monster,,WIND,Dragon,4,1800,1000,,,Unlimited,Unlimited
Hunter Owl,51962254,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1000,900,,,Unlimited,Unlimited
Hurricail,15042735,Monster Card,,Normal Monster,,WIND,Spellcaster,2,900,200,,,,Unlimited
Hypnosister,22200403,Monster Card,,Effect Monster,,WIND,Psychic,4,1300,1400,,,Unlimited,Unlimited
Imduk the World Chalice Dragon,31226177,Monster Card,,Link Monster,,WIND,Dragon,,800,,1,"('↑',)",Unlimited,Unlimited
Influence Dragon,54936498,Monster Card,,Effect Monster,Tuner monster,WIND,Dragon,3,300,900,,,Unlimited,Unlimited
Insect Princess,37957847,Monster Card,,Effect Monster,,WIND,Insect,6,1900,1200,,,Unlimited,Unlimited
Insect Soldiers of the Sky,07019529,Monster Card,,Effect Monster,,WIND,Insect,3,1000,800,,,Unlimited,Unlimited
Invoked Raidjin,49513164,Monster Card,,Effect Monster,,WIND,Warrior,5,2200,2400,,,Unlimited,Unlimited
Izanagi,06544078,Monster Card,,Effect Monster,,WIND,Fairy,6,2200,1000,,,Unlimited,Unlimited
Jetroid,43697559,Monster Card,,Effect Monster,,WIND,Machine,4,1200,1800,,,Unlimited,Unlimited
Junk Berserker,59771339,Monster Card,,Synchro Monster,,WIND,Warrior,7,2700,1800,,,Unlimited,Unlimited
Junk Speeder,77075360,Monster Card,,Synchro Monster,,WIND,Warrior,5,1800,1000,,,Unlimited,Unlimited
Kai-Den Kendo Spirit,71614230,Monster Card,,Pendulum Monster,Spirit monster,WIND,Warrior,5,2400,1000,,,Unlimited,Unlimited
Kaminari Attack,09653271,Monster Card,,Fusion Monster,,WIND,Thunder,5,1900,1400,,,Unlimited,Unlimited
"Kamui, Hope of Gusto",72439556,Monster Card,,Effect Monster,Flip monster,WIND,Psychic,2,200,1000,,,Unlimited,Unlimited
Kazejin,62340868,Monster Card,,Effect Monster,,WIND,Spellcaster,7,2400,2200,,,Unlimited,Unlimited
Kikinagashi Fucho,27240101,Monster Card,,Xyz Monster,,WIND,Winged Beast,1,0,0,,,Unlimited,Unlimited
Killer Needle,88979991,Monster Card,,Normal Monster,,WIND,Insect,4,1200,1000,,,Unlimited,Unlimited
Kiwi Magician Girl,82627406,Monster Card,,Effect Monster,,WIND,Spellcaster,5,1800,1200,,,Unlimited,Unlimited
Knight of Armor Dragon,75901113,Monster Card,,Effect Monster,,WIND,Dragon,4,1900,1200,,,Unlimited,Unlimited
Knightmare Goblin,39064822,Monster Card,,Link Monster,,WIND,Fiend,,1300,,2,"('←', '→')",Forbidden,Forbidden
Koa'ki Meiru Doom,80925836,Monster Card,,Effect Monster,,WIND,Fiend,3,1700,800,,,Unlimited,Unlimited
Koa'ki Meiru Drago,12435193,Monster Card,,Effect Monster,,WIND,Dragon,4,1900,1600,,,Unlimited,Unlimited
Koa'ki Meiru Maximus,65026212,Monster Card,,Effect Monster,,WIND,Dragon,8,3000,2500,,,Unlimited,Unlimited
Koa'ki Meiru Speeder,68809475,Monster Card,,Effect Monster,,WIND,Machine,3,1200,2200,,,Unlimited,Unlimited
Koa'ki Meiru Tornado,95204084,Monster Card,,Effect Monster,,WIND,Winged Beast,4,1500,1200,,,Unlimited,Unlimited
Kshatri-La Unicorn,,Monster Card,,Effect Monster,,WIND,Psychic,7,2500,2100,,,,Not yet released
Kujakujaku,24384095,Monster Card,,Effect Monster,,WIND,Winged Beast,3,1200,900,,,Unlimited,Unlimited
Kunoichi,56514812,Monster Card,,Effect Monster,,WIND,Warrior,4,1800,1000,,,Unlimited,Unlimited
Kurama,85705804,Monster Card,,Normal Monster,,WIND,Winged Beast,3,800,800,,,Unlimited,Unlimited
Kuro-Obi Karate Spirit,77511331,Monster Card,,Pendulum Monster,Spirit monster,WIND,Warrior,5,2400,1000,,,Unlimited,Unlimited
LaLa Li-oon,09430387,Monster Card,,Normal Monster,,WIND,Thunder,2,600,600,,,,Unlimited
Lady Ninja Yae,82005435,Monster Card,,Effect Monster,,WIND,Warrior,3,1100,200,,,Unlimited,Unlimited
Lancephorhynchus,48940337,Monster Card,,Normal Monster,,WIND,Dinosaur,6,2500,800,,,Unlimited,Unlimited
Lancer Lindwurm,46272804,Monster Card,,Effect Monster,,WIND,Dragon,4,1800,1200,,,Unlimited,Unlimited
Legendary Six Samurai - Kageki,02511717,Monster Card,,Effect Monster,,WIND,Warrior,3,200,2000,,,Unlimited,Unlimited
Leonardo's Silver Skyship,,Monster Card,,Normal Monster,,WIND,Machine,7,0,3000,,,Illegal,Illegal
Lesser Dragon,55444629,Monster Card,,Normal Monster,,WIND,Dragon,4,1200,1000,,,Unlimited,Unlimited
Leviair the Sea Dragon,95992081,Monster Card,,Xyz Monster,,WIND,Aqua,3,1800,1600,,,Unlimited,Unlimited
Libromancer Geek Boy,46123974,Monster Card,,Effect Monster,,WIND,Psychic,3,800,800,,,Unlimited,
Lifeforce Harmonizer,76214441,Monster Card,,Effect Monster,,WIND,Psychic,2,800,400,,,Unlimited,Unlimited
Lightning Chidori,22653490,Monster Card,,Xyz Monster,,WIND,Thunder,4,1900,1600,,,Unlimited,Unlimited
"Lightning, Dragon Ruler of Drafts",89185742,Monster Card,,Effect Monster,,WIND,Dragon,3,500,1800,,,Unlimited,Unlimited
Link Infra-Flier,65100616,Monster Card,,Effect Monster,,WIND,Cyberse,2,0,1800,,,Unlimited,Unlimited
Little-Winguard,90790253,Monster Card,,Effect Monster,,WIND,Warrior,4,1400,1800,,,Unlimited,Unlimited
Lizard Soldier,20831168,Monster Card,,Normal Monster,,WIND,Dragon,3,1100,800,,,Unlimited,Unlimited
Lucky Pied Piper,68762510,Monster Card,,Effect Monster,Gemini monster,WIND,Fairy,4,1500,500,,,Unlimited,Unlimited
Luster Dragon,11091375,Monster Card,,Normal Monster,,WIND,Dragon,4,1900,1600,,,Unlimited,Unlimited
Luster Dragon #2,17658803,Monster Card,,Normal Monster,,WIND,Dragon,6,2400,1400,,,Unlimited,Unlimited
Lyrilusc - Assembled Nightingale,48608796,Monster Card,,Xyz Monster,,WIND,Winged Beast,1,0,0,,,Unlimited,Unlimited
Lyrilusc - Beryl Canary,10182251,Monster Card,,Effect Monster,,WIND,Winged Beast,1,0,200,,,Unlimited,Unlimited
Lyrilusc - Celestine Wagtail,46576366,Monster Card,,Effect Monster,,WIND,Winged Beast,1,200,0,,,Unlimited,Unlimited
Lyrilusc - Cobalt Sparrow,34550857,Monster Card,,Effect Monster,,WIND,Winged Beast,1,0,100,,,Unlimited,Unlimited
Lyrilusc - Ensemblue Robin,72971064,Monster Card,,Xyz Monster,,WIND,Winged Beast,1,0,0,,,Unlimited,Unlimited
Lyrilusc - Independent Nightingale,76815942,Monster Card,,Effect Monster,,WIND,Winged Beast,1,1000,0,,,Unlimited,Unlimited
Lyrilusc - Promenade Thrush,19369609,Monster Card,,Xyz Monster,,WIND,Winged Beast,1,0,0,,,Unlimited,Unlimited
Lyrilusc - Recital Starling,08491961,Monster Card,,Xyz Monster,,WIND,Winged Beast,1,0,0,,,Limited,Unlimited
Lyrilusc - Sapphire Swallow,60954556,Monster Card,,Effect Monster,,WIND,Winged Beast,1,100,0,,,Unlimited,Unlimited
Lyrilusc - Turquoise Warbler,97949165,Monster Card,,Effect Monster,,WIND,Winged Beast,1,100,100,,,Unlimited,Unlimited
Magikey Dragon - Andrabime,71159974,Monster Card,,Effect Monster,,WIND,Dragon,8,2800,2000,,,Unlimited,Unlimited
Mahjong Munia Maidens,53620899,Monster Card,,Effect Monster,Flip monster,WIND,Winged Beast,2,200,2000,,,Unlimited,Unlimited
Majespecter Cat - Nekomata,05506791,Monster Card,,Pendulum Monster,,WIND,Spellcaster,3,100,1800,,,Unlimited,Unlimited
Majespecter Crow - Yata,68395509,Monster Card,,Pendulum Monster,,WIND,Spellcaster,4,1000,1500,,,Unlimited,Unlimited
Majespecter Fox - Kyubi,94784213,Monster Card,,Pendulum Monster,,WIND,Spellcaster,4,1500,1000,,,Unlimited,Unlimited
Majespecter Raccoon - Bunbuku,31991800,Monster Card,,Pendulum Monster,,WIND,Spellcaster,3,1200,900,,,Unlimited,Unlimited
Majespecter Toad - Ogama,00645794,Monster Card,,Pendulum Monster,,WIND,Spellcaster,4,1300,500,,,Unlimited,Unlimited
Majespecter Unicorn - Kirin,31178212,Monster Card,,Pendulum Monster,,WIND,Spellcaster,6,2000,2000,,,Forbidden,Forbidden
"Majester Paladin, the Ascending Dracoslayer",88722973,Monster Card,,Xyz Monster,,WIND,Dragon,4,1850,2000,,,Unlimited,Unlimited
Majestic Star Dragon,07841112,Monster Card,,Synchro Monster,,WIND,Dragon,10,3800,3000,,,Unlimited,Unlimited
"Majesty Maiden, the True Dracocaster",95004025,Monster Card,,Effect Monster,,WIND,Wyrm,5,2300,1500,,,Unlimited,Unlimited
"Majesty Pegasus, the Dracoslayer",,Monster Card,,Pendulum Monster,,WIND,Spellcaster,4,1500,1500,,,,Not yet released
Maple Maiden,73104892,Monster Card,,Synchro Monster,,WIND,Fairy,7,2100,2600,,,Unlimited,Unlimited
"Mariamne, the True Dracophoenix",94160895,Monster Card,,Effect Monster,,WIND,Wyrm,9,2700,2100,,,Unlimited,Unlimited
Martial Metal Marcher,81846453,Monster Card,,Synchro Monster,Tuner monster,WIND,Machine,3,500,2200,,,Unlimited,Unlimited
Masked HERO Blast,89870349,Monster Card,,Effect Monster,,WIND,Warrior,6,2200,1800,,,Unlimited,Unlimited
Masked HERO Divine Wind,22093873,Monster Card,,Effect Monster,,WIND,Warrior,8,2700,1900,,,Unlimited,Unlimited
Masked Ninja Ebisu,22512406,Monster Card,,Effect Monster,,WIND,Warrior,4,1200,1800,,,Unlimited,Unlimited
Matriarch of Nephthys,52904476,Monster Card,,Effect Monster,,WIND,Spellcaster,2,600,600,,,Unlimited,Unlimited
Mavelus,59036972,Monster Card,,Fusion Monster,,WIND,Winged Beast,4,1300,900,,,Unlimited,Unlimited
Max Warrior,94538053,Monster Card,,Effect Monster,,WIND,Warrior,4,1800,800,,,Unlimited,Unlimited
Mayosenju Daibak,93368494,Monster Card,,Pendulum Monster,,WIND,Beast,10,3000,300,,,Unlimited,Unlimited
Mayosenju Hitot,21364070,Monster Card,,Pendulum Monster,,WIND,Beast,10,2000,3000,,,Unlimited,Unlimited
Mecha Phantom Beast Aerosguin,16943770,Monster Card,,Effect Monster,,WIND,Machine,3,1600,400,,,Unlimited,Unlimited
Mecha Phantom Beast Auroradon,44097050,Monster Card,,Link Monster,,WIND,Machine,,2100,,3,"('↓', '↘', '←')",Forbidden,Unlimited
Mecha Phantom Beast Blackfalcon,04417407,Monster Card,,Effect Monster,,WIND,Machine,4,1200,1700,,,Unlimited,Unlimited
Mecha Phantom Beast Blue Impala,67489919,Monster Card,,Effect Monster,Tuner monster,WIND,Machine,3,1400,1100,,,Unlimited,Unlimited
Mecha Phantom Beast Coltwing,94973028,Monster Card,,Effect Monster,,WIND,Machine,4,1600,1500,,,Unlimited,Unlimited
Mecha Phantom Beast Concoruda,53451824,Monster Card,,Synchro Monster,,WIND,Machine,7,2400,1200,,,Unlimited,Unlimited
Mecha Phantom Beast Dracossack,22110647,Monster Card,,Xyz Monster,,WIND,Machine,7,2600,2200,,,Unlimited,Unlimited
Mecha Phantom Beast Hamstrat,66200210,Monster Card,,Effect Monster,,WIND,Machine,3,1100,1600,,,Unlimited,Unlimited
Mecha Phantom Beast Harrliard,20368763,Monster Card,,Effect Monster,,WIND,Machine,4,1800,800,,,Unlimited,Unlimited
